"heatmap_row_order","gene_id","Description","DEG_scope","n_infection_diets","infection_diets","directions","comparisons","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction"
292,"LOC126298477","Zona pellucida-like domain","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",1.69990169657735,5.64708969042341e-05,2.31536952569092,"1016","Lower than gene average"
293,"LOC126344570","Carboxylesterase family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.21865096781079,0.000157916247017689,2.25859946940805,"1016","Lower than gene average"
294,"LOC126333165","Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.75689038927711,0.00295776586407514,1.93914046071305,"1029","Lower than gene average"
295,"LOC126297882","zinc ion binding. It is involved in the biological process described with steroid hormone mediated signaling pathway","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.07218997412585,0.0162616328780146,2.44222222268698,"1029","Lower than gene average"
296,"LOC126295214","Fes/CIP4, and EFC/F-BAR homology domain","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.04237881445928,0.0434735862786285,2.06323887303287,"1029","Lower than gene average"
297,"LOC126297815","Ephrin","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",1.16463183777238,0.00547163555331805,2.15079050322691,"1054","Lower than gene average"
298,"LOC126336875","Orange domain","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.61421668627562,0.00196690229387955,2.05946839385209,"1029","Lower than gene average"
299,"LOC126355970","no description","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.43127556032971,0.0132526504087277,2.75240165807475,"1023","Lower than gene average"
300,"LOC126268712","Fibrinogen-related domains (FReDs)","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",1.69564497636998,0.00925271121817916,2.0317139773664,"1040","Higher than gene average"
301,"LOC126285253","no description","DEG in 2 diets",2,"33; 83","Higher in control","Diet 33; Diet 83: infected vs control",3.62255806698255,0.0204598083039408,1.9168773036693,"1039","Higher than gene average"
302,"LOC126285254","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",2.44068332952573,0.0399861780714049,1.96985450575132,"1039","Higher than gene average"
303,"LOC126297871","Pyruvate dehydrogenase E1 component subunit beta","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.08632285731617,0.000148908456350271,1.99529087235624,"1007","Higher than gene average"
304,"LOC126334959","Destroys radicals which are normally produced within the cells and which are toxic to biological systems","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.09698018165187,0.000663988184661385,2.08858665934048,"1007","Higher than gene average"
305,"LOC126323251","methylenetetrahydrofolate dehydrogenase (NADP ) activity. It is involved in the biological process described with","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.74346605718364,0.00325074624970914,2.43097297941122,"1037","Higher than gene average"
306,"LOC126355087","Sulfotransferase domain","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.74813731788931,0.0280980403179526,2.73622336821276,"1037","Higher than gene average"
307,"LOC126297447","Hemimethylated DNA-binding protein YccV like","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.07042890788265,0.00303450570143522,2.82781505594162,"1027","Lower than gene average"
308,"LOC126268200","Methyltransferase activity. It is involved in the biological process described with metabolic process","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.20285658814124,0.0129291328989422,2.04456043435852,"1023","Lower than gene average"
309,"LOC126320757","Major Facilitator Superfamily","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",1.05210274153116,0.00788606860697097,1.86378073556781,"1027","Lower than gene average"
310,"LOC126356182","snRNP Sm proteins","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.00058393151611,0.00755671378933718,2.33961906925011,"1024","Lower than gene average"
311,"LOC126363250","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.00247586614011,0.00196690229387955,2.21607297127603,"1023","Lower than gene average"
312,"LOC126320956","Inosine-uridine preferring nucleoside","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",3.26958859069802,3.29489137860437e-05,2.37961277388545,"1007","Higher than gene average"
313,"LOC126355586","It is involved in the biological process described with protein phosphorylation","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.76723249151076,0.00440396956794223,2.31942506495716,"1057","Lower than gene average"
314,"LOC126346564","Belongs to the transient receptor (TC 1.A.4) family","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.68050718962591,9.66586324238251e-05,2.01799047960055,"1058","Lower than gene average"
315,"LOC126299043","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor. It is involved in the biological process described with","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.12976423989885,0.00327068628652296,2.62801187704595,"1027","Lower than gene average"
316,"LOC126337079","PMP-22/EMP/MP20/Claudin tight junction","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.00299549542627,0.00295776586407514,2.12214968424321,"1023","Lower than gene average"
317,"LOC126285391","-","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.0644557125705,0.000768652655342107,3.24187192858973,"1016","Lower than gene average"
318,"LOC126298594","Leucine-rich repeats, outliers","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.36725800235996,0.00490996007676966,2.24414296796642,"1016","Lower than gene average"
319,"LOC126354340","-","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.03986347879996,0.000235067867495262,2.45944512909853,"1049","Lower than gene average"
320,"LOC126282469","Jiraiya","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.14450787878624,0.00524518862376405,2.42061631878972,"1023","Lower than gene average"
321,"LOC126293382","It is involved in the biological process described with translation","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.24865823781275,0.000587468950011878,2.4905583926622,"1024","Lower than gene average"
322,"LOC126295407","TCP-1/cpn60 chaperonin family","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.25345508845329,0.0211958483757268,2.21001196209857,"1020","Lower than gene average"
323,"LOC126349792","Complement component 1 Q subcomponent-binding protein","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.02383328668256,0.0265642313361394,2.66162075596756,"1027","Lower than gene average"
324,"LOC126275923","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.36371686115162,0.0332540167066038,2.88721015363922,"1052","Lower than gene average"
325,"LOC126268197","It is involved in the biological process described with transport","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.02705205228976,0.0397324696432787,2.3551096837649,"1052","Lower than gene average"
326,"LOC126282979","Enoyl-(Acyl carrier protein) reductase","DEG in 1 diet",1,"83","Higher in infected","Diet 83: infected vs control",2.32446824838042,0.0397491093127404,4.44100083174329,"1050","Higher than gene average"
327,"LOC126271968","no description","DEG in 1 diet",1,"83","Higher in infected","Diet 83: infected vs control",3.71861611893591,0.00355259723892745,4.92716257440167,"1050","Higher than gene average"
328,"LOC126335186","Glycosyltransferase family 92","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.60399105837954,0.0358110616352341,3.3829058285271,"1050","Higher than gene average"
329,"LOC126267060","Cadherin repeats.","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.64170781510094,0.00925271121817916,2.49865864761197,"1040","Higher than gene average"
330,"LOC126267432","It is involved in the biological process described with protein homooligomerization","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.18699060735723,0.00440396956794223,3.02397901929192,"1046","Lower than gene average"
331,"LOC126332411","C2H2-type zinc finger","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.87637074027976,0.0420283010961606,2.56485742143543,"1040","Higher than gene average"
332,"LOC126281335","Sperm-tail PG-rich repeat","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",2.72727990162588,0.00752001412478042,2.78155848881279,"1038","Higher than gene average"
333,"LOC126284466","Insect cuticle protein","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.34671010337269,0.000408339369349888,2.69110641129467,"1040","Higher than gene average"
334,"LOC126278268","no description","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",3.75080269601142,0.0160012454003427,2.40134799227129,"1031","Higher than gene average"
335,"LOC126297511","dihydrofolate reductase activity. It is involved in the biological process described with","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.30000710752263,0.0426032339775071,1.92461916926895,"1038","Higher than gene average"
336,"LOC126355331","Condensin complex subunit","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",2.25879214151388,0.0494200753597605,2.19858322977809,"1041","Higher than gene average"
337,"LOC126355257","It is involved in the biological process described with","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.11559573399883,0.0316297740873063,2.38948231148835,"1006","Lower than gene average"
338,"LOC126272512","Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.09443015721427,0.0154674075714766,4.58319469153375,"1023","Lower than gene average"
339,"LOC126334733","Ribosomal protein L7/L12 dimerisation domain","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.40474344396114,0.00130922068108474,2.76514488320728,"1024","Lower than gene average"
340,"LOC126266650","no description","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.06883509367768,0.00559718203816704,2.34150966355938,"1024","Lower than gene average"
341,"LOC126266714","Insect allergen related repeat, nitrile-specifier detoxification","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",5.96427070821109,0.00296339362628083,2.54792881096604,"1030","Higher than gene average"
342,"LOC126336109","Belongs to the short-chain dehydrogenases reductases (SDR) family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",3.9119810015021,0.0174700895999204,3.05487886654128,"1037","Higher than gene average"
343,"LOC126291743","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",2.76445736737745,0.0112371715194874,2.5309931021605,"1036","Higher than gene average"
344,"LOC126339830","Amidase","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.5363978263615,0.0435217049473176,2.64223134212733,"1036","Higher than gene average"
345,"LOC126295444","Oxidoreductase activity. It is involved in the biological process described with oxidation-reduction process","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.30225334091278,0.00222380167670447,2.83315674386672,"1036","Higher than gene average"
346,"LOC126293483","DNA helicase activity. It is involved in the biological process described with DNA replication initiation","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.03858845310574,0.0106286572050221,2.17328416829424,"1049","Lower than gene average"
347,"LOC126356254","DNA helicase activity. It is involved in the biological process described with DNA replication initiation","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.01506817564741,0.000559209819972059,3.8126717750777,"1002","Lower than gene average"
348,"LOC126284296","5'-flap endonuclease activity. It is involved in the biological process described with DNA replication, Okazaki fragment processing","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.29403290011228,0.0310702437859726,2.03138323752898,"1041","Higher than gene average"
349,"LOC126354008","Ankyrin repeat","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.19088711355643,0.0280650897526671,2.77996055187419,"1058","Lower than gene average"
350,"LOC126271923","Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.32495208755395,0.00839088703566084,2.27501912282004,"1058","Lower than gene average"
351,"LOC126336566","Rough deal protein C-terminal region","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.36400265295012,0.0214742670460171,2.25257191320708,"1058","Lower than gene average"
352,"LOC126353873","DNA double-strand break processing involved in repair via single-strand annealing","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.47753496592638,0.0387349912382639,2.25683265214168,"1009","Higher than gene average"
353,"LOC126359832","Participates in DNA repair and in chromosomal DNA replication","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.12180245650326,0.0127080803514349,3.47364422647915,"1024","Lower than gene average"
354,"LOC126278341","RZZ complex, subunit zwilch","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.22914607553627,0.0187802576177988,2.21118847742638,"1054","Lower than gene average"
355,"LOC126354319","SWI complex, BAF60b domains","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.05177018724014,0.00665478889025745,2.22299320099786,"1003","Higher than gene average"
356,"LOC126355249","-","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.16369639314862,0.0038795612491128,2.27593242943638,"1027","Lower than gene average"
357,"LOC126336345","It is involved in the biological process described with regulation of transcription, DNA-templated","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.47036969564842,0.0088605683152595,2.01640675474984,"1006","Higher than gene average"
358,"LOC126266822","heme binding. It is involved in the biological process described with oxidation-reduction process","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.47306220265582,0.0317335787977095,2.29877798568106,"1029","Lower than gene average"
359,"LOC126278002","activity. It is involved in the biological process described with metabolic process","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.93635199562098,0.0333425244487727,2.31637688269404,"1007","Higher than gene average"
360,"LOC126337058","Juvenile hormone binding protein domains in insects.","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.45261520680182,0.000957343868159593,2.51228147129962,"1003","Higher than gene average"
361,"LOC126341237","Belongs to the UDP-glycosyltransferase family","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.96787523034327,0.00246983345123551,2.54090852129361,"1058","Lower than gene average"
362,"LOC126282257","-","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.75733737430751,0.00381033079326718,2.50541386631723,"1058","Lower than gene average"
363,"LOC126336409","Hemocyanin, all-alpha domain","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.23923118855948,0.0180765398477357,1.98376781273976,"1014","Higher than gene average"
364,"LOC126355885","Pyridoxamine 5'-phosphate oxidase","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.99482209089926,0.0115087822148918,1.92947601164491,"1016","Higher than gene average"
365,"LOC126354707","Belongs to the type-B carboxylesterase lipase family","DEG in 2 diets",2,"33; 83","Higher in control","Diet 33; Diet 83: infected vs control",2.15978079601726,0.0286298091742164,2.03850564621938,"1038","Higher than gene average"
366,"LOC126355192","no description","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.28830787367409,0.0352748856506982,2.87220461136556,"1020","Lower than gene average"
367,"LOC126337056","Juvenile hormone binding protein domains in insects.","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",3.11678800738269,2.93063514523769e-09,2.22661856738606,"1031","Higher than gene average"
368,"LOC126336205","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",3.58008264636997,0.0034504843502698,2.58958026612737,"1031","Higher than gene average"
369,"LOC126266642","Nup133 N terminal like","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.0284917407699,0.0147567021689679,2.67134957438209,"1024","Lower than gene average"
370,"LOC126277880","Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.00676790748366,0.0022691284847202,1.9265411681316,"1041","Higher than gene average"
371,"LOC126282271","Histone H2A","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",1.48899966026514,0.000418508823886963,2.21337823378898,"1039","Higher than gene average"
372,"LOC126284573","dUTP diphosphatase activity. It is involved in the biological process described with dUTP metabolic process","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",2.00903793849306,0.0108247393587308,2.036227702359,"1049","Lower than gene average"
373,"LOC126284030","This protein is an auxiliary protein of DNA polymerase delta and is involved in the control of eukaryotic DNA replication by increasing the polymerase's processibility during elongation of the leading strand","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",1.20004500041169,0.00572489137911624,2.40164257698333,"1054","Lower than gene average"
374,"LOC126278549","Histone H2A","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",1.41458725031719,0.00743777085305356,2.24044009559866,"1039","Higher than gene average"
375,"LOC126284276","HORMA domain","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",2.64414131939002,0.00877938785793723,1.70972525527472,"1039","Higher than gene average"
376,"LOC126336750","DNA helicase activity. It is involved in the biological process described with DNA replication initiation","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.05089419677167,0.0459371846507236,2.11363484934524,"1002","Lower than gene average"
377,"LOC126281310","Domain of unknown function (DUF4789)","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.5145371534677,0.0399438671673346,2.12604054098938,"1009","Higher than gene average"
378,"LOC126267982","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.57468600248602,0.0237140593372777,1.69225374543276,"1039","Higher than gene average"
379,"LOC126277977","Ubiquitin-conjugating enzyme E2, catalytic domain homologues","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.08102657556134,0.0435144803547537,2.58200670508829,"1002","Lower than gene average"
380,"LOC126322719","Required for proper homologous chromosome pairing and efficient cross-over and intragenic recombination during meiosis","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.56366350191252,0.0265199611040876,2.23296172474044,"1043","Higher than gene average"
381,"LOC126275296","protein tyrosine kinase collagen receptor activity","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.50603014924907,0.049280862696698,3.10221248186236,"1016","Higher than gene average"
382,"LOC126358586","Belongs to the histidine acid phosphatase family","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.11117762051914,0.0395942320836646,2.20076617523672,"1011","Higher than gene average"
383,"LOC126284686","Phospholipase A2","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",2.54310697174388,1.41840491536509e-05,2.25005047122454,"1030","Higher than gene average"
384,"LOC126284626","no description","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",4.00819245228282,0.0214672252591307,3.50176184943966,"1039","Higher than gene average"
385,"LOC126284105","no description","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",5.70556931789911,0.00157785725633257,2.86035880274923,"1033","Higher than gene average"
386,"LOC126284106","no description","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",4.69889371375673,0.0139813227575332,2.4413694898497,"1032","Higher than gene average"
387,"LOC126284858","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.88778449011742,0.0134687151599769,2.04456825350887,"1050","Higher than gene average"
388,"LOC126284252","Thrombospondin type 1 repeats","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.62118993758829,0.0463282657306132,1.88675536040749,"1057","Lower than gene average"
389,"LOC126284170","Vasopressin receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.24428268625156,0.0383785268395804,2.00523883408343,"1014","Higher than gene average"
390,"LOC126297938","sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.0278815670911,0.0462179335027886,1.99238416902834,"1057","Lower than gene average"
391,"LOC126284736","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.52824644296633,0.00351276052288764,2.22810799800667,"1040","Higher than gene average"
392,"LOC126279732","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.62910259486682,0.0292242678117545,2.10023702972725,"1040","Higher than gene average"
393,"LOC126268126","Pyridoxal-dependent decarboxylase conserved domain","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.49636375259765,0.00866512498671721,2.39551646395426,"1050","Higher than gene average"
394,"LOC126284862","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.79736314181917,0.0119937796547243,2.0618678461283,"1020","Lower than gene average"
395,"LOC126284387","Sulfatase","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.7073954084605,0.0435089611320181,1.93865891049654,"1050","Higher than gene average"
396,"LOC126355146","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.62365151284137,0.0490727956709364,2.77243508429319,"1023","Lower than gene average"
397,"LOC126273423","Perilipin family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.47841089187691,0.0130828979214024,2.22521085773549,"1023","Lower than gene average"
398,"LOC126297441","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.44338341270152,0.0392478363027952,2.17919530067086,"1024","Lower than gene average"
399,"LOC126272584","Catalytic activity","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.21284636942628,0.0157477648460612,1.9863202049712,"1002","Lower than gene average"
400,"LOC126284908","Leucine rich repeat","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",3.07461522261217,0.00260441198221772,2.96864356204918,"1009","Higher than gene average"
401,"LOC126292093","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.59565114533563,0.00312350704112539,1.95640800111471,"1009","Higher than gene average"
402,"LOC126354620","Catalyzes the reduction of fatty acyl-CoA to fatty alcohols","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.42462652111331,0.000401563680541664,2.36023957239894,"1006","Higher than gene average"
403,"LOC126284624","DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.45024945297785,0.0137616146477067,1.67774214074563,"1009","Higher than gene average"
404,"LOC126281862","zinc finger","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.70310450332845,0.0152867612824782,2.57375979266172,"1006","Higher than gene average"
405,"LOC126281934","Mab-21 protein","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.85297539090276,0.0180668922672335,2.38443592667933,"1020","Lower than gene average"
406,"LOC126335453","Leucine Rich Repeat","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.68991057314302,0.0470650635173835,2.22276745247918,"1020","Lower than gene average"
407,"LOC126293313","Angiotensin-converting enzyme","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.02681089719662,0.0118837389286342,2.19615816644688,"1002","Lower than gene average"
408,"LOC126358860","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",3.24192495091624,0.00145753246274847,2.31908389220635,"1040","Higher than gene average"
409,"LOC126354720","Domain present in fly proteins (CG14681, CG12492, CG6217), worm H06A10.1 and Arabidopsis thaliana MBG8.9.","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.94507196640801,0.0188032087751887,1.91498307252559,"1040","Higher than gene average"
410,"LOC126358892","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.52529673742835,0.0235991069481501,2.20791042170069,"1040","Higher than gene average"
411,"LOC126322960","Lysozyme activity","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.68025705309137,0.00941967002509156,2.06577580532732,"1046","Lower than gene average"
412,"LOC126278149","Carboxylic ester hydrolase activity","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.7016798416229,0.0221486464055933,2.37013350436582,"1016","Lower than gene average"
413,"LOC126271949","Chitin synthase","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.18611886690572,0.0433733197597904,2.17487945775181,"1029","Lower than gene average"
414,"LOC126334527","no description","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.12540678557329,0.00975266243682507,2.90620009825602,"1023","Lower than gene average"
415,"LOC126279072","Protein kinase binding. It is involved in the biological process described with regulation of cyclin-dependent protein serine threonine kinase activity","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.16898880436511,0.0355308152759941,2.87373733449924,"1027","Lower than gene average"
416,"LOC126285182","no description","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",4.12493954560332,0.00400390517805872,2.03536215987453,"1011","Higher than gene average"
417,"LOC126335377","-","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.29575758720482,0.0495987986512573,2.32437682001909,"1049","Lower than gene average"
418,"LOC126299197","Metal ion binding","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.69017802792806,0.0140728488944745,2.59809209184611,"1058","Lower than gene average"
419,"LOC126354594","Hairy Orange","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",1.43782640098009,0.0125336913573182,2.04842881082638,"1011","Higher than gene average"
420,"LOC126277893","Myo-inositol oxygenase","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",3.63464209935164,0.00756472920002317,1.67259171906603,"1058","Lower than gene average"
421,"LOC126335081","Transmembrane and TPR repeat-containing protein","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.11377443916728,0.0068899860554565,2.57725649220143,"1046","Lower than gene average"
422,"LOC126326589","protein serine threonine kinase activity. It is involved in the biological process described with protein phosphorylation","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.4832595749795,0.00189946763749786,2.1437412275222,"1046","Lower than gene average"
423,"LOC126335181","Hairy Orange","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.50627558893042,0.0214234976299357,2.07877083073133,"1027","Lower than gene average"
424,"LOC126355184","Belongs to the type-B carboxylesterase lipase family","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",2.04837996173967,0.0209736909386207,2.36412108883405,"1057","Lower than gene average"
425,"LOC126273250","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",2.40996629061876,0.00228101870912196,2.76509927499709,"1057","Lower than gene average"
426,"LOC126324086","Transferase activity, transferring phosphorus-containing groups","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",2.47670911322022,0.00840062768873277,1.74103906826138,"1011","Higher than gene average"
427,"LOC126341869","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.80204082699687,0.0167939976999697,1.8177735141873,"1049","Lower than gene average"
428,"LOC126335014","Belongs to the short-chain dehydrogenases reductases (SDR) family","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",3.05442047920996,0.00165459676290883,1.78990671152589,"1015","Lower than gene average"
