gene_id,description,gene_biotype,sequence_class,seqid,contrast_family,contrast_id,numerator,denominator,log2FoldChange,padj,higher_in
LOC126337056,protein takeout-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-3.116788007382694,2.9306351452376923e-9,Control diet 50
LOC126281410,glutathione S-transferase D7-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.666894731516007,3.814040015254406e-9,Infected diet 50
LOC126278436,uncharacterized LOC126278436,lncRNA,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,9.221389498096704,4.875418986601945e-9,Infected diet 50
LOC126285457,putative fatty acyl-CoA reductase CG5065,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.1883796897703847,6.383361582917291e-9,Infected diet 50
LOC126336414,hemocyanin-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,6.800780792238186,6.383361582917291e-9,Infected diet 50
LOC126335348,uncharacterized LOC126335348,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.8403774868470624,6.544478963347273e-9,Infected diet 50
LOC126362397,uncharacterized LOC126362397,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.149941526314689,1.0698168156506165e-8,Infected diet 50
LOC126272290,uncharacterized LOC126272290,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.9057355270355805,1.1959121303176189e-8,Infected diet 50
LOC126284651,PI-PLC X domain-containing protein 1-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.747885545937351,1.4322400803339419e-8,Infected diet 50
LOC126299221,uncharacterized LOC126299221,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.975482258851562,1.6229908031782682e-8,Infected diet 50
LOC126267545,serine protease Hayan-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,7.42665846758478,1.8176379726279743e-8,Infected diet 50
LOC126292011,XK-related protein 7-like,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.875242353312593,1.8176379726279743e-8,Infected diet 50
LOC126297581,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.043022142688748,1.8176379726279743e-8,Infected diet 50
LOC126272860,translation initiation factor IF-2-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-4.232794434295621,2.085565435275296e-8,Control diet 50
LOC126282073,uncharacterized LOC126282073,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.1756963715499595,2.085565435275296e-8,Infected diet 50
LOC126354995,cysteine sulfinic acid decarboxylase,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,6.175525353557017,2.10790032067806e-8,Infected diet 50
LOC126336565,uncharacterized LOC126336565,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.2598553261589633,2.267296973297859e-8,Infected diet 50
LOC126298648,uncharacterized LOC126298648,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.9843019656469336,2.311979975540969e-8,Infected diet 50
LOC126329358,uncharacterized LOC126329358,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.893847232104702,2.6617804871283945e-8,Infected diet 50
LOC126336554,uncharacterized LOC126336554,lncRNA,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,6.1016819374053854,3.4583354986799756e-8,Infected diet 50
LOC126294950,ankyrin repeat domain-containing protein 39-like,protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,5.016301512387259,4.122364408435398e-8,Infected diet 50
LOC126299332,uncharacterized LOC126299332,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.106062639272059,4.410871020528221e-8,Infected diet 50
LOC126356285,toll-like receptor 2,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.433401019131746,5.5052252102037556e-8,Infected diet 50
LOC126285413,protein I'm not dead yet-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.196373187448607,5.5404123770492e-8,Infected diet 50
LOC126292237,uncharacterized LOC126292237,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.8130056531088938,5.574108197702149e-8,Infected diet 50
LOC126278232,UDP-galactose transporter senju,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.081316141483954,6.200495425620471e-8,Infected diet 50
LOC126336499,J domain-containing protein,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.46741005264691,6.973031493103484e-8,Infected diet 50
LOC126335468,serpin B6-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,5.01662521467081,7.588949624620014e-8,Infected diet 50
LOC126284033,toll-like receptor 2,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.413955240377433,8.957201662872645e-8,Infected diet 50
LOC126269384,uncharacterized LOC126269384,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.2669674171693215,1.0371118750212127e-7,Infected diet 50
LOC126278308,selenoprotein N-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.8316828872874127,1.0371118750212127e-7,Infected diet 50
LOC126343175,transferrin,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.3969290333725537,1.0371118750212127e-7,Infected diet 50
LOC126284463,peptidoglycan-recognition protein LB-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.524462792162858,1.2414949894994257e-7,Infected diet 50
LOC126334947,leucine-rich repeat-containing G-protein coupled receptor 5-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.8550210069901327,1.3408106464298932e-7,Infected diet 50
LOC126291582,sortilin-related receptor-like,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.4680178953308403,1.34922615781712e-7,Infected diet 50
LOC126268068,peptidoglycan recognition protein 1-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.34288978322865,1.3923226345632318e-7,Infected diet 50
LOC126293287,tenascin-X-like,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.1428971478136263,1.6900031062904177e-7,Infected diet 50
LOC126299541,phosphatidylinositol 3-kinase regulatory subunit alpha,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.2625549389239803,1.7571543162186828e-7,Control diet 50
LOC126336578,vascular endothelial growth factor receptor 1-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.655942486397859,1.7710432355398467e-7,Infected diet 50
LOC126292045,uncharacterized LOC126292045,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.857740797898091,1.873681601002575e-7,Infected diet 50
LOC126267343,uncharacterized LOC126267343,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.3446113912099524,1.8874282448073774e-7,Infected diet 50
LOC126272336,uncharacterized LOC126272336,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.017654110215108,1.9285731061036805e-7,Infected diet 50
LOC126267216,peptidoglycan recognition protein 1-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.85840271072888,2.1663906334829246e-7,Infected diet 50
LOC126267226,ovarian-specific serine/threonine-protein kinase Lok-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.3489603058320245,2.423052923004394e-7,Infected diet 50
LOC126335036,S-adenosylmethionine decarboxylase proenzyme,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.532839561856066,2.423052923004394e-7,Infected diet 50
LOC126285340,"nascent polypeptide-associated complex subunit alpha, muscle-specific form-like",protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.0001978179130773,2.556290491800483e-7,Infected diet 50
LOC126354656,inter-alpha-trypsin inhibitor heavy chain H4-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,7.083218626326505,2.556290491800483e-7,Infected diet 50
LOC126354923,uncharacterized LOC126354923,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-4.483806299883932,2.556290491800483e-7,Control diet 50
LOC126335565,cytochrome P450 9e2-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.715702300798057,2.6558794515302825e-7,Infected diet 50
LOC126266759,uncharacterized LOC126266759,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.1794308754232077,2.86004551566765e-7,Infected diet 50
LOC126354704,spondin-1-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.2112062949317073,2.86004551566765e-7,Infected diet 50
LOC126336379,platelet-activating factor acetylhydrolase-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.869438625760336,3.4499218627521684e-7,Infected diet 50
LOC126336416,allergen Cr-PI-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.0996498488287276,3.8995634168556024e-7,Infected diet 50
LOC126354547,cuticle protein 16.5-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-4.263974366266798,4.005538805492575e-7,Control diet 50
LOC126277903,uncharacterized LOC126277903,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.064679720860287,4.397837103528038e-7,Infected diet 50
LOC126299206,uncharacterized LOC126299206,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.406265324017721,4.498031966845635e-7,Infected diet 50
LOC126272353,uncharacterized LOC126272353,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.6773277890792246,4.959294223967822e-7,Infected diet 50
LOC126361845,uncharacterized LOC126361845,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.6697452219891287,5.585146642531305e-7,Infected diet 50
LOC126335115,esterase E4-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,5.325966345098843,5.709535888618986e-7,Infected diet 50
LOC126324735,tubulin beta-1 chain-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.7326499142080274,5.738168098709329e-7,Control diet 50
LOC126354256,"beta-1,3-glucan-binding protein-like",protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.824882773366792,6.015780159014119e-7,Infected diet 50
LOC126294949,ankyrin repeat domain-containing protein 1-like,protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.7839582487293626,6.066547672943709e-7,Infected diet 50
LOC126277955,uncharacterized LOC126277955,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.8702658707994788,6.381806577136867e-7,Infected diet 50
LOC126299447,organic cation transporter protein,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3864583786329512,6.381806577136867e-7,Infected diet 50
LOC126299510,trypsin-1-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,5.303515624570352,6.717197808922301e-7,Infected diet 50
LOC126349825,G-protein coupled receptor Mth2-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.9873386855845623,7.482021339349027e-7,Infected diet 50
LOC126336375,sialin-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.6464037099823248,7.616945743826676e-7,Infected diet 50
LOC126354146,low-density lipoprotein receptor-related protein 4,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.9811853526520244,7.616945743826676e-7,Infected diet 50
LOC126322572,sodium/potassium-transporting ATPase subunit beta-2,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.926663524291773,8.54472470272244e-7,Infected diet 50
LOC126339755,inter-alpha-trypsin inhibitor heavy chain H4-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.8101127992647617,8.852923451984214e-7,Infected diet 50
LOC126273222,uncharacterized LOC126273222,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.396381085323263,9.036792497010047e-7,Infected diet 50
LOC126281499,multidrug resistance protein homolog 49-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.759155687185108,9.036792497010047e-7,Infected diet 50
LOC126292248,sortilin-related receptor-like,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.414474197933983,9.036792497010047e-7,Infected diet 50
LOC126267629,uncharacterized LOC126267629,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,5.432753848957968,1.091225486050661e-6,Infected diet 50
LOC126278447,S-adenosylmethionine synthase,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.507879413588703,1.1041402051418414e-6,Infected diet 50
LOC126335547,serpin B6-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.6745500801618802,1.1041402051418414e-6,Infected diet 50
LOC126335166,probable multidrug resistance-associated protein lethal(2)03659,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.80496394309062,1.1747005543194047e-6,Infected diet 50
LOC126354017,ATP-dependent translocase ABCB1-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.504149706909291,1.1747005543194047e-6,Infected diet 50
LOC126281481,"mannosyl-oligosaccharide alpha-1,2-mannosidase IA",protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.323478490322601,1.1932218233556369e-6,Infected diet 50
LOC126360693,legumain-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.531546429171985,1.2544289551311782e-6,Infected diet 50
LOC126344004,keratinocyte proline-rich protein-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.686050737767239,1.274994394679765e-6,Control diet 50
LOC126284817,protein lethal(2)essential for life-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.465771826349852,1.3190755612630679e-6,Infected diet 50
LOC126334771,probable multidrug resistance-associated protein lethal(2)03659,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.9534502482271543,1.3788051621141761e-6,Infected diet 50
LOC126293526,uncharacterized LOC126293526,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.105607586216188,1.4050791767640019e-6,Infected diet 50
LOC126356362,cuticle protein 16.5-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-3.8515280540326473,1.4527296683730387e-6,Control diet 50
LOC126353952,serine protease snake-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.3748662986280404,1.5399316503709817e-6,Infected diet 50
LOC126356328,uncharacterized LOC126356328,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.2890733106110694,1.5399316503709817e-6,Infected diet 50
LOC126273130,esterase E4-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.622873620133961,1.6013972428116286e-6,Infected diet 50
LOC126282030,nuclear factor NF-kappa-B p110 subunit,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.9939881700783348,1.6013972428116286e-6,Infected diet 50
LOC126272507,uncharacterized LOC126272507,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.4995155387893937,1.7191037078812634e-6,Infected diet 50
LOC126276148,delta-1-pyrroline-5-carboxylate synthase,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.1268321832193853,1.7191037078812634e-6,Infected diet 50
LOC126334818,ribosomal protein S6 kinase alpha-5-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.0405611797203043,1.7257778419474468e-6,Infected diet 50
LOC126273306,uncharacterized LOC126273306,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.7804794908514556,1.8742147284529628e-6,Infected diet 50
LOC126331691,toll-like receptor 2 type-2,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.4482447830971545,1.8844576997160388e-6,Infected diet 50
LOC126278382,GTP-binding protein Rit2,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,5.418924617264331,1.9223160877850287e-6,Infected diet 50
LOC126349011,uncharacterized LOC126349011,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.195606462087049,1.953224032699808e-6,Infected diet 50
LOC126336244,"acetyl-CoA acetyltransferase, mitochondrial",protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.7058723867496302,2.0684480445348587e-6,Control diet 50
LOC126278946,ATP-binding cassette subfamily G member 4-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.400189033990721,2.2472037980602523e-6,Infected diet 50
LOC126353793,carboxypeptidase N subunit 2-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.125194407304926,2.2472037980602523e-6,Infected diet 50
LOC126335467,leukocyte elastase inhibitor-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.4683883843861945,2.2522113226681087e-6,Infected diet 50
LOC126284305,uncharacterized LOC126284305,lncRNA,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,6.299356974307608,2.343630829548493e-6,Infected diet 50
LOC126297444,lysosomal aspartic protease,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.5144311860928936,2.343630829548493e-6,Infected diet 50
LOC126278176,protein cappuccino-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.6854623073669033,2.368275322074303e-6,Infected diet 50
LOC126358740,ionotropic receptor 21a,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.400966145045527,2.418516846999856e-6,Infected diet 50
LOC126297555,protein Malvolio,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.3652550228929523,2.516856438652187e-6,Infected diet 50
LOC126339612,inter-alpha-trypsin inhibitor heavy chain H4-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.291821703909335,2.653339567331656e-6,Infected diet 50
LOC126356100,"glycerol-3-phosphate acyltransferase 1, mitochondrial",protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.097716492895245,2.667914607780163e-6,Control diet 50
LOC126336688,organic cation transporter protein-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.891117386645829,2.832455779047388e-6,Infected diet 50
LOC126284038,cholesterol transporter ABCA5-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.614385714234502,3.1851285442654635e-6,Infected diet 50
LOC126354579,facilitated trehalose transporter Tret1,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.239492937815641,3.1851285442654635e-6,Infected diet 50
LOC126275497,leucine-rich repeat and death domain-containing protein 1,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.7038840858058113,3.360353848896117e-6,Infected diet 50
LOC126299559,solute carrier family 22 member 5-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.9160815107978406,3.3863306177943057e-6,Infected diet 50
LOC126291884,F-box/LRR-repeat protein 17-like,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.4068043924151044,4.232138525424763e-6,Infected diet 50
LOC126355203,uncharacterized LOC126355203,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.486588347642621,4.424408720488442e-6,Infected diet 50
LOC126266593,ankyrin repeat domain-containing protein 11-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.8357950130548335,4.447323154252843e-6,Infected diet 50
LOC126267038,signal transducer and activator of transcription 5A,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1848968739963632,4.451709097387512e-6,Infected diet 50
LOC126336772,phosphatidylinositol 4-kinase beta-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3642217792180382,4.476151579351123e-6,Infected diet 50
LOC126278260,vesicle-associated membrane protein 4-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.092633343838326,4.742209587649076e-6,Infected diet 50
LOC126271634,hatching enzyme 1.2-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,8.271789912438567,4.892424896984304e-6,Infected diet 50
LOC126357744,ATP-binding cassette sub-family C member Sur,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.2852987076811715,5.0389046264421925e-6,Infected diet 50
LOC126282072,uncharacterized LOC126282072,lncRNA,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.0772214156365925,5.091561606472729e-6,Infected diet 50
LOC126334835,sialin-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.8065913900496307,5.161735280302079e-6,Infected diet 50
LOC126293387,F-box/LRR-repeat protein 7-like,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.6077576897478756,6.052845344102019e-6,Infected diet 50
LOC126343303,uncharacterized LOC126343303,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.3585283693215104,6.139645108189613e-6,Infected diet 50
LOC126297991,carbohydrate sulfotransferase 5-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.0238225608533478,6.463694387479202e-6,Control diet 50
LOC126336399,androgen-induced gene 1 protein-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.386096641806173,6.463694387479202e-6,Control diet 50
LOC126282528,ETS homologous factor-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.40745871579447,7.289283638286386e-6,Infected diet 50
LOC126272321,uncharacterized LOC126272321,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.110737312078173,7.323364892180325e-6,Infected diet 50
LOC126293579,melanization protease 1-like,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.435207391549074,7.432118173954346e-6,Infected diet 50
LOC126291606,uncharacterized LOC126291606,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.9784998873656734,7.492451372620806e-6,Infected diet 50
LOC126298233,uncharacterized LOC126298233,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,6.592053384294164,7.604028556829926e-6,Infected diet 50
LOC126277750,parathyroid hormone/parathyroid hormone-related peptide receptor-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.1323557897493703,7.997307329490077e-6,Infected diet 50
LOC126365918,peptidoglycan-recognition protein LA-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.6972728817972005,7.997307329490077e-6,Infected diet 50
LOC126293178,platelet endothelial aggregation receptor 1-like,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.792021845229102,8.109344596101946e-6,Infected diet 50
LOC126324969,uncharacterized LOC126324969,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.8168955453340496,8.806360906115618e-6,Infected diet 50
