source_sheet,umbrella,subcategory,gene_id,description_workbook,description_gff,gene_biotype,seqid,sequence_class,contrast_id,contrast_label,figure_scope,positive_condition,negative_condition,baseMean,log2FoldChange,oriented_log2FC,padj,status,higher_expression_condition,original_status,original_value,show_in_figure
Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),LOC126316821,dedicator of cytokinesis protein 11-like,dedicator of cytokinesis protein 11-like,protein_coding,NW_026061988.1,Unplaced scaffold,control_diet33_vs50,Control: diet 50 vs 33,Diet comparison among controls,Control diet 50,Control diet 33,245.5139604875917,-2.6366831095932213,2.6366831095932213,0.44644723317239354,N.S.,Not significant,N.S.,,FALSE
Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),LOC126316821,dedicator of cytokinesis protein 11-like,dedicator of cytokinesis protein 11-like,protein_coding,NW_026061988.1,Unplaced scaffold,control_diet83_vs33,Control: diet 83 vs 33,Diet comparison among controls,Control diet 83,Control diet 33,245.5139604875917,0.7545099514979372,0.7545099514979372,0.9930597908525568,N.S.,Not significant,N.S.,,FALSE
Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),LOC126316821,dedicator of cytokinesis protein 11-like,dedicator of cytokinesis protein 11-like,protein_coding,NW_026061988.1,Unplaced scaffold,control_diet83_vs50,Control: diet 83 vs 50,Diet comparison among controls,Control diet 83,Control diet 50,245.5139604875917,-1.882173158095284,-1.882173158095284,0.4196661017412556,N.S.,Not significant,N.S.,,FALSE
Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),LOC126316821,dedicator of cytokinesis protein 11-like,dedicator of cytokinesis protein 11-like,protein_coding,NW_026061988.1,Unplaced scaffold,infected_diet33_vs50,Infected: diet 50 vs 33,Diet comparison among infected,Infected diet 50,Infected diet 33,245.5139604875917,-5.467302926181041,5.467302926181041,0.00954323392089672,Upregulated,Infected diet 50,N.S.,,TRUE
Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),LOC126316821,dedicator of cytokinesis protein 11-like,dedicator of cytokinesis protein 11-like,protein_coding,NW_026061988.1,Unplaced scaffold,infected_diet83_vs33,Infected: diet 83 vs 33,Diet comparison among infected,Infected diet 83,Infected diet 33,245.5139604875917,4.525033716629829,4.525033716629829,0.11037509132111405,N.S.,Not significant,N.S.,,TRUE
Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),LOC126316821,dedicator of cytokinesis protein 11-like,dedicator of cytokinesis protein 11-like,protein_coding,NW_026061988.1,Unplaced scaffold,infected_diet83_vs50,Infected: diet 83 vs 50,Diet comparison among infected,Infected diet 83,Infected diet 50,245.5139604875917,-0.9422692095512124,-0.9422692095512124,0.8410735678958844,N.S.,Not significant,N.S.,,TRUE
Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),LOC126316821,dedicator of cytokinesis protein 11-like,dedicator of cytokinesis protein 11-like,protein_coding,NW_026061988.1,Unplaced scaffold,infection_diet33,Diet 33: infected vs control,Within-diet infection response,Infected diet 33,Control diet 33,245.5139604875917,-2.169730706295162,-2.169730706295162,0.29794533384765587,N.S.,Not significant,N.S.,,TRUE
Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),LOC126316821,dedicator of cytokinesis protein 11-like,dedicator of cytokinesis protein 11-like,protein_coding,NW_026061988.1,Unplaced scaffold,infection_diet50,Diet 50: infected vs control,Within-diet infection response,Infected diet 50,Control diet 50,245.5139604875917,0.6608891102926578,0.6608891102926578,0.8889466092032516,N.S.,Not significant,N.S.,,TRUE
Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),LOC126316821,dedicator of cytokinesis protein 11-like,dedicator of cytokinesis protein 11-like,protein_coding,NW_026061988.1,Unplaced scaffold,infection_diet83,Diet 83: infected vs control,Within-diet infection response,Infected diet 83,Control diet 83,245.5139604875917,1.6007930588367294,1.6007930588367294,1,N.S.,Not significant,N.S.,,TRUE
Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),LOC126316823,dedicator of cytokinesis protein 9-like,dedicator of cytokinesis protein 9-like,protein_coding,NW_026061988.1,Unplaced scaffold,control_diet33_vs50,Control: diet 50 vs 33,Diet comparison among controls,Control diet 50,Control diet 33,195.7172816745154,-2.451897500859152,2.451897500859152,0.44644723317239354,N.S.,Not significant,N.S.,,FALSE
