"Diet","PC1_control","PC2_control","PC1_infected","PC2_infected"
"33",-45.6397308842455,-3.10339638256892,21.8446796837975,11.3985407087496
"50",-45.5735441216071,-2.15113724283921,38.9977855126573,8.12539642053124
"83",-35.7353166545534,1.29333965878489,45.6066218415575,-26.9227923914589
