source_sheet,umbrella,figure_scope,x_label,x_order,status,n_genes,percentage,n_targets,p_value,p_label
Protein-Anabolism,Nutrient Sensing & TOR/Insulin Signaling,Diet comparison among infected,"50
vs
33",1,N.S.,1,16.666666666666668,6,0.0025498725063746812,p = 0.003
Protein-Anabolism,Nutrient Sensing & TOR/Insulin Signaling,Diet comparison among infected,"50
vs
33",1,Upregulated,5,83.33333333333333,6,0.0025498725063746812,p = 0.003
Protein-Anabolism,Nutrient Sensing & TOR/Insulin Signaling,Diet comparison among infected,"83
vs
33",2,N.S.,6,100,6,0.0025498725063746812,p = 0.003
Protein-Anabolism,Nutrient Sensing & TOR/Insulin Signaling,Diet comparison among infected,"83
vs
50",3,N.S.,6,100,6,0.0025498725063746812,p = 0.003
Protein-Anabolism,Nutrient Sensing & TOR/Insulin Signaling,Within-diet infection response,33,1,Downregulated,1,16.666666666666668,6,1,N.S.D.
Protein-Anabolism,Nutrient Sensing & TOR/Insulin Signaling,Within-diet infection response,33,1,N.S.,5,83.33333333333333,6,1,N.S.D.
Protein-Anabolism,Nutrient Sensing & TOR/Insulin Signaling,Within-diet infection response,50,2,N.S.,6,100,6,1,N.S.D.
Protein-Anabolism,Nutrient Sensing & TOR/Insulin Signaling,Within-diet infection response,83,3,N.S.,6,100,6,1,N.S.D.
Protein-Anabolism,Protein Synthesis & Translation,Diet comparison among infected,"50
vs
33",1,Upregulated,42,100,42,4.999750012499375e-5,p < 0.0001
Protein-Anabolism,Protein Synthesis & Translation,Diet comparison among infected,"83
vs
33",2,N.S.,40,95.23809523809524,42,4.999750012499375e-5,p < 0.0001
Protein-Anabolism,Protein Synthesis & Translation,Diet comparison among infected,"83
vs
33",2,Upregulated,2,4.761904761904762,42,4.999750012499375e-5,p < 0.0001
Protein-Anabolism,Protein Synthesis & Translation,Diet comparison among infected,"83
vs
50",3,N.S.,42,100,42,4.999750012499375e-5,p < 0.0001
Protein-Anabolism,Protein Synthesis & Translation,Within-diet infection response,33,1,Downregulated,19,45.23809523809524,42,4.999750012499375e-5,p < 0.0001
Protein-Anabolism,Protein Synthesis & Translation,Within-diet infection response,33,1,N.S.,23,54.76190476190476,42,4.999750012499375e-5,p < 0.0001
Protein-Anabolism,Protein Synthesis & Translation,Within-diet infection response,50,2,N.S.,42,100,42,4.999750012499375e-5,p < 0.0001
Protein-Anabolism,Protein Synthesis & Translation,Within-diet infection response,83,3,N.S.,42,100,42,4.999750012499375e-5,p < 0.0001
