"expression_cluster","database","background","term_id","term_name","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","gene_id","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","Description","gene_biotype"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126299150","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.51740327475655,3.92497752589846e-09,"ecdysone 20-monooxygenase","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126299171","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.88158162868791,1.32603199274247e-17,"serine/threonine-protein kinase NIM1-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126299197","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.89355808102385,5.58899118639768e-09,"zinc finger protein GLI4-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126299222","Infection + diet","Not evaluated in this chromosome-only figure",2,"infected_diet83_vs33; infection_diet83","Control diet 83; Infected diet 33",2.20304638325737,0.00397434023030546,"zinc finger protein GLIS2 homolog","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126299549","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.07599719158087,7.72792187694191e-06,"succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126305900","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.71905466326987,2.42546360082262e-07,"cytochrome P450 306a1","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126320178","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",2.05774605075551,0.000259760146452186,"cytochrome P450 315a1, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126320492","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.13235665119589,1.52791116050568e-06,"protein MCM10 homolog","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126322655","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.05053239464198,1.16015985768356e-05,"inositol polyphosphate multikinase-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126323251","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.24759541105448,0.00783282721494655,"bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126325353","Infection + diet","Not evaluated in this chromosome-only figure",5,"infected_diet83_vs33; infected_diet83_vs50; infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50; Infected diet 83",2.32392822681474,2.00606764186136e-05,"serine hydroxymethyltransferase","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126326589","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.15652404607307,5.96722101702558e-06,"ovarian-specific serine/threonine-protein kinase Lok-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126327243","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.14541686642962,0.00907453673109981,"phosphate carrier protein, mitochondrial-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126329244","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.2705197935942,0.00739254076121258,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126333165","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.89418777459045,0.000227938410778051,"MOXD1 homolog 1-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126334657","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.42482214789785,0.000385854550461973,"bcl-2-related ovarian killer protein-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126334768","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.48419104522222,1.54445129305204e-05,"aurora kinase C-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126334867","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.34796344314839,0.00729896912143283,"ski oncogene-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126334906","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.15714054294503,0.0399113558670933,"targeting protein for Xklp2-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126334946","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.69367236947258,3.57534582789594e-08,"RNA-binding protein Musashi homolog 2","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126335068","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",3.01626673678439,7.64033882190387e-08,"zinc finger protein ZIC 1-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126335256","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.40360109828935,2.82064564088596e-16,"probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126335346","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.2222672684345,2.1386816133765e-13,"structural maintenance of chromosomes protein 4-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126335359","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.13812838854143,2.03342059179317e-06,"DNA polymerase alpha catalytic subunit","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126335481","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.11554565997957,1.19383822873958e-07,"DNA primase large subunit","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126335501","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.17892512588517,3.23578719368072e-06,"serine/threonine-protein kinase polo","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126335505","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.5180888832306,6.77477367762524e-09,"isocitrate dehydrogenase [NADP] cytoplasmic","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126336122","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.15906430951041,3.95946935872499e-08,"NADP-dependent malic enzyme-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126336244","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.32262780894186,7.61352132091513e-20,"acetyl-CoA acetyltransferase, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126336251","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.10476208074477,0.0239687094686089,"enoyl-CoA hydratase, mitochondrial-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126336714","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",3.00927083620963,9.09504527098776e-10,"4-hydroxyphenylpyruvate dioxygenase","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126336858","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",3.2021584806435,1.13760930438681e-05,"protein atonal","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126336866","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.07808647969435,7.47456554555734e-13,"NADP-dependent malic enzyme-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126345263","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.30769246612182,4.52385022755708e-05,"peroxisomal acyl-coenzyme A oxidase 3","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126347783","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.04690570073934,0.0193783283405663,"luciferin 4-monooxygenase","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126347864","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.83266069812942,1.59630019679345e-05,"uncharacterized LOC126347864","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126349792","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_diet50; infection_diet83","Control diet 50; Control diet 83",1.04366608176044,0.00268486458156797,"complement component 1 Q subcomponent-binding protein, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126353790","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.13439786283658,0.00417539986269139,"E3 ubiquitin-protein ligase TRAIP","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126353907","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.33132530931465,0.0157481761697112,"ecdysone-inducible protein E75","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126354110","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.11449197987198,0.00182473923597505,"V-type proton ATPase subunit B","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126354268","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.31745607345249,7.3911763036505e-05,"separin","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126354478","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.38226562440562,5.0313943981713e-05,"UDP-galactose translocator","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126354501","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.36050084260217,9.376032544236e-08,"condensin complex subunit 1-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126354620","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.30139045720458,0.00029890058961413,"putative fatty acyl-CoA reductase CG5065","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126354642","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.40372417493619,6.65458797439618e-05,"protein extra-macrochaetae-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126354648","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.04333817041489,0.00214233569665002,"40S ribosomal protein S2","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126354668","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.00321111120891,0.000881675412462107,"nucleoplasmin-like protein","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126354753","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.34616589500605,0.00048003419321273,"proton-coupled amino acid transporter-like protein pathetic","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126354787","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.44147137311231,9.33846042215359e-05,"uncharacterized LOC126354787","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126354789","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.87355470794306,0.00295572576381298,"protein scarlet-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126355752","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.11515943770407,0.00461219556526931,"muscle segmentation homeobox-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126355755","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.12579715295762,0.00180211288788869,"origin recognition complex subunit 2","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126355884","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.12395819298271,0.00114283850721631,"serine/threonine-protein phosphatase rdgC","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126355888","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.51419644645009,0.00290541551378316,"protein deadpan-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126356039","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.11615991779585,0.0142019797525974,"protein white-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126356100","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.01092834290264,7.70165275259945e-05,"glycerol-3-phosphate acyltransferase 1, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126359832","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.07097625181885,2.72336298576246e-10,"DNA polymerase epsilon subunit 2","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126361189","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.194336980924,0.000107293378627935,"uncharacterized LOC126361189","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126361620","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.08228512853084,0.00959947596344756,"helix-loop-helix protein 3","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126361668","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.215172360387,0.000174130994434421,"sodium/potassium-transporting ATPase subunit alpha","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043227","membrane-bounded organelle","139/334","261/885",8.07872609756902e-10,1.42912664665996e-07,1.42912664665996e-07,139,"LOC126365930","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.98399924213624,8.6582972893478e-05,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","29/334","33/885",1.8314805289573e-09,2.69990754643789e-07,2.69990754643789e-07,29,"LOC126266746","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.34118240574418,8.23825317556049e-06,"uncharacterized LOC126266746","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","29/334","33/885",1.8314805289573e-09,2.69990754643789e-07,2.69990754643789e-07,29,"LOC126267242","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.31712244198984,9.30976688958937e-06,"chromosome-associated kinesin KIF4","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","29/334","33/885",1.8314805289573e-09,2.69990754643789e-07,2.69990754643789e-07,29,"LOC126267997","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.57315570715167,0.000139521357059533,"myosin heavy chain 95F","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","29/334","33/885",1.8314805289573e-09,2.69990754643789e-07,2.69990754643789e-07,29,"LOC126272178","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.57143159165446,8.15763543232621e-05,"uncharacterized LOC126272178","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","29/334","33/885",1.8314805289573e-09,2.69990754643789e-07,2.69990754643789e-07,29,"LOC126272312","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.01914154969847,0.0419354677180231,"myosin-11","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","29/334","33/885",1.8314805289573e-09,2.69990754643789e-07,2.69990754643789e-07,29,"LOC126272470","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.29156870078669,2.06580777250547e-05,"mitotic checkpoint serine/threonine-protein kinase BUB1-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","29/334","33/885",1.8314805289573e-09,2.69990754643789e-07,2.69990754643789e-07,29,"LOC126272743","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.0190981509258,0.00881958365740284,"G2/mitotic-specific cyclin-B-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","29/334","33/885",1.8314805289573e-09,2.69990754643789e-07,2.69990754643789e-07,29,"LOC126278346","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.51029785141249,7.64709225312508e-07,"baculoviral IAP repeat-containing protein 5.2-B","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","29/334","33/885",1.8314805289573e-09,2.69990754643789e-07,2.69990754643789e-07,29,"LOC126278524","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.3714089281249,4.47126409557008e-05,"anillin-like","protein_coding"
