"GeneID","Description","Pattern","log2FC_50","padj_50","Direction_50","log2FC_83","padj_83","Direction_83","GeneType"
"LOC126336538","proline-rich protein 2-like","Neutral_Up",1.21093247626689,0.271696704889006,"Neutral",3.89956395004594,1.23597450156194e-09,"Up","protein_coding"
"LOC126336531","proline-rich protein 2-like","Up_Up",2.21493582779197,0.021246458623532,"Up",3.43247064754691,7.05804906279545e-06,"Up","protein_coding"
"LOC126336537","proline-rich protein 2-like","Up_Up",1.97920979198671,0.0121934279576283,"Up",3.08081397774315,9.71657614691923e-07,"Up","protein_coding"
"LOC126336532","proline-rich protein 2-like","Neutral_Up",1.14840844658589,0.421342469307803,"Neutral",3.05469944693736,0.000194011091249649,"Up","protein_coding"
"LOC126336540","proline-rich protein 2-like","Neutral_Up",3.14206619765096,0.631755116118946,"Neutral",21.9244485596424,3.69837793337577e-17,"Up","protein_coding"
"LOC126336541","proline-rich protein 2-like","Neutral_Up",1.20179092496387,0.477963739019203,"Neutral",3.31740588936334,0.00046624581509252,"Up","protein_coding"
"LOC126336533","proline-rich protein 2-like","Neutral_Up",1.16813736310334,0.290097841682103,"Neutral",3.18339137687525,2.09826118617157e-06,"Up","protein_coding"
"LOC126336619","transmembrane protein 205","Neutral_Down",-0.790490260626013,0.37180827628653,"Neutral",-1.44957392865418,0.0390128702752684,"Down","protein_coding"
"LOC126336866","NADP-dependent malic enzyme-like","Neutral_Up",0.666703580039346,0.613218775613265,"Neutral",2.04836186955981,0.00219634151117067,"Up","protein_coding"
"LOC126336910","protein charybde-like","Down_Down",-1.62018938042772,0.0327017580634153,"Down",-2.65965436937484,1.31054805648729e-05,"Down","protein_coding"
"LOC126337058","protein takeout","Up_Neutral",1.670141911958,0.0324970290196793,"Up",1.56913063590934,0.0923424562170923,"Neutral","protein_coding"
"LOC126337066","MFS-type transporter SLC18B1-like","Neutral_Up",0.700203124674097,0.558115060802809,"Neutral",3.19385935685046,8.45281810777452e-09,"Up","protein_coding"
"LOC126335786","cholinesterase 1-like","Neutral_Down",-1.09859229784398,0.156119586479446,"Neutral",-1.67613034257733,0.0134838288107156,"Down","protein_coding"
"LOC126322813","uncharacterized LOC126322813","Neutral_Down",-2.25597301892967,0.156752340815126,"Neutral",-3.33190933700218,0.0160177014178649,"Down","protein_coding"
"LOC126324953","adenylosuccinate lyase","Neutral_Down",-0.291202276765422,0.815626171842798,"Neutral",-1.47385729330059,0.000457653086189227,"Down","protein_coding"
"LOC126325353","serine hydroxymethyltransferase","Neutral_Down",-0.169431202461274,0.900675785712544,"Neutral",-1.35419846856976,0.000417625841078418,"Down","protein_coding"
"LOC126327089","uncharacterized LOC126327089","Neutral_Up",0.281138574997989,0.833055511032332,"Neutral",1.27174580518007,0.0102921206870158,"Up","protein_coding"
"LOC126336201","uncharacterized LOC126336201","Neutral_Up",0.270124429784187,0.910153282044138,"Neutral",1.71477043555402,0.0376560270882056,"Up","protein_coding"
"LOC126334600","mitochondrial glycine transporter-like","Neutral_Down",-0.394424872300958,0.806646964054707,"Neutral",-2.04233806730141,0.000145900534157666,"Down","protein_coding"
"LOC126334905","probable imidazolonepropionase","Up_Neutral",2.5551825915328,0.00715363613996422,"Up",0.308483361561331,0.981880833134819,"Neutral","protein_coding"
"LOC126334910","uncharacterized LOC126334910","Neutral_Down",0.0944572120339062,0.949786290376957,"Neutral",-1.2286349002789,0.00274560821815614,"Down","protein_coding"
"LOC126335043","kielin/chordin-like protein","Neutral_Down",-0.86048896571913,0.459989637453819,"Neutral",-1.68722766537797,0.0476564245044785,"Down","protein_coding"
"LOC126335044","cytochrome P450 6k1-like","Up_Neutral",1.15474879569247,0.037812701208939,"Up",0.616998937436063,0.696445228952484,"Neutral","protein_coding"
"LOC126354610","trifunctional purine biosynthetic protein adenosine-3","Neutral_Down",-0.72744847987703,0.220595186874739,"Neutral",-2.12832094096847,5.63724729506997e-09,"Down","protein_coding"
"LOC126356147","luciferin sulfotransferase-like","Up_Neutral",1.07084217437078,0.0154083005028727,"Up",0.190021227614021,0.974705589243536,"Neutral","protein_coding"
"LOC126356047","allantoicase-like","Up_Up",3.59096237433558,0.00397305656695876,"Up",7.0892274008612,1.23623508105215e-11,"Up","protein_coding"
"LOC126354172","cytochrome P450 4C1-like","Neutral_Up",2.44572484636447,NA,"Neutral",4.02886303143657,0.0449557413034372,"Up","protein_coding"
"LOC126355150","juvenile hormone esterase","Neutral_Up",0.0528200420948179,0.986058996232686,"Neutral",2.29640369459079,0.00157192182957106,"Up","protein_coding"
"LOC126354206","cytochrome P450 4g15","Up_Neutral",2.76740726995307,0.0321313048528077,"Up",1.19303900470604,0.81604866556603,"Neutral","protein_coding"
"LOC126354577","uncharacterized LOC126354577","Up_Neutral",5.35880350599708,0.00495156044823705,"Up",0.375124952964775,0.994721968270124,"Neutral","protein_coding"
"LOC126356044","allantoinase","Neutral_Down",0.0265524089430952,0.988069105156815,"Neutral",-1.10302937896689,0.0156265231316012,"Down","protein_coding"
"LOC126354365","juvenile hormone esterase-like","Neutral_Down",-0.0115175841351324,0.996774198319752,"Neutral",-1.73104999263776,0.0196784276129032,"Down","protein_coding"
"LOC126354896","leucine-rich repeat and fibronectin type-III domain-containing protein 3-like","Neutral_Down",-0.885146097112856,0.169804393508725,"Neutral",-1.28982932507935,0.0293925701831163,"Down","protein_coding"
"LOC126354813","purine nucleoside phosphorylase-like","Neutral_Down",-0.826672621385123,0.15873930563512,"Neutral",-2.51589184950609,1.23623508105215e-11,"Down","protein_coding"
"LOC126354907","fumarylacetoacetate hydrolase domain-containing protein 2","Neutral_Down",-0.191383329835477,0.842995397284252,"Neutral",-2.1036699975345,3.69837793337577e-17,"Down","protein_coding"
"LOC126354934","uncharacterized LOC126354934","Neutral_Up",3.44667932996111,NA,"Neutral",3.4009911550419,0.033585445800341,"Up","lncRNA"
"LOC126355819","serine-enriched protein","Neutral_Down",-1.37547461970564,0.478810021974574,"Neutral",-3.03703415669319,0.0152707337187148,"Down","protein_coding"
"LOC126267222","C-1-tetrahydrofolate synthase%2C cytoplasmic","Neutral_Down",0.0364111247840397,0.980759900888761,"Neutral",-1.03171710126336,0.00429015415893514,"Down","protein_coding"
"LOC126268174","sodium-coupled monocarboxylate transporter 1-like","Neutral_Down",0.0182907166304735,0.996698971875352,"Neutral",-3.87265698960925,1.43653903896599e-06,"Down","protein_coding"
"LOC126365810","alpha-tocopherol transfer protein-like","Down_Down",-1.84040305992118,0.00692583798153842,"Down",-1.81711825760832,0.00678900891607113,"Down","protein_coding"
"LOC126267144","uncharacterized LOC126267144","Down_Neutral",-1.75074425404808,0.0421112404564829,"Down",-0.633992510671365,0.924535466896826,"Neutral","protein_coding"
"LOC126267541","uncharacterized LOC126267541","Up_Neutral",1.92899646714663,0.0303702367273714,"Up",0.833068180534428,0.798400942405771,"Neutral","lncRNA"
"LOC126268018","uncharacterized transporter slc-17.2-like","Neutral_Down",-0.432908292281364,0.828358588791729,"Neutral",-2.6046916680325,2.05461113244929e-05,"Down","protein_coding"
"LOC126267355","neuroparsin-A","Neutral_Up",1.05957557103037,0.139146117218093,"Neutral",2.31854734663271,4.21850339119006e-06,"Up","protein_coding"
"LOC126268026","juvenile hormone esterase-like","Neutral_Up",0.592735145188703,0.212810998512905,"Neutral",1.07153590424873,0.00350474826902147,"Up","protein_coding"
"LOC126267328","uncharacterized LOC126267328","Up_Neutral",1.59624432891543,0.0289905721162281,"Up",1.05399880243231,0.45198701121502,"Neutral","lncRNA"
"LOC126267545","serine protease Hayan-like","Neutral_Down",1.0977585158237,0.839832071974642,"Neutral",-4.91045559073999,0.00605421032386899,"Down","protein_coding"
"LOC126272143","cytochrome P450 6k1-like","Neutral_Down",-0.596672638811018,0.788517919819495,"Neutral",-2.5610242880773,0.00188858758341885,"Down","protein_coding"
"LOC126272511","uricase","Neutral_Down",-1.14277442692821,0.231976513865814,"Neutral",-3.64307581195254,1.69455209561609e-10,"Down","protein_coding"
"LOC126272477","uncharacterized LOC126272477","Up_Up",2.0008373453756,0.00920507304469499,"Up",1.81513995024833,0.0299052856294581,"Up","protein_coding"
"LOC126273038","uncharacterized LOC126273038","Down_Down",-29.0166476964976,4.48049699237672e-10,"Down",-26.292169762637,5.14403552820721e-10,"Down","protein_coding"
"LOC126272824","uncharacterized LOC126272824","Neutral_Up",-0.809040292122383,NA,"Neutral",20.7600744543004,6.03452551716454e-06,"Up","protein_coding"
"LOC126272465","vesicular glutamate transporter 1-like","Up_Up",4.25682273850129,6.18158946995017e-07,"Up",6.16856286809935,1.23623508105215e-11,"Up","protein_coding"
"LOC126279039","cGMP-dependent 3'%2C5'-cyclic phosphodiesterase-like","Neutral_Down",-0.996980785778778,0.191354982895511,"Neutral",-1.62339340045072,0.0145118769949932,"Down","protein_coding"
"LOC126278185","uncharacterized LOC126278185","Neutral_Down",-0.646691577069908,0.651218992769846,"Neutral",-2.10578809626472,0.00266747779384235,"Down","protein_coding"
"LOC126278499","facilitated trehalose transporter Tret1-2 homolog","Neutral_Down",0.0931398977161677,0.986572448686028,"Neutral",-3.26795973700811,0.0148505016836116,"Down","protein_coding"
"LOC126277892","inositol oxygenase-like","Neutral_Down",0.140072453477898,0.932939687989636,"Neutral",-1.1663343799918,0.024637055369724,"Down","protein_coding"
"LOC126278953","xanthine dehydrogenase","Neutral_Down",-0.436505160939647,0.465774966321338,"Neutral",-1.62852472443702,4.37960807369473e-08,"Down","protein_coding"
"LOC126278407","sodium-coupled monocarboxylate transporter 1-like","Neutral_Down",-1.79455971963775,0.349337409378679,"Neutral",-4.94253985041345,3.11414450713049e-06,"Down","protein_coding"
"LOC126278052","phosphoenolpyruvate carboxykinase [GTP]-like","Down_Down",-1.68455949674813,0.0272524369852825,"Down",-6.82783540703351,2.57966606942777e-42,"Down","protein_coding"
"LOC126278199","leucine-rich repeat-containing protein 24","Neutral_Up",0.695874224256998,0.356303015358669,"Neutral",1.49857120738635,0.00345581020259887,"Up","protein_coding"
"LOC126279017","cohesin subunit SA-2-like","Neutral_Up",-0.455032140974379,NA,"Neutral",18.0022857050126,2.58592362088247e-08,"Up","protein_coding"
"LOC126281443","uncharacterized LOC126281443","Neutral_Up",-0.122306704561717,0.944935658874955,"Neutral",1.40399933597635,0.00502378657713941,"Up","lncRNA"
"LOC126281231","uncharacterized LOC126281231","Neutral_Up",0.73637215766968,0.479370481941168,"Neutral",1.7088126045114,0.0147315815054982,"Up","protein_coding"
"LOC126282268","LIRP","Neutral_Up",0.822397961560782,0.207137265345599,"Neutral",1.23194297693137,0.0409617441157656,"Up","protein_coding"
"LOC126282167","patatin-like phospholipase domain-containing protein 2","Neutral_Down",-0.494547366482392,0.69983968313636,"Neutral",-2.22449348369103,1.14772043490546e-05,"Down","protein_coding"
"LOC126281204","synaptotagmin-11","Neutral_Down",-1.81473079342543,0.195280175372995,"Neutral",-3.45817855261833,0.00093686083146004,"Down","protein_coding"
"LOC126282424","uncharacterized LOC126282424","Down_Neutral",-1.26340331239639,0.00366069901263567,"Down",-0.429063616911932,0.827431492583276,"Neutral","protein_coding"
"LOC126281398","feline leukemia virus subgroup C receptor-related protein 2","Neutral_Down",-0.15877132016259,0.92881270224552,"Neutral",-1.29238296375887,0.0204012492148491,"Down","protein_coding"
"LOC126281302","uncharacterized LOC126281302","Down_Neutral",-2.30576306792225,0.0109565752662554,"Down",-1.22818211392839,0.547652387420906,"Neutral","lncRNA"
"LOC126281265","phosphoribosylformylglycinamidine synthase","Neutral_Down",-0.00538669095357981,0.997293537908196,"Neutral",-1.50301529032687,2.09969832413086e-06,"Down","protein_coding"
"LOC126284988","uncharacterized LOC126284988","Neutral_Up",0.779030652263386,0.00649138897742952,"Neutral",1.29805424917851,2.59872068650308e-09,"Up","protein_coding"
"LOC126285146","uncharacterized LOC126285146","Neutral_Down",-1.29347191000724,0.848689056806928,"Neutral",-5.41210445627862,0.0416805856051779,"Down","protein_coding"
"LOC126284736","protein TonB-like","Down_Neutral",-1.31704707539341,0.000541628821520154,"Down",-0.611462443479509,0.45198701121502,"Neutral","protein_coding"
"LOC126284662","putative fatty acyl-CoA reductase CG5065","Up_Neutral",4.95072375138481,0.0327017580634153,"Up",1.02817437295056,0.9553687728508,"Neutral","protein_coding"
"LOC126285309","UDP-glycosyltransferase UGT5-like","Neutral_Up",1.19547401945245,0.173453026641113,"Neutral",2.59833240660218,0.000340908147642886,"Up","protein_coding"
"LOC126284936","uncharacterized LOC126284936","Neutral_Up",1.02534632676976,0.465214453873216,"Neutral",3.10201220326765,6.07985397254242e-05,"Up","lncRNA"
"LOC126284312","uncharacterized LOC126284312","Up_Neutral",2.49468054957857,0.0166757342998048,"Up",1.33762994050228,0.58522436329359,"Neutral","protein_coding"
"LOC126284862","UDP-glycosyltransferase UGT5-like","Neutral_Up",0.249062757766657,0.834190123484168,"Neutral",1.11816205427486,0.015244913690051,"Up","protein_coding"
"LOC126291424","D-erythrulose reductase-like","Neutral_Up",1.03056558566537,0.212444601388432,"Neutral",1.63577314399315,0.0212155046444107,"Up","protein_coding"
"LOC126292211","uncharacterized LOC126292211","Down_Neutral",-2.35224248284591,0.0348577866055026,"Down",0.0231175825012418,0.999646487326171,"Neutral","protein_coding"
"LOC126291739","proteoglycan 4-like","Neutral_Up",0.432912841151473,0.402398523725709,"Neutral",1.01906662671874,0.00239538371106972,"Up","protein_coding"
"LOC126293543","transcription factor SPT20 homolog","Neutral_Up",0.812327588244329,0.49131599390721,"Neutral",1.87083088818266,0.0209792457402686,"Up","protein_coding"
"LOC126293737","bifunctional purine biosynthesis protein ATIC","Neutral_Down",-0.639725292336722,0.134933727087517,"Neutral",-1.80692989346664,1.00422371480933e-10,"Down","protein_coding"
"LOC126293368","phosphoserine aminotransferase","Neutral_Down",-0.199371215383055,0.876420964512243,"Neutral",-1.57952413061613,1.13211122882093e-05,"Down","protein_coding"
"LOC126293432","UDP-glucosyltransferase 2-like","Neutral_Down",-0.166796127197283,0.923923021767976,"Neutral",-1.39006564702003,0.00635947923917168,"Down","protein_coding"
"LOC126295189","uncharacterized LOC126295189","Up_Neutral",1.80510280105909,0.0197061772264929,"Up",1.47031676220103,0.155106733049412,"Neutral","lncRNA"
"LOC126295405","D-3-phosphoglycerate dehydrogenase","Neutral_Down",-0.635553838708499,0.566125856136635,"Neutral",-2.55587444751868,3.41520287486112e-07,"Down","protein_coding"
"LOC126294950","ankyrin repeat domain-containing protein 39-like","Neutral_Down",-0.491150302482386,0.855432658636836,"Neutral",-2.81041848701828,0.000941378594532655,"Down","protein_coding"
"LOC126295156","facilitated trehalose transporter Tret1-like","Neutral_Down",-0.358788157702653,0.866925442763032,"Neutral",-2.06757664165227,0.0030812156622968,"Down","protein_coding"
"LOC126298156","histone-lysine N-methyltransferase 2D-like","Neutral_Down",-2.19174564067829,NA,"Neutral",-4.04205700509134,0.0153173890639612,"Down","protein_coding"
"LOC126297489","collagen alpha-1(I) chain-like","Down_Down",-18.6347530206715,0.000715619526689317,"Down",-17.2028409103929,0.00046624581509252,"Down","protein_coding"
"LOC126298522","uncharacterized LOC126298522","Neutral_Down",-0.464350001244002,0.914326863383385,"Neutral",-3.14014897773765,0.0234458659807796,"Down","lncRNA"
"LOC126298058","voltage-dependent calcium channel type A subunit alpha-1","Neutral_Down",-1.26716711778565,0.443266809028518,"Neutral",-2.45082659838052,0.044205747390909,"Down","protein_coding"
"LOC126299364","amidophosphoribosyltransferase-like","Neutral_Down",-0.40595626571386,0.477585685041731,"Neutral",-1.46415015349847,3.21004198287402e-07,"Down","protein_coding"
"LOC126299365","bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","Neutral_Down",-0.367641807843641,0.584380817199522,"Neutral",-1.43077564190072,2.56766022611638e-06,"Down","protein_coding"
"LOC126297442","beta-1%2C4-glucuronyltransferase 1","Neutral_Up",0.693172783983434,0.255994693591596,"Neutral",1.40326359910085,0.00119054396136621,"Up","protein_coding"
"LOC126299155","tachykinin-like peptides receptor 99D","Up_Neutral",2.89014749081205,0.042700751611605,"Up",2.54801895025618,0.180526813224692,"Neutral","protein_coding"
"LOC126298067","chloride channel protein 2","Neutral_Down",-0.31980588838973,0.70036901856092,"Neutral",-1.18378142772537,0.00135054115133456,"Down","protein_coding"
"LOC126297977","beta-1%2C3-galactosyltransferase 5-like","Neutral_Up",1.18039966067816,0.0854212875517611,"Neutral",1.4518085619911,0.0353607944451364,"Up","protein_coding"
"LOC126297583","acetyl-CoA acetyltransferase%2C cytosolic-like","Neutral_Down",0.1962997713055,0.877376911216935,"Neutral",-1.0205998311599,0.0301883552653208,"Down","protein_coding"
"LOC126298221","L-threonine ammonia-lyase","Neutral_Up",0.327236834018366,0.83958920381718,"Neutral",1.39705509935022,0.0380095081887281,"Up","protein_coding"
"LOC126299197","zinc finger protein GLI4-like","Neutral_Down",-0.3387276062547,0.651100861636522,"Neutral",-1.01935112359106,0.00985526183294345,"Down","protein_coding"
"LOC126297490","ADP-sugar pyrophosphatase-like","Neutral_Up",0.38934309338102,0.757674388358414,"Neutral",1.51778691735647,0.00337558613786202,"Up","protein_coding"
"LOC126297497","PI-PLC X domain-containing protein 1-like","Neutral_Down",-0.282719944269218,0.970343491508828,"Neutral",-4.74444293644286,0.0181422997135694,"Down","protein_coding"
"LOC126297745","cullin-1-like","Neutral_Down",-3.08188392600874,NA,"Neutral",-4.17096533336959,0.0329236561623613,"Down","protein_coding"
"LOC126299069","serine proteinase stubble-like","Neutral_Down",-0.909519758658703,0.27953604000568,"Neutral",-1.85782185438194,0.00174479653438143,"Down","protein_coding"
"LOC126299510","trypsin-1-like","Neutral_Down",-0.0993921840094112,0.976353978313537,"Neutral",-3.34443130995074,3.21004198287402e-07,"Down","protein_coding"
"LOC126298617","zinc finger and BTB domain-containing protein 24-like","Neutral_Up",0.502793312532334,0.322108322321124,"Neutral",1.06148258604739,0.00284492939372027,"Up","protein_coding"
"LOC126304687","S-adenosylmethionine decarboxylase proenzyme-like","Up_Neutral",2.3301801705239,0.0436144565609581,"Up",0.0730177841816044,0.999090491396341,"Neutral","protein_coding"
"LOC126304751","crustapain-like","Up_Neutral",2.86672851293311,0.0300211200081287,"Up",-0.869711232154362,0.896721505154244,"Neutral","protein_coding"
"LOC126304746","protein aubergine-like","Up_Neutral",3.35373348300872,0.00238832025021024,"Up",-0.929548267335079,0.807232331745763,"Neutral","protein_coding"
"LOC126304743","uncharacterized LOC126304743","Up_Neutral",2.753243170251,0.00724824940617542,"Up",-0.953814778060081,0.782773858144774,"Neutral","protein_coding"
"LOC126304754","LIM domain-containing protein B-like","Up_Neutral",2.74007173414435,0.0282256450371689,"Up",-0.676802418194914,0.943657638127654,"Neutral","protein_coding"
"LOC126304766","actin-related protein 2/3 complex subunit 5-like","Up_Neutral",2.89289461796263,0.0206840246467832,"Up",-0.538170616829445,0.96436564418334,"Neutral","protein_coding"
"LOC126304718","protein phosphatase 2A scaffold subunit-like","Up_Neutral",2.34667046150892,0.0267209476435181,"Up",0.0438462264692183,0.999131770593645,"Neutral","protein_coding"
"LOC126304696","cysteinylglycine-S-conjugate dipeptidase-like","Up_Neutral",2.22265847853831,0.0416532530149524,"Up",-0.0625985459049323,0.999090491396341,"Neutral","protein_coding"
"LOC126304695","uncharacterized LOC126304695","Up_Neutral",3.334549621925,0.00297849669418133,"Up",-0.708962877936009,0.926430094938742,"Neutral","protein_coding"
"LOC126304732","phosphatidate phosphatase LPIN3-like","Up_Neutral",2.34989182971189,0.0416532530149524,"Up",-0.604534483022011,0.942304951932468,"Neutral","protein_coding"
"LOC126304706","uncharacterized LOC126304706","Up_Neutral",2.93091157998037,0.00750020322557317,"Up",-0.492063664693936,0.964930962670666,"Neutral","protein_coding"
"LOC126304653","cyclic GMP-binding protein C-like","Up_Neutral",3.72645452313282,1.47145976019395e-05,"Up",-0.490209867027517,0.942304951932468,"Neutral","protein_coding"
"LOC126304709","phosphatidylinositol-glycan biosynthesis class W protein-like","Up_Neutral",2.65112233076449,0.0180570807329106,"Up",-0.690455590718168,0.934761639172971,"Neutral","protein_coding"
"LOC126304714","BCAS3 microtubule associated cell migration factor-like","Up_Neutral",2.90164953018428,0.00847444647683767,"Up",-1.21799974786555,0.662687549118753,"Neutral","protein_coding"
"LOC126304737","nuclear pore complex protein Nup205-like","Up_Neutral",2.96727825867211,0.00864024578746369,"Up",-0.412172677603219,0.981517339021782,"Neutral","protein_coding"
"LOC126304666","uncharacterized LOC126304666","Up_Neutral",2.60908990574803,0.00724824940617542,"Up",0.301907730468724,0.990095948702466,"Neutral","protein_coding"
"LOC126304715","chromodomain-helicase-DNA-binding protein 8-like","Up_Neutral",2.73224997939346,0.0295783083705791,"Up",-0.540944253317125,0.958710541829999,"Neutral","protein_coding"
"LOC126304652","rho-related protein racB-like","Up_Neutral",3.24169372270017,0.00403973238185031,"Up",-0.755643497656664,0.919648939248186,"Neutral","protein_coding"
"LOC126304702","60S ribosomal protein L34-like","Up_Neutral",2.64795987666815,0.00762084118321838,"Up",-0.404078328363086,0.969271899410772,"Neutral","protein_coding"
"LOC126304739","uncharacterized LOC126304739","Up_Neutral",2.65951709070273,0.0324644666802305,"Up",-0.0164827396104293,0.999646487326171,"Neutral","protein_coding"
"LOC126305013","SNW domain-containing protein 1-like","Up_Neutral",2.84825735104859,0.00692583798153842,"Up",-0.773306767368317,0.898242337775663,"Neutral","protein_coding"
"LOC126305010","RNA-binding protein 5-like","Up_Neutral",3.29082956701931,0.00566913631259868,"Up",-0.756844745264771,0.925882283070086,"Neutral","protein_coding"
"LOC126305012","ras GTPase-activating-like protein rgaA","Up_Neutral",3.01540462371951,0.00403973238185031,"Up",-0.874302183814358,0.805305410763291,"Neutral","protein_coding"
"LOC126305017","uncharacterized LOC126305017","Up_Neutral",2.46765221231757,0.0394871765078909,"Up",-0.339597653275707,0.989250216551136,"Neutral","protein_coding"
"LOC126304973","uncharacterized LOC126304973","Up_Neutral",2.90240657217405,0.00403973238185031,"Up",0.17318948142715,0.99652414295502,"Neutral","protein_coding"
"LOC126304993","uncharacterized LOC126304993","Up_Neutral",3.05375411511604,0.0206840246467832,"Up",-0.368264295095729,0.989894879435322,"Neutral","protein_coding"
"LOC126304974","rasGAP-activating-like protein 1","Up_Neutral",3.05283151987931,0.0081939714163244,"Up",-1.24589754098146,0.67699200089723,"Neutral","protein_coding"
"LOC126304982","probable serine/threonine-protein kinase kinX","Up_Neutral",3.07828565909205,0.00539158501559254,"Up",-0.45977641070058,0.969551286871737,"Neutral","protein_coding"
"LOC126304984","receptor of activated protein C kinase 1-like","Up_Neutral",3.00149451304715,0.00600286165560438,"Up",-0.707322330731577,0.922162571264232,"Neutral","protein_coding"
"LOC126304985","hapless 2-like","Up_Neutral",2.61662662372368,0.0141638108942085,"Up",-0.164333268776835,0.996983611150855,"Neutral","protein_coding"
"LOC126305002","glucosamine 6-phosphate N-acetyltransferase-like","Up_Neutral",2.80974712993391,0.0121135412458058,"Up",-0.799282497140932,0.879409647943885,"Neutral","protein_coding"
"LOC126305008","probable mitochondrial 2-oxodicarboxylate carrier","Up_Neutral",2.28470378001605,0.0466737982612729,"Up",-0.503355146960791,0.964156910990257,"Neutral","protein_coding"
"LOC126311252","uncharacterized LOC126311252","Up_Neutral",2.5233186346187,0.0217367661241529,"Up",0.142629023738445,0.999090491396341,"Neutral","protein_coding"
"LOC126311254","uncharacterized LOC126311254","Up_Neutral",3.08311173206316,0.0161771769687017,"Up",-1.12222201921321,0.808752578804916,"Neutral","protein_coding"
"LOC126311192","2-hydroxyacid dehydrogenase homolog","Up_Neutral",3.52611859283404,0.00128946794263535,"Up",-1.44686713533165,0.375743136531407,"Neutral","protein_coding"
