"GeneID","INFECT_baseMean","INFECT_log2FoldChange","INFECT_lfcSE","INFECT_stat","INFECT_pvalue","INFECT_padj","DIET33_baseMean","DIET33_log2FoldChange","DIET33_lfcSE","DIET33_stat","DIET33_pvalue","DIET33_padj","DIET83_baseMean","DIET83_log2FoldChange","DIET83_lfcSE","DIET83_stat","DIET83_pvalue","DIET83_padj","INT33_baseMean","INT33_log2FoldChange","INT33_lfcSE","INT33_stat","INT33_pvalue","INT33_padj","INT83_baseMean","INT83_log2FoldChange","INT83_lfcSE","INT83_stat","INT83_pvalue","INT83_padj","GeneType.x","Description.x","Species","NumSig","GeneType.y","Description.y"
"LOC126273306",444.78671902011,1.71469135795583,0.319735601789674,5.36284151141785,8.19228822171104e-08,7.8384004223662e-06,444.78671902011,0.0133386332538002,0.344177791608851,0.0387550666515962,0.969085669515973,0.998653645744797,444.78671902011,1.25867338213222,0.34432830847913,3.65544554756963,0.000256735700286785,0.012920717839433,444.78671902011,-0.112830862491349,0.442894849667161,-0.254757675724027,0.798910266714156,0.979883207155963,444.78671902011,-0.969615643438091,0.46500871587556,-2.08515584834235,0.0370551561580008,0.374350340633652,NA,NA,"Schistocerca_gregaria",2,"protein_coding","uncharacterized LOC126273306"
"LOC126277228",54.4300253297014,-1.42037485783572,0.267288864133052,-5.3140068608645,1.07240577963221e-07,9.85954296950129e-06,54.4300253297014,-0.419142063708531,0.277784390988752,-1.50887550670729,0.131330600202976,0.842266915968422,54.4300253297014,-0.909795550295911,0.283866893261738,-3.20500760001287,0.00135058914374573,0.0351108455879063,54.4300253297014,0.662634921339776,0.368808240312162,1.79669228859669,0.072384483859545,0.513922366201018,54.4300253297014,0.872930989828815,0.401908386018556,2.17196510497423,0.0298582950611867,0.345068793414291,NA,NA,"Schistocerca_gregaria",2,"protein_coding","major facilitator superfamily domain-containing protein 6"
"LOC126278069",4.64787253945221,4.84107007380572,1.00276540372544,4.82771948036932,1.38105444166163e-06,7.45180752341819e-05,4.64787253945221,2.01151138720224,1.11104994728778,1.81045990966707,0.070224495995214,0.711739195079862,4.64787253945221,3.39894810242299,1.07546601382279,3.16044213274698,0.00157529893312787,0.0387094582910389,4.64787253945221,-2.04844828942338,1.23515924037646,-1.65844874285119,0.0972269252038618,0.571399384144842,4.64787253945221,-3.47426076575911,1.23999407293963,-2.80183659065624,0.00508126041845836,0.175341645499476,NA,NA,"Schistocerca_gregaria",2,"protein_coding","uncharacterized LOC126278069"
"LOC126278447",5476.11967544525,1.43959473655437,0.262255400140953,5.48928539042718,4.03563119216658e-08,4.2178775362372e-06,5476.11967544525,0.261754537125487,0.281408698551754,0.930157946334229,0.352289312030066,0.99670955020771,5476.11967544525,1.171758902111,0.282345802445569,4.15008437158153,3.32352744753881e-05,0.00407703343603549,5476.11967544525,-0.316939815704014,0.363132575190505,-0.872793677454421,0.382775546413561,0.865460190370513,5476.11967544525,-0.955176517108857,0.381953092442011,-2.50076916775814,0.0123923921555992,0.244337100941592,NA,NA,"Schistocerca_gregaria",2,"protein_coding","S-adenosylmethionine synthase"
"LOC126278809",5.87353016844555,3.51365519116775,1.26331255991433,2.78130314116881,0.00541411554360465,0.0290986608429464,5.87353016844555,5.05856404955804,1.33290092165362,3.79515383880318,0.00014755193554924,0.0540008007602489,5.87353016844555,4.31556411974666,1.35482948082362,3.18531902414994,0.00144594511239476,0.036384984222472,5.87353016844555,-3.53112416588431,1.60871830955367,-2.19499221517781,0.0281641561751947,0.338271715842054,5.87353016844555,-2.06946843259404,1.70361094507299,-1.21475413067704,0.224459880205129,0.747026277157921,NA,NA,"Schistocerca_gregaria",2,"protein_coding","neural-cadherin-like"
"LOC126279018",970.550872804244,3.16054320843803,0.33502112080729,9.43386256013402,3.9525927573825e-21,1.30095638016488e-17,970.550872804244,0.538428508256962,0.360252263255104,1.49458744101126,0.13502214581892,0.849010659563952,970.550872804244,1.25321577536982,0.361181916123008,3.46976335034175,0.000520917114829765,0.0192005646409788,970.550872804244,-0.679292621484461,0.463581110310013,-1.46531557558546,0.142834838949981,0.655574145909613,970.550872804244,-1.61833345793023,0.487299345712071,-3.32102530440591,0.000896874054433085,0.104296011204495,NA,NA,"Schistocerca_gregaria",2,"protein_coding","uncharacterized LOC126279018"
"LOC126281483",66.8344765694804,2.10691045237317,0.448565221564158,4.69699912317394,2.64011584448524e-06,0.000123784576788301,66.8344765694804,0.474100645814587,0.485442438741831,0.97663617347375,0.328749304024663,0.996667483028128,66.8344765694804,1.60551485368819,0.483048991059029,3.32371018966065,0.000888284548571524,0.0264664971189185,66.8344765694804,-0.298126086474375,0.61836654172566,-0.482118721434057,0.629721611191526,0.944077603006272,66.8344765694804,-1.55321079190443,0.647922753609901,-2.39721600028817,0.016520181921862,0.274819691241759,NA,NA,"Schistocerca_gregaria",2,"protein_coding","zwei Ig domain protein zig-8-like"
"LOC126281579",6.14209919433533,19.0699460973924,5.14433957155885,3.70697653841186,0.000209748365665901,0.00314374212546789,6.14209919433533,23.0132021506514,5.51419082875878,4.17345044183601,3.00020945034602e-05,0.0153056139686592,6.14209919433533,20.7653866223093,5.54207823855677,3.74685916157634,0.00017906255388261,0.0104911948547192,6.14209919433533,-21.1073217304829,7.12565347084903,-2.96215944500146,0.00305489542843887,0.142000218544452,6.14209919433533,-30,7.49610284656846,-4.00207956241333,6.2788176082684e-05,0.0322207030593786,NA,NA,"Schistocerca_gregaria",4,"protein_coding","uncharacterized LOC126281579"
"LOC126282167",275.188024563738,1.57541241878544,0.50058229009625,3.147159717701,0.00164864878867065,0.0130191041819352,275.188024563738,-0.41907813662141,0.539711974677408,-0.776484785003885,0.437462800990843,0.997493170622168,275.188024563738,1.95352381228634,0.53874911555023,3.62603623078099,0.000287804991840191,0.0137892689299593,275.188024563738,0.0641093768151993,0.694579695299151,0.0922995262445554,0.926460064766693,0.993746678930123,275.188024563738,-0.800791219519984,0.727633823458497,-1.10054150000032,0.27109625824949,0.794131563191859,NA,NA,"Schistocerca_gregaria",2,"protein_coding","patatin-like phospholipase domain-containing protein 2"
"LOC126292145",83.4462454137276,2.72838305351604,0.698490772926194,3.90611180457832,9.37931278370432e-05,0.00180770044469571,83.4462454137276,0.68721833098018,0.754009558496485,0.911418593088544,0.362074860647621,0.997493170622168,83.4462454137276,2.30506470731673,0.752389899922388,3.06365716439642,0.00218649321987412,0.0483553754062865,83.4462454137276,-0.834540930805416,0.965204799673831,-0.864625757235594,0.387244230565545,0.867622197849998,83.4462454137276,-1.70670490617343,1.01108706435521,-1.68799005183774,0.0914131386157638,0.535546908582009,NA,NA,"Schistocerca_gregaria",2,"protein_coding","ankyrin-3-like"
"LOC126293173",12.6417196542654,2.84610679382418,0.662752859143148,4.2943712042281,1.75189147006078e-05,0.000539592560110058,12.6417196542654,2.02599740939064,0.720065915368483,2.81362770567173,0.00489859244070977,0.317183860535958,12.6417196542654,2.60762059802651,0.721713133065833,3.61309844390577,0.00030255976616655,0.0143528502971213,12.6417196542654,-1.49262773774218,0.865021698013532,-1.72553791560363,0.084430576940142,0.547183752420342,12.6417196542654,-2.66418722741379,0.920680662561057,-2.89371476533766,0.00380713832436896,0.163215309615695,NA,NA,"Schistocerca_gregaria",2,"lncRNA","uncharacterized LOC126293173"
"LOC126293361",15.9505653174454,23.8352137484379,3.67558816296508,6.48473460345736,8.88881118272206e-11,2.47937568871283e-08,15.9505653174454,20.5839204748594,3.96307606541967,5.19392515689189,2.05905944837807e-07,0.000261565277990293,15.9505653174454,25.6552574925408,3.93762493139154,6.5154142254667,7.2489336838359e-11,1.26469729670657e-07,15.9505653174454,-23.6381263044553,5.10930583486401,-4.62648490195233,3.71923966174111e-06,0.00492596387562783,15.9505653174454,-26.9203132733859,5.3160297705338,-5.06398843411345,4.10574568469868e-07,0.000675682567330861,NA,NA,"Schistocerca_gregaria",5,"lncRNA","uncharacterized LOC126293361"
"LOC126294950",247.755205215753,4.87743110860031,0.784631037763449,6.21620975191496,5.0930713214595e-10,1.11755566316345e-07,247.755205215753,-0.162319544221001,0.860978167174194,-0.188529222237711,0.850461810183335,0.997493170622168,247.755205215753,2.60903607251986,0.847144405939617,3.07980086302527,0.00207139040691793,0.0467985211070868,247.755205215753,1.10608525390799,1.09062175549824,1.0141786080571,0.310497534192089,0.822479741026282,247.755205215753,-1.28654662811492,1.13111116441457,-1.13741837989973,0.255363427324673,0.782244493582265,NA,NA,"Schistocerca_gregaria",2,"protein_coding","ankyrin repeat domain-containing protein 39-like"
"LOC126295040",1847.82959049653,7.2456726803009,0.970287066302427,7.46755566670876,8.16981689613018e-14,5.17117987152363e-11,1847.82959049653,0.744235136642705,1.0461779420592,0.711384848334522,0.476845785568767,0.997493170622168,1847.82959049653,4.01026019083486,1.04500515014143,3.83755064775721,0.000124267609702626,0.00841056037737339,1847.82959049653,0.0604149091405139,1.34192102358585,0.0450212106961964,0.964090402403334,0.996790666568636,1847.82959049653,-3.10395780890049,1.40705109217016,-2.20600220288597,0.027383845467797,0.333325403005573,NA,NA,"Schistocerca_gregaria",2,"protein_coding","E3 ubiquitin-protein ligase MIB1-like"
"LOC126295319",20.9590559914842,6.14838928445956,2.1105794403834,2.91312857825558,0.00357827231589969,0.0217699177459376,20.9590559914842,3.19575689121963,2.28820694351858,1.39662057239697,0.16252770052897,0.883410314517353,20.9590559914842,8.09309526270038,2.26741673833923,3.5693020722023,0.000357933523476178,0.0157872814202892,20.9590559914842,-5.9910758326666,2.87460138200057,-2.08414142920126,0.0371473045533148,0.384101547223025,20.9590559914842,-6.90874228727542,2.97863844134614,-2.31942963985691,0.0203717520743912,0.29169361874515,NA,NA,"Schistocerca_gregaria",2,"protein_coding","immunoglobulin domain-containing protein oig-4-like"
"LOC126297497",14.8610527037883,4.67576215221542,1.38340876928478,3.37988471378042,0.000725162404169946,0.00751984731280706,14.8610527037883,0.533588440107164,1.55654447354659,0.342803208758554,0.731746511830447,0.997493170622168,14.8610527037883,5.44118536477867,1.49185728201056,3.64725596100294,0.000265055853255846,0.0130467304320479,14.8610527037883,-4.47413739026383,1.93850442392517,-2.30803568722552,0.0209971516703945,0.295861666872995,14.8610527037883,-5.9746018261252,1.92176646708652,-3.10891147725298,0.00187777969979788,0.13150051284925,NA,NA,"Schistocerca_gregaria",2,"protein_coding","PI-PLC X domain-containing protein 1-like"
"LOC126299206",91.8437683704545,3.36640802099787,0.580076795744723,5.8033833549159,6.49899698467207e-09,9.72309030697712e-07,91.8437683704545,0.710259679793092,0.628727538657759,1.12967801809571,0.258611923032752,0.982047856902352,91.8437683704545,2.01872858651908,0.625624044454351,3.22674392778454,0.0012520745883682,0.0333787354610484,91.8437683704545,-0.46205704128347,0.798756914386029,-0.578470161524215,0.562946736932464,0.928826425908234,91.8437683704545,-1.50882192645184,0.834198256697956,-1.80870903809399,0.0704962181185003,0.482920113079196,NA,NA,"Schistocerca_gregaria",2,"protein_coding","uncharacterized LOC126299206"
"LOC126299510",74.0471457990724,5.36439959366702,0.923147629997942,5.81098777633105,6.2105298748678e-09,9.37676056428435e-07,74.0471457990724,0.13419630307737,1.02040878856777,0.131512296425559,0.895370059916882,0.997493170622168,74.0471457990724,3.16718543312905,0.99598475906468,3.17995371345172,0.0014729857825484,0.0367754834875433,74.0471457990724,-0.762785768175968,1.27983247172827,-0.59600438731322,0.551172295798618,0.92586523434683,74.0471457990724,-3.19238332298501,1.31933359229466,-2.41969380725965,0.0155335806879327,0.266843567203871,NA,NA,"Schistocerca_gregaria",2,"protein_coding","trypsin-1-like"
"LOC126301159",12.4381958483821,3.23997864542832,0.853944347302068,3.7941332543094,0.000148160094001588,0.0024777697949928,12.4381958483821,-1.41459656042197,1.04184814532337,-1.3577761469095,0.174534725970411,0.899760279184545,12.4381958483821,3.21951661855482,0.910416006065397,3.53631372592933,0.000405752531072483,0.0166439880913894,12.4381958483821,0.485842657671747,1.25308689628471,0.387716653260223,0.698225730466556,0.959054328737639,12.4381958483821,-3.22220773293767,1.1949391498157,-2.69654545458207,0.00700628347151666,0.196188426697791,NA,NA,"Schistocerca_gregaria",2,"rRNA","small subunit ribosomal RNA"
"LOC126301179",384.73072694548,1.57246257584295,0.537948712898361,2.92307154593016,0.00346596865816326,0.02130722682383,384.73072694548,0.705059486903447,0.577540075333332,1.22079751175105,0.222162696164292,0.954658429669303,384.73072694548,2.12288176331489,0.578967332941257,3.66666933094527,0.000245730220793159,0.0127697455838447,384.73072694548,-1.06422086194835,0.744697253185249,-1.4290651098771,0.152985520446958,0.675075933158009,384.73072694548,-1.56007634640389,0.782752671503657,-1.99306422475314,0.0462544148176771,0.408593078182777,NA,NA,"Schistocerca_gregaria",2,"rRNA","large subunit ribosomal RNA"
"LOC126302632",4.18454645693088,2.4227520636751,0.920633498818859,2.63161406442782,0.00849803355808661,0.0393838744763254,4.18454645693088,1.9677961935094,0.991299594646054,1.98506708177563,0.0471370086139934,0.623861273597939,4.18454645693088,3.41755585470399,0.978610444241319,3.49225360797523,0.000478963255810923,0.0183431244944954,4.18454645693088,-1.94763010301621,1.18456597021765,-1.6441719178024,0.100140695875614,0.575931101064918,4.18454645693088,-3.3492874497168,1.24758376673497,-2.68461929292505,0.00726124651127868,0.197844923569724,NA,NA,"Schistocerca_gregaria",2,"lncRNA","uncharacterized LOC126302632"
"LOC126304652",32.3723741023319,3.21198517100619,1.01309026935784,3.1704826984886,0.00152185895475881,0.0123254098516072,32.3723741023319,2.14866147731855,1.15317899580822,1.8632506186194,0.0624270142023322,0.686004428261268,32.3723741023319,3.93365388948128,1.13329974314325,3.47097395307894,0.000518574298707548,0.019159185031308,32.3723741023319,-1.08756481401153,1.39072549582003,-0.782012566304648,0.434207188518119,0.887480994601639,32.3723741023319,-2.78276783651254,1.41894861284247,-1.96114771974584,0.0498617934458423,0.419533432786375,NA,NA,"Schistocerca_gregaria",2,"protein_coding","rho-related protein racB-like"
"LOC126304653",57.7196593745159,4.17145186345308,1.07476317438325,3.88127539431825,0.000103910092242252,0.00193663464103142,57.7196593745159,2.82230746590359,1.21716168440683,2.31876134622083,0.0204079801514599,0.478507445473298,57.7196593745159,4.22795310482471,1.1950913985423,3.53776548804694,0.000403528284100887,0.0166439880913894,57.7196593745159,-2.74075003935788,1.46187076474238,-1.8748237569693,0.0608169737404314,0.47636693033567,57.7196593745159,-3.85327699367658,1.5032982217538,-2.56321529415582,0.0103707717703739,0.228741993450235,NA,NA,"Schistocerca_gregaria",2,"protein_coding","cyclic GMP-binding protein C-like"
"LOC126304662",7.5966615247768,1.6132363703635,0.581391153983619,2.77478657752153,0.00552379437505842,0.029509685459593,7.5966615247768,1.56502337580882,0.65773692076584,2.3794063042509,0.0173405507613207,0.463428077060617,7.5966615247768,2.78422526441679,0.745152787864848,3.73644883272151,0.000186637405657395,0.0108540020134534,7.5966615247768,-1.63656046728898,0.985222039882411,-1.66110825888985,0.0966917060623008,0.571399384144842,7.5966615247768,-2.50853621891736,0.937929314443721,-2.67454719698697,0.00748302424657637,0.200204624083699,NA,NA,"Schistocerca_gregaria",2,"protein_coding","uncharacterized LOC126304662"
"LOC126304695",37.2317323683439,3.60415423085468,0.969391086580629,3.71795685017876,0.000200840563942425,0.00307675846177823,37.2317323683439,2.57810061889315,1.10267990512527,2.33803174149642,0.0193856016068911,0.469577846118002,37.2317323683439,3.91881562206139,1.09121933687721,3.59122633702224,0.000329125650260381,0.0150230551174085,37.2317323683439,-1.70170606157646,1.3127281422507,-1.29631262315963,0.194867801370019,0.721848207007324,37.2317323683439,-3.52629213207095,1.3665119670791,-2.58050585507009,0.00986556833237958,0.223633137804367,NA,NA,"Schistocerca_gregaria",2,"protein_coding","uncharacterized LOC126304695"
"LOC126304701",8.63557232476058,2.02343365342963,0.583942569553806,3.46512441279243,0.000529986238472817,0.00605272972001884,8.63557232476058,1.55927985689221,0.668038736720551,2.33411592948461,0.0195896524125105,0.46978888655928,8.63557232476058,2.71887542747039,0.740116687744123,3.67357671093395,0.00023917882827491,0.0126450705776857,8.63557232476058,-3.3606107574547,0.9881896667837,-3.40077504391703,0.000671950998024309,0.0837754372277104,8.63557232476058,-2.02221259128644,0.884967346667299,-2.28507028977046,0.0223087065694748,0.305182364101286,NA,NA,"Schistocerca_gregaria",2,"protein_coding","uncharacterized LOC126304701"
"LOC126304704",21.7390305693721,3.24934774732212,1.00661722408652,3.2279874311418,0.00124664451523286,0.0107582741411574,21.7390305693721,1.61896511647045,1.1504734509599,1.40721640740137,0.15936322783303,0.8776297369861,21.7390305693721,3.90707475171005,1.1301392200382,3.45716234109457,0.000545895881728871,0.0196989289956208,21.7390305693721,-1.12525352715073,1.41064033605022,-0.797689884794749,0.425050475240492,0.884904311771754,21.7390305693721,-3.05369862822954,1.4204752930462,-2.14977243404277,0.0315732196724094,0.351081402803272,NA,NA,"Schistocerca_gregaria",2,"protein_coding","sepiapterin reductase-like"
"LOC126304709",17.9261591471599,2.85460496256261,0.772572649515981,3.694934016045,0.000219943897641284,0.00324310649116158,17.9261591471599,2.33922020801826,0.883630021969234,2.64728466650006,0.00811410174102052,0.353888349248913,17.9261591471599,3.80586382665145,0.900347822311288,4.2271039395435,2.36718337194295e-05,0.00342475876523851,17.9261591471599,-1.84514785909413,1.11633744266483,-1.65285852518711,0.0983596597494109,0.573889420460219,17.9261591471599,-2.62401376149902,1.09525434469778,-2.39580310655886,0.0165839960871816,0.274846750862787,NA,NA,"Schistocerca_gregaria",2,"protein_coding","phosphatidylinositol-glycan biosynthesis class W protein-like"
"LOC126304714",32.4748750162524,4.15745018031798,1.15672771782108,3.59414762546656,0.000325455278130255,0.00431285131327821,32.4748750162524,1.66383697911699,1.32310106786444,1.25752825655452,0.208562413751389,0.945073165249164,32.4748750162524,4.10147053208167,1.28235566489508,3.19838765824554,0.00138198366946079,0.0355736189801202,32.4748750162524,-2.18922301722156,1.61089607596447,-1.35900946677199,0.174143588893185,0.6993906028157,32.4748750162524,-4.27441913845954,1.63510992570834,-2.61414787547561,0.00894503120044769,0.213737169321345,NA,NA,"Schistocerca_gregaria",2,"protein_coding","BCAS3 microtubule associated cell migration factor-like"
"LOC126304732",25.5309704995996,3.34936767876866,0.848127856946924,3.94913060729505,7.84355489952619e-05,0.0015916323425586,25.5309704995996,1.89184378290403,0.975193368816268,1.9399678498639,0.0523835972196605,0.649915774355406,25.5309704995996,3.33048542998646,0.977632158750754,3.4066856334209,0.000657568172846928,0.0217829861815242,25.5309704995996,-2.80157483001857,1.24626902287421,-2.24796956242836,0.0245781308510081,0.317164560113673,25.5309704995996,-2.93602428105594,1.19995908827942,-2.4467703188663,0.0144142661993491,0.261905253542697,NA,NA,"Schistocerca_gregaria",2,"protein_coding","phosphatidate phosphatase LPIN3-like"
"LOC126304737",21.5709157627684,2.8766537474487,0.777152060095691,3.70153267958204,0.00021430104845859,0.00318874534763384,21.5709157627684,2.39944821762042,0.887035500082742,2.70501937904019,0.00683004048210786,0.338187445636135,21.5709157627684,3.12588383112747,0.915517324650229,3.41433607749772,0.000639376546426961,0.0214978383982787,21.5709157627684,-2.41875525618514,1.11852662930758,-2.162447627807,0.030583689798428,0.351701815137931,21.5709157627684,-3.53696434829239,1.15036017210792,-3.074658210577,0.00210743912973212,0.136785096180152,NA,NA,"Schistocerca_gregaria",2,"protein_coding","nuclear pore complex protein Nup205-like"
"LOC126304744",25.1822157889756,2.2787531747844,0.605387572396787,3.76412281765646,0.000167134729646174,0.00266469426403452,25.1822157889756,1.87729636383843,0.689423547796884,2.72299426069432,0.00646931817390561,0.330033246841518,25.1822157889756,2.71792211037823,0.732485225765762,3.71054871111814,0.000206810496290586,0.0116392057804831,25.1822157889756,-2.44825042367648,0.919595817728413,-2.66231139428641,0.00776060473929802,0.196599213247426,25.1822157889756,-2.15854352809881,0.867762304505426,-2.48748247865993,0.0128650790585626,0.250853798657304,NA,NA,"Schistocerca_gregaria",2,"protein_coding","ras-related protein rapA-like"
"LOC126304746",50.5710910580886,3.0697788476754,0.999424125396628,3.07154767397389,0.00212952154794782,0.0154317640310776,50.5710910580886,2.45591340621066,1.12431230952362,2.1843694011064,0.0289351147991225,0.528906251512734,50.5710910580886,3.5683997685881,1.11176119783263,3.20968187731742,0.00132881949352303,0.0347752061454976,50.5710910580886,-3.79400848802084,1.4305692765759,-2.65209700092391,0.00799935570859231,0.200111275415235,50.5710910580886,-4.31237270373747,1.4242804944443,-3.02775522136179,0.0024637756687269,0.138817700236334,NA,NA,"Schistocerca_gregaria",2,"protein_coding","protein aubergine-like"
"LOC126304753",26.468486839276,3.5396003724614,0.937965055803081,3.7737017499344,0.000160843033824394,0.00260530886579532,26.468486839276,1.80169798038601,1.07738723588326,1.67228450493841,0.0944682336511878,0.773601443213078,26.468486839276,3.79934947982572,1.07122009342572,3.54674963916665,0.000390015036924242,0.0164182737527733,26.468486839276,-2.42001589347295,1.38431145324031,-1.74817299084562,0.0804340769752901,0.537302235017801,26.468486839276,-3.16642472987059,1.33420877600094,-2.37326030740212,0.0176318328576773,0.27769603179129,NA,NA,"Schistocerca_gregaria",2,"protein_coding","uncharacterized LOC126304753"
