"gene_id","vst_variance","Preferred_name","Description","GOs","KEGG_ko","KEGG_Pathway","PFAMs","n_phase_tissues","phase_tissues","phase_directions","phase_mean_log2FC","phase_max_abs_log2FC","head_phase_log2FC","thorax_phase_log2FC","head_phase_padj","thorax_phase_padj","phase_consensus","phase_class","label"
"LOC126354197",22.9849907588139,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126354197 | unannotated | no description"
"LOC126272691",21.4150691091452,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126272691 | unannotated | no description"
"LOC126268128",18.442368778927,"unannotated","Glycosyl hydrolase family 9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126268128 | unannotated | Glycosyl hydrolase family 9"
"LOC126327025",18.3662656629281,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG","LOC126327025 | unannotated | no description"
"LOC126332601",18.2722262941282,"unannotated","activity. It is involved in the biological process described with carbohydrate metabolic process",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG","LOC126332601 | unannotated | activity. It is involved in the biologi..."
"LOC126354890",18.0076526371158,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126354890 | unannotated | no description"
"LOC126327073",17.8566426688458,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG","LOC126327073 | unannotated | no description"
"LOC126332302",17.7627967965799,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126332302 | unannotated | no description"
"LOC126354199",17.3587816167555,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126354199 | unannotated | no description"
"LOC126327121",17.2101859054907,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126327121 | unannotated | no description"
"LOC126365759",16.9932472496531,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126365759 | unannotated | no description"
"LOC126354198",16.9738321366222,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126354198 | unannotated | no description"
"LOC126355818",16.0187585514431,"unannotated","activity. It is involved in the biological process described with carbohydrate metabolic process",NA,"ko:K01176","ko00500,ko01100,ko04973,map00500,map01100,map04973","Alpha-amylase,Alpha-amylase_C",1,"Thorax","Solitarious-up",-1.5696962281875,1.5696962281875,NA,-1.5696962281875,NA,6.88176694523369e-10,"Solitarious-up","Thorax phase DEG only","LOC126355818 | unannotated | activity. It is involved in the biologi..."
"LOC126291919",15.9209120508134,"unannotated","Glycosyl hydrolase family 9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126291919 | unannotated | Glycosyl hydrolase family 9"
"LOC126291976",15.3635636372457,"unannotated","Glycosyl hydrolase family 9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126291976 | unannotated | Glycosyl hydrolase family 9"
"LOC126333352",15.2230142836515,"unannotated","no description",NA,NA,NA,NA,1,"Head","Gregarious-up",1.05682588594124,1.05682588594124,1.05682588594124,NA,2.15276234567872e-12,NA,"Gregarious-up","Head phase DEG only","LOC126333352 | unannotated | no description"
"LOC126299291",15.0701592618264,"unannotated","Actin",NA,"ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418","Actin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126299291 | unannotated | Actin"
"LOC126332261",14.8640411329843,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126332261 | unannotated | no description"
"LOC126327041",14.5669632158197,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126327041 | unannotated | no description"
"LOC126336532",14.1829375301849,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126336532 | unannotated | no description"
"LOC126336545",13.9369403688117,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126336545 | unannotated | no description"
"LOC126327057",13.701702364537,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126327057 | unannotated | no description"
"LOC126332617",13.6360245666535,"unannotated","activity. It is involved in the biological process described with carbohydrate metabolic process",NA,NA,NA,NA,1,"Thorax","Gregarious-up",1.38418974671005,1.38418974671005,NA,1.38418974671005,NA,4.10182809519896e-05,"Gregarious-up","Thorax phase DEG only","LOC126332617 | unannotated | activity. It is involved in the biologi..."
"LOC126267150",13.4752396564496,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG","LOC126267150 | unannotated | no description"
"LOC126336542",13.2382538531004,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126336542 | unannotated | no description"
"LOC126336543",13.2240133629822,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG","LOC126336543 | unannotated | no description"
"LOC126327105",13.1735286304754,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126327105 | unannotated | no description"
"LOC126335709",13.1442470930484,"unannotated","activity. It is involved in the biological process described with oxidation-reduction process",NA,"ko:K00471","ko00310,map00310","DUF971,TauD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126335709 | unannotated | activity. It is involved in the biologi..."
"LOC126365760",12.8048923402338,"unannotated","Reeler domain",NA,NA,NA,"Reeler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126365760 | unannotated | Reeler domain"
"LOC126277383",12.3759014107486,"unannotated","no description",NA,NA,NA,NA,1,"Thorax","Solitarious-up",-1.84950624292887,1.84950624292887,NA,-1.84950624292887,NA,2.23417041177477e-09,"Solitarious-up","Thorax phase DEG only","LOC126277383 | unannotated | no description"
"LOC126332162",12.1937220606957,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126332162 | unannotated | no description"
"LOC126354065",11.723122698248,"unannotated","Belongs to the type-B carboxylesterase lipase family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126354065 | unannotated | Belongs to the type-B carboxylesterase ..."
"LOC126278364",11.6770821918125,"unannotated","Glycosyl hydrolase family 9",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG","LOC126278364 | unannotated | Glycosyl hydrolase family 9"
"LOC126340111",11.5742790595689,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126340111 | unannotated | no description"
"LOC126335321",11.3778732004639,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG","LOC126335321 | unannotated | no description"
"LOC126336351",11.3372579137755,"Tret1","Sugar (and other) transporter","GO:0003674,GO:0005215,GO:0005351,GO:0005355,GO:0005402,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0008645,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015154,GO:0015157,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015574,GO:0015672,GO:0015749,GO:0015766,GO:0015771,GO:0015772,GO:0016020,GO:0022804,GO:0022857,GO:0022890,GO:0034219,GO:0034220,GO:0044464,GO:0046323,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:1902600,GO:1904659","ko:K14258",NA,"Sugar_tr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126336351 | Tret1 | Sugar (and other) transporter"
"LOC126332318",11.2634572047093,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126332318 | unannotated | no description"
"LOC126268037",11.2537558126088,"unannotated","GMC oxidoreductase",NA,"ko:K00108,ko:K00115","ko00030,ko00260,ko01100,ko01110,ko01130,map00030,map00260,map01100,map01110,map01130","GMC_oxred_C,GMC_oxred_N",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG","LOC126268037 | unannotated | GMC oxidoreductase"
"LOC126284433",10.7873065357126,"Arr2","Arrestin (or S-antigen), C-terminal domain","GO:0001894,GO:0001895,GO:0002029,GO:0002032,GO:0002046,GO:0003008,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005790,GO:0007154,GO:0007165,GO:0007186,GO:0007600,GO:0007602,GO:0007603,GO:0007605,GO:0007606,GO:0007608,GO:0008150,GO:0008277,GO:0009314,GO:0009416,GO:0009581,GO:0009582,GO:0009583,GO:0009584,GO:0009605,GO:0009628,GO:0009642,GO:0009966,GO:0009968,GO:0009987,GO:0010646,GO:0010648,GO:0012505,GO:0016028,GO:0016029,GO:0016056,GO:0016059,GO:0016060,GO:0016062,GO:0022400,GO:0022401,GO:0023051,GO:0023052,GO:0023057,GO:0023058,GO:0031984,GO:0032091,GO:0032101,GO:0032501,GO:0036367,GO:0042592,GO:0042995,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043393,GO:0044092,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0045494,GO:0045744,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048871,GO:0050789,GO:0050794,GO:0050877,GO:0050896,GO:0050954,GO:0051098,GO:0051100,GO:0051606,GO:0051716,GO:0060249,GO:0065007,GO:0065008,GO:0065009,GO:0071214,GO:0071478,GO:0071482,GO:0071781,GO:0097425,GO:0098827,GO:0104004,GO:0120025,GO:0120038,GO:0120082","ko:K13805","ko04745,map04745","Arrestin_C,Arrestin_N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126284433 | Arr2 | Arrestin (or S-antigen), C-terminal domain"
"LOC126281467",10.5777286943886,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG","LOC126281467 | unannotated | no description"
"LOC126284055",10.4955863157674,"unannotated","aldehyde oxidase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126284055 | unannotated | aldehyde oxidase"
"LOC126335320",10.4135427190833,"unannotated","no description",NA,NA,NA,NA,1,"Thorax","Solitarious-up",-1.41213003208848,1.41213003208848,NA,-1.41213003208848,NA,2.21081047122122e-20,"Solitarious-up","Thorax phase DEG only","LOC126335320 | unannotated | no description"
"LOC126278365",10.3442898394295,"unannotated","Glycosyl hydrolase family 9",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG","LOC126278365 | unannotated | Glycosyl hydrolase family 9"
"LOC126354577",10.2634544867109,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG","LOC126354577 | unannotated | no description"
"LOC126356135",9.36297403593042,"unannotated","no description",NA,NA,NA,NA,1,"Thorax","Solitarious-up",-1.19870759029053,1.19870759029053,NA,-1.19870759029053,NA,3.41154089241728e-07,"Solitarious-up","Thorax phase DEG only","LOC126356135 | unannotated | no description"
"LOC126266938",9.35132484443721,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG","LOC126266938 | unannotated | no description"
"LOC126281914",9.322292845375,"unannotated","no description",NA,NA,NA,NA,1,"Thorax","Solitarious-up",-2.1156672101775,2.1156672101775,NA,-2.1156672101775,NA,1.84657246504583e-12,"Solitarious-up","Thorax phase DEG only","LOC126281914 | unannotated | no description"
"LOC126334879",9.23659215146341,"unannotated","Larval serum protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126334879 | unannotated | Larval serum protein"
"LOC126334577",9.21104235956479,"Lop1","Serpentine type 7TM GPCR chemoreceptor Srsx","GO:0000122,GO:0003008,GO:0003674,GO:0004888,GO:0004930,GO:0005575,GO:0005623,GO:0006355,GO:0006357,GO:0007154,GO:0007165,GO:0007186,GO:0007600,GO:0007602,GO:0007605,GO:0008020,GO:0008150,GO:0009266,GO:0009314,GO:0009416,GO:0009581,GO:0009582,GO:0009583,GO:0009584,GO:0009605,GO:0009628,GO:0009648,GO:0009649,GO:0009881,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016020,GO:0016021,GO:0016028,GO:0019219,GO:0019222,GO:0023052,GO:0031224,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0038023,GO:0040011,GO:0042330,GO:0042752,GO:0042995,GO:0043052,GO:0043153,GO:0044425,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050877,GO:0050896,GO:0050954,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051606,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0080090,GO:0120025,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141","ko:K04255",NA,"7tm_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126334577 | Lop1 | Serpentine type 7TM GPCR chemoreceptor ..."
"LOC126321793",9.20467223651447,"unannotated","no description",NA,NA,NA,NA,1,"Head","Solitarious-up",-3.86174018836203,3.86174018836203,-3.86174018836203,NA,0.000385935174650172,NA,"Solitarious-up","Head phase DEG only","LOC126321793 | unannotated | no description"
"LOC126340300",8.98881606073597,"unannotated","no description",NA,NA,NA,NA,2,"Head + Thorax","Gregarious-up",2.36249389841463,2.76554260448978,1.95944519233949,2.76554260448978,3.20375741839568e-18,7.21115305220179e-23,"Gregarious-up","Shared head/thorax phase DEG","LOC126340300 | unannotated | no description"
"LOC126284829",8.97300042323142,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126284829 | unannotated | no description"
"LOC126336538",8.82729582969115,"unannotated","no description",NA,NA,NA,NA,1,"Thorax","Solitarious-up",-2.25562183259242,2.25562183259242,NA,-2.25562183259242,NA,0.000577131653063711,"Solitarious-up","Thorax phase DEG only","LOC126336538 | unannotated | no description"
"LOC126284830",8.7851629705134,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126284830 | unannotated | no description"
"LOC126336417",8.77204043263385,"unannotated","Larval serum protein",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG","LOC126336417 | unannotated | Larval serum protein"
"LOC126267472",8.69672572066476,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126267472 | unannotated | no description"
"LOC126284914",8.6412235157363,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126284914 | unannotated | no description"
"LOC126317459",8.42955656149213,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126317459 | unannotated | no description"
"LOC126336533",8.3960426857963,"unannotated","no description",NA,NA,NA,NA,1,"Thorax","Solitarious-up",-2.28111551837944,2.28111551837944,NA,-2.28111551837944,NA,9.52032559921431e-05,"Solitarious-up","Thorax phase DEG only","LOC126336533 | unannotated | no description"
"LOC126354316",8.25121584177056,"unannotated","Belongs to the type-B carboxylesterase lipase family",NA,NA,NA,NA,1,"Thorax","Solitarious-up",-1.51557693882189,1.51557693882189,NA,-1.51557693882189,NA,2.24255243973589e-12,"Solitarious-up","Thorax phase DEG only","LOC126354316 | unannotated | Belongs to the type-B carboxylesterase ..."
"LOC126354323",8.19033975127089,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126354323 | unannotated | no description"
"LOC126327089",8.17703424050523,"unannotated","no description",NA,NA,NA,NA,1,"Thorax","Solitarious-up",-1.65245582813291,1.65245582813291,NA,-1.65245582813291,NA,8.35911549272247e-05,"Solitarious-up","Thorax phase DEG only","LOC126327089 | unannotated | no description"
"LOC126355972",8.05593826932561,"unannotated","Belongs to the type-B carboxylesterase lipase family",NA,NA,NA,NA,1,"Thorax","Solitarious-up",-1.23963146258365,1.23963146258365,NA,-1.23963146258365,NA,4.06130222879919e-07,"Solitarious-up","Thorax phase DEG only","LOC126355972 | unannotated | Belongs to the type-B carboxylesterase ..."
"LOC126284661",8.00701477909688,"unannotated","no description",NA,NA,NA,NA,1,"Thorax","Gregarious-up",1.58864472958958,1.58864472958958,NA,1.58864472958958,NA,1.79543423114003e-06,"Gregarious-up","Thorax phase DEG only","LOC126284661 | unannotated | no description"
"LOC126332098",7.98248899540139,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126332098 | unannotated | no description"
"LOC126284383",7.96747418628821,"unannotated","no description",NA,NA,NA,NA,1,"Thorax","Solitarious-up",-4.72996829267081,4.72996829267081,NA,-4.72996829267081,NA,3.64168364565924e-65,"Solitarious-up","Thorax phase DEG only","LOC126284383 | unannotated | no description"
"LOC126284822",7.92438911182372,"unannotated","Pacifastin inhibitor (LCMII)",NA,NA,NA,"Pacifastin_I",1,"Thorax","Solitarious-up",-1.45612645023241,1.45612645023241,NA,-1.45612645023241,NA,4.83624875439501e-06,"Solitarious-up","Thorax phase DEG only","LOC126284822 | unannotated | Pacifastin inhibitor (LCMII)"
"LOC126278622",7.92287478648345,"unannotated","Glycosyl hydrolase family 9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","LOC126278622 | unannotated | Glycosyl hydrolase family 9"
