"gene_id","n_reference_tissues","tissue_vst_range","highest_reference_tissue","lowest_reference_tissue","reference_tissue_means","phase_associated","phase_class","phase_consensus","phase_tissues","phase_mean_log2FC","phase_max_abs_log2FC","diet_infection_associated","infection_associated","diet_associated","n_deg_contrasts","deg_comparison_types","deg_comparisons","deg_directions","max_abs_log2FC","min_padj","Preferred_name","Description","GOs","KEGG_ko","KEGG_Pathway","PFAMs","tissue_associated","source_class","priority_score"
"LOC126267118",3,3.68905547466841,"Head","Fat body","Fat body=7.89; Head=11.58; Thorax=10.14",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"sesB","Mitochondrial carrier protein","GO:0000003,GO:0000295,GO:0001508,GO:0003006,GO:0003254,GO:0003674,GO:0005215,GO:0005346,GO:0005347,GO:0005471,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006140,GO:0006810,GO:0006811,GO:0006820,GO:0006839,GO:0006855,GO:0006862,GO:0006873,GO:0006874,GO:0006875,GO:0006950,GO:0006979,GO:0006996,GO:0007005,GO:0007006,GO:0007154,GO:0007267,GO:0007268,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007399,GO:0007416,GO:0007528,GO:0007568,GO:0008150,GO:0008340,GO:0008509,GO:0008514,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009987,GO:0010259,GO:0010506,GO:0010507,GO:0010562,GO:0015075,GO:0015215,GO:0015216,GO:0015217,GO:0015238,GO:0015291,GO:0015297,GO:0015301,GO:0015605,GO:0015711,GO:0015748,GO:0015865,GO:0015866,GO:0015867,GO:0015868,GO:0015893,GO:0015931,GO:0015932,GO:0016020,GO:0016021,GO:0016043,GO:0016192,GO:0019219,GO:0019220,GO:0019222,GO:0019725,GO:0019866,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0022804,GO:0022857,GO:0023052,GO:0030003,GO:0030154,GO:0030808,GO:0030810,GO:0031090,GO:0031224,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031328,GO:0031329,GO:0031330,GO:0031966,GO:0031967,GO:0031975,GO:0032501,GO:0032502,GO:0032504,GO:0033554,GO:0034220,GO:0034599,GO:0040007,GO:0040011,GO:0042221,GO:0042391,GO:0042493,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045935,GO:0045937,GO:0045981,GO:0046716,GO:0046902,GO:0046907,GO:0048468,GO:0048477,GO:0048489,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048589,GO:0048609,GO:0048731,GO:0048856,GO:0048869,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050808,GO:0050896,GO:0051124,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051480,GO:0051503,GO:0051560,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051704,GO:0051716,GO:0051881,GO:0051900,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060249,GO:0061024,GO:0062012,GO:0062013,GO:0065007,GO:0065008,GO:0070050,GO:0070887,GO:0071702,GO:0071705,GO:0071840,GO:0072503,GO:0072507,GO:0080090,GO:0090559,GO:0097479,GO:0097480,GO:0098656,GO:0098771,GO:0098916,GO:0099003,GO:0099516,GO:0099536,GO:0099537,GO:1900371,GO:1900373,GO:1900542,GO:1900544,GO:1901264,GO:1901505,GO:1901679,GO:1903578,GO:1903580,GO:2001169,GO:2001171","ko:K05863","ko04020,ko04022,ko04217,ko04218,ko05012,ko05016,ko05166,map04020,map04022,map04217,map04218,map05012,map05016,map05166","Mito_carr",TRUE,"Tissue reference pattern only",3.68905547466841
"LOC126333709",3,3.64675243131962,"Thorax","Fat body","Fat body=6.3; Head=8.95; Thorax=9.94",FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","ubiquitin-protein transferase activity","GO:0000209,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0006464,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008270,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0010286,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0031593,GO:0032182,GO:0032446,GO:0036211,GO:0036435,GO:0043130,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0046872,GO:0046914,GO:0050896,GO:0061630,GO:0061659,GO:0070530,GO:0070647,GO:0071704,GO:0097039,GO:0140030,GO:0140096,GO:1901564,GO:1990450","ko:K11974","ko04217,ko04621,map04217,map04621","HOIP-UBA,IBR",TRUE,"Tissue reference pattern only",3.64675243131962
"LOC126355751",3,3.60955869018622,"Thorax","Fat body","Fat body=6.12; Head=8.94; Thorax=9.73",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Serine/Threonine protein kinases, catalytic domain",NA,"ko:K08804",NA,"Pkinase",TRUE,"Tissue reference pattern only",3.60955869018622
"LOC126285446",3,3.59942151398827,"Fat body","Thorax","Fat body=10.89; Head=7.82; Thorax=7.29",FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","electron carrier activity. It is involved in the biological process described with oxidation-reduction process",NA,NA,NA,NA,TRUE,"Tissue reference pattern only",3.59942151398827
"LOC126298909",3,3.59331472103181,"Fat body","Head","Fat body=12.41; Head=8.82; Thorax=8.83",FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","The glycine cleavage system catalyzes the degradation of glycine","GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464","ko:K00281","ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200","GDC-P",TRUE,"Tissue reference pattern only",3.59331472103181
"LOC126329072",3,3.57174686255978,"Fat body","Head","Fat body=10.46; Head=6.89; Thorax=7.77",FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Proto-oncogene tyrosine-protein kinase receptor Ret-like","GO:0001952,GO:0001954,GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0004714,GO:0004888,GO:0005102,GO:0005178,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007010,GO:0007015,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0008150,GO:0008152,GO:0009986,GO:0009987,GO:0010810,GO:0010811,GO:0016020,GO:0016021,GO:0016043,GO:0016301,GO:0016310,GO:0016358,GO:0016740,GO:0016772,GO:0016773,GO:0018108,GO:0018193,GO:0018212,GO:0019199,GO:0019538,GO:0022008,GO:0023052,GO:0030029,GO:0030030,GO:0030036,GO:0030154,GO:0030155,GO:0030182,GO:0030425,GO:0031175,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0036211,GO:0036477,GO:0038023,GO:0042995,GO:0043005,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0044877,GO:0045785,GO:0046872,GO:0048468,GO:0048518,GO:0048666,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050839,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071704,GO:0071840,GO:0071944,GO:0097435,GO:0097447,GO:0097458,GO:0120025,GO:0120036,GO:0120038,GO:0140096,GO:1901564","ko:K05126","ko05200,ko05216,ko05230,map05200,map05216,map05230","Pkinase_Tyr",TRUE,"Tissue reference pattern only",3.57174686255978
"LOC126354433",3,3.55931743381412,"Thorax","Fat body","Fat body=7.9; Head=10.81; Thorax=11.46",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Src homology 3 domains",NA,NA,NA,"SH3_1,SH3_2",TRUE,"Tissue reference pattern only",3.55931743381412
"LOC126295440",3,3.5569658279375,"Thorax","Fat body","Fat body=6.53; Head=9.86; Thorax=10.09",FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,TRUE,"Tissue reference pattern only",3.5569658279375
"LOC126341133",3,3.51440756759244,"Thorax","Fat body","Fat body=7.64; Head=9.11; Thorax=11.15",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Calcium ion binding","GO:0002009,GO:0002165,GO:0005575,GO:0005912,GO:0005924,GO:0005927,GO:0007275,GO:0007399,GO:0007444,GO:0007472,GO:0007476,GO:0007517,GO:0007552,GO:0007560,GO:0008037,GO:0008038,GO:0008039,GO:0008150,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009987,GO:0016203,GO:0022008,GO:0030054,GO:0030055,GO:0030154,GO:0030182,GO:0032501,GO:0032502,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0044719,GO:0048468,GO:0048513,GO:0048563,GO:0048569,GO:0048666,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0048869,GO:0060429,GO:0060538,GO:0060562,GO:0061061,GO:0065007,GO:0065008,GO:0070161,GO:0090066",NA,NA,"EGF_CA,EMI,FXa_inhibition",TRUE,"Tissue reference pattern only",3.51440756759244
"LOC126355921",3,3.5020271183385,"Fat body","Head","Fat body=12.08; Head=8.58; Thorax=9.58",FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,TRUE,"Tissue reference pattern only",3.5020271183385
"LOC126293542",3,3.49792098708497,"Head","Fat body","Fat body=5.37; Head=8.87; Thorax=6.9",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Zinc finger protein 512B",NA,NA,NA,NA,TRUE,"Tissue reference pattern only",3.49792098708497
"LOC126284013",3,3.49103117435753,"Fat body","Head","Fat body=11.19; Head=7.7; Thorax=7.86",FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","CD36 family","GO:0002165,GO:0007275,GO:0007431,GO:0007435,GO:0007552,GO:0008150,GO:0008219,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009987,GO:0010623,GO:0012501,GO:0022612,GO:0030154,GO:0032501,GO:0032502,GO:0035070,GO:0035071,GO:0035272,GO:0048102,GO:0048468,GO:0048513,GO:0048707,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0060033",NA,NA,"CD36",TRUE,"Tissue reference pattern only",3.49103117435753
"LOC126274545",3,0.88033433863298,"Thorax","Fat body","Fat body=5.37; Head=6.13; Thorax=6.25",TRUE,"Shared head/thorax phase DEG","Solitarious-up","Head + Thorax",-9.75819551279596,10.4892563449663,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,FALSE,"Phase signature only",11.3695906835993
"LOC126274577",3,0.945057065977728,"Head","Fat body","Fat body=5.46; Head=6.4; Thorax=6.25",TRUE,"Shared head/thorax phase DEG","Solitarious-up","Head + Thorax",-6.62626228209959,8.61603007819533,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,FALSE,"Phase signature only",9.56108714417306
"LOC126274561",3,0.508671729424282,"Head","Fat body","Fat body=5.37; Head=5.88; Thorax=5.86",TRUE,"Shared head/thorax phase DEG","Solitarious-up","Head + Thorax",-8.66089420975199,8.87596064455948,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,FALSE,"Phase signature only",9.38463237398376
"LOC126344463",3,1.41803378035151,"Thorax","Fat body","Fat body=5.57; Head=6.88; Thorax=6.98",TRUE,"Shared head/thorax phase DEG","Gregarious-up","Head + Thorax",5.19809678970419,7.74570181620193,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Lipocalin-like domain",NA,"ko:K03098",NA,"Lipocalin,Lipocalin_2",FALSE,"Phase signature only",9.16373559655344
"LOC126273026",3,1.39552220074667,"Thorax","Fat body","Fat body=5.76; Head=6.27; Thorax=7.15",TRUE,"Shared head/thorax phase DEG","Gregarious-up","Head + Thorax",5.12493930823267,7.382881994823,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"PebIII","Insect pheromone-binding family, A10/OS-D","GO:0000003,GO:0005575,GO:0005576,GO:0007275,GO:0007552,GO:0007610,GO:0008150,GO:0009605,GO:0009607,GO:0009615,GO:0019098,GO:0022414,GO:0032501,GO:0032502,GO:0032504,GO:0043207,GO:0045297,GO:0048609,GO:0048856,GO:0050896,GO:0051704,GO:0051707","ko:K15127",NA,"OS-D",FALSE,"Phase signature only",8.77840419556967
"LOC126355694",3,1.78037893875013,"Head","Fat body","Fat body=5.37; Head=7.15; Thorax=5.81",TRUE,"Thorax phase DEG only","Solitarious-up","Thorax",-6.85125009397916,6.85125009397916,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,FALSE,"Phase signature only",8.63162903272929
"LOC126335646",3,1.92461826330607,"Fat body","Head","Fat body=8.84; Head=6.92; Thorax=6.94",TRUE,"Shared head/thorax phase DEG","Solitarious-up","Head + Thorax",-6.52985418144087,6.54188394812985,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Hemocyanin, copper containing domain",NA,NA,NA,NA,FALSE,"Phase signature only",8.46650221143592
"LOC126345132",3,1.6668446023939,"Thorax","Fat body","Fat body=5.46; Head=6.41; Thorax=7.12",TRUE,"Thorax phase DEG only","Gregarious-up","Thorax",6.47724565301337,6.47724565301337,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,FALSE,"Phase signature only",8.14409025540727
"LOC126298901",3,1.04454921423194,"Head","Fat body","Fat body=5.71; Head=6.76; Thorax=6.61",TRUE,"Thorax phase DEG only","Gregarious-up","Thorax",7.04836172689802,7.04836172689802,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"SRPN12","Belongs to the serpin family","GO:0000003,GO:0005575,GO:0005576,GO:0005615,GO:0008150,GO:0032501,GO:0032504,GO:0044421",NA,NA,"Serpin",FALSE,"Phase signature only",8.09291094112996
"LOC126285160",3,0.359168683525256,"Thorax","Fat body","Fat body=5.37; Head=5.7; Thorax=5.73",TRUE,"Shared head/thorax phase DEG","Solitarious-up","Head + Thorax",-6.02343392849338,7.40333786807682,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,FALSE,"Phase signature only",7.76250655160208
"LOC126284087",3,1.7013675044362,"Thorax","Fat body","Fat body=5.46; Head=6.42; Thorax=7.16",TRUE,"Shared head/thorax phase DEG","Solitarious-up","Head + Thorax",-5.27941861388595,5.7489767581361,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Structural constituent of cuticle","GO:0003674,GO:0005198,GO:0005214,GO:0005575,GO:0005576,GO:0007275,GO:0008010,GO:0008150,GO:0031012,GO:0032501,GO:0032502,GO:0040003,GO:0042302,GO:0042335,GO:0044421,GO:0048856",NA,NA,"Chitin_bind_4",FALSE,"Phase signature only",7.4503442625723
"LOC126335260",3,1.5008815715681,"Thorax","Fat body","Fat body=5.49; Head=5.92; Thorax=6.99",TRUE,"Thorax phase DEG only","Solitarious-up","Thorax",-5.94268789811182,5.94268789811182,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,"Cuticle_3",FALSE,"Phase signature only",7.44356946967992
"LOC126273134",3,1.97591881649061,"Head","Fat body","Fat body=5.37; Head=7.34; Thorax=6.32",TRUE,"Shared head/thorax phase DEG","Gregarious-up","Head + Thorax",3.6498853805658,5.23893392575543,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"PebIII","Insect pheromone-binding family, A10/OS-D","GO:0000003,GO:0005575,GO:0005576,GO:0007275,GO:0007552,GO:0007610,GO:0008150,GO:0009605,GO:0009607,GO:0009615,GO:0019098,GO:0022414,GO:0032501,GO:0032502,GO:0032504,GO:0043207,GO:0045297,GO:0048609,GO:0048856,GO:0050896,GO:0051704,GO:0051707","ko:K15127",NA,"OS-D",FALSE,"Phase signature only",7.21485274224604
"LOC126354383",3,1.53966008399526,"Thorax","Fat body","Fat body=5.44; Head=5.9; Thorax=6.98",TRUE,"Shared head/thorax phase DEG","Solitarious-up","Head + Thorax",-4.61832140997629,5.64185201721762,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Structural constituent of cuticle",NA,NA,NA,NA,FALSE,"Phase signature only",7.18151210121288
"LOC126355686",3,0.847833245567665,"Thorax","Fat body","Fat body=5.44; Head=6.25; Thorax=6.29",TRUE,"Shared head/thorax phase DEG","Solitarious-up","Head + Thorax",-4.92055522606895,5.98908935475794,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Structural constituent of cuticle",NA,NA,NA,NA,FALSE,"Phase signature only",6.8369226003256
"LOC126291916",3,0.638093699059484,"Thorax","Fat body","Fat body=5.37; Head=5.47; Thorax=6.01",TRUE,"Thorax phase DEG only","Gregarious-up","Thorax",6.18414237547037,6.18414237547037,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,FALSE,"Phase signature only",6.82223607452985
"LOC126298650",3,1.71755508501034,"Head","Fat body","Fat body=5.47; Head=7.19; Thorax=7.16",TRUE,"Thorax phase DEG only","Gregarious-up","Thorax",5.09941941959925,5.09941941959925,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,FALSE,"Phase signature only",6.81697450460959
"LOC126356355",3,1.24179596842353,"Head","Fat body","Fat body=5.37; Head=6.61; Thorax=6.17",TRUE,"Shared head/thorax phase DEG","Solitarious-up","Head + Thorax",-5.2249259688628,5.50375260243138,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,FALSE,"Phase signature only",6.74554857085491
"LOC126309509",3,0.576627789345939,"Head","Fat body","Fat body=5.37; Head=5.95; Thorax=5.8",TRUE,"Head phase DEG only","Solitarious-up","Head",-6.09065115651802,6.09065115651802,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,FALSE,"Phase signature only",6.66727894586396
"LOC126334802",3,1.03556732174726,"Thorax","Fat body","Fat body=5.37; Head=5.47; Thorax=6.4",TRUE,"Thorax phase DEG only","Solitarious-up","Thorax",-5.41207538341432,5.41207538341432,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Structural constituent of cuticle",NA,NA,NA,"Chitin_bind_4",FALSE,"Phase signature only",6.44764270516158
"LOC126266597",3,0.934243233170712,"Thorax","Fat body","Fat body=5.82; Head=6.12; Thorax=6.76",TRUE,"Thorax phase DEG only","Gregarious-up","Thorax",5.28593601678212,5.28593601678212,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"dy","Zona pellucida (ZP) domain","GO:0000902,GO:0002009,GO:0002165,GO:0005575,GO:0007275,GO:0007444,GO:0007472,GO:0007476,GO:0007552,GO:0007560,GO:0008150,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0031224,GO:0032501,GO:0032502,GO:0032989,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0044425,GO:0048513,GO:0048563,GO:0048569,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0048869,GO:0060429,GO:0060562,GO:0071840",NA,NA,"Zona_pellucida",FALSE,"Phase signature only",6.22017924995283
"LOC126281377",3,1.32460592895545,"Thorax","Fat body","Fat body=5.98; Head=6.39; Thorax=7.31",TRUE,"Shared head/thorax phase DEG","Gregarious-up","Head + Thorax",2.96055311081063,4.86124380733564,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Vault protein inter-alpha-trypsin domain",NA,NA,NA,NA,FALSE,"Phase signature only",6.18584973629109
"LOC126353961",3,0.801326680508852,"Thorax","Fat body","Fat body=5.46; Head=6.19; Thorax=6.26",TRUE,"Shared head/thorax phase DEG","Solitarious-up","Head + Thorax",-3.66948457231551,5.3267957129311,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Y-h","Major royal jelly protein","GO:0006582,GO:0006725,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0018958,GO:0019438,GO:0019748,GO:0032501,GO:0032502,GO:0042335,GO:0042438,GO:0042440,GO:0043473,GO:0044237,GO:0044249,GO:0044550,GO:0046148,GO:0046189,GO:0048066,GO:0048067,GO:0048856,GO:0071704,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617",NA,NA,"MRJP",FALSE,"Phase signature only",6.12812239343995
"LOC126284679",3,1.24049088360254,"Thorax","Fat body","Fat body=5.8; Head=6.76; Thorax=7.04",TRUE,"Shared head/thorax phase DEG","Gregarious-up","Head + Thorax",3.10721866846223,4.8282665295667,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Blimp-1","Metal ion binding","GO:0000122,GO:0000981,GO:0000982,GO:0001078,GO:0001227,GO:0002165,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0007275,GO:0007424,GO:0008150,GO:0009719,GO:0009725,GO:0009791,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0014070,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0032870,GO:0033993,GO:0035074,GO:0035075,GO:0035152,GO:0035209,GO:0036314,GO:0036315,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0060541,GO:0065007,GO:0065008,GO:0070887,GO:0071310,GO:0071390,GO:0071396,GO:0071407,GO:0071495,GO:0080090,GO:0097305,GO:0097306,GO:0140110,GO:1901654,GO:1901655,GO:1901700,GO:1901701,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",NA,NA,"SET,zf-C2H2",FALSE,"Phase signature only",6.06875741316924
"LOC126345116",3,1.71842670930864,"Thorax","Fat body","Fat body=5.75; Head=6.46; Thorax=7.47",TRUE,"Thorax phase DEG only","Gregarious-up","Thorax",4.323321781253,4.323321781253,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,FALSE,"Phase signature only",6.04174849056164
"LOC126356046",3,1.38715296845554,"Head","Fat body","Fat body=5.37; Head=6.76; Thorax=5.54",TRUE,"Head phase DEG only","Solitarious-up","Head",-4.61489012896492,4.61489012896492,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,FALSE,"Phase signature only",6.00204309742046
"LOC126355515",3,1.25130663242788,"Head","Fat body","Fat body=5.46; Head=6.71; Thorax=6.19",TRUE,"Shared head/thorax phase DEG","Solitarious-up","Head + Thorax",-4.20600473875902,4.62354167293682,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,FALSE,"Phase signature only",5.8748483053647
"LOC126281237",3,1.50178530191001,"Thorax","Fat body","Fat body=5.7; Head=6.67; Thorax=7.2",TRUE,"Thorax phase DEG only","Gregarious-up","Thorax",4.36918437665175,4.36918437665175,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Belongs to the glycosyl hydrolase 18 family",NA,NA,NA,NA,FALSE,"Phase signature only",5.87096967856176
"LOC126273138",3,1.88086584413214,"Thorax","Fat body","Fat body=5.37; Head=6.81; Thorax=7.25",TRUE,"Shared head/thorax phase DEG","Gregarious-up","Head + Thorax",3.10891349233445,3.91076292186589,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"PebIII","Insect pheromone-binding family, A10/OS-D","GO:0000003,GO:0005575,GO:0005576,GO:0007275,GO:0007552,GO:0007610,GO:0008150,GO:0009605,GO:0009607,GO:0009615,GO:0019098,GO:0022414,GO:0032501,GO:0032502,GO:0032504,GO:0043207,GO:0045297,GO:0048609,GO:0048856,GO:0050896,GO:0051704,GO:0051707","ko:K15127",NA,"OS-D",FALSE,"Phase signature only",5.79162876599803
"LOC126334795",3,1.73827607270196,"Thorax","Fat body","Fat body=5.69; Head=6.35; Thorax=7.43",TRUE,"Thorax phase DEG only","Solitarious-up","Thorax",-3.99625184347612,3.99625184347612,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Insect cuticle protein",NA,NA,NA,NA,FALSE,"Phase signature only",5.73452791617808
"LOC126334801",3,1.1776212479927,"Thorax","Fat body","Fat body=5.37; Head=5.37; Thorax=6.55",TRUE,"Thorax phase DEG only","Solitarious-up","Thorax",-4.55082868410183,4.55082868410183,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Structural constituent of cuticle",NA,NA,NA,"Chitin_bind_4",FALSE,"Phase signature only",5.72844993209453
