"sample_id","PC1","PC2","PC3","PC4","sample_id.y","count_file","tissue","phase","rearing_condition","replicate","source","display_group","reference_role","sample_label","sample_block","infection_status","diet","outlier_status","file_present"
"1014",-51.7152698084583,-36.8350821527498,14.9734354648567,-4.89822747295234,"1014",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Infected_83","Fat body Infected diet 83","1014_I83","Experiment fat body","Infected","83","Retained in current analysis",TRUE
"1020",-68.8346022693828,-1.12840749971578,8.7462279482058,47.2559968106005,"1020",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Infected_83","Fat body Infected diet 83","1020_I83","Experiment fat body","Infected","83","Retained in current analysis",TRUE
"1023",-26.715528036577,23.5920060886708,61.5696926224169,-16.4122825913266,"1023",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Infected_83","Fat body Infected diet 83","1023_I83","Experiment fat body","Infected","83","Retained in current analysis",TRUE
"1024",-70.6866288095292,-51.7661587018398,12.3926224075078,29.4813093436392,"1024",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Infected_83","Fat body Infected diet 83","1024_I83","Experiment fat body","Infected","83","Retained in current analysis",TRUE
"1029",-52.02574893748,32.0476899609119,47.7201892605051,6.25082255731081,"1029",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Infected_83","Fat body Infected diet 83","1029_I83","Experiment fat body","Infected","83","Retained in current analysis",TRUE
"1050",-24.558200373033,24.1493082053969,10.3330782815562,-34.4338852505077,"1050",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Infected_83","Fat body Infected diet 83","1050_I83","Experiment fat body","Infected","83","Retained in current analysis",TRUE
"1003",-44.6169511909697,31.9267919187737,-30.9479419337009,9.21271765514429,"1003",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_33","Fat body Control diet 33","1003_C33","Experiment fat body","Control","33","Retained in current analysis",TRUE
"1006",-45.1471734236912,29.5444400947449,-39.6447167923951,20.6858786114543,"1006",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_33","Fat body Control diet 33","1006_C33","Experiment fat body","Control","33","Retained in current analysis",TRUE
"1009",-34.0403368582315,31.3371056263397,-30.8745032658701,-7.95506849259085,"1009",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_33","Fat body Control diet 33","1009_C33","Experiment fat body","Control","33","Retained in current analysis",TRUE
"1030",-38.2819094718865,30.753949481489,-36.5780766702302,-7.34157565040768,"1030",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_33","Fat body Control diet 33","1030_C33","Experiment fat body","Control","33","Retained in current analysis",TRUE
"1033",-47.4685032086096,29.7877884647488,-18.4061655147847,1.85852431276074,"1033",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_33","Fat body Control diet 33","1033_C33","Experiment fat body","Control","33","Retained in current analysis",TRUE
"1036",-55.3622433816241,-31.6709854132004,-39.2498576406021,0.190768372610537,"1036",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_33","Fat body Control diet 33","1036_C33","Experiment fat body","Control","33","Current outlier flag",TRUE
"1039",-47.0432029584448,-62.2176659976604,-18.883580157976,-39.3018147746317,"1039",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_33","Fat body Control diet 33","1039_C33","Experiment fat body","Control","33","Current outlier flag",TRUE
"1004",-42.2537356953797,31.6208750648614,-29.3722650557323,12.5613279716258,"1004",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_50","Fat body Control diet 50","1004_C50","Experiment fat body","Control","50","Retained in current analysis",TRUE
"1007",-77.765952481586,-101.939203233911,-36.4079639637081,-2.21065495153004,"1007",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_50","Fat body Control diet 50","1007_C50","Experiment fat body","Control","50","Current outlier flag",TRUE
"1031",-43.9437559321946,24.8596916072902,-25.5374828877108,-11.3420213471413,"1031",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_50","Fat body Control diet 50","1031_C50","Experiment fat body","Control","50","Retained in current analysis",TRUE
"1034",-43.685032334822,31.4522871604527,-34.1895458787542,11.3357191527092,"1034",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_50","Fat body Control diet 50","1034_C50","Experiment fat body","Control","50","Retained in current analysis",TRUE
"1037",-79.1382923362365,-112.840404437248,-35.572843928737,-12.8467611369861,"1037",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_50","Fat body Control diet 50","1037_C50","Experiment fat body","Control","50","Current outlier flag",TRUE
"1040",-19.3832175819354,25.5983455093858,-26.3510398282149,-26.8620726393399,"1040",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_50","Fat body Control diet 50","1040_C50","Experiment fat body","Control","50","Retained in current analysis",TRUE
"1002",-73.2288575643904,-22.3943778690493,-20.8299186044986,44.171837297227,"1002",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_83","Fat body Control diet 83","1002_C83","Experiment fat body","Control","83","Retained in current analysis",TRUE
"1005",-45.8950287471082,34.2048412293138,-23.9116536425216,12.5354909328313,"1005",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_83","Fat body Control diet 83","1005_C83","Experiment fat body","Control","83","Retained in current analysis",TRUE
"1011",-27.1180545500862,25.980353965258,-18.2200593570768,-8.76942632821829,"1011",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_83","Fat body Control diet 83","1011_C83","Experiment fat body","Control","83","Retained in current analysis",TRUE
"1032",-32.6303914713073,9.77806981337945,-31.6042238525271,-6.32632191443354,"1032",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_83","Fat body Control diet 83","1032_C83","Experiment fat body","Control","83","Retained in current analysis",TRUE
"1035",-57.0485180047998,13.0840043330573,-14.6371136680498,9.07453557771579,"1035",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_83","Fat body Control diet 83","1035_C83","Experiment fat body","Control","83","Retained in current analysis",TRUE
"1038",-49.9593195338676,-24.2695284685527,-28.3207142488961,-20.8991364059747,"1038",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_83","Fat body Control diet 83","1038_C83","Experiment fat body","Control","83","Retained in current analysis",TRUE
"1041",-33.4186494831918,29.2435466301951,-28.9635166362045,-15.9934349014318,"1041",NA,"Fat body","Diet-infection experiment","Semi-isolated experiment",NA,"Diet-infection fat body experiment","Control_83","Fat body Control diet 83","1041_C83","Experiment fat body","Control","83","Retained in current analysis",TRUE
"GREG_G_CCT_11_FAT",32.447364797152,15.3297039290391,-9.11807294916976,32.1169454910852,"GREG_G_CCT_11_FAT","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/external/timecourse_fatbody_reference/readcounts/GREG_G_CCT_11_FAT_featurecounts.txt","Fat body","Gregarious","Crowded",11,"Time-course fat body phase control","Fat body: gregarious/crowded control","Gregarious crowded control","FAT-G-ctrl","FAT controls","Control","Reference","Reference sample",TRUE
"GREG_S_ICT_9_FAT",26.5935376842718,17.4747911446766,-9.50597557546068,28.8372313164748,"GREG_S_ICT_9_FAT","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/external/timecourse_fatbody_reference/readcounts/GREG_S_ICT_9_FAT_featurecounts.txt","Fat body","Solitarious","Isolated",9,"Time-course fat body phase control","Fat body: solitarious/isolated control","Solitarious isolated control","FAT-S-ctrl","FAT controls","Control","Reference","Reference sample",TRUE
"SGRE-HEAD-CRD-1_MERGE",98.7271924367628,-10.4652285116182,11.0605628126588,-3.660703199514,"SGRE-HEAD-CRD-1_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-HEAD-CRD-1_MERGE_featurecounts.txt","Head","Gregarious","Crowded",1,"Time-course head/thorax phase reference","Head: crowded/gregarious","Head crowded rep 1","H-CRD-1","Head reference","Control","Reference","Reference sample",TRUE
"SGRE-HEAD-CRD-2_MERGE",97.6997729919651,-10.7996853615962,10.9534832621671,-3.52449018090213,"SGRE-HEAD-CRD-2_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-HEAD-CRD-2_MERGE_featurecounts.txt","Head","Gregarious","Crowded",2,"Time-course head/thorax phase reference","Head: crowded/gregarious","Head crowded rep 2","H-CRD-2","Head reference","Control","Reference","Reference sample",TRUE
"SGRE-HEAD-CRD-3_MERGE",98.2497813971973,-10.2061128748253,11.8149898526626,-3.91527812833099,"SGRE-HEAD-CRD-3_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-HEAD-CRD-3_MERGE_featurecounts.txt","Head","Gregarious","Crowded",3,"Time-course head/thorax phase reference","Head: crowded/gregarious","Head crowded rep 3","H-CRD-3","Head reference","Control","Reference","Reference sample",TRUE
"SGRE-HEAD-CRD-4_MERGE",94.4995671127587,-8.68812687790922,11.8391190536434,-4.18786502675089,"SGRE-HEAD-CRD-4_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-HEAD-CRD-4_MERGE_featurecounts.txt","Head","Gregarious","Crowded",4,"Time-course head/thorax phase reference","Head: crowded/gregarious","Head crowded rep 4","H-CRD-4","Head reference","Control","Reference","Reference sample",TRUE
"SGRE-HEAD-CRD-5_MERGE",99.2538692830687,-10.8883892818884,9.81210877109804,-3.51509837370151,"SGRE-HEAD-CRD-5_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-HEAD-CRD-5_MERGE_featurecounts.txt","Head","Gregarious","Crowded",5,"Time-course head/thorax phase reference","Head: crowded/gregarious","Head crowded rep 5","H-CRD-5","Head reference","Control","Reference","Reference sample",TRUE
"SGRE-HEAD-CRD-6_MERGE",99.9142277704078,-11.1991034241743,10.0476529786712,-3.59503219767271,"SGRE-HEAD-CRD-6_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-HEAD-CRD-6_MERGE_featurecounts.txt","Head","Gregarious","Crowded",6,"Time-course head/thorax phase reference","Head: crowded/gregarious","Head crowded rep 6","H-CRD-6","Head reference","Control","Reference","Reference sample",TRUE
"SGRE-HEAD-ISO-1_MERGE",88.8434128774774,-7.98696086581786,7.78175687795214,-7.96619650331493,"SGRE-HEAD-ISO-1_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-HEAD-ISO-1_MERGE_featurecounts.txt","Head","Solitarious","Isolated",1,"Time-course head/thorax phase reference","Head: isolated/solitarious","Head isolated rep 1","H-ISO-1","Head reference","Control","Reference","Reference sample",TRUE
"SGRE-HEAD-ISO-2_MERGE",92.4984147416973,-8.79186687641686,8.37708018782557,-5.75543828127958,"SGRE-HEAD-ISO-2_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-HEAD-ISO-2_MERGE_featurecounts.txt","Head","Solitarious","Isolated",2,"Time-course head/thorax phase reference","Head: isolated/solitarious","Head isolated rep 2","H-ISO-2","Head reference","Control","Reference","Reference sample",TRUE
"SGRE-HEAD-ISO-3_MERGE",89.0461539192962,-8.37902421922493,12.2040846296535,-6.0388164202806,"SGRE-HEAD-ISO-3_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-HEAD-ISO-3_MERGE_featurecounts.txt","Head","Solitarious","Isolated",3,"Time-course head/thorax phase reference","Head: isolated/solitarious","Head isolated rep 3","H-ISO-3","Head reference","Control","Reference","Reference sample",TRUE
"SGRE-HEAD-ISO-4_MERGE",88.5577030975854,-7.66131596868567,8.90724435020776,-6.88474748801965,"SGRE-HEAD-ISO-4_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-HEAD-ISO-4_MERGE_featurecounts.txt","Head","Solitarious","Isolated",4,"Time-course head/thorax phase reference","Head: isolated/solitarious","Head isolated rep 4","H-ISO-4","Head reference","Control","Reference","Reference sample",TRUE
"SGRE-HEAD-ISO-5_MERGE",93.8400846327684,-10.2220033074199,10.74809936807,-4.56798830899692,"SGRE-HEAD-ISO-5_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-HEAD-ISO-5_MERGE_featurecounts.txt","Head","Solitarious","Isolated",5,"Time-course head/thorax phase reference","Head: isolated/solitarious","Head isolated rep 5","H-ISO-5","Head reference","Control","Reference","Reference sample",TRUE
"SGRE-HEAD-ISO-6_MERGE",87.2808258112135,-7.08238261988379,9.99787080920504,-7.76612564087344,"SGRE-HEAD-ISO-6_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-HEAD-ISO-6_MERGE_featurecounts.txt","Head","Solitarious","Isolated",6,"Time-course head/thorax phase reference","Head: isolated/solitarious","Head isolated rep 6","H-ISO-6","Head reference","Control","Reference","Reference sample",TRUE
"SGRE-THOX-CRD-1_MERGE",79.6046116798677,-2.15535558836992,-6.26227989305258,5.50715456179122,"SGRE-THOX-CRD-1_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-THOX-CRD-1_MERGE_featurecounts.txt","Thorax","Gregarious","Crowded",1,"Time-course head/thorax phase reference","Thorax: crowded/gregarious","Thorax crowded rep 1","T-CRD-1","Thorax reference","Control","Reference","Reference sample",TRUE
"SGRE-THOX-CRD-2_MERGE",83.0698676362049,-4.43985909531523,-9.52648992627872,10.7515014087845,"SGRE-THOX-CRD-2_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-THOX-CRD-2_MERGE_featurecounts.txt","Thorax","Gregarious","Crowded",2,"Time-course head/thorax phase reference","Thorax: crowded/gregarious","Thorax crowded rep 2","T-CRD-2","Thorax reference","Control","Reference","Reference sample",TRUE
"SGRE-THOX-CRD-3_MERGE",81.0688439176023,-2.77751159299508,-7.33339052877125,6.84352699399869,"SGRE-THOX-CRD-3_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-THOX-CRD-3_MERGE_featurecounts.txt","Thorax","Gregarious","Crowded",3,"Time-course head/thorax phase reference","Thorax: crowded/gregarious","Thorax crowded rep 3","T-CRD-3","Thorax reference","Control","Reference","Reference sample",TRUE
"SGRE-THOX-CRD-4_MERGE",80.0828386184845,-2.1497899329183,-4.82110861076802,5.61391047874838,"SGRE-THOX-CRD-4_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-THOX-CRD-4_MERGE_featurecounts.txt","Thorax","Gregarious","Crowded",4,"Time-course head/thorax phase reference","Thorax: crowded/gregarious","Thorax crowded rep 4","T-CRD-4","Thorax reference","Control","Reference","Reference sample",TRUE
"SGRE-THOX-CRD-5_MERGE",85.2102788987485,-4.76765944205501,-8.32775841578159,9.413774019223,"SGRE-THOX-CRD-5_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-THOX-CRD-5_MERGE_featurecounts.txt","Thorax","Gregarious","Crowded",5,"Time-course head/thorax phase reference","Thorax: crowded/gregarious","Thorax crowded rep 5","T-CRD-5","Thorax reference","Control","Reference","Reference sample",TRUE
"SGRE-THOX-CRD-6_MERGE",80.0120901345948,-2.91251025191077,-10.4214420409785,8.79156262596989,"SGRE-THOX-CRD-6_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-THOX-CRD-6_MERGE_featurecounts.txt","Thorax","Gregarious","Crowded",6,"Time-course head/thorax phase reference","Thorax: crowded/gregarious","Thorax crowded rep 6","T-CRD-6","Thorax reference","Control","Reference","Reference sample",TRUE
"SGRE-THOX-ISO-1_MERGE",72.2186934628017,-0.651420582135007,-13.1297866980128,6.18977814437346,"SGRE-THOX-ISO-1_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-THOX-ISO-1_MERGE_featurecounts.txt","Thorax","Solitarious","Isolated",1,"Time-course head/thorax phase reference","Thorax: isolated/solitarious","Thorax isolated rep 1","T-ISO-1","Thorax reference","Control","Reference","Reference sample",TRUE
"SGRE-THOX-ISO-2_MERGE",75.1345563149463,-1.78059326175973,-12.8954598103146,5.98036439291782,"SGRE-THOX-ISO-2_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-THOX-ISO-2_MERGE_featurecounts.txt","Thorax","Solitarious","Isolated",2,"Time-course head/thorax phase reference","Thorax: isolated/solitarious","Thorax isolated rep 2","T-ISO-2","Thorax reference","Control","Reference","Reference sample",TRUE
"SGRE-THOX-ISO-3_MERGE",73.8156703192162,-0.899601085568138,-12.5328131635006,6.2258166086977,"SGRE-THOX-ISO-3_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-THOX-ISO-3_MERGE_featurecounts.txt","Thorax","Solitarious","Isolated",3,"Time-course head/thorax phase reference","Thorax: isolated/solitarious","Thorax isolated rep 3","T-ISO-3","Thorax reference","Control","Reference","Reference sample",TRUE
"SGRE-THOX-ISO-4_MERGE",76.766504285892,-1.97306048455586,-11.4648287634321,5.58292638741795,"SGRE-THOX-ISO-4_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-THOX-ISO-4_MERGE_featurecounts.txt","Thorax","Solitarious","Isolated",4,"Time-course head/thorax phase reference","Thorax: isolated/solitarious","Thorax isolated rep 4","T-ISO-4","Thorax reference","Control","Reference","Reference sample",TRUE
"SGRE-THOX-ISO-5_MERGE",73.7590923445061,-1.4665114958742,-12.8094534240682,8.63347475310378,"SGRE-THOX-ISO-5_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-THOX-ISO-5_MERGE_featurecounts.txt","Thorax","Solitarious","Isolated",5,"Time-course head/thorax phase reference","Thorax: isolated/solitarious","Thorax isolated rep 5","T-ISO-5","Thorax reference","Control","Reference","Reference sample",TRUE
"SGRE-THOX-ISO-6_MERGE",78.630336949379,-2.33639285669698,-10.3758817998943,4.40418441410601,"SGRE-THOX-ISO-6_MERGE","/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/data/raw_read_counts/03-gregaria-DESeq2/SGRE-THOX-ISO-6_MERGE_featurecounts.txt","Thorax","Solitarious","Isolated",6,"Time-course head/thorax phase reference","Thorax: isolated/solitarious","Thorax isolated rep 6","T-ISO-6","Thorax reference","Control","Reference","Reference sample",TRUE
