"gene_id","timecourse_fatbody_gregarious_minus_solitarious","abs_timecourse_delta","tissue_matched_direction","exploratory_shift"
"LOC126266696",-0.141951362243154,0.141951362243154,"Higher in solitarious/isolated reference",FALSE
"LOC126266822",-0.509199873291891,0.509199873291891,"Higher in solitarious/isolated reference",FALSE
"LOC126266652",0.0526378627955912,0.0526378627955912,"Higher in gregarious/crowded reference",FALSE
"LOC126267538",0.0702363632656491,0.0702363632656491,"Higher in gregarious/crowded reference",FALSE
"LOC126365916",-0.110288241494289,0.110288241494289,"Higher in solitarious/isolated reference",FALSE
"LOC126366014",0.20501091607665,0.20501091607665,"Higher in gregarious/crowded reference",FALSE
"LOC126365944",0.120544385378174,0.120544385378174,"Higher in gregarious/crowded reference",FALSE
"LOC126365945",0.148083534001447,0.148083534001447,"Higher in gregarious/crowded reference",FALSE
"LOC126267918",-0.0476704442483618,0.0476704442483618,"Higher in solitarious/isolated reference",FALSE
"LOC126365943",-0.440169020084638,0.440169020084638,"Higher in solitarious/isolated reference",FALSE
"LOC126365946",-0.0245928134162741,0.0245928134162741,"Higher in solitarious/isolated reference",FALSE
"LOC126267327",0.0284746256921666,0.0284746256921666,"Higher in gregarious/crowded reference",FALSE
"LOC126267919",0.283363337913275,0.283363337913275,"Higher in gregarious/crowded reference",FALSE
"LOC126267328",0,0,"No difference in single-pair reference",FALSE
"LOC126267920",0.216860357709264,0.216860357709264,"Higher in gregarious/crowded reference",FALSE
"LOC126267921",0.208667804259441,0.208667804259441,"Higher in gregarious/crowded reference",FALSE
"LOC126267923",0,0,"No difference in single-pair reference",FALSE
"LOC126267924",0.274715435199171,0.274715435199171,"Higher in gregarious/crowded reference",FALSE
"LOC126267326",0.00568415715192305,0.00568415715192305,"Higher in gregarious/crowded reference",FALSE
"LOC126267325",-0.0302427407558836,0.0302427407558836,"Higher in solitarious/isolated reference",FALSE
"LOC126267442",0.102336925816267,0.102336925816267,"Higher in gregarious/crowded reference",FALSE
"LOC126267545",0.17410083042704,0.17410083042704,"Higher in gregarious/crowded reference",FALSE
"LOC126266641",0.256695978902527,0.256695978902527,"Higher in gregarious/crowded reference",FALSE
"LOC126266642",0.000846356621770461,0.000846356621770461,"Higher in gregarious/crowded reference",FALSE
"LOC126267932",0.419124849416518,0.419124849416518,"Higher in gregarious/crowded reference",FALSE
"LOC126267530",0.129185855490858,0.129185855490858,"Higher in gregarious/crowded reference",FALSE
"LOC126266793",0.170425987935321,0.170425987935321,"Higher in gregarious/crowded reference",FALSE
"LOC126267934",0.262823920870312,0.262823920870312,"Higher in gregarious/crowded reference",FALSE
"LOC126366016",-0.00549533026257354,0.00549533026257354,"Higher in solitarious/isolated reference",FALSE
"LOC126366015",-0.353146333634739,0.353146333634739,"Higher in solitarious/isolated reference",FALSE
"LOC126267433",-0.0457244661423886,0.0457244661423886,"Higher in solitarious/isolated reference",FALSE
"LOC126267434",-0.184721208569491,0.184721208569491,"Higher in solitarious/isolated reference",FALSE
"LOC126267435",-0.176962695171332,0.176962695171332,"Higher in solitarious/isolated reference",FALSE
"LOC126267436",0.0274173042229284,0.0274173042229284,"Higher in gregarious/crowded reference",FALSE
"LOC126267437",-0.489210100765073,0.489210100765073,"Higher in solitarious/isolated reference",FALSE
"LOC126268177",0.270400959527814,0.270400959527814,"Higher in gregarious/crowded reference",FALSE
"LOC126267936",0.91725196808688,0.91725196808688,"Higher in gregarious/crowded reference",FALSE
"LOC126268179",-0.198568776809284,0.198568776809284,"Higher in solitarious/isolated reference",FALSE
"LOC126267492",-0.0370014313731657,0.0370014313731657,"Higher in solitarious/isolated reference",FALSE
"LOC126267460",-0.0819982006405215,0.0819982006405215,"Higher in solitarious/isolated reference",FALSE
"LOC126267937",-0.0258456233120627,0.0258456233120627,"Higher in solitarious/isolated reference",FALSE
"LOC126267939",0.213822656108372,0.213822656108372,"Higher in gregarious/crowded reference",FALSE
"LOC126272417",0.111663987418052,0.111663987418052,"Higher in gregarious/crowded reference",FALSE
"LOC126272661",-0.323018456729683,0.323018456729683,"Higher in solitarious/isolated reference",FALSE
