"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","set","database","family","comparison","direction","plot_label","n_genes","source_file"
"GO:0051186","GO:0051186","10/137","130/6095",0.0769230769230769,3.42223469960696,4.23295773850074,0.000636599159161621,0.0494178603088719,0.0494178603088719,"LOC126304758/LOC126355885/LOC126297494/LOC126325353/LOC126354620/LOC126267222/LOC126291873/LOC126347864/LOC126281861/LOC126282322",10,"infection_diet33_down","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0016877","ligase activity, forming carbon-sulfur bonds","5/137","33/6095",0.151515151515152,6.74076531740765,5.01395066369166,0.000762659788157397,0.0578581448379407,0.0578581448379407,"LOC126278002/LOC126291873/LOC126347864/LOC126281861/LOC126282322",5,"infection_diet33_down","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0006023","aminoglycan biosynthetic process","4/137","20/6095",0.2,8.8978102189781,5.36425987536882,0.000894630188154828,0.0663616792902404,0.0663616792902404,"LOC126299078/LOC126271949/LOC126336345/LOC126266657",4,"infection_diet33_down","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0033866","nucleoside bisphosphate biosynthetic process","4/137","22/6095",0.181818181818182,8.08891838088918,5.0506925782917,0.00130442100794099,0.0907116109272298,0.0907116109272298,"LOC126291873/LOC126347864/LOC126281861/LOC126282322",4,"infection_diet33_down","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0034030","ribonucleoside bisphosphate biosynthetic process","4/137","22/6095",0.181818181818182,8.08891838088918,5.0506925782917,0.00130442100794099,0.0907116109272298,0.0907116109272298,"LOC126291873/LOC126347864/LOC126281861/LOC126282322",4,"infection_diet33_down","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0034033","purine nucleoside bisphosphate biosynthetic process","4/137","22/6095",0.181818181818182,8.08891838088918,5.0506925782917,0.00130442100794099,0.0907116109272298,0.0907116109272298,"LOC126291873/LOC126347864/LOC126281861/LOC126282322",4,"infection_diet33_down","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0009108","GO:0009108","6/137","55/6095",0.109090909090909,4.85335102853351,4.35273981755012,0.00135562259028699,0.0923483307424073,0.0923483307424073,"LOC126355885/LOC126267222/LOC126291873/LOC126347864/LOC126281861/LOC126282322",6,"infection_diet33_down","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0006633","fatty acid biosynthetic process","5/137","38/6095",0.131578947368421,5.85382251248559,4.55101390249546,0.00147415425081669,0.098414537784522,0.098414537784522,"LOC126284002/LOC126278002/LOC126347864/LOC126281861/LOC126282322",5,"infection_diet33_down","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0005887","GO:0005887","75/388","334/6095",0.224550898203593,3.52741681585283,12.3869480998938,1.22628230226142e-23,2.3927645341891e-20,2.3927645341891e-20,"LOC126298404/LOC126271434/LOC126356271/LOC126284897/LOC126356354/LOC126354348/LOC126272930/LOC126357744/LOC126284182/LOC126297964/LOC126267652/LOC126281509/LOC126297555/LOC126267133/LOC126353956/LOC126266988/LOC126267939/LOC126336238/LOC126278393/LOC126336864/LOC126354525/LOC126273193/LOC126354034/LOC126338336/LOC126299506/LOC126267061/LOC126267343/LOC126355582/LOC126268068/LOC126281695/LOC126272934/LOC126278048/LOC126298972/LOC126267216/LOC126365918/LOC126355933/LOC126285413/LOC126298602/LOC126354816/LOC126336688/LOC126267806/LOC126299447/LOC126278105/LOC126299097/LOC126353931/LOC126353927/LOC126267217/LOC126336038/LOC126279309/LOC126355544/LOC126267877/LOC126293524/LOC126335918/LOC126281447/LOC126281483/LOC126336082/LOC126310439/LOC126295251/LOC126353850/LOC126356631/LOC126271496/LOC126281676/LOC126298679/LOC126271869/LOC126356065/LOC126336638/LOC126267163/LOC126302399/LOC126266590/LOC126267215/LOC126356154/LOC126355684/LOC126355545/LOC126266677/LOC126335775",75,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0031226","GO:0031226","76/388","343/6095",0.221574344023324,3.48065883201587,12.3301344469215,1.43365160826189e-23,2.3927645341891e-20,2.3927645341891e-20,"LOC126298404/LOC126271434/LOC126356271/LOC126284897/LOC126356354/LOC126354348/LOC126272930/LOC126357744/LOC126284182/LOC126297964/LOC126267652/LOC126281509/LOC126297555/LOC126267133/LOC126353956/LOC126266988/LOC126267939/LOC126336238/LOC126278393/LOC126336864/LOC126354525/LOC126273193/LOC126354034/LOC126338336/LOC126299506/LOC126267061/LOC126267343/LOC126355582/LOC126268068/LOC126281695/LOC126272934/LOC126278048/LOC126298972/LOC126267216/LOC126365918/LOC126355933/LOC126285413/LOC126298602/LOC126354816/LOC126336688/LOC126267806/LOC126299447/LOC126278105/LOC126299097/LOC126353931/LOC126353927/LOC126267217/LOC126336038/LOC126279309/LOC126355544/LOC126267877/LOC126293524/LOC126335918/LOC126281447/LOC126281483/LOC126336082/LOC126310439/LOC126295251/LOC126353850/LOC126356631/LOC126271496/LOC126298556/LOC126281676/LOC126298679/LOC126271869/LOC126356065/LOC126336638/LOC126267163/LOC126302399/LOC126266590/LOC126267215/LOC126356154/LOC126355684/LOC126355545/LOC126266677/LOC126335775",76,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0022857","transmembrane transporter activity","69/388","426/6095",0.161971830985915,2.54437708726586,8.61723768873546,9.10091506876605e-14,8.48532766045896e-11,8.48532766045896e-11,"LOC126282259/LOC126284897/LOC126272275/LOC126278191/LOC126278232/LOC126357744/LOC126334835/LOC126273220/LOC126336375/LOC126278890/LOC126297964/LOC126272767/LOC126354570/LOC126297555/LOC126334955/LOC126354582/LOC126354017/LOC126269352/LOC126354788/LOC126267939/LOC126272360/LOC126272139/LOC126336864/LOC126354034/LOC126338336/LOC126366011/LOC126272718/LOC126355582/LOC126281695/LOC126272934/LOC126298972/LOC126354163/LOC126354018/LOC126355940/LOC126285413/LOC126354816/LOC126336688/LOC126278974/LOC126267806/LOC126299447/LOC126356316/LOC126353931/LOC126353927/LOC126295311/LOC126336038/LOC126279309/LOC126354785/LOC126365875/LOC126297822/LOC126293524/LOC126355939/LOC126281447/LOC126336082/LOC126278568/LOC126278946/LOC126295251/LOC126278467/LOC126358740/LOC126356631/LOC126324336/LOC126281676/LOC126298679/LOC126271869/LOC126356065/LOC126336638/LOC126298058/LOC126355303/LOC126266590/LOC126355684",69,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0034220","monoatomic ion transmembrane transport","60/388","340/6095",0.176470588235294,2.7721346270467,8.76751782819725,1.01681577716704e-13,8.48532766045896e-11,8.48532766045896e-11,"LOC126282259/LOC126284897/LOC126272275/LOC126278232/LOC126273220/LOC126278890/LOC126297964/LOC126272767/LOC126297555/LOC126354582/LOC126269352/LOC126354788/LOC126267939/LOC126272360/LOC126272139/LOC126336864/LOC126291650/LOC126354034/LOC126338336/LOC126366011/LOC126272718/LOC126355582/LOC126281695/LOC126272934/LOC126337983/LOC126298972/LOC126355940/LOC126285413/LOC126354816/LOC126336688/LOC126278974/LOC126267806/LOC126299447/LOC126356316/LOC126353931/LOC126353927/LOC126295311/LOC126336038/LOC126279309/LOC126354785/LOC126365875/LOC126297822/LOC126293524/LOC126355939/LOC126281447/LOC126336082/LOC126278568/LOC126295251/LOC126358740/LOC126356631/LOC126324336/LOC126281676/LOC126298679/LOC126271869/LOC126356065/LOC126336638/LOC126298058/LOC126355303/LOC126266590/LOC126355684",60,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0015075","monoatomic ion transmembrane transporter activity","57/388","315/6095",0.180952380952381,2.84253804614629,8.7552988239614,1.5148569739533e-13,1.01131851581123e-10,1.01131851581122e-10,"LOC126282259/LOC126284897/LOC126272275/LOC126273220/LOC126278890/LOC126297964/LOC126272767/LOC126297555/LOC126354582/LOC126269352/LOC126354788/LOC126267939/LOC126272360/LOC126272139/LOC126336864/LOC126354034/LOC126338336/LOC126366011/LOC126272718/LOC126355582/LOC126281695/LOC126272934/LOC126298972/LOC126355940/LOC126285413/LOC126354816/LOC126336688/LOC126278974/LOC126267806/LOC126299447/LOC126356316/LOC126353931/LOC126353927/LOC126295311/LOC126336038/LOC126279309/LOC126354785/LOC126365875/LOC126297822/LOC126293524/LOC126355939/LOC126281447/LOC126336082/LOC126278568/LOC126295251/LOC126358740/LOC126356631/LOC126324336/LOC126281676/LOC126298679/LOC126271869/LOC126356065/LOC126336638/LOC126298058/LOC126355303/LOC126266590/LOC126355684",57,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0055085","transmembrane transport","72/388","464/6095",0.155172413793103,2.43756665481692,8.39957608903362,2.25119388713808e-13,1.25241419921115e-10,1.25241419921115e-10,"LOC126282259/LOC126284897/LOC126272275/LOC126278191/LOC126278232/LOC126357744/LOC126334835/LOC126273220/LOC126336375/LOC126278890/LOC126297964/LOC126272767/LOC126354570/LOC126297555/LOC126334955/LOC126354582/LOC126354017/LOC126269352/LOC126354788/LOC126267939/LOC126272360/LOC126272139/LOC126336864/LOC126291650/LOC126354034/LOC126338336/LOC126366011/LOC126272718/LOC126355582/LOC126281695/LOC126272934/LOC126337983/LOC126298972/LOC126354163/LOC126354018/LOC126355940/LOC126285413/LOC126354816/LOC126336688/LOC126278974/LOC126267806/LOC126299447/LOC126356316/LOC126353931/LOC126353927/LOC126295311/LOC126336038/LOC126279309/LOC126354785/LOC126365875/LOC126297822/LOC126293524/LOC126355939/LOC126281447/LOC126336082/LOC126278568/LOC126278946/LOC126295251/LOC126278467/LOC126358740/LOC126356631/LOC126324336/LOC126281676/LOC126298679/LOC126271869/LOC126356065/LOC126336638/LOC126298058/LOC126355303/LOC126266590/LOC126298824/LOC126355684",72,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0006811","monoatomic ion transport","66/388","408/6095",0.161764705882353,2.54112340812614,8.40212301789209,3.70519649378244e-13,1.7668494137494e-10,1.7668494137494e-10,"LOC126282259/LOC126284897/LOC126272275/LOC126278232/LOC126334835/LOC126273220/LOC126336375/LOC126278890/LOC126297964/LOC126272767/LOC126297555/LOC126334955/LOC126354582/LOC126269352/LOC126354788/LOC126267939/LOC126272360/LOC126272139/LOC126336864/LOC126291650/LOC126354034/LOC126338336/LOC126366011/LOC126272718/LOC126355582/LOC126273067/LOC126281695/LOC126272934/LOC126337983/LOC126298972/LOC126354163/LOC126355940/LOC126285413/LOC126354816/LOC126336688/LOC126278974/LOC126267806/LOC126299447/LOC126356316/LOC126353931/LOC126353927/LOC126295311/LOC126336038/LOC126279309/LOC126354785/LOC126365875/LOC126297822/LOC126293524/LOC126355939/LOC126281447/LOC126336082/LOC126278568/LOC126295251/LOC126278467/LOC126358740/LOC126356631/LOC126324336/LOC126281676/LOC126298679/LOC126271869/LOC126356065/LOC126336638/LOC126298058/LOC126355303/LOC126266590/LOC126355684",66,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0015318","GO:0015318","53/388","289/6095",0.183391003460208,2.88084578889166,8.54135448018346,6.92945721316675e-13,2.89131602219383e-10,2.89131602219383e-10,"LOC126282259/LOC126272275/LOC126278191/LOC126273220/LOC126278890/LOC126272767/LOC126297555/LOC126354582/LOC126269352/LOC126354788/LOC126267939/LOC126272360/LOC126272139/LOC126336864/LOC126354034/LOC126338336/LOC126366011/LOC126272718/LOC126355582/LOC126281695/LOC126272934/LOC126298972/LOC126355940/LOC126285413/LOC126354816/LOC126278974/LOC126267806/LOC126356316/LOC126353931/LOC126353927/LOC126295311/LOC126336038/LOC126279309/LOC126354785/LOC126365875/LOC126297822/LOC126293524/LOC126355939/LOC126281447/LOC126336082/LOC126278568/LOC126278946/LOC126295251/LOC126358740/LOC126356631/LOC126324336/LOC126281676/LOC126298679/LOC126271869/LOC126356065/LOC126298058/LOC126355303/LOC126266590",53,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0005215","transporter activity","72/388","495/6095",0.145454545454545,2.28491096532334,7.77579447013788,6.01069693130826e-12,2.22930070630078e-09,2.22930070630078e-09,"LOC126282259/LOC126284897/LOC126272275/LOC126278191/LOC126278232/LOC126357744/LOC126334835/LOC126273220/LOC126336375/LOC126278890/LOC126297964/LOC126299332/LOC126272767/LOC126354570/LOC126297555/LOC126334955/LOC126354582/LOC126354017/LOC126269352/LOC126354788/LOC126267939/LOC126272360/LOC126272139/LOC126336864/LOC126354034/LOC126338336/LOC126366011/LOC126272718/LOC126355582/LOC126273067/LOC126281695/LOC126272934/LOC126298972/LOC126354163/LOC126354018/LOC126355940/LOC126285413/LOC126354816/LOC126336688/LOC126278974/LOC126267806/LOC126299447/LOC126356316/LOC126353931/LOC126353927/LOC126295311/LOC126336038/LOC126279309/LOC126354785/LOC126356321/LOC126365875/LOC126297822/LOC126293524/LOC126355939/LOC126281447/LOC126336082/LOC126278568/LOC126278946/LOC126295251/LOC126278467/LOC126358740/LOC126356631/LOC126324336/LOC126281676/LOC126298679/LOC126271869/LOC126356065/LOC126336638/LOC126298058/LOC126355303/LOC126266590/LOC126355684",72,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0005576","extracellular region","53/388","307/6095",0.172638436482085,2.71193626381007,8.02519639952483,8.25261145599506e-12,2.75472170401115e-09,2.75472170401115e-09,"LOC126278287/LOC126273010/LOC126346580/LOC126335547/LOC126277899/LOC126365865/LOC126275497/LOC126335546/LOC126293178/LOC126299332/LOC126346622/LOC126346021/LOC126271872/LOC126267876/LOC126298389/LOC126278307/LOC126272263/LOC126281165/LOC126298490/LOC126357498/LOC126272361/LOC126335382/LOC126280991/LOC126344479/LOC126272041/LOC126293557/LOC126304998/LOC126346606/LOC126355938/LOC126335544/LOC126299206/LOC126335335/LOC126355485/LOC126267439/LOC126278743/LOC126272787/LOC126272477/LOC126285462/LOC126271975/LOC126335545/LOC126267477/LOC126293181/LOC126298861/LOC126336838/LOC126278442/LOC126334947/LOC126331832/LOC126272362/LOC126298648/LOC126282193/LOC126336325/LOC126355922/LOC126354358",53,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0042834","peptidoglycan binding","10/388","12/6095",0.833333333333333,13.0906357388316,10.9306000402709,5.75525839304087e-11,1.74645931963368e-08,1.74645931963368e-08,"LOC126267652/LOC126267061/LOC126267343/LOC126268068/LOC126267216/LOC126365918/LOC126267217/LOC126285462/LOC126267163/LOC126267215",10,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0006026","aminoglycan catabolic process","13/388","23/6095",0.565217391304348,8.87886597938144,9.87017609781869,1.47929169677793e-10,3.54000956990747e-08,3.54000956990747e-08,"LOC126346580/LOC126267652/LOC126346622/LOC126267061/LOC126267343/LOC126268068/LOC126267216/LOC126365918/LOC126346606/LOC126278279/LOC126267217/LOC126285462/LOC126267215",13,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0000270","peptidoglycan metabolic process","9/388","10/6095",0.9,14.1378865979381,10.8407260324038,1.48472540379582e-10,3.54000956990747e-08,3.54000956990747e-08,"LOC126267652/LOC126267061/LOC126267343/LOC126268068/LOC126267216/LOC126365918/LOC126267217/LOC126285462/LOC126267215",9,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0009253","peptidoglycan catabolic process","9/388","10/6095",0.9,14.1378865979381,10.8407260324038,1.48472540379582e-10,3.54000956990747e-08,3.54000956990747e-08,"LOC126267652/LOC126267061/LOC126267343/LOC126268068/LOC126267216/LOC126365918/LOC126267217/LOC126285462/LOC126267215",9,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0009617","response to bacterium","25/388","91/6095",0.274725274725275,4.31559419961482,8.30854309920884,1.89855986616171e-10,4.22492855549853e-08,4.22492855549853e-08,"LOC126273010/LOC126278673/LOC126293178/LOC126267652/LOC126267876/LOC126335036/LOC126267061/LOC126267343/LOC126272361/LOC126268068/LOC126267216/LOC126272041/LOC126365918/LOC126267217/LOC126272477/LOC126335918/LOC126285462/LOC126271975/LOC126293181/LOC126282030/LOC126267163/LOC126267038/LOC126267215/LOC126272362/LOC126298648",25,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0005539","glycosaminoglycan binding","13/388","24/6095",0.541666666666667,8.50891323024055,9.60983081320042,3.04307174518869e-10,6.34860842839991e-08,6.34860842839991e-08,"LOC126272633/LOC126267652/LOC126281165/LOC126267061/LOC126267343/LOC126268068/LOC126267216/LOC126365918/LOC126267217/LOC126285462/LOC126278442/LOC126267163/LOC126267215",13,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0006027","glycosaminoglycan catabolic process","9/388","11/6095",0.818181818181818,12.8526241799438,10.2583947139707,7.70851979725874e-10,1.5135905343088e-07,1.51359053430881e-07,"LOC126267652/LOC126267061/LOC126267343/LOC126268068/LOC126267216/LOC126365918/LOC126267217/LOC126285462/LOC126267215",9,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0005261","monoatomic cation channel activity","25/388","98/6095",0.255102040816327,4.0073374710709,7.82512584141504,1.06335190283214e-09,1.97192702869649e-07,1.97192702869649e-07,"LOC126273220/LOC126272767/LOC126267939/LOC126272139/LOC126336864/LOC126354034/LOC126355582/LOC126281695/LOC126298972/LOC126267806/LOC126336038/LOC126279309/LOC126354785/LOC126365875/LOC126297822/LOC126293524/LOC126281447/LOC126336082/LOC126278568/LOC126295251/LOC126324336/LOC126281676/LOC126271869/LOC126298058/LOC126266590",25,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0005615","extracellular space","31/388","147/6095",0.210884353741497,3.31273230941861,7.40051096685481,1.72013578336732e-09,3.02200697098953e-07,3.02200697098953e-07,"LOC126278287/LOC126273010/LOC126335547/LOC126277899/LOC126275497/LOC126335546/LOC126299332/LOC126346021/LOC126267876/LOC126278307/LOC126281165/LOC126298490/LOC126272361/LOC126335382/LOC126280991/LOC126344479/LOC126272041/LOC126293557/LOC126304998/LOC126335544/LOC126335335/LOC126272477/LOC126271975/LOC126335545/LOC126267477/LOC126278442/LOC126334947/LOC126331832/LOC126272362/LOC126282193/LOC126354358",31,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0038023","signaling receptor activity","35/388","182/6095",0.192307692307692,3.02091593973037,7.21677483315837,2.03489979473249e-09,3.39624775740852e-07,3.39624775740852e-07,"LOC126298404/LOC126356271/LOC126354348/LOC126267133/LOC126353956/LOC126335869/LOC126266988/LOC126336238/LOC126359421/LOC126273193/LOC126299298/LOC126299506/LOC126366011/LOC126355582/LOC126281695/LOC126278518/LOC126298972/LOC126298288/LOC126266672/LOC126299097/LOC126297822/LOC126293524/LOC126335918/LOC126285462/LOC126282035/LOC126353850/LOC126324336/LOC126267861/LOC126323231/LOC126281676/LOC126271869/LOC126267163/LOC126355437/LOC126355545/LOC126335775",35,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0008324","monoatomic cation transmembrane transporter activity","35/388","183/6095",0.191256830601093,3.0044082023548,7.17806943289336,2.37153771382975e-09,3.76961566131604e-07,3.76961566131604e-07,"LOC126282259/LOC126273220/LOC126297964/LOC126272767/LOC126297555/LOC126267939/LOC126272139/LOC126336864/LOC126354034/LOC126338336/LOC126272718/LOC126355582/LOC126281695/LOC126272934/LOC126298972/LOC126354816/LOC126267806/LOC126356316/LOC126336038/LOC126279309/LOC126354785/LOC126365875/LOC126297822/LOC126293524/LOC126281447/LOC126336082/LOC126278568/LOC126295251/LOC126356631/LOC126324336/LOC126281676/LOC126271869/LOC126298058/LOC126355303/LOC126266590",35,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0060089","molecular transducer activity","35/388","185/6095",0.189189189189189,2.97192811368069,7.10143888705041,3.20871427725694e-09,4.86849466249257e-07,4.86849466249257e-07,"LOC126298404/LOC126356271/LOC126354348/LOC126267133/LOC126353956/LOC126335869/LOC126266988/LOC126336238/LOC126359421/LOC126273193/LOC126299298/LOC126299506/LOC126366011/LOC126355582/LOC126281695/LOC126278518/LOC126298972/LOC126298288/LOC126266672/LOC126299097/LOC126297822/LOC126293524/LOC126335918/LOC126285462/LOC126282035/LOC126353850/LOC126324336/LOC126267861/LOC126323231/LOC126281676/LOC126271869/LOC126267163/LOC126355437/LOC126355545/LOC126335775",35,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0098655","monoatomic cation transmembrane transport","37/388","205/6095",0.180487804878049,2.83524013075182,6.96907810547851,4.32682770002535e-09,6.27954385334114e-07,6.27954385334114e-07,"LOC126282259/LOC126273220/LOC126297964/LOC126272767/LOC126297555/LOC126267939/LOC126272139/LOC126336864/LOC126291650/LOC126354034/LOC126338336/LOC126272718/LOC126355582/LOC126281695/LOC126272934/LOC126337983/LOC126298972/LOC126354816/LOC126267806/LOC126356316/LOC126336038/LOC126279309/LOC126354785/LOC126365875/LOC126297822/LOC126293524/LOC126281447/LOC126336082/LOC126278568/LOC126295251/LOC126356631/LOC126324336/LOC126281676/LOC126271869/LOC126298058/LOC126355303/LOC126266590",37,"infection_diet50_up","GO","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
