"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","set","database","family","comparison","direction","plot_label","n_genes","source_file"
"GO:0042834","peptidoglycan binding","10/176","12/6095",0.833333333333333,28.8589015151515,16.656321374565,1.96442229095044e-14,6.55724160719255e-11,6.55724160719255e-11,"LOC126267652/LOC126267215/LOC126267216/LOC126267061/LOC126268068/LOC126365918/LOC126267163/LOC126267343/LOC126267217/LOC126285462",10,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0000270","peptidoglycan metabolic process","9/176","10/6095",0.9,31.1676136363636,16.4624343060161,1.11239360485996e-13,1.23772328434085e-10,1.23772328434085e-10,"LOC126267652/LOC126267215/LOC126267216/LOC126267061/LOC126268068/LOC126365918/LOC126267343/LOC126267217/LOC126285462",9,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0009253","peptidoglycan catabolic process","9/176","10/6095",0.9,31.1676136363636,16.4624343060161,1.11239360485996e-13,1.23772328434085e-10,1.23772328434085e-10,"LOC126267652/LOC126267215/LOC126267216/LOC126267061/LOC126268068/LOC126365918/LOC126267343/LOC126267217/LOC126285462",9,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0030203","glycosaminoglycan metabolic process","13/176","30/6095",0.433333333333333,15.0066287878788,13.2605712230826,4.87072292731927e-13,3.40071429729362e-10,3.40071429729362e-10,"LOC126267652/LOC126267215/LOC126267216/LOC126284041/LOC126267061/LOC126335966/LOC126268068/LOC126365918/LOC126281994/LOC126267343/LOC126267217/LOC126335001/LOC126285462",13,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0006027","glycosaminoglycan catabolic process","9/176","11/6095",0.818181818181818,28.334194214876,15.6455705256917,5.9670866192229e-13,3.40071429729362e-10,3.40071429729362e-10,"LOC126267652/LOC126267215/LOC126267216/LOC126267061/LOC126268068/LOC126365918/LOC126267343/LOC126267217/LOC126285462",9,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0009617","response to bacterium","20/176","91/6095",0.21978021978022,7.61113886113886,10.9562017907504,6.11272791604605e-13,3.40071429729362e-10,3.40071429729362e-10,"LOC126273010/LOC126271975/LOC126297857/LOC126267652/LOC126267215/LOC126267216/LOC126335036/LOC126267061/LOC126282030/LOC126293178/LOC126298648/LOC126268068/LOC126365918/LOC126278673/LOC126267163/LOC126293181/LOC126267038/LOC126267343/LOC126267217/LOC126285462",20,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0005539","glycosaminoglycan binding","11/176","24/6095",0.458333333333333,15.8723958333333,12.5875100144648,1.53643628735718e-11,7.32660618171183e-09,7.32660618171183e-09,"LOC126267652/LOC126267215/LOC126267216/LOC126267061/LOC126268068/LOC126365918/LOC126281165/LOC126267163/LOC126267343/LOC126267217/LOC126285462",11,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0006022","aminoglycan metabolic process","14/176","48/6095",0.291666666666667,10.100615530303,10.9145237582676,3.42638494361632e-11,1.42965911772391e-08,1.42965911772391e-08,"LOC126267652/LOC126267215/LOC126267216/LOC126284041/LOC126267061/LOC126335966/LOC126268068/LOC126365918/LOC126346580/LOC126281994/LOC126267343/LOC126267217/LOC126335001/LOC126285462",14,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0006026","aminoglycan catabolic process","10/176","23/6095",0.434782608695652,15.0568181818182,11.6457765488596,2.58361005252148e-10,9.58232261701855e-08,9.58232261701855e-08,"LOC126267652/LOC126267215/LOC126267216/LOC126267061/LOC126268068/LOC126365918/LOC126346580/LOC126267343/LOC126267217/LOC126285462",10,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0006952","defense response","22/176","165/6095",0.133333333333333,4.61742424242424,8.12264474159364,1.30203328359596e-09,4.34618710064331e-07,4.34618710064331e-07,"LOC126271975/LOC126297857/LOC126267652/LOC126267215/LOC126267216/LOC126299506/LOC126335036/LOC126267061/LOC126282030/LOC126355206/LOC126293178/LOC126298648/LOC126268068/LOC126365918/LOC126282035/LOC126278673/LOC126267163/LOC126293181/LOC126267038/LOC126267343/LOC126267217/LOC126285462",22,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0009607","response to biotic stimulus","22/176","173/6095",0.127167630057803,4.40390173410405,7.83157755455776,3.24438196904825e-09,8.33057462514081e-07,8.33057462514081e-07,"LOC126273010/LOC126271975/LOC126297857/LOC126267652/LOC126267215/LOC126267216/LOC126335036/LOC126267061/LOC126282030/LOC126343175/LOC126293178/LOC126298648/LOC126268068/LOC126365918/LOC126282035/LOC126278673/LOC126267163/LOC126293181/LOC126267038/LOC126267343/LOC126267217/LOC126285462",22,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0043207","response to external biotic stimulus","22/176","173/6095",0.127167630057803,4.40390173410405,7.83157755455776,3.24438196904825e-09,8.33057462514081e-07,8.33057462514081e-07,"LOC126273010/LOC126271975/LOC126297857/LOC126267652/LOC126267215/LOC126267216/LOC126335036/LOC126267061/LOC126282030/LOC126343175/LOC126293178/LOC126298648/LOC126268068/LOC126365918/LOC126282035/LOC126278673/LOC126267163/LOC126293181/LOC126267038/LOC126267343/LOC126267217/LOC126285462",22,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0051707","response to other organism","22/176","173/6095",0.127167630057803,4.40390173410405,7.83157755455776,3.24438196904825e-09,8.33057462514081e-07,8.33057462514081e-07,"LOC126273010/LOC126271975/LOC126297857/LOC126267652/LOC126267215/LOC126267216/LOC126335036/LOC126267061/LOC126282030/LOC126343175/LOC126293178/LOC126298648/LOC126268068/LOC126365918/LOC126282035/LOC126278673/LOC126267163/LOC126293181/LOC126267038/LOC126267343/LOC126267217/LOC126285462",22,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0045087","innate immune response","14/176","75/6095",0.186666666666667,6.46439393939394,8.21027636164339,2.01615704834391e-08,4.80709444812283e-06,4.80709444812283e-06,"LOC126267652/LOC126267215/LOC126267216/LOC126299506/LOC126267061/LOC126282030/LOC126355206/LOC126298648/LOC126268068/LOC126365918/LOC126282035/LOC126267163/LOC126267217/LOC126285462",14,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:1901136","carbohydrate derivative catabolic process","10/176","37/6095",0.27027027027027,9.35964373464373,8.79442370892397,5.53719475626505e-08,1.23221040642752e-05,1.23221040642752e-05,"LOC126267652/LOC126267215/LOC126267216/LOC126267061/LOC126268068/LOC126365918/LOC126346580/LOC126267343/LOC126267217/LOC126285462",10,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0006955","immune response","17/176","128/6095",0.1328125,4.59938742897727,7.09641410273921,1.17631075987862e-07,2.32219482326282e-05,2.32219482326282e-05,"LOC126267652/LOC126267215/LOC126267216/LOC126299506/LOC126267061/LOC126282030/LOC126355206/LOC126298648/LOC126268068/LOC126365918/LOC126282035/LOC126267163/LOC126267038/LOC126266672/LOC126267343/LOC126267217/LOC126285462",17,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0031226","GO:0031226","29/176","343/6095",0.0845481049562682,2.92795852107077,6.33751056399546,1.18266363078095e-07,2.32219482326282e-05,2.32219482326282e-05,"LOC126356154/LOC126267652/LOC126267215/LOC126297555/LOC126297629/LOC126355684/LOC126267216/LOC126285413/LOC126279309/LOC126336688/LOC126299506/LOC126365747/LOC126281483/LOC126267061/LOC126355933/LOC126353931/LOC126353927/LOC126268068/LOC126365918/LOC126356271/LOC126267163/LOC126266656/LOC126271496/LOC126357744/LOC126297964/LOC126299447/LOC126298556/LOC126267343/LOC126267217",29,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0097367","carbohydrate derivative binding","15/176","104/6095",0.144230769230769,4.99480987762238,7.08510863752133,2.25967910177321e-07,4.19044935651055e-05,4.19044935651055e-05,"LOC126365865/LOC126267652/LOC126267215/LOC126278382/LOC126267216/LOC126281245/LOC126267061/LOC126268068/LOC126365918/LOC126281165/LOC126346580/LOC126267163/LOC126267343/LOC126267217/LOC126285462",15,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0005887","GO:0005887","28/176","334/6095",0.0838323353293413,2.90317093086554,6.16858396069824,2.41080991520833e-07,4.2354123668239e-05,4.2354123668239e-05,"LOC126356154/LOC126267652/LOC126267215/LOC126297555/LOC126297629/LOC126355684/LOC126267216/LOC126285413/LOC126279309/LOC126336688/LOC126299506/LOC126365747/LOC126281483/LOC126267061/LOC126355933/LOC126353931/LOC126353927/LOC126268068/LOC126365918/LOC126356271/LOC126267163/LOC126266656/LOC126271496/LOC126357744/LOC126297964/LOC126299447/LOC126267343/LOC126267217",28,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0005576","extracellular region","26/176","307/6095",0.0846905537459283,2.93289161978087,5.99233133022599,5.63172809543138e-07,9.39935419127497e-05,9.39935419127497e-05,"LOC126273010/LOC126334947/LOC126271975/LOC126365865/LOC126335547/LOC126335546/LOC126299332/LOC126336325/LOC126267391/LOC126346021/LOC126298389/LOC126293557/LOC126335382/LOC126355938/LOC126355485/LOC126280991/LOC126299206/LOC126293178/LOC126298648/LOC126281165/LOC126346580/LOC126282193/LOC126293181/LOC126275497/LOC126335545/LOC126285462",26,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:1901575","GO:1901575","33/176","488/6095",0.0676229508196721,2.34182889344262,5.32874773514335,2.62887375291986e-06,0.000417865742249833,0.000417865742249833,"LOC126354995/LOC126295040/LOC126334613/LOC126266748/LOC126278128/LOC126267652/LOC126267215/LOC126346021/LOC126267216/LOC126282517/LOC126354672/LOC126294955/LOC126365747/LOC126365957/LOC126267061/LOC126346362/LOC126355485/LOC126280991/LOC126271919/LOC126268068/LOC126365918/LOC126346580/LOC126294949/LOC126266656/LOC126293188/LOC126353887/LOC126356122/LOC126295425/LOC126272078/LOC126354914/LOC126267343/LOC126267217/LOC126285462",33,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0004866","endopeptidase inhibitor activity","5/176","10/6095",0.5,17.3153409090909,8.90326398149077,4.25169455147232e-06,0.000567686256512584,0.000567686256512584,"LOC126335547/LOC126335546/LOC126282193/LOC126354914/LOC126335545",5,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0010466","negative regulation of peptidase activity","5/176","10/6095",0.5,17.3153409090909,8.90326398149077,4.25169455147232e-06,0.000567686256512584,0.000567686256512584,"LOC126335547/LOC126335546/LOC126282193/LOC126354914/LOC126335545",5,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0010951","negative regulation of endopeptidase activity","5/176","10/6095",0.5,17.3153409090909,8.90326398149077,4.25169455147232e-06,0.000567686256512584,0.000567686256512584,"LOC126335547/LOC126335546/LOC126282193/LOC126354914/LOC126335545",5,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0030414","peptidase inhibitor activity","5/176","10/6095",0.5,17.3153409090909,8.90326398149077,4.25169455147232e-06,0.000567686256512584,0.000567686256512584,"LOC126335547/LOC126335546/LOC126282193/LOC126354914/LOC126335545",5,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0042742","defense response to bacterium","11/176","72/6095",0.152777777777778,5.29079861111111,6.31511606559698,5.56680949151697e-06,0.000714692695487833,0.000714692695487833,"LOC126271975/LOC126297857/LOC126335036/LOC126282030/LOC126293178/LOC126298648/LOC126278673/LOC126267163/LOC126293181/LOC126267343/LOC126285462",11,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0022857","transmembrane transporter activity","29/176","426/6095",0.068075117370892,2.35748772940674,5.00922884248248,1.03403563629989e-05,0.00127837442739594,0.00127837442739594,"LOC126278232/LOC126334835/LOC126272767/LOC126297555/LOC126278191/LOC126354017/LOC126354788/LOC126272360/LOC126355684/LOC126355303/LOC126285413/LOC126279309/LOC126336688/LOC126278946/LOC126354018/LOC126355940/LOC126353931/LOC126353927/LOC126272465/LOC126358740/LOC126354186/LOC126282259/LOC126278467/LOC126357744/LOC126297964/LOC126299447/LOC126272275/LOC126336375/LOC126355939",29,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0002376","immune system process","19/176","214/6095",0.088785046728972,3.07468670348343,5.32742334446932,1.09258471591015e-05,0.00130251706489574,0.00130251706489574,"LOC126356154/LOC126267652/LOC126267215/LOC126267216/LOC126299506/LOC126267061/LOC126282030/LOC126355206/LOC126298648/LOC126268068/LOC126365918/LOC126281165/LOC126282035/LOC126267163/LOC126267038/LOC126266672/LOC126267343/LOC126267217/LOC126285462",19,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0061135","endopeptidase regulator activity","5/176","12/6095",0.416666666666667,14.4294507575758,8.0292199453888,1.27463050316194e-05,0.00146714366191536,0.00146714366191536,"LOC126335547/LOC126335546/LOC126282193/LOC126354914/LOC126335545",5,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:1901565","GO:1901565","24/176","320/6095",0.075,2.59730113636364,5.06138279388748,1.33863804952745e-05,0.00148945793644087,0.00148945793644087,"LOC126354995/LOC126295040/LOC126334613/LOC126266748/LOC126278128/LOC126267652/LOC126267215/LOC126346021/LOC126267216/LOC126282517/LOC126354672/LOC126294955/LOC126267061/LOC126268068/LOC126365918/LOC126346580/LOC126294949/LOC126293188/LOC126356122/LOC126295425/LOC126354914/LOC126267343/LOC126267217/LOC126285462",24,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0055085","transmembrane transport","30/176","464/6095",0.0646551724137931,2.23905270376176,4.7878374253436,1.96666967642224e-05,0.00211765915480563,0.00211765915480563,"LOC126278232/LOC126334835/LOC126272767/LOC126297555/LOC126278191/LOC126354017/LOC126354788/LOC126272360/LOC126355684/LOC126355303/LOC126285413/LOC126279309/LOC126336688/LOC126278946/LOC126354018/LOC126355940/LOC126353931/LOC126353927/LOC126272465/LOC126358740/LOC126354186/LOC126282259/LOC126278467/LOC126357744/LOC126297964/LOC126299447/LOC126272275/LOC126298824/LOC126336375/LOC126355939",30,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0061134","peptidase regulator activity","5/176","16/6095",0.3125,10.8220880681818,6.78314549165655,6.39746771255405e-05,0.00667335850765795,0.00667335850765795,"LOC126335547/LOC126335546/LOC126282193/LOC126354914/LOC126335545",5,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0005215","transporter activity","30/176","495/6095",0.0606060606060606,2.09882920110193,4.39766524168786,6.72011795613799e-05,0.00679750113260261,0.00679750113260261,"LOC126278232/LOC126299332/LOC126334835/LOC126272767/LOC126297555/LOC126278191/LOC126354017/LOC126354788/LOC126272360/LOC126355684/LOC126355303/LOC126285413/LOC126279309/LOC126336688/LOC126278946/LOC126354018/LOC126355940/LOC126353931/LOC126353927/LOC126272465/LOC126358740/LOC126354186/LOC126282259/LOC126278467/LOC126357744/LOC126297964/LOC126299447/LOC126272275/LOC126336375/LOC126355939",30,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0045088","regulation of innate immune response","7/176","37/6095",0.189189189189189,6.55175061425061,5.84049377913826,7.35085098617054e-05,0.00721680605642273,0.00721680605642273,"LOC126278232/LOC126335547/LOC126335546/LOC126282030/LOC126267163/LOC126335545/LOC126285462",7,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0005615","extracellular space","14/176","147/6095",0.0952380952380952,3.29816017316017,4.86336506080678,7.7922378001099e-05,0.00743156850764767,0.00743156850764767,"LOC126273010/LOC126334947/LOC126271975/LOC126335547/LOC126335546/LOC126299332/LOC126346021/LOC126293557/LOC126335382/LOC126280991/LOC126281165/LOC126282193/LOC126275497/LOC126335545",14,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0031347","regulation of defense response","9/176","65/6095",0.138461538461538,4.79501748251748,5.30389834828198,9.03301091944079e-05,0.00837560845808149,0.00837560845808149,"LOC126278232/LOC126335547/LOC126335546/LOC126282030/LOC126298648/LOC126267163/LOC126267038/LOC126335545/LOC126285462",9,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0050776","regulation of immune response","9/176","70/6095",0.128571428571429,4.45251623376623,5.00944499798115,0.000162339665803816,0.0146456703906254,0.0146456703906254,"LOC126278232/LOC126335547/LOC126335546/LOC126282030/LOC126298648/LOC126267163/LOC126267038/LOC126335545/LOC126285462",9,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0009057","macromolecule catabolic process","23/176","354/6095",0.0649717514124294,2.25001605033385,4.1783694342321,0.000190811366263732,0.0167612721207457,0.0167612721207457,"LOC126295040/LOC126278128/LOC126267652/LOC126267215/LOC126346021/LOC126267216/LOC126354672/LOC126294955/LOC126267061/LOC126346362/LOC126268068/LOC126365918/LOC126346580/LOC126294949/LOC126293188/LOC126353887/LOC126356122/LOC126295425/LOC126272078/LOC126354914/LOC126267343/LOC126267217/LOC126285462",23,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0045861","negative regulation of proteolysis","5/176","20/6095",0.25,8.65767045454545,5.91455286941437,0.000206696231987677,0.0176910774967915,0.0176910774967914,"LOC126335547/LOC126335546/LOC126282193/LOC126354914/LOC126335545",5,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0098542","defense response to other organism","11/176","107/6095",0.102803738317757,3.56016355140187,4.60682900133572,0.000237417130989126,0.0198124595810426,0.0198124595810426,"LOC126271975/LOC126297857/LOC126335036/LOC126282030/LOC126293178/LOC126298648/LOC126278673/LOC126267163/LOC126293181/LOC126267343/LOC126285462",11,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0050777","negative regulation of immune response","5/176","21/6095",0.238095238095238,8.24540043290043,5.73479681203897,0.000264995294094331,0.0215352082382675,0.0215352082382675,"LOC126278232/LOC126335547/LOC126335546/LOC126267038/LOC126335545",5,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0045824","negative regulation of innate immune response","4/176","12/6095",0.333333333333333,11.5435606060606,6.30379965955357,0.000277415804147844,0.0215352082382675,0.0215352082382675,"LOC126278232/LOC126335547/LOC126335546/LOC126335545",4,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0061057","peptidoglycan recognition protein signaling pathway","4/176","12/6095",0.333333333333333,11.5435606060606,6.30379965955357,0.000277415804147844,0.0215352082382675,0.0215352082382675,"LOC126282030/LOC126267163/LOC126267343/LOC126285462",4,"infection_diet33_up","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
