"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","set","database","pathway_theme","pathway_scope","family","comparison","direction","plot_label","n_genes","source_file"
"ko04146","Peroxisome","3/7","85/3983",0.0352941176470588,20.0823529411765,7.46099810385099,0.000308689929329443,0.0325153392227014,0.0325153392227014,"LOC126284347/LOC126336286/LOC126284894",3,"control_diet83_vs_33_down","KEGG_pathway","Cellular process","Eukaryote/metazoan-compatible","Control animals only","Control diet 83 vs 33","Downregulated","83 vs 33",25,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko01130","Biosynthesis of antibiotics","6/14","198/3983",0.0303030303030303,8.62121212121212,6.5327764795439,3.00777878940454e-05,0.00850178588923493,0.00850178588923493,"LOC126295405/LOC126352958/LOC126278052/LOC126324953/LOC126281265/LOC126349907",6,"control_diet83_vs_50_up","KEGG_pathway","Detoxification and secondary metabolism","Broad KEGG reference map","Control animals only","Control diet 83 vs 50","Upregulated","83 vs 50",24,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko01230","Biosynthesis of amino acids","4/14","64/3983",0.0625,17.78125,8.0371256658005,5.3808771450854e-05,0.00850178588923493,0.00850178588923493,"LOC126269845/LOC126295405/LOC126278447/LOC126349907",4,"control_diet83_vs_50_up","KEGG_pathway","Amino acid and nitrogen metabolism","Broad KEGG reference map","Control animals only","Control diet 83 vs 50","Upregulated","83 vs 50",24,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko05033","Nicotine addiction","5/123","11/3983",0.454545454545455,14.7191426459719,8.13257778126648,1.03115198682081e-05,0.00325844027835375,0.00325844027835375,"LOC126366011/LOC126278890/LOC126298972/LOC126355582/LOC126278974",5,"infected_diet33_vs_50_down","KEGG_pathway","Reference disease pathway","Reference disease pathway","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04020","Calcium signaling pathway","10/123","72/3983",0.138888888888889,4.49751580849142,5.34553967934122,5.79366642878157e-05,0.00915399295747489,0.00915399295747489,"LOC126284222/LOC126319976/LOC126339265/LOC126353956/LOC126298972/LOC126284350/LOC126292260/LOC126353858/LOC126335781/LOC126298918",10,"infected_diet33_vs_50_down","KEGG_pathway","Immune and stress signaling","Eukaryote/metazoan-compatible","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04080","Neuroactive ligand-receptor interaction","11/123","98/3983",0.112244897959184,3.63472706155633,4.7137081505192,0.000178517675382754,0.0188038618069834,0.0188038618069834,"LOC126298404/LOC126366011/LOC126355883/LOC126355437/LOC126353956/LOC126354714/LOC126298972/LOC126355582/LOC126354348/LOC126298918/LOC126355816",11,"infected_diet33_vs_50_down","KEGG_pathway","Immune and stress signaling","Eukaryote/metazoan-compatible","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04713","Circadian entrainment","7/123","45/3983",0.155555555555556,5.03721770551039,4.86138594933944,0.000385951069852132,0.0282521761509296,0.0282521761509296,"LOC126319976/LOC126339265/LOC126298972/LOC126284350/LOC126355582/LOC126353858/LOC126335781",7,"infected_diet33_vs_50_down","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04740","Olfactory transduction","5/123","22/3983",0.227272727272727,7.35957132298596,5.33883246562639,0.000447028103653949,0.0282521761509296,0.0282521761509296,"LOC126284350/LOC126353858/LOC126354034/LOC126335781/LOC126336082",5,"infected_diet33_vs_50_down","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04727","GABAergic synapse","6/123","37/3983",0.162162162162162,5.25115359261701,4.63701658218368,0.000813590823764744,0.0330726947413583,0.0330726947413583,"LOC126298404/LOC126366011/LOC126278890/LOC126298632/LOC126354742/LOC126335781",6,"infected_diet33_vs_50_down","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko05031","Amphetamine addiction","6/123","37/3983",0.162162162162162,5.25115359261701,4.63701658218368,0.000813590823764744,0.0330726947413583,0.0330726947413583,"LOC126298972/LOC126284350/LOC126355582/LOC126353858/LOC126335010/LOC126338336",6,"infected_diet33_vs_50_down","KEGG_pathway","Reference disease pathway","Reference disease pathway","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko05030","Cocaine addiction","5/123","25/3983",0.2,6.47642276422764,4.90273712293704,0.000837283411173628,0.0330726947413583,0.0330726947413583,"LOC126298972/LOC126355582/LOC126335010/LOC126338336/LOC126336423",5,"infected_diet33_vs_50_down","KEGG_pathway","Reference disease pathway","Reference disease pathway","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04970","Salivary secretion","7/123","52/3983",0.134615384615385,4.35913070669168,4.35197692597579,0.000951158858223646,0.033396244355408,0.033396244355408,"LOC126319976/LOC126339265/LOC126353956/LOC126284350/LOC126353858/LOC126335781/LOC126298918",7,"infected_diet33_vs_50_down","KEGG_pathway","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04742","Taste transduction","4/123","17/3983",0.235294117647059,7.61932089909135,4.88169984314043,0.00150867005331669,0.0476739736848073,0.0476739736848073,"LOC126298404/LOC126355437/LOC126281447/LOC126298918",4,"infected_diet33_vs_50_down","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04925","Aldosterone synthesis and secretion","7/123","60/3983",0.116666666666667,3.77791327913279,3.86985494181933,0.00223838470519198,0.0643026878946059,0.0643026878946059,"LOC126284222/LOC126319976/LOC126284350/LOC126353858/LOC126278432/LOC126266590/LOC126335781",7,"infected_diet33_vs_50_down","KEGG_pathway","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04971","Gastric acid secretion","5/123","34/3983",0.147058823529412,4.76207556193209,3.9321758995972,0.00351141182503704,0.0924671780593087,0.0924671780593087,"LOC126319976/LOC126284350/LOC126353858/LOC126335781/LOC126298918",5,"infected_diet33_vs_50_down","KEGG_pathway","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko01130","Biosynthesis of antibiotics","10/32","198/3983",0.0505050505050505,6.2863005050505,6.86631309455776,1.81721035777026e-06,0.000574238473055402,0.000574238473055402,"LOC126278052/LOC126354610/LOC126352958/LOC126281265/LOC126325353/LOC126293737/LOC126299365/LOC126295405/LOC126335242/LOC126293368",10,"infected_diet83_vs_33_up","KEGG_pathway","Detoxification and secondary metabolism","Broad KEGG reference map","Infected animals only","Infected diet 83 vs 33","Upregulated","83 vs 33",181,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko00670","One carbon pool by folate","3/32","13/3983",0.230769230769231,28.7235576923077,9.00943354776174,0.000127618813067944,0.013296438248963,0.013296438248963,"LOC126354610/LOC126325353/LOC126293737",3,"infected_diet83_vs_33_up","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected animals only","Infected diet 83 vs 33","Upregulated","83 vs 33",181,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko01230","Biosynthesis of amino acids","5/32","64/3983",0.078125,9.72412109375,6.33134738072489,0.000131795351251435,0.013296438248963,0.013296438248963,"LOC126269845/LOC126325353/LOC126295405/LOC126335242/LOC126293368",5,"infected_diet83_vs_33_up","KEGG_pathway","Amino acid and nitrogen metabolism","Broad KEGG reference map","Infected animals only","Infected diet 83 vs 33","Upregulated","83 vs 33",181,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko01110","Biosynthesis of secondary metabolites","10/32","331/3983",0.0302114803625378,3.76038519637462,4.71943929558214,0.000168309344923582,0.013296438248963,0.013296438248963,"LOC126278052/LOC126354610/LOC126341660/LOC126298774/LOC126352958/LOC126281265/LOC126325353/LOC126293737/LOC126299365/LOC126335242",10,"infected_diet83_vs_33_up","KEGG_pathway","Detoxification and secondary metabolism","Broad KEGG reference map","Infected animals only","Infected diet 83 vs 33","Upregulated","83 vs 33",181,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko00680","Methane metabolism","3/32","20/3983",0.15,18.6703125,7.12884699954384,0.000489588840654742,0.0309420147293797,0.0309420147293797,"LOC126325353/LOC126295405/LOC126293368",3,"infected_diet83_vs_33_up","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected animals only","Infected diet 83 vs 33","Upregulated","83 vs 33",181,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko01120","Microbial metabolism in diverse environments","6/32","149/3983",0.0402684563758389,5.0121644295302,4.49177408723001,0.00100258070291715,0.0528025836869697,0.0528025836869697,"LOC126278052/LOC126325353/LOC126295405/LOC126335242/LOC126272511/LOC126293368",6,"infected_diet83_vs_33_up","KEGG_pathway","Detoxification and secondary metabolism","Broad KEGG reference map","Infected animals only","Infected diet 83 vs 33","Upregulated","83 vs 33",181,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko01523","Antifolate resistance","3/32","29/3983",0.103448275862069,12.8760775862069,5.77598151653506,0.00149401385783539,0.0674440541537118,0.0674440541537118,"LOC126354610/LOC126325353/LOC126293737",3,"infected_diet83_vs_33_up","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected animals only","Infected diet 83 vs 33","Upregulated","83 vs 33",181,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
