"term","gene"
"ko04010","LOC126336637"
"ko04012","LOC126336637"
"ko04013","LOC126336637"
"ko04014","LOC126336637"
"ko04024","LOC126336637"
"ko04068","LOC126336637"
"ko04071","LOC126336637"
"ko04137","LOC126336637"
"ko04140","LOC126336637"
"ko04141","LOC126336637"
"ko04210","LOC126336637"
"ko04212","LOC126336637"
"ko04214","LOC126336637"
"ko04215","LOC126336637"
"ko04217","LOC126336637"
"ko04310","LOC126336637"
"ko04380","LOC126336637"
"ko04391","LOC126336637"
"ko04510","LOC126336637"
"ko04530","LOC126336637"
"ko04620","LOC126336637"
"ko04621","LOC126336637"
"ko04622","LOC126336637"
"ko04624","LOC126336637"
"ko04657","LOC126336637"
"ko04658","LOC126336637"
"ko04659","LOC126336637"
"ko04664","LOC126336637"
"ko04668","LOC126336637"
"ko04722","LOC126336637"
"ko04723","LOC126336637"
"ko04728","LOC126336637"
"ko04750","LOC126336637"
"ko04910","LOC126336637"
"ko04912","LOC126336637"
"ko04914","LOC126336637"
"ko04917","LOC126336637"
"ko04920","LOC126336637"
"ko04926","LOC126336637"
"ko04930","LOC126336637"
"ko04931","LOC126336637"
"ko04932","LOC126336637"
"ko04933","LOC126336637"
"ko05120","LOC126336637"
"ko05131","LOC126336637"
"ko05132","LOC126336637"
"ko05133","LOC126336637"
"ko05142","LOC126336637"
"ko05145","LOC126336637"
"ko05152","LOC126336637"
"ko05160","LOC126336637"
"ko05161","LOC126336637"
"ko05164","LOC126336637"
"ko05167","LOC126336637"
"ko05168","LOC126336637"
"ko05169","LOC126336637"
"ko05200","LOC126336637"
"ko05210","LOC126336637"
"ko05212","LOC126336637"
"ko05231","LOC126336637"
"ko05418","LOC126336637"
"ko00480","LOC126335612"
"ko00980","LOC126335612"
"ko00982","LOC126335612"
"ko00983","LOC126335612"
"ko01524","LOC126335612"
"ko05200","LOC126335612"
"ko05204","LOC126335612"
"ko05225","LOC126335612"
"ko05418","LOC126335612"
"ko00531","LOC126336642"
"ko01100","LOC126336642"
"ko04142","LOC126336642"
"ko00531","LOC126336643"
"ko01100","LOC126336643"
"ko04142","LOC126336643"
"ko00230","LOC126336656"
"ko04934","LOC126336656"
"ko05032","LOC126336656"
"ko04745","LOC126336659"
"ko04150","LOC126335695"
"ko04310","LOC126335695"
"ko04390","LOC126335695"
"ko04550","LOC126335695"
"ko04916","LOC126335695"
"ko04934","LOC126335695"
"ko05165","LOC126335695"
"ko05166","LOC126335695"
"ko05200","LOC126335695"
"ko05205","LOC126335695"
"ko05217","LOC126335695"
"ko05224","LOC126335695"
"ko05225","LOC126335695"
"ko05226","LOC126335695"
"ko04150","LOC126336660"
"ko04310","LOC126336660"
"ko04390","LOC126336660"
"ko04550","LOC126336660"
"ko04916","LOC126336660"
"ko04934","LOC126336660"
"ko05165","LOC126336660"
"ko05166","LOC126336660"
"ko05200","LOC126336660"
"ko05205","LOC126336660"
"ko05217","LOC126336660"
"ko05224","LOC126336660"
"ko05225","LOC126336660"
"ko05226","LOC126336660"
"ko04150","LOC126336661"
"ko04310","LOC126336661"
"ko04390","LOC126336661"
"ko04391","LOC126336661"
"ko04550","LOC126336661"
"ko04916","LOC126336661"
"ko04934","LOC126336661"
"ko05165","LOC126336661"
"ko05166","LOC126336661"
"ko05200","LOC126336661"
"ko05205","LOC126336661"
"ko05217","LOC126336661"
"ko05224","LOC126336661"
"ko05225","LOC126336661"
"ko05226","LOC126336661"
"ko03022","LOC126336675"
"ko05168","LOC126336675"
"ko00051","LOC126336677"
"ko00561","LOC126336677"
"ko00680","LOC126336677"
"ko01100","LOC126336677"
"ko01120","LOC126336677"
"ko01200","LOC126336677"
"ko04622","LOC126336677"
"ko04725","LOC126336687"
"ko05231","LOC126336687"
"ko04010","LOC126336689"
"ko04020","LOC126336689"
"ko04022","LOC126336689"
"ko04114","LOC126336689"
"ko04218","LOC126336689"
"ko04310","LOC126336689"
"ko04360","LOC126336689"
"ko04370","LOC126336689"
"ko04380","LOC126336689"
"ko04650","LOC126336689"
"ko04658","LOC126336689"
"ko04659","LOC126336689"
"ko04660","LOC126336689"
"ko04662","LOC126336689"
"ko04720","LOC126336689"
"ko04724","LOC126336689"
"ko04728","LOC126336689"
"ko04921","LOC126336689"
"ko04922","LOC126336689"
"ko04924","LOC126336689"
"ko05010","LOC126336689"
"ko05014","LOC126336689"
"ko05031","LOC126336689"
"ko05152","LOC126336689"
"ko05166","LOC126336689"
"ko05167","LOC126336689"
"ko00480","LOC126336691"
"ko00590","LOC126336691"
"ko00980","LOC126336691"
"ko00982","LOC126336691"
"ko01100","LOC126336691"
"ko05204","LOC126336691"
"ko00480","LOC126336692"
"ko00590","LOC126336692"
"ko00980","LOC126336692"
"ko00982","LOC126336692"
"ko01100","LOC126336692"
"ko05204","LOC126336692"
"ko00480","LOC126336693"
"ko00590","LOC126336693"
"ko00980","LOC126336693"
"ko00982","LOC126336693"
"ko01100","LOC126336693"
"ko05204","LOC126336693"
"ko00480","LOC126336695"
"ko00590","LOC126336695"
"ko00980","LOC126336695"
"ko00982","LOC126336695"
"ko01100","LOC126336695"
"ko05204","LOC126336695"
"ko00480","LOC126336696"
"ko00590","LOC126336696"
"ko00980","LOC126336696"
"ko00982","LOC126336696"
"ko01100","LOC126336696"
"ko05204","LOC126336696"
"ko00480","LOC126336697"
"ko00590","LOC126336697"
"ko00980","LOC126336697"
"ko00982","LOC126336697"
"ko01100","LOC126336697"
"ko05204","LOC126336697"
"ko00480","LOC126336700"
"ko00590","LOC126336700"
"ko00980","LOC126336700"
"ko00982","LOC126336700"
"ko01100","LOC126336700"
"ko05204","LOC126336700"
"ko04210","LOC126336702"
"ko04214","LOC126336702"
"ko04215","LOC126336702"
"ko04668","LOC126336702"
"ko04932","LOC126336702"
"ko05010","LOC126336702"
"ko05133","LOC126336702"
"ko05134","LOC126336702"
"ko05200","LOC126336702"
"ko00601","LOC126336706"
"ko00603","LOC126336706"
"ko01100","LOC126336706"
"ko00480","LOC126336713"
"ko00980","LOC126336713"
"ko00982","LOC126336713"
"ko00983","LOC126336713"
"ko01524","LOC126336713"
"ko05200","LOC126336713"
"ko05204","LOC126336713"
"ko05225","LOC126336713"
"ko05418","LOC126336713"
"ko00480","LOC126336715"
"ko00980","LOC126336715"
"ko00982","LOC126336715"
"ko00983","LOC126336715"
"ko01524","LOC126336715"
"ko05200","LOC126336715"
"ko05204","LOC126336715"
"ko05225","LOC126336715"
"ko05418","LOC126336715"
"ko00480","LOC126336724"
"ko00980","LOC126336724"
"ko00982","LOC126336724"
"ko00983","LOC126336724"
"ko01524","LOC126336724"
"ko05200","LOC126336724"
"ko05204","LOC126336724"
"ko05225","LOC126336724"
"ko05418","LOC126336724"
"ko00480","LOC126336730"
"ko00590","LOC126336730"
"ko00980","LOC126336730"
"ko00982","LOC126336730"
"ko01100","LOC126336730"
"ko05204","LOC126336730"
"ko00480","LOC126336729"
"ko00980","LOC126336729"
"ko00982","LOC126336729"
"ko00983","LOC126336729"
"ko01524","LOC126336729"
"ko05200","LOC126336729"
"ko05204","LOC126336729"
"ko05225","LOC126336729"
"ko05418","LOC126336729"
"ko03030","LOC126336750"
"ko04110","LOC126336750"
"ko04111","LOC126336750"
"ko04113","LOC126336750"
"ko04310","LOC126336752"
"ko04391","LOC126336752"
"ko04013","LOC126336755"
"ko04060","LOC126336755"
"ko04350","LOC126336755"
"ko04360","LOC126336755"
"ko04390","LOC126336755"
"ko04550","LOC126336755"
"ko05418","LOC126336755"
"ko03010","LOC126336756"
"ko04130","LOC126336757"
"ko04138","LOC126336757"
"ko00061","LOC126336758"
"ko00071","LOC126336758"
"ko01100","LOC126336758"
"ko01212","LOC126336758"
"ko02024","LOC126336758"
"ko03320","LOC126336758"
"ko04146","LOC126336758"
"ko04216","LOC126336758"
"ko04714","LOC126336758"
"ko04920","LOC126336758"
"ko04975","LOC126336762"
"ko00562","LOC126336772"
"ko01100","LOC126336772"
"ko04070","LOC126336772"
"ko04919","LOC126336775"
"ko05165","LOC126336786"
"ko05202","LOC126336793"
"ko00120","LOC126336797"
"ko01100","LOC126336797"
"ko04146","LOC126336797"
"ko04141","LOC126336799"
"ko01524","LOC126336806"
"ko04110","LOC126336806"
"ko04111","LOC126336806"
"ko04113","LOC126336806"
"ko04114","LOC126336806"
"ko04115","LOC126336806"
"ko04120","LOC126336806"
"ko04210","LOC126336806"
"ko04214","LOC126336806"
"ko04215","LOC126336806"
"ko05010","LOC126336806"
"ko05012","LOC126336806"
"ko05014","LOC126336806"
"ko05016","LOC126336806"
"ko05134","LOC126336806"
"ko05152","LOC126336806"
"ko05161","LOC126336806"
"ko05166","LOC126336806"
"ko05200","LOC126336806"
"ko05203","LOC126336806"
"ko05222","LOC126336806"
"ko03420","LOC126336804"
"ko04330","LOC126336807"
"ko04658","LOC126336807"
"ko05165","LOC126336807"
"ko05169","LOC126336807"
"ko05203","LOC126336807"
"ko03050","LOC126336814"
"ko05169","LOC126336814"
"ko03013","LOC126336817"
"ko00061","LOC126336813"
"ko00071","LOC126336813"
"ko01100","LOC126336813"
"ko01212","LOC126336813"
"ko02024","LOC126336813"
"ko03320","LOC126336813"
"ko04146","LOC126336813"
"ko04216","LOC126336813"
"ko04714","LOC126336813"
"ko04920","LOC126336813"
"ko04614","LOC126336826"
"ko03015","LOC126336832"
"ko04150","LOC126336835"
"ko04668","LOC126336836"
"ko04912","LOC126336836"
"ko00510","LOC126336838"
"ko00514","LOC126336838"
"ko01100","LOC126336838"
"ko04013","LOC126336839"
"ko04014","LOC126336839"
"ko03010","LOC126336840"
"ko00270","LOC126336841"
"ko00480","LOC126336841"
"ko01100","LOC126336841"
"ko04212","LOC126336841"
"ko04216","LOC126336841"
"ko04150","LOC126336842"
"ko04310","LOC126336842"
"ko04390","LOC126336842"
"ko04550","LOC126336842"
"ko04916","LOC126336842"
"ko04934","LOC126336842"
"ko05165","LOC126336842"
"ko05166","LOC126336842"
"ko05200","LOC126336842"
"ko05205","LOC126336842"
"ko05217","LOC126336842"
"ko05224","LOC126336842"
"ko05225","LOC126336842"
"ko05226","LOC126336842"
"ko04141","LOC126336843"
"ko00280","LOC126336844"
"ko01100","LOC126336844"
"ko03030","LOC126336848"
"ko03420","LOC126336848"
"ko03430","LOC126336848"
"ko04919","LOC126336849"
"ko00680","LOC126336851"
"ko01120","LOC126336851"
"ko01200","LOC126336851"
"ko00563","LOC126335741"
"ko01100","LOC126335741"
"ko04013","LOC126336856"
"ko00620","LOC126336122"
"ko00710","LOC126336122"
"ko01100","LOC126336122"
"ko01120","LOC126336122"
"ko01200","LOC126336122"
"ko00620","LOC126336866"
"ko00710","LOC126336866"
"ko01100","LOC126336866"
"ko01120","LOC126336866"
"ko01200","LOC126336866"
"ko00620","LOC126336867"
"ko00710","LOC126336867"
"ko01100","LOC126336867"
"ko01120","LOC126336867"
"ko01200","LOC126336867"
"ko00480","LOC126336883"
"ko00980","LOC126336883"
"ko00982","LOC126336883"
"ko00983","LOC126336883"
"ko01524","LOC126336883"
"ko05200","LOC126336883"
"ko05204","LOC126336883"
"ko05225","LOC126336883"
"ko05418","LOC126336883"
"ko00480","LOC126336884"
"ko00980","LOC126336884"
"ko00982","LOC126336884"
"ko00983","LOC126336884"
"ko01524","LOC126336884"
"ko05200","LOC126336884"
"ko05204","LOC126336884"
"ko05225","LOC126336884"
"ko05418","LOC126336884"
"ko00480","LOC126336889"
"ko00980","LOC126336889"
"ko00982","LOC126336889"
"ko00983","LOC126336889"
"ko01524","LOC126336889"
"ko05200","LOC126336889"
"ko05204","LOC126336889"
"ko05225","LOC126336889"
"ko05418","LOC126336889"
"ko00480","LOC126336891"
"ko00980","LOC126336891"
"ko00982","LOC126336891"
"ko00983","LOC126336891"
"ko01524","LOC126336891"
"ko05200","LOC126336891"
"ko05204","LOC126336891"
"ko05225","LOC126336891"
"ko05418","LOC126336891"
"ko00480","LOC126336890"
"ko00980","LOC126336890"
"ko00982","LOC126336890"
"ko00983","LOC126336890"
"ko01524","LOC126336890"
"ko05200","LOC126336890"
"ko05204","LOC126336890"
"ko05225","LOC126336890"
"ko05418","LOC126336890"
"ko00480","LOC126336888"
"ko00980","LOC126336888"
"ko00982","LOC126336888"
"ko00983","LOC126336888"
"ko01524","LOC126336888"
"ko05200","LOC126336888"
"ko05204","LOC126336888"
"ko05225","LOC126336888"
"ko05418","LOC126336888"
"ko03010","LOC126336899"
"ko04624","LOC126335755"
"ko03030","LOC126336911"
"ko03420","LOC126336911"
"ko03430","LOC126336911"
"ko03440","LOC126336911"
"ko03460","LOC126336911"
"ko03040","LOC126336912"
"ko00562","LOC126336914"
"ko01100","LOC126336914"
"ko04014","LOC126336914"
"ko04015","LOC126336914"
"ko04020","LOC126336914"
"ko04024","LOC126336914"
"ko04070","LOC126336914"
"ko04919","LOC126336914"
"ko04933","LOC126336914"
"ko05205","LOC126336914"
"ko00760","LOC126336922"
"ko01100","LOC126336922"
"ko04010","LOC126336926"
"ko04064","LOC126336926"
"ko04620","LOC126336926"
"ko04621","LOC126336926"
"ko04624","LOC126336926"
"ko04722","LOC126336926"
"ko05133","LOC126336926"
"ko05140","LOC126336926"
"ko05142","LOC126336926"
"ko05145","LOC126336926"
"ko05152","LOC126336926"
"ko05162","LOC126336926"
"ko05164","LOC126336926"
"ko00230","LOC126336927"
"ko00240","LOC126336927"
"ko01100","LOC126336927"
"ko03020","LOC126336927"
"ko00920","LOC126336929"
"ko01100","LOC126336929"
"ko01120","LOC126336929"
"ko01524","LOC126336929"
"ko02020","LOC126336929"
"ko04115","LOC126336929"
"ko04210","LOC126336929"
"ko04214","LOC126336929"
"ko04215","LOC126336929"
"ko04932","LOC126336929"
"ko05010","LOC126336929"
"ko05012","LOC126336929"
"ko05014","LOC126336929"
"ko05016","LOC126336929"
"ko05134","LOC126336929"
"ko05145","LOC126336929"
"ko05152","LOC126336929"
"ko05161","LOC126336929"
"ko05164","LOC126336929"
"ko05167","LOC126336929"
"ko05168","LOC126336929"
"ko05200","LOC126336929"
"ko05210","LOC126336929"
"ko05222","LOC126336929"
"ko05416","LOC126336929"
"ko04015","LOC126336930"
"ko00561","LOC126336932"
"ko00564","LOC126336932"
"ko01100","LOC126336932"
"ko01110","LOC126336932"
"ko04130","LOC126336934"
"ko04080","LOC126336935"
"ko04141","LOC126336937"
"ko05165","LOC126336937"
"ko00510","LOC126336942"
"ko00513","LOC126336942"
"ko01100","LOC126336942"
"ko04141","LOC126336942"
"ko04320","LOC126336956"
"ko00230","LOC126336959"
"ko00240","LOC126336959"
"ko01100","LOC126336959"
"ko03030","LOC126336959"
"ko03410","LOC126336959"
"ko03420","LOC126336959"
"ko03430","LOC126336959"
"ko03440","LOC126336959"
"ko05166","LOC126336959"
"ko04150","LOC126336963"
"ko05230","LOC126336963"
"ko04010","LOC126336976"
"ko02010","LOC126336982"
"ko04975","LOC126336982"
"ko04979","LOC126336982"
"ko03022","LOC126336983"
"ko05168","LOC126336983"
"ko04144","LOC126336991"
"ko00230","LOC126337004"
"ko00240","LOC126337004"
"ko01100","LOC126337004"
"ko03020","LOC126337004"
"ko05016","LOC126337004"
"ko05169","LOC126337004"
"ko04141","LOC126337008"
"ko03060","LOC126335774"
"ko03008","LOC126337012"
"ko03013","LOC126337012"
"ko03013","LOC126337015"
"ko01521","LOC126337021"
"ko01522","LOC126337021"
"ko04012","LOC126337021"
"ko04066","LOC126337021"
"ko04072","LOC126337021"
"ko04136","LOC126337021"
"ko04138","LOC126337021"
"ko04139","LOC126337021"
"ko04140","LOC126337021"
"ko04150","LOC126337021"
"ko04151","LOC126337021"
"ko04152","LOC126337021"
"ko04211","LOC126337021"
"ko04212","LOC126337021"
"ko04213","LOC126337021"
"ko04218","LOC126337021"
"ko04371","LOC126337021"
"ko04630","LOC126337021"
"ko04659","LOC126337021"
"ko04714","LOC126337021"
"ko04910","LOC126337021"
"ko04919","LOC126337021"
"ko04920","LOC126337021"
"ko04930","LOC126337021"
"ko04931","LOC126337021"
"ko05165","LOC126337021"
"ko05167","LOC126337021"
"ko05200","LOC126337021"
"ko05205","LOC126337021"
"ko05206","LOC126337021"
"ko05210","LOC126337021"
"ko05212","LOC126337021"
"ko05214","LOC126337021"
"ko05215","LOC126337021"
"ko05221","LOC126337021"
"ko05224","LOC126337021"
"ko05225","LOC126337021"
"ko05226","LOC126337021"
"ko05230","LOC126337021"
"ko05231","LOC126337021"
"ko00601","LOC126337023"
"ko00603","LOC126337023"
"ko01100","LOC126337023"
"ko04072","LOC126337024"
"ko04144","LOC126337024"
"ko00230","LOC126335775"
"ko04744","LOC126335775"
"ko03013","LOC126337028"
"ko03015","LOC126337028"
"ko03040","LOC126337028"
"ko04010","LOC126337029"
"ko04013","LOC126337029"
"ko04014","LOC126337029"
"ko04015","LOC126337029"
"ko04024","LOC126337029"
"ko04062","LOC126337029"
"ko04071","LOC126337029"
"ko04145","LOC126337029"
"ko04151","LOC126337029"
"ko04310","LOC126337029"
"ko04360","LOC126337029"
"ko04370","LOC126337029"
"ko04380","LOC126337029"
"ko04510","LOC126337029"
"ko04520","LOC126337029"
"ko04530","LOC126337029"
"ko04620","LOC126337029"
"ko04650","LOC126337029"
"ko04662","LOC126337029"
"ko04664","LOC126337029"
"ko04666","LOC126337029"
"ko04670","LOC126337029"
"ko04722","LOC126337029"
"ko04810","LOC126337029"
"ko04932","LOC126337029"
"ko04933","LOC126337029"
"ko04972","LOC126337029"
"ko05014","LOC126337029"
"ko05100","LOC126337029"
"ko05120","LOC126337029"
"ko05131","LOC126337029"
"ko05132","LOC126337029"
"ko05167","LOC126337029"
"ko05200","LOC126337029"
"ko05203","LOC126337029"
"ko05205","LOC126337029"
"ko05210","LOC126337029"
"ko05211","LOC126337029"
"ko05212","LOC126337029"
"ko05231","LOC126337029"
"ko05416","LOC126337029"
"ko05418","LOC126337029"
"ko03018","LOC126337033"
"ko04120","LOC126337038"
"ko04141","LOC126337038"
"ko04120","LOC126337040"
"ko03010","LOC126337045"
"ko04911","LOC126337046"
"ko00240","LOC126337076"
"ko00240","LOC126337077"
"ko00230","LOC126335781"
"ko01522","LOC126335781"
"ko02025","LOC126335781"
"ko04015","LOC126335781"
"ko04020","LOC126335781"
"ko04022","LOC126335781"
"ko04024","LOC126335781"
"ko04062","LOC126335781"
"ko04072","LOC126335781"
"ko04113","LOC126335781"
"ko04114","LOC126335781"
"ko04211","LOC126335781"
"ko04213","LOC126335781"
"ko04261","LOC126335781"
"ko04270","LOC126335781"
"ko04371","LOC126335781"
"ko04540","LOC126335781"
"ko04611","LOC126335781"
"ko04713","LOC126335781"
"ko04714","LOC126335781"
"ko04723","LOC126335781"
"ko04724","LOC126335781"
"ko04725","LOC126335781"
"ko04727","LOC126335781"
"ko04740","LOC126335781"
"ko04750","LOC126335781"
"ko04911","LOC126335781"
"ko04912","LOC126335781"
"ko04913","LOC126335781"
"ko04914","LOC126335781"
"ko04915","LOC126335781"
"ko04916","LOC126335781"
"ko04918","LOC126335781"
"ko04921","LOC126335781"
"ko04923","LOC126335781"
"ko04925","LOC126335781"
"ko04926","LOC126335781"
"ko04927","LOC126335781"
"ko04934","LOC126335781"
"ko04962","LOC126335781"
"ko04970","LOC126335781"
"ko04971","LOC126335781"
"ko04972","LOC126335781"
"ko04976","LOC126335781"
"ko05032","LOC126335781"
"ko05110","LOC126335781"
"ko05166","LOC126335781"
"ko05200","LOC126335781"
"ko05414","LOC126335781"
"ko00981","LOC126336156"
"ko03013","LOC126319832"
"ko03050","LOC126319888"
"ko05169","LOC126319888"
"ko00230","LOC126319908"
"ko00983","LOC126319908"
"ko01100","LOC126319908"
"ko03460","LOC126319999"
"ko04371","LOC126320067"
"ko05016","LOC126320067"
"ko00010","LOC126320051"
"ko00710","LOC126320051"
"ko01100","LOC126320051"
"ko01110","LOC126320051"
"ko01120","LOC126320051"
"ko01130","LOC126320051"
"ko01200","LOC126320051"
"ko01230","LOC126320051"
"ko04066","LOC126320051"
"ko05010","LOC126320051"
"ko00480","LOC126320466"
"ko00980","LOC126320466"
"ko00982","LOC126320466"
"ko00983","LOC126320466"
"ko01524","LOC126320466"
"ko05200","LOC126320466"
"ko05204","LOC126320466"
"ko05225","LOC126320466"
"ko05418","LOC126320466"
"ko04022","LOC126320482"
"ko04270","LOC126320482"
"ko04540","LOC126320482"
"ko04611","LOC126320482"
"ko04713","LOC126320482"
"ko04714","LOC126320482"
"ko04730","LOC126320482"
"ko04740","LOC126320482"
"ko04923","LOC126320482"
"ko04970","LOC126320482"
"ko00020","LOC126320514"
"ko00190","LOC126320514"
"ko01100","LOC126320514"
"ko01110","LOC126320514"
"ko01120","LOC126320514"
"ko01130","LOC126320514"
"ko01200","LOC126320514"
"ko04714","LOC126320514"
"ko04932","LOC126320514"
"ko05010","LOC126320514"
"ko05012","LOC126320514"
"ko05016","LOC126320514"
"ko00130","LOC126320553"
"ko01110","LOC126320553"
"ko04024","LOC126320573"
"ko04152","LOC126320573"
"ko04371","LOC126320573"
"ko04714","LOC126320573"
"ko04910","LOC126320573"
"ko04923","LOC126320573"
"ko04925","LOC126320573"
"ko04010","LOC126320596"
"ko04020","LOC126320596"
"ko04022","LOC126320596"
"ko04114","LOC126320596"
"ko04218","LOC126320596"
"ko04310","LOC126320596"
"ko04360","LOC126320596"
"ko04370","LOC126320596"
"ko04380","LOC126320596"
"ko04650","LOC126320596"
"ko04658","LOC126320596"
"ko04659","LOC126320596"
"ko04660","LOC126320596"
"ko04662","LOC126320596"
"ko04720","LOC126320596"
"ko04724","LOC126320596"
"ko04921","LOC126320596"
"ko04922","LOC126320596"
"ko04924","LOC126320596"
"ko05010","LOC126320596"
"ko05014","LOC126320596"
"ko05031","LOC126320596"
"ko05152","LOC126320596"
"ko05166","LOC126320596"
"ko05167","LOC126320596"
"ko04270","LOC126320879"
"ko05200","LOC126320879"
"ko00561","LOC126335794"
"ko01100","LOC126335794"
"ko03320","LOC126335794"
"ko04626","LOC126335794"
"ko04012","LOC126321333"
"ko04120","LOC126321333"
"ko04144","LOC126321333"
"ko04660","LOC126321333"
"ko04910","LOC126321333"
"ko05100","LOC126321333"
"ko05200","LOC126321333"
"ko05205","LOC126321333"
"ko05220","LOC126321333"
"ko03018","LOC126321485"
"ko03040","LOC126321485"
