"label","PC1","PC2","Diet","Treatment"
"1002",-12.9168319403763,14.3492545177696,"83","Control"
"1005",-17.1535587690643,-0.847163814132096,"83","Control"
"1011",-17.8607474772309,-5.6241305731141,"83","Control"
"1014",13.2626672829087,0.302204040162606,"83","Infected"
"1020",10.965834966067,15.3294082705377,"83","Infected"
"1023",39.1701452183678,-10.0163054766543,"83","Infected"
"1024",10.5555387494056,11.5657880182072,"83","Infected"
"1029",36.3256743115193,-4.6914938940566,"83","Infected"
"1032",-21.3482622225254,-4.56742014500684,"83","Control"
"1035",-4.21816766712575,1.05471128222515,"83","Control"
"1038",-20.6433031604544,-6.02694993544774,"83","Control"
"1041",-23.1556807024203,-6.54363937341352,"83","Control"
"1050",7.01669141092896,-4.28426291707696,"83","Infected"
