"label","PC1","PC2","Diet","Treatment"
"1004",-36.5527723315173,0.00416508228299409,"50","Control"
"1007",-35.2116423566957,5.19569795883069,"50","Control"
"1016",32.0847250100792,18.7353117030249,"50","Infected"
"1025",24.8029196498797,-1.00557689050031,"50","Infected"
"1028",17.0763949385546,-19.7332955653454,"50","Infected"
"1031",-32.7064790497815,-5.32349719878896,"50","Control"
"1034",-38.7800271467897,1.32273137074315,"50","Control"
"1037",-29.5381494780129,-5.66799654908687,"50","Control"
"1040",-38.3502472339879,16.3047842308893,"50","Control"
"1043",-8.64101637230497,-7.96665124408942,"50","Infected"
"1046",31.0425102308384,-4.76006271818192,"50","Infected"
"1049",34.7210850002652,9.27867987811053,"50","Infected"
"1052",25.0994843607276,-5.64221800884899,"50","Infected"
"1055",19.9723842767404,-13.5447342207851,"50","Infected"
"1058",34.9808305020049,12.8026621717455,"50","Infected"
