"Diet","centroid_PC1_control","centroid_PC2_control","centroid_PC1_infected","centroid_PC2_infected"
"33",-33.8432443089532,-0.58508443770066,16.4817288415205,21.2236682567614
"50",-30.8161323891243,-23.5137687496062,33.0680697839488,-6.73957877777886
"83",-26.2361539180144,-0.813508478663313,26.5840657157162,3.41932626688971
