contrast	evidence_status	selected_scaffolds	selected_genes	source_evidence	source_evidence_sha256	source_candidate_genes	source_candidate_genes_sha256
infected_diet33_vs50	Unresolved by Kraken/FCS	59	948	output/runs/scaffold_origin_20260729_030308/local-analysis/scaffold-origin-review_20260730-234810/corrected-evidence-v2/scaffold_origin_evidence_mapq20.tsv	936b3bb082b389a6351226920561a46b35ba78207494184313f77907fc271609	output/runs/scaffold_origin_20260729_030308/local-analysis/scaffold-origin-review_20260730-234810/extracted/00-input/candidate_deg_genes.tsv	8508b748ccf0f55247006f1d48a2086ccb85c9cbb4dcea565aa2125daedf362b
