"label","PC1","PC2","Diet","Treatment"
"1004",-31.7232197037411,0.115005617656003,"50","Control"
"1007",-29.8731927396729,-5.09677111664868,"50","Control"
"1016",27.3006451665892,-18.3509903271885,"50","Infected"
"1025",20.8049423192737,2.43990438901683,"50","Infected"
"1028",14.873269344586,14.2930875263633,"50","Infected"
"1031",-23.5114035053794,4.62440151748931,"50","Control"
"1034",-33.0229987678556,0.007532010624106,"50","Control"
"1037",-24.7992357608093,4.8078246034843,"50","Control"
"1040",-29.7535911807424,-14.6359833426576,"50","Control"
"1043",-1.43583524877371,6.8583160806254,"50","Infected"
"1046",23.5354958525745,7.1039697346523,"50","Infected"
"1049",28.8651384446268,-8.37813805509065,"50","Infected"
"1052",14.4771636030818,4.99901309811076,"50","Infected"
"1055",15.8029051308372,11.1108252647812,"50","Infected"
"1058",28.4599170454051,-9.89799700121792,"50","Infected"
