"Diet","centroid_PC1_control","centroid_PC2_control","centroid_PC1_infected","centroid_PC2_infected"
"33",5.85104800972787,-28.9363290218364,18.9725044895439,18.6227181237086
"50",-17.1542470651772,-29.0462842960497,-14.69405050245,25.1534089869493
"83",6.2898446760647,-22.9021809148022,-3.42780871555431,23.8603552228078
