"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","set","database","ontology","neg_log10_padj","term_label","set_label"
"GO:0005576","extracellular region","82/540","377/6533",0.217506631299735,2.63142744866883,9.79460584154873,3.54090936424699e-17,1.22196782160164e-13,1.22196782160164e-13,"LOC126285462/LOC126334947/LOC126267391/LOC126365865/LOC126344538/LOC126278442/LOC126269044/LOC126355485/LOC126267253/LOC126335544/LOC126293181/LOC126284577/LOC126282193/LOC126336602/LOC126293557/LOC126336809/LOC126267477/LOC126283987/LOC126334563/LOC126299533/LOC126336322/LOC126284629/LOC126356176/LOC126335547/LOC126341697/LOC126272090/LOC126284250/LOC126284845/LOC126346021/LOC126281165/LOC126284491/LOC126298648/LOC126272361/LOC126266626/LOC126334779/LOC126335382/LOC126280991/LOC126337058/LOC126356096/LOC126330284/LOC126268712/LOC126273035/LOC126298861/LOC126272041/LOC126354358/LOC126336724/LOC126352738/LOC126267478/LOC126295285/LOC126299240/LOC126298594/LOC126275497/LOC126335546/LOC126273032/LOC126346622/LOC126272576/LOC126355938/LOC126336325/LOC126271975/LOC126335545/LOC126344496/LOC126293178/LOC126299332/LOC126356100/LOC126273136/LOC126267519/LOC126346580/LOC126272362/LOC126271928/LOC126267876/LOC126273010/LOC126334780/LOC126272787/LOC126267997/LOC126284086/LOC126336597/LOC126299206/LOC126331446/LOC126333165/LOC126272081/LOC126346606/LOC126353822",82,"All infection DEGs","GO","Cellular component",12.9129402303331,"extracellular region [GO:0005576]","All infection DEGs"
"GO:0044421","GO:0044421","60/540","273/6533",0.21978021978022,2.65893365893366,8.40467655746174,5.95977093450459e-13,1.02835847474877e-09,1.02835847474877e-09,"LOC126334947/LOC126267391/LOC126344538/LOC126278442/LOC126269044/LOC126355485/LOC126267253/LOC126335544/LOC126284577/LOC126282193/LOC126336602/LOC126293557/LOC126336809/LOC126267477/LOC126283987/LOC126334563/LOC126284629/LOC126356176/LOC126335547/LOC126341697/LOC126272090/LOC126284250/LOC126284845/LOC126346021/LOC126281165/LOC126284491/LOC126272361/LOC126334779/LOC126335382/LOC126280991/LOC126337058/LOC126356096/LOC126330284/LOC126298861/LOC126272041/LOC126354358/LOC126267478/LOC126295285/LOC126299240/LOC126298594/LOC126275497/LOC126335546/LOC126271975/LOC126335545/LOC126344496/LOC126299332/LOC126356100/LOC126267519/LOC126272362/LOC126271928/LOC126267876/LOC126273010/LOC126267997/LOC126284086/LOC126336597/LOC126299206/LOC126331446/LOC126333165/LOC126272081/LOC126353822",60,"All infection DEGs","GO",NA,8.98785546854374,"GO:0044421 [GO:0044421]","All infection DEGs"
"GO:0005615","extracellular space","42/540","174/6533",0.241379310344828,2.92024265644955,7.70609136277184,9.74225218661086e-11,1.1206837431998e-07,1.1206837431998e-07,"LOC126334947/LOC126344538/LOC126278442/LOC126269044/LOC126267253/LOC126335544/LOC126282193/LOC126293557/LOC126267477/LOC126283987/LOC126334563/LOC126284629/LOC126356176/LOC126335547/LOC126341697/LOC126346021/LOC126281165/LOC126272361/LOC126334779/LOC126335382/LOC126280991/LOC126337058/LOC126356096/LOC126330284/LOC126272041/LOC126354358/LOC126267478/LOC126295285/LOC126298594/LOC126275497/LOC126335546/LOC126271975/LOC126335545/LOC126344496/LOC126299332/LOC126267519/LOC126272362/LOC126267876/LOC126273010/LOC126331446/LOC126333165/LOC126353822",42,"All infection DEGs","GO","Cellular component",6.95051692795921,"extracellular space [GO:0005615]","All infection DEGs"
"GO:0006022","aminoglycan metabolic process","20/540","56/6533",0.357142857142857,4.3207671957672,7.49106083990807,7.30541712195633e-09,6.30274862196782e-06,6.30274862196782e-06,"LOC126285462/LOC126299078/LOC126284041/LOC126267343/LOC126266657/LOC126334563/LOC126267216/LOC126336345/LOC126267215/LOC126278279/LOC126271949/LOC126365918/LOC126335966/LOC126346622/LOC126281994/LOC126268068/LOC126346580/LOC126354720/LOC126267652/LOC126346606",20,"All infection DEGs","GO","Biological process",5.20047001387539,"aminoglycan metabolic process [GO:0006022]","All infection DEGs"
"GO:0009617","response to bacterium","26/540","103/6533",0.252427184466019,3.05390147428982,6.30653138865448,1.53596627900339e-07,0.000106012392576814,0.000106012392576814,"LOC126285462/LOC126335036/LOC126267343/LOC126293181/LOC126297857/LOC126267038/LOC126267216/LOC126267215/LOC126298648/LOC126334929/LOC126272361/LOC126334779/LOC126365918/LOC126272041/LOC126352738/LOC126271975/LOC126293178/LOC126267163/LOC126268068/LOC126322960/LOC126272362/LOC126267876/LOC126282030/LOC126273010/LOC126278673/LOC126267652",26,"All infection DEGs","GO","Biological process",3.97464336385653,"response to bacterium [GO:0009617]","All infection DEGs"
"GO:0055114","GO:0055114","50/540","314/6533",0.159235668789809,1.92645671148856,5.05042012059914,3.48668149065393e-06,0.00163368735857254,0.00163368735857254,"LOC126299150/LOC126278180/LOC126299185/LOC126320178/LOC126305900/LOC126353887/LOC126272888/LOC126283383/LOC126276148/LOC126266657/LOC126270657/LOC126336244/LOC126339265/LOC126335256/LOC126299043/LOC126365745/LOC126354904/LOC126282517/LOC126353777/LOC126285375/LOC126336122/LOC126355885/LOC126285378/LOC126284662/LOC126339036/LOC126293326/LOC126298417/LOC126295101/LOC126281446/LOC126291591/LOC126336251/LOC126281954/LOC126334959/LOC126323251/LOC126298770/LOC126335505/LOC126297494/LOC126336714/LOC126336931/LOC126349195/LOC126354620/LOC126266828/LOC126356153/LOC126269416/LOC126335352/LOC126272746/LOC126353855/LOC126336866/LOC126333165/LOC126297871",50,"All infection DEGs","GO",NA,2.78683105149883,"GO:0055114 [GO:0055114]","All infection DEGs"
"GO:0097367","carbohydrate derivative binding","25/540","113/6533",0.221238938053097,2.67658144870534,5.39627648513985,3.73354365577508e-06,0.00163368735857254,0.00163368735857254,"LOC126281245/LOC126285462/LOC126365865/LOC126278442/LOC126267343/LOC126336809/LOC126335256/LOC126267216/LOC126266959/LOC126267215/LOC126298297/LOC126278279/LOC126281165/LOC126335605/LOC126356096/LOC126365918/LOC126346622/LOC126273842/LOC126267163/LOC126278382/LOC126268068/LOC126346580/LOC126272081/LOC126267652/LOC126346606",25,"All infection DEGs","GO","Molecular function",2.78683105149883,"carbohydrate derivative binding [GO:0097367]","All infection DEGs"
"GO:0042834","peptidoglycan binding","8/540","14/6533",0.571428571428571,6.91322751322751,6.64807553680387,3.97591245326484e-06,0.00163368735857254,0.00163368735857254,"LOC126285462/LOC126267343/LOC126267216/LOC126267215/LOC126365918/LOC126267163/LOC126268068/LOC126267652",8,"All infection DEGs","GO","Molecular function",2.78683105149883,"peptidoglycan binding [GO:0042834]","All infection DEGs"
"GO:0005539","glycosaminoglycan binding","11/540","27/6533",0.407407407407407,4.92887517146776,6.14031869222246,4.26055816492403e-06,0.00163368735857254,0.00163368735857254,"LOC126285462/LOC126278442/LOC126267343/LOC126267216/LOC126267215/LOC126281165/LOC126365918/LOC126267163/LOC126268068/LOC126272081/LOC126267652",11,"All infection DEGs","GO","Molecular function",2.78683105149883,"glycosaminoglycan binding [GO:0005539]","All infection DEGs"
"GO:0000270","peptidoglycan metabolic process","7/540","11/6533",0.636363636363636,7.69882154882155,6.67424558890977,6.2421709859116e-06,0.00181046798389481,0.00181046798389481,"LOC126285462/LOC126267343/LOC126267216/LOC126267215/LOC126365918/LOC126268068/LOC126267652",7,"All infection DEGs","GO","Biological process",2.74220915079215,"peptidoglycan metabolic process [GO:0000270]","All infection DEGs"
