"Diet","centroid_PC1_control","centroid_PC2_control","centroid_PC1_infected","centroid_PC2_infected"
"33",35.3390508682097,-13.6994967187484,-1.57922207332296,20.9413816090358
"50",33.5997703649918,-10.2262981179462,-31.0936889306815,2.96102134604957
"83",17.1011721189689,-20.5014539658395,-22.7910569329598,6.29853787177219
