"label","PC1","PC2","Diet","Treatment"
"1003",-26.8965048986976,3.41510792165655,"33","Control"
"1006",-37.3001868595695,11.358821240987,"33","Control"
"1009",-26.0724760346727,-9.24214535041821,"33","Control"
"1015",23.724285031303,7.5961495908089,"33","Infected"
"1018",5.26751772500747,7.20221567729406,"33","Infected"
"1021",-0.0532479757759181,7.08130278653686,"33","Infected"
"1027",34.9527783505905,6.91066611654811,"33","Infected"
"1030",-29.3611467354732,-4.08884200592441,"33","Control"
"1033",-14.4046886767178,4.11320739620964,"33","Control"
"1042",17.4446755021339,-24.6548966863727,"33","Infected"
"1045",3.02037080761337,-5.0471637965995,"33","Infected"
"1051",-0.638460224547735,-12.2229308137881,"33","Infected"
"1054",25.2539829716299,10.7221835346506,"33","Infected"
"1057",25.0631010171764,-3.14367561158871,"33","Infected"
