source_sheet,umbrella,figure_scope,x_label,x_order,status,n_genes,percentage,n_targets,p_value,p_label
Immune,Total Immune,Diet comparison among infected,"50
vs
33",1,Downregulated,1,1.5625,64,0.7775611219439028,N.S.D.
Immune,Total Immune,Diet comparison among infected,"50
vs
33",1,N.S.,62,96.875,64,0.7775611219439028,N.S.D.
Immune,Total Immune,Diet comparison among infected,"50
vs
33",1,Upregulated,1,1.5625,64,0.7775611219439028,N.S.D.
Immune,Total Immune,Diet comparison among infected,"83
vs
33",2,N.S.,63,98.4375,64,0.7775611219439028,N.S.D.
Immune,Total Immune,Diet comparison among infected,"83
vs
33",2,Upregulated,1,1.5625,64,0.7775611219439028,N.S.D.
Immune,Total Immune,Diet comparison among infected,"83
vs
50",3,N.S.,64,100,64,0.7775611219439028,N.S.D.
Immune,Total Immune,Within-diet infection response,33,1,Downregulated,5,7.8125,64,0.014149292535373231,p = 0.014
Immune,Total Immune,Within-diet infection response,33,1,N.S.,24,37.5,64,0.014149292535373231,p = 0.014
Immune,Total Immune,Within-diet infection response,33,1,Upregulated,35,54.6875,64,0.014149292535373231,p = 0.014
Immune,Total Immune,Within-diet infection response,50,2,Downregulated,8,12.5,64,0.014149292535373231,p = 0.014
Immune,Total Immune,Within-diet infection response,50,2,N.S.,14,21.875,64,0.014149292535373231,p = 0.014
Immune,Total Immune,Within-diet infection response,50,2,Upregulated,42,65.625,64,0.014149292535373231,p = 0.014
Immune,Total Immune,Within-diet infection response,83,3,Downregulated,1,1.5625,64,0.014149292535373231,p = 0.014
Immune,Total Immune,Within-diet infection response,83,3,N.S.,30,46.875,64,0.014149292535373231,p = 0.014
Immune,Total Immune,Within-diet infection response,83,3,Upregulated,33,51.5625,64,0.014149292535373231,p = 0.014
Protein-Anabolism,Total Protein Anabolism,Diet comparison among infected,"50
vs
33",1,N.S.,29,82.85714285714286,35,0.1544422778861057,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Diet comparison among infected,"50
vs
33",1,Upregulated,6,17.142857142857142,35,0.1544422778861057,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Diet comparison among infected,"83
vs
33",2,N.S.,32,91.42857142857143,35,0.1544422778861057,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Diet comparison among infected,"83
vs
33",2,Upregulated,3,8.571428571428571,35,0.1544422778861057,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Diet comparison among infected,"83
vs
50",3,N.S.,34,97.14285714285714,35,0.1544422778861057,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Diet comparison among infected,"83
vs
50",3,Upregulated,1,2.857142857142857,35,0.1544422778861057,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,33,1,Downregulated,5,14.285714285714286,35,0.17489125543722814,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,33,1,N.S.,23,65.71428571428571,35,0.17489125543722814,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,33,1,Upregulated,7,20,35,0.17489125543722814,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,50,2,Downregulated,8,22.857142857142858,35,0.17489125543722814,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,50,2,N.S.,14,40,35,0.17489125543722814,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,50,2,Upregulated,13,37.142857142857146,35,0.17489125543722814,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,83,3,Downregulated,4,11.428571428571429,35,0.17489125543722814,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,83,3,N.S.,23,65.71428571428571,35,0.17489125543722814,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,83,3,Upregulated,8,22.857142857142858,35,0.17489125543722814,N.S.D.
