"label","PC1","PC2","Diet","Treatment"
"1002",-12.2041774075284,10.3072739488137,"83","Control"
"1005",-13.5082255883206,0.143841280261026,"83","Control"
"1011",-13.7993332423594,-5.32748170940479,"83","Control"
"1014",11.5917821387864,0.421116094890292,"83","Infected"
"1020",8.33097060188886,11.6570584382563,"83","Infected"
"1023",32.0853855239477,-7.85794384994126,"83","Infected"
"1024",8.10301689530977,8.55997953000704,"83","Infected"
"1029",30.1397646686112,-2.36983696040153,"83","Infected"
"1032",-18.2270514035901,-3.30932549276896,"83","Control"
"1035",-5.8781267067823,2.22105989431452,"83","Control"
"1038",-14.8485463811113,-4.91144122234531,"83","Control"
"1041",-18.5512929482307,-5.95363875412054,"83","Control"
"1050",6.76583384937882,-3.58066119756051,"83","Infected"
