"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","treatment_subset","contrast","significant","direction"
89.9922351337419,-0.106875255316997,0.129468689271997,-0.825491135485791,0.409092813312652,0.999425913817371,"LOC126318536","Control","33_vs_83",FALSE,"Higher in diet 83"
0.976727746372756,0.235781755014156,1.38112306831665,0.170717411375609,0.864445971513386,NA,"LOC126285412","Control","33_vs_83",FALSE,"Higher in diet 33"
12.3710547485248,0.148364567974741,0.449407682734689,0.330133581766846,0.741299029779885,0.999425913817371,"LOC126318656","Control","33_vs_83",FALSE,"Higher in diet 33"
1.17701357859644,-0.32597179418103,1.46607843060153,-0.22234267101746,0.824047136650907,NA,"LOC126318743","Control","33_vs_83",FALSE,"Higher in diet 83"
95.1374748897912,0.0928535996604556,0.186718030761546,0.497293160610916,0.61898233407993,0.999425913817371,"LOC126319294","Control","33_vs_83",FALSE,"Higher in diet 33"
28.7469029955432,0.192483171382285,0.564722839411728,0.340845381041778,0.733219984732538,0.999425913817371,"LOC126319460","Control","33_vs_83",FALSE,"Higher in diet 33"
23.2210009131018,-0.11839598924038,0.271020585821127,-0.436852384779808,0.662218405468882,0.999425913817371,"LOC126320026","Control","33_vs_83",FALSE,"Higher in diet 83"
28.0368328900771,0.36692201766,0.611299297120728,0.60023301088065,0.54835095643997,0.999425913817371,"LOC126320178","Control","33_vs_83",FALSE,"Higher in diet 33"
0.487672984196741,0.0925148116363486,2.68315038845511,0.0344799203333572,0.972494454079303,NA,"Trnaw-cca","Control","33_vs_83",FALSE,"Higher in diet 33"
20.4737713756551,0.624423525087877,0.494686965461848,1.26225991118425,0.206855276917056,0.999425913817371,"LOC126320326","Control","33_vs_83",FALSE,"Higher in diet 33"
0.38381329861554,-0.134670743151648,2.7452120137174,-0.04905659106791,0.96087419703816,NA,"LOC126284887","Control","33_vs_83",FALSE,"Higher in diet 83"
91.2271772670377,-0.163282578772733,0.383232464812638,-0.426066666488085,0.670059268588,0.999425913817371,"LOC126320407","Control","33_vs_83",FALSE,"Higher in diet 83"
27.7528506840544,0.312310255866647,0.243040127869533,1.28501518907322,0.198786976308481,0.999425913817371,"LOC126320662","Control","33_vs_83",FALSE,"Higher in diet 33"
140.233995741638,0.0609587369400165,0.195834830644903,0.311276276744405,0.755590600482329,0.999425913817371,"LOC126320757","Control","33_vs_83",FALSE,"Higher in diet 33"
316.009377436197,0.411616548243766,0.202658415727764,2.03108539443386,0.042246332803768,0.947238864903442,"LOC126320910","Control","33_vs_83",FALSE,"Higher in diet 33"
242.963225670944,-0.0285822265302946,0.186522399529717,-0.153237501781875,0.878210984751482,0.999425913817371,"LOC126322280","Control","33_vs_83",FALSE,"Higher in diet 83"
87.1070038843695,-0.192879255366952,0.233755780004549,-0.825131491350493,0.409296942750746,0.999425913817371,"LOC126322412","Control","33_vs_83",FALSE,"Higher in diet 83"
11.8088019350414,-0.0607394552926586,0.318825018020829,-0.19051031713167,0.848909259335115,0.999425913817371,"LOC126323097","Control","33_vs_83",FALSE,"Higher in diet 83"
28.881377717069,-0.0595598632244975,0.224667126673851,-0.26510270597336,0.790930342833302,0.999425913817371,"LOC126322565","Control","33_vs_83",FALSE,"Higher in diet 83"
