"gene_id","experiment_deg","n_experiment_contrasts","experiment_families","experiment_comparisons","experiment_directions","experiment_max_abs_log2FC","experiment_min_padj"
"LOC126283960",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.85058902030796,5.9604610427528e-07
"LOC126283961",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Downregulated",1.36793119500012,0.00224237786221346
"LOC126283962",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.88406390169388,3.06146541647024e-08
"LOC126283972",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",5.02048935826172,6.18585880002997e-05
"LOC126283976",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.60493764423701,1.9249689904835e-08
"LOC126283979",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.63881347464301,7.8035289882222e-07
"LOC126283982",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.16639437033775,0.00138182659375264
"LOC126283987",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",1.65212136711221,9.5654800006787e-07
"LOC126283989",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",3.55541426247804,2.4705425640542e-09
"LOC126284002",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",2.40556954694752,4.13830328637133e-10
"LOC126284004",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.25416828055493,0.00631253863255627
"LOC126284030",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.21230463733662,4.42458995845171e-08
"LOC126284033",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",4.44406586244142,1.06327580339912e-20
"LOC126284038",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.61364380980224,4.81059267105727e-11
"LOC126284041",TRUE,1,"Infection within diet","Diet 33: infected vs control","Upregulated",1.06233975385188,0.000735824789362553
"LOC126284043",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.92445479906357,2.75686960163208e-10
"LOC126284044",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",4.23875528916107,3.16430182861493e-05
"LOC126284055",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.52572849246457,0.0110457391143765
"LOC126284086",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Downregulated",3.37599099409187,0.00300062877388383
"LOC126284087",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.89698747570521,0.0138112745420944
"LOC126284088",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",2.32826650529311,1.50380420642814e-06
"LOC126284103",TRUE,1,"Infection within diet","Diet 83: infected vs control","Upregulated",1.03317637066833,0.00543646829849198
"LOC126284105",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",5.36840355887021,7.55444381794783e-08
"LOC126284106",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",3.62303730264689,4.72956590472524e-06
"LOC126284107",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Downregulated",3.1145785380784,0.000268663173445595
"LOC126284111",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",1.379947469145,1.84010449450943e-14
"LOC126284118",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.09004809780495,0.0156139175623095
"LOC126284170",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",2.21282313581241,0.0130327490730113
"LOC126284199",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.13137932910857,0.00157497021259433
"LOC126284221",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",1.20545548087215,0.000145506468175149
"LOC126284231",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",3.0991709329704,1.75756596803609e-13
"LOC126284232",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.18468438360513,0.0427414415131259
"LOC126284235",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.37572944096148,0.00320385531422436
"LOC126284250",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.66863562233511,0.000513772963820647
"LOC126284252",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.60934103560447,0.00503606943577677
"LOC126284272",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.38642171859397,0.0292369611526956
"LOC126284276",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",2.59146093017413,3.45583221383282e-07
"LOC126284277",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",2.58279180956613,0.0460389989374436
"LOC126284279",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.46549896682158,0.049778306338735
"LOC126284286",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",3.49461360535794,0.000286165202332592
"LOC126284296",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.30108967144465,0.00012417041441764
"LOC126284298",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.52809589127885,0.0236985646258517
"LOC126284300",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",1.61449110896629,0.00257297344801694
"LOC126284305",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",6.24163436901217,5.09000128344701e-14
"LOC126284315",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",2.60906405078917,0.000988017895718447
"LOC126284317",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.4437966398976,0.000237359884213382
"LOC126284322",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",3.39772732840279,0.0248004666044299
"LOC126284336",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",4.06542390440524,2.75565490632873e-06
"LOC126284338",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",6.96119807717937,7.64470175334248e-09
"LOC126284350",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",2.92358887617668,1.29045918708261e-07
"LOC126284367",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.04436732707249,0.000100590599603787
"LOC126284371",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.23780248980309,5.01409615565089e-09
"LOC126284373",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.29844511168601,2.74650209002223e-05
"LOC126284375",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",3.74662382099047,4.6063911034431e-07
"LOC126284379",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.15020367690802,0.00620762577832485
"LOC126284383",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.20942156731443,3.15973153554378e-06
"LOC126284387",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.69847061997484,0.0127597743827943
"LOC126284413",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.09298636995169,0.00503563555169991
"LOC126284417",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",3.55822687155798,0.0265160837608574
"LOC126284419",TRUE,1,"Infection within diet","Diet 83: infected vs control","Upregulated",1.1057791992206,0.00968729474194748
"LOC126284425",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.36937292792128,0.0089701672603574
"LOC126284426",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.9818043323459,0.0404719704105954
"LOC126284430",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.76031850212267,0.00574811722513964
"LOC126284446",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.1101452738637,0.0280247578936609
"LOC126284452",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.58482531319681,1.80518722948675e-06
"LOC126284457",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.58761453138114,0.0125237083089089
"LOC126284460",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",2.22076744065734,0.0130590892809024
"LOC126284462",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",1.79048335132821,0.000139582088819955
"LOC126284463",TRUE,4,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",4.54558337376677,4.86551472127238e-08
"LOC126284466",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",2.33178750645803,8.9353375782958e-06
"LOC126284491",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",3.38427732049221,2.52744679088421e-06
"LOC126284500",TRUE,1,"Infection within diet","Diet 33: infected vs control","Upregulated",1.14073279525222,0.0394370551001238
"LOC126284502",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.49516219567467,1.34160859582691e-07
"LOC126284507",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Upregulated",1.66680878501046,0.00142325971000202
"LOC126284530",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.5390645433536,0.000772370077258174
"LOC126284536",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",3.0080657367697,0.00809407810887069
"LOC126284543",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",1.84186539980343,0.0147778688189589
"LOC126284548",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",4.09750151270057,5.53614950650933e-30
"LOC126284552",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Downregulated",2.67945724532761,0.0105274051171604
"LOC126284556",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.34396972118561,0.0126587908706366
"LOC126284566",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",5.76164341818919,0.00415264853435983
"LOC126284570",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.00483464209392,1.29045105000576e-05
"LOC126284573",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",2.01307288638036,1.71548367088171e-06
"LOC126284577",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",4.32468356899537,2.24552416790857e-06
"LOC126284584",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.68732900495928,0.0401753012711496
"LOC126284609",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.36340747961057,0.0189905751172468
"LOC126284612",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",1.16778113876093,0.0417553045834358
"LOC126284624",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.53161768348342,0.00826583063468495
"LOC126284626",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",4.0118822475852,9.92859937631735e-05
"LOC126284629",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.77410454884736,1.59130158719155e-07
"LOC126284632",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",1.30003462255664,0.00411187553207005
"LOC126284639",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.17817732240066,2.36530662519271e-05
"LOC126284640",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.27350633328346,6.56033938420245e-18
"LOC126284648",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",1.69691659381415,0.00328442935851343
"LOC126284649",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",1.11310598855068,0.00119439713881386
"LOC126284651",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",4.74791188522129,7.9057457608082e-16
"LOC126284661",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.18514857524074,0.0157085645673093
"LOC126284662",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",4.39628182572025,0.00965945618169174
"LOC126284663",TRUE,2,"Diet contrasts: infected; Pooled infection across diets","All diets: infected vs control; Infected 33 vs 50","Downregulated",5.26274063312475,0.0104277888594924
"LOC126284670",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",1.41238569883991,0.0333459550505836
"LOC126284679",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.53055743173214,0.0128046608451662
"LOC126284686",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.53954227202282,4.17888662895541e-09
"LOC126284694",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Downregulated",3.22643060987257,0.000352812534280367
"LOC126284697",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.66965984055343,0.0275968909570745
"LOC126284709",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.23061237744732,0.0421665406095582
"LOC126284712",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.0427088402114,0.0155353028102418
"LOC126284736",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",2.54094675227643,0.00799008094473249
"LOC126284739",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.12487751292476,0.00154348722799252
"LOC126284742",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.39946689409573,0.0287878581910832
"LOC126284747",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",4.3927427520366,9.02016420782592e-06
"LOC126284748",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.39333917854266,0.00504021415206134
"LOC126284752",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",3.30665259681083,7.54274228126988e-10
"LOC126284753",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.09853747189628,0.00315521286539877
"LOC126284758",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.5667386347207,0.0354899353061919
"LOC126284765",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.81604993590009,0.00037539481881054
"LOC126284768",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",3.0239545405788,1.59998571037999e-07
"LOC126284771",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",1.64368417835979,5.44364662853056e-05
"LOC126284778",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.44526624347438,0.00267688013057586
"LOC126284786",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.80054525768987,0.000642032996109409
"LOC126284788",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.24025964612898,0.0192915060241685
"LOC126284795",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.98904314223167,0.00024017081804256
"LOC126284799",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",4.24057646234134,0.0117033614488116
"LOC126284801",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",4.44831217518047,4.53796039898059e-11
"LOC126284808",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",1.07536413260125,0.0162459585121495
"LOC126284811",TRUE,4,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 83: infected vs control; Infected 33 vs 50","Downregulated",2.37522103964308,1.09239986909984e-08
"LOC126284812",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",3.27456217571256,1.40613474638608e-11
"LOC126284817",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",4.91445086311056,8.57586052631974e-22
"LOC126284821",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.22762744757478,0.00404926956840206
"LOC126284829",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.39161908313553,0.00619710143238856
"LOC126284830",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.16789327201854,0.00591855759312735
"LOC126284832",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",4.66833915870145,0.000237263886182104
"LOC126284845",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",4.9811462571473,0.00255568004274631
"LOC126284857",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.77894470971327,2.78866921021497e-05
"LOC126284858",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",2.8644626851728,0.00375475233038452
"LOC126284862",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.7929406656889,0.00084838548289194
"LOC126284872",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",3.5906434351191,0.00227726028997345
"LOC126284880",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.45188014639384,5.34167909443354e-16
"LOC126284898",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.6465764880308,8.66692472512527e-06
"LOC126284902",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Upregulated",4.50074188915417,0.0043357526043769
"LOC126284908",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.99197010408661,8.36089721481053e-07
"LOC126284914",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",2.46272115161513,6.8650162034116e-07
"LOC126284936",TRUE,4,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",4.42005065854442,4.99077617121608e-09
"LOC126284941",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.25683044705549,6.11275136397219e-06
"LOC126284942",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.88265428114288,1.04233911233633e-16
"LOC126284948",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",4.0081912809033,0.00568934472392954
"LOC126284973",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.10650463213149,0.0101107240731197
"LOC126284988",TRUE,1,"Diet contrasts: controls","Control 83 vs 33","Downregulated",1.26499982468852,1.62979851289694e-08
"LOC126284995",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",2.03639822608497,0.00332892616011841
"LOC126285004",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",4.61775694144478,0.00934066372777492
"LOC126285008",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",3.36904265071074,0.00253054368694813
"LOC126285012",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",3.19504684914653,0.0249245185494272
"LOC126285026",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Upregulated",2.60616492310196,0.00010609329695855
"LOC126285032",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.76456115891377,1.48012583043259e-07
"LOC126285150",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.14087396939194,0.00224657988062468
"LOC126285182",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Downregulated",4.13351932753275,0.00201826972704443
"LOC126285233",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.02266031105194,1.43708619127224e-08
"LOC126285239",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",1.9637198250232,9.87992484310358e-08
"LOC126285253",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Downregulated",3.64230159293294,1.95634591701286e-05
"LOC126285254",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",2.44949926724911,2.39713337530704e-05
"LOC126285255",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",3.12129277569092,0.0498789980398585
"LOC126285283",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.14368476959557,8.49376147400974e-05
"LOC126285297",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",1.61036723500773,0.00394313576702041
"LOC126285307",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.1244314752242,0.00458439401025863
"LOC126285309",TRUE,2,"Diet contrasts: controls; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33","Downregulated",2.61936067437236,0.00140185356778015
"LOC126285310",TRUE,2,"Diet contrasts: infected; Pooled infection across diets","All diets: infected vs control; Infected 33 vs 50","Downregulated",5.34460905132776,0.00774957263635346
"LOC126285340",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",3.0016328289877,5.03498799800269e-13
"LOC126285349",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",1.29758493947065,0.0174551602073269
"LOC126285360",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.47704944701986,0.0173851394901229
"LOC126285375",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.08479362612382,0.00089662868794885
"LOC126285378",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control; Infected 83 vs 33","Downregulated",1.87048464093112,4.69574967727907e-05
"LOC126285391",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.05396305927416,0.000178747566722506
"LOC126285411",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.94694111849997,0.0488058195817192
"LOC126285413",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.19153955223985,7.82175941240699e-22
"LOC126285431",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.0075145682314,0.0373121968574138
"LOC126285437",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.01192470968184,0.0141021723284624
"LOC126285457",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.52170047946278,5.40894397218322e-27
"LOC126285462",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.79884949753276,1.48818760291954e-31
"LOC126285464",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.57486795062222,0.00392753231277322
"LOC126286498",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",3.4886134969365,0.0431644108542242
