"gene_id","n_tissue_contrasts","tissue_comparisons","tissue_directions","tissue_max_abs_log2FC","tissue_min_padj"
"LOC126334830",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.68307926656996,0.000921975819383897
"LOC126334840",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.98267894957605,1.22860110568642e-37
"LOC126334843",1,"Fat body vs Thorax","Higher in Fat body",1.24987771425311,2.49645568393011e-18
"LOC126334845",1,"Fat body vs Head","Higher in Head",1.34084811601131,0.0142094677462686
"LOC126334847",2,"Fat body vs Head; Head vs Thorax","Higher in Head",6.07575094342622,6.23265650687999e-20
"LOC126334849",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.49274272559805,3.40088563372266e-10
"LOC126334853",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",7.15723468270359,3.74126880726849e-09
"LOC126334854",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",1.01925238972449,4.18071297588451e-33
"LOC126334856",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.41415274835326,2.82654010238578e-13
"LOC126334857",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.72993614431558,4.37392764759455e-21
"LOC126334858",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.07370071694628,0.00300033246007201
"LOC126334861",1,"Fat body vs Head","Higher in Fat body",1.63801461186117,1.84706845826959e-12
"LOC126334871",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.27637225501506,7.00181936529401e-10
"LOC126334872",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.70695955496189,1.89606355201123e-08
"LOC126334873",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.65805381499886,3.8454109305783e-23
"LOC126334874",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.70803700583056,1.87053792799438e-41
"LOC126334875",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.93919134337855,1.58839975332126e-07
"LOC126334876",1,"Fat body vs Head","Higher in Fat body",3.77063658733809,0.0360315292135476
"LOC126334879",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.63460655015414,1.79432914683439e-15
"LOC126334880",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.35805266953652,3.65286519914748e-14
"LOC126334884",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.81744381943791,5.79386986052542e-07
"LOC126334885",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.29762658649358,9.84492311402647e-06
"LOC126334887",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",1.66157375868705,1.45588368009523e-05
"LOC126334891",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",2.50314449138118,2.21196795142522e-15
"LOC126334896",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.30946849310762,1.72577260525414e-53
"LOC126334899",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.9037041695029,5.16392670078595e-08
"LOC126334900",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.29934361742838,7.25531998327719e-22
"LOC126334905",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.84100901362907,5.904432519773e-10
"LOC126334908",1,"Fat body vs Head","Higher in Fat body",1.14859435544395,0.00125132920434966
"LOC126334910",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.76081348329121,6.96142512854165e-16
"LOC126334915",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.21103324343969,1.07308986731258e-12
"LOC126334920",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.28872813164439,0.00134845753304455
"LOC126334921",2,"Fat body vs Head; Head vs Thorax","Higher in Head",3.49179513997416,0.000269518450910223
"LOC126334922",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.56075929418713,1.01906912632739e-18
"LOC126334923",1,"Fat body vs Head","Higher in Head",2.55376473434688,0.0442509226677563
"LOC126334926",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.64160127156286,5.55864034982425e-11
"LOC126334927",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.92117840400726,1.68076628862253e-90
"LOC126334928",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.42471130792157,1.68899973177569e-05
"LOC126334929",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.92298582481472,5.58607509293235e-14
"LOC126334930",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.50804007502444,1.92465775022683e-16
"LOC126334931",1,"Fat body vs Head","Higher in Fat body",1.24377135630758,6.49596612349171e-07
"LOC126334935",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.26395519989203,8.76828009639175e-09
"LOC126334936",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.45880584980076,0.000164823152694295
"LOC126334938",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.34549018162725,1.35717742844694e-10
"LOC126334941",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.14644069831511,7.16864211481644e-09
"LOC126334943",1,"Fat body vs Thorax","Higher in Thorax",1.09751926481019,3.15680848001494e-07
"LOC126334944",1,"Head vs Thorax","Higher in Thorax",1.0227209433761,0.00214828481574979
"LOC126334946",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.15706491315946,2.38524431501543e-43
"LOC126334947",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.57962403253093,1.84965681659714e-42
"LOC126334954",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.17011028196454,3.82282192527481e-51
"LOC126334955",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.49363583885218,0.000238244315606856
"LOC126334957",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.12030830640735,9.55096545841358e-41
"LOC126334960",2,"Fat body vs Head; Head vs Thorax","Higher in Head",10.2324422602419,1.60575597481035e-16
"LOC126334962",1,"Fat body vs Head","Higher in Head",1.06558802538357,0.000805512897467075
"LOC126334968",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.34188103940711,6.0007200609913e-22
"LOC126334971",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.78623700110595,4.75337812377212e-37
"LOC126334972",1,"Head vs Thorax","Higher in Thorax",1.05867105487139,0.00669451295275704
"LOC126334976",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.87293593098085,4.19923246317391e-16
"LOC126334979",1,"Fat body vs Thorax","Higher in Thorax",1.82275420079056,0.0147441013086393
"LOC126334981",1,"Fat body vs Head","Higher in Head",1.48958009082803,0.00205397946468231
"LOC126334982",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.32522984056566,8.0513206351508e-08
"LOC126334984",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.98924115737762,3.93749100369993e-08
"LOC126334985",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.91658433330582,3.56557860448937e-15
"LOC126334987",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",5.24751976075941,4.39449121430991e-20
"LOC126334988",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.32379271003487,7.23878067782605e-15
"LOC126334990",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.63929895540927,1.33037960595379e-09
"LOC126334991",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.59170364384477,1.02720438290123e-12
"LOC126334992",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",2.14308086216746,1.0601103262896e-18
"LOC126334994",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.12790544133364,5.19834090320056e-28
"LOC126334996",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.39317098102158,6.68698880781989e-11
"LOC126334997",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.06182857337765,5.48473930301102e-08
"LOC126334999",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",4.46376140707252,8.45184764232648e-13
"LOC126335000",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.69971642776372,3.43601763067208e-84
"LOC126335002",1,"Fat body vs Head","Higher in Fat body",1.00473329253933,2.39462130156426e-16
"LOC126335004",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.10440938721962,3.0042043346672e-16
"LOC126335006",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",7.29315892646772,6.02591618468467e-05
"LOC126335009",1,"Fat body vs Thorax","Higher in Fat body",1.25576793990609,1.20846145452274e-08
"LOC126335012",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.96750095718709,0.00341012187467337
"LOC126335013",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.37301360635256,0.0010316699045418
"LOC126335014",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.47686890954986,2.74664555176515e-09
"LOC126335016",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",1.76767089863341,2.67882296930949e-05
"LOC126335018",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.14425968026205,8.58439089588563e-13
"LOC126335019",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",5.48321244942096,1.2770075769955e-236
"LOC126335021",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.39615049560938,2.79187669555799e-61
"LOC126335032",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.63707001119676,5.31097119567411e-09
"LOC126335033",1,"Head vs Thorax","Higher in Thorax",1.05385369405526,5.66375333160721e-09
"LOC126335041",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.43614673486788,1.96207018187279e-09
"LOC126335043",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.40192806048772,4.15209624162553e-08
"LOC126335044",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.07514661062298,6.69418376218099e-45
"LOC126335045",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.6372856058223,5.73785651149502e-06
"LOC126335046",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.81554644815093,1.67019736451414e-17
"LOC126335049",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.63555803583295,1.47395553775697e-05
"LOC126335055",1,"Head vs Thorax","Higher in Head",4.75085872709443,9.25868996116602e-06
"LOC126335057",1,"Fat body vs Head","Higher in Head",1.14027573062242,0.00954396401321196
"LOC126335068",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",7.08175369894998,1.36010776007845e-28
"LOC126335075",1,"Fat body vs Head","Higher in Fat body",1.10565042196247,1.90158991723985e-09
"LOC126335077",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",6.20696780213474,2.94390199186552e-06
"LOC126335083",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.14468616035142,1.84243989847001e-06
"LOC126335089",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.66790122985376,1.9837333791063e-09
"LOC126335091",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.10482501251239,0.0330865502534532
"LOC126335094",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.6848048638535,1.59002548599172e-87
"LOC126335095",1,"Fat body vs Head","Higher in Head",1.04968343634205,0.00546919905664392
"LOC126335103",1,"Fat body vs Head","Higher in Head",1.10029614467889,2.95997677587181e-09
"LOC126335110",1,"Fat body vs Head","Higher in Head",1.51552443295243,0.0456347775320536
"LOC126335113",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.74768520097298,7.56892577291065e-07
"LOC126335114",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.82260092414079,1.62017322317192e-06
"LOC126335117",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.39770729682887,5.96100727890775e-07
"LOC126335120",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.37578267512145,3.04345435180886e-07
"LOC126335126",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.5364685133123,0.00831258676452783
"LOC126335136",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.1432705703317,1.0575802632009e-05
"LOC126335140",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.28684231296306,1.99377502164265e-07
"LOC126335141",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.83109141652699,1.27435442210336e-17
"LOC126335145",1,"Fat body vs Head","Higher in Head",1.18342528746907,0.00302190176694784
"LOC126335147",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",5.6614768334344,1.8235640026035e-05
"LOC126335148",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.55256516296119,0.000276880090628917
"LOC126335149",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.59766251689202,1.01253800492424e-23
"LOC126335153",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.51450941343647,0.000326147781248594
"LOC126335154",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.67934139279232,1.36699641919019e-06
"LOC126335155",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",3.37208138068186,7.11436824626396e-14
"LOC126335164",1,"Head vs Thorax","Higher in Head",1.55475247884637,0.000282432597723485
"LOC126335165",1,"Fat body vs Head","Higher in Head",1.74662400399992,0.0391053349378741
"LOC126335167",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.32630418500482,2.58337254919628e-23
"LOC126335173",1,"Fat body vs Head","Higher in Fat body",1.70596145412286,1.72556293492865e-09
"LOC126335177",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.10009988501314,2.06964368679304e-11
"LOC126335178",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.11348299321169,0.000768350929087898
"LOC126335181",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.2120742755342,2.81401082918944e-35
"LOC126335184",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.12813003258323,1.57167464274437e-12
"LOC126335186",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",6.39224407683914,2.73792648539395e-10
"LOC126335188",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.15084754472278,0.023660040125077
"LOC126335190",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.23653498066522,1.42748836424369e-12
"LOC126335191",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.2069254209204,2.5129748118171e-05
"LOC126335195",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.14245742594081,3.2707397498923e-111
"LOC126335196",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.61313957501709,2.29328463681049e-26
"LOC126335198",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.79169192022614,3.61247043002536e-25
"LOC126335199",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.46374721408963,2.03655756903341e-16
"LOC126335200",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.34446962692191,7.81737403886909e-21
"LOC126335202",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",6.94504301109222,4.66043767902923e-32
"LOC126335203",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.97968504735539,1.29106947554629e-18
"LOC126335205",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.43626185522618,1.14284364780496e-33
"LOC126335207",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.40118529875508,2.02264461652689e-19
"LOC126335208",2,"Fat body vs Head; Head vs Thorax","Higher in Head",10.1877795252492,3.63016367979518e-95
"LOC126335209",1,"Head vs Thorax","Higher in Head",1.17130009785221,0.00570038860826183
"LOC126335215",1,"Head vs Thorax","Higher in Head",3.91791922807737,5.95970636810374e-05
"LOC126335216",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.59453245527068,1.02122191546179e-20
"LOC126335217",1,"Fat body vs Thorax","Higher in Fat body",1.1563945425716,1.55831317003581e-22
"LOC126335219",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.32341309729878,3.42973569487422e-54
"LOC126335222",1,"Fat body vs Head","Higher in Head",1.11851942957317,0.00025291039997226
"LOC126335225",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.38131916673577,5.08613701041326e-24
"LOC126335227",1,"Fat body vs Thorax","Higher in Thorax",1.24328327500338,0.00098314389178867
"LOC126335228",1,"Fat body vs Thorax","Higher in Thorax",1.36424059566014,0.0145779959530631
"LOC126335229",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.74165286604336,7.79075430800521e-13
"LOC126335231",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.22267842726066,2.16163274600999e-10
"LOC126335233",1,"Fat body vs Head","Higher in Head",1.22236959189567,0.00999817901720311
"LOC126335234",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.18566407802652,8.53042477828711e-17
"LOC126335237",1,"Head vs Thorax","Higher in Head",1.89274103339668,1.06741838085894e-08
"LOC126335241",1,"Head vs Thorax","Higher in Head",1.25911263669894,0.016573506788772
"LOC126335243",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.35749918033446,1.31699869850852e-46
"LOC126335244",1,"Fat body vs Head","Higher in Head",1.04196922011587,5.75331993540446e-09
"LOC126335249",1,"Fat body vs Head","Higher in Fat body",1.28346425533493,0.00042478429629985
"LOC126335256",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.53276606228556,4.12282728919254e-31
"LOC126335257",1,"Fat body vs Thorax","Higher in Thorax",1.09427199738013,0.0442104205708473
"LOC126335260",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",7.65169437750552,8.15234129686554e-05
"LOC126335265",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.8458411373824,0.000916385747656352
"LOC126335266",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.3604512967992,4.24229276468348e-20
"LOC126335267",1,"Head vs Thorax","Higher in Thorax",1.45766249614418,0.00823024645730662
"LOC126335271",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.18231780066979,1.2002390445223e-12
"LOC126335274",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.44000261263647,4.52790128974086e-14
"LOC126335282",1,"Fat body vs Thorax","Higher in Fat body",1.26874551299488,0.0129044186700759
"LOC126335283",1,"Fat body vs Thorax","Higher in Thorax",2.25350050924113,0.00644823453793632
"LOC126335286",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.66315130341801,1.78403845506985e-10
"LOC126335288",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.90514011822414,2.53213169490336e-11
"LOC126335292",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.97623123951509,1.82081516895836e-06
"LOC126335297",1,"Fat body vs Thorax","Higher in Thorax",1.00991320040248,2.14781354971519e-09
"LOC126335304",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",5.20872587470714,9.90131982016488e-08
"LOC126335305",1,"Fat body vs Head","Higher in Fat body",1.12834346947926,2.62410318027572e-12
"LOC126335309",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.78127033726312,4.20147080666382e-18
"LOC126335313",1,"Fat body vs Head","Higher in Fat body",1.06477003491573,9.90871876074726e-05
"LOC126335314",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.27420386018653,0.000280125913738414
"LOC126335320",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.96390694334789,2.08344795067176e-46
"LOC126335321",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",6.46906983079703,8.08161685278205e-176
"LOC126335323",1,"Fat body vs Head","Higher in Fat body",1.00470371078249,0.0483409632620225
"LOC126335324",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.5638692188336,1.69538790662558e-10
"LOC126335329",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",6.66401057283072,5.73111304742332e-13
"LOC126335335",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.24847998750763,4.96848475193122e-06
"LOC126335339",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.9937002342759,2.11639012800286e-16
"LOC126335342",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.3516052805517,1.32676655779503e-11
"LOC126335344",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.42201390179047,3.00897262592239e-11
"LOC126335345",1,"Fat body vs Thorax","Higher in Thorax",1.18938623067235,5.3582491336955e-05
"LOC126335349",1,"Head vs Thorax","Higher in Head",1.36892546177422,0.000612587000222309
"LOC126335350",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.54691298245512,3.02027787186121e-16
"LOC126335352",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.61262067661742,7.87602124500456e-18
"LOC126335354",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.34229018477561,1.39741068927349e-08
"LOC126335355",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.50974089166142,2.4733759445264e-20
"LOC126335362",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.18137472701325,6.30560961338145e-50
"LOC126335365",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.63292406153071,0.0018115357197914
"LOC126335367",1,"Fat body vs Thorax","Higher in Fat body",1.05605120644628,2.66759130263047e-05
"LOC126335373",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.16499184807005,1.53173457691896e-150
"LOC126335378",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.76906184836358,1.81117256046893e-09
"LOC126335379",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.79041424048983,2.25507367889494e-17
"LOC126335380",1,"Fat body vs Head","Higher in Head",1.36396946342214,2.60674095114678e-05
"LOC126335381",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.42336579152737,1.84555643743051e-11
"LOC126335384",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.86519531450622,2.18291306250861e-19
"LOC126335392",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.58920553517751,6.85289658864425e-27
"LOC126335394",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.33982400030775,6.71443891159375e-29
"LOC126335402",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.11462307275093,0.000163181504091751
"LOC126335403",1,"Fat body vs Head","Higher in Fat body",1.02934779614474,2.50140784517268e-08
"LOC126335405",1,"Fat body vs Thorax","Higher in Thorax",1.17128929805533,2.88548400199826e-05
"LOC126335406",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.8599509831569,2.13751642074033e-30
"LOC126335407",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.98070859151005,8.51943130849193e-21
"LOC126335419",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.51367837521845,3.78316391578842e-21
"LOC126335424",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.62754237168637,4.12233732499193e-12
"LOC126335428",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.36407254510445,4.01437545515021e-65
"LOC126335429",1,"Fat body vs Thorax","Higher in Fat body",1.04596722459244,1.4841602845383e-08
"LOC126335430",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.1102800477748,1.61080502758484e-41
"LOC126335431",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.17903227230604,4.32326064915077e-33
"LOC126335434",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.76558533312604,1.38198984735317e-19
"LOC126335436",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.54958067774489,4.69955749871983e-07
"LOC126335438",2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",1.70304149704209,6.72243481485634e-27
"LOC126335443",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.34867188907265,0.0120045991876243
"LOC126335446",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.2031223460815,2.23843823159345e-43
"LOC126335447",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.05442592398301,1.79673856120943e-39
"LOC126335449",1,"Fat body vs Thorax","Higher in Fat body",1.13009675007277,0.0221387607246361
"LOC126335450",1,"Head vs Thorax","Higher in Head",2.94131995643008,1.22765445405544e-05
"LOC126335453",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.60932642055684,1.71205302121254e-08
"LOC126335454",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.43708920207057,2.21902560892747e-09
"LOC126335460",1,"Fat body vs Thorax","Higher in Thorax",1.19776514032966,4.4804631039635e-15
"LOC126335463",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.28617808947782,7.63619156806487e-15
"LOC126335465",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.62010794293377,6.0998335214835e-30
"LOC126335466",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.84178976507532,4.15946048710925e-21
"LOC126335467",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",7.04026924220622,2.28063497183048e-49
"LOC126335468",1,"Head vs Thorax","Higher in Thorax",1.09343044372901,1.50412537750732e-05
"LOC126335469",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.85695496893884,1.12836751934134e-25
"LOC126335470",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.44675693289327,3.093117442462e-25
"LOC126335471",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.73632774738654,7.86815866279772e-12
"LOC126335472",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.79484899427576,2.8874018830519e-15
"LOC126335483",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",1.97027954256154,0.00339058548173551
