"gene_id","n_tissue_contrasts","tissue_comparisons","tissue_directions","tissue_max_abs_log2FC","tissue_min_padj"
"LOC126284584",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.07435641027107,1.54454477189746e-158
"LOC126284587",1,"Head vs Thorax","Higher in Head",1.77858301697788,1.03349101651037e-11
"LOC126284589",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.5600121982765,4.62910226929022e-20
"LOC126284596",2,"Fat body vs Head; Head vs Thorax","Higher in Head",4.55487432237237,7.37302667396887e-12
"LOC126284597",2,"Fat body vs Head; Head vs Thorax","Higher in Head",4.45710060042518,0.000246712493139955
"LOC126284598",2,"Fat body vs Head; Head vs Thorax","Higher in Head",6.32968713877762,5.9265173746209e-13
"LOC126284604",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.8096426534066,5.89198000529605e-05
"LOC126284605",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",6.63822444498799,4.57193760411611e-22
"LOC126284609",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.70463864103068,6.54914802768808e-25
"LOC126284612",1,"Fat body vs Thorax","Higher in Fat body",1.00996443306635,0.00473596560106227
"LOC126284614",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.49076896899165,0.00953379912965904
"LOC126284616",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.22841868767737,5.42110408847291e-15
"LOC126284620",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.84880238188201,5.53265661564118e-13
"LOC126284621",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.61888235885249,0.00152632927308117
"LOC126284622",1,"Head vs Thorax","Higher in Head",2.13201190052632,0.021561482405817
"LOC126284624",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.80058207951673,4.4999857994987e-32
"LOC126284625",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",7.44870798005303,6.17553314504722e-07
"LOC126284626",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",11.8785296040578,4.30309970343712e-23
"LOC126284627",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.25275526468615,2.8347743040747e-24
"LOC126284629",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",7.38895303040664,1.1839749639114e-27
"LOC126284630",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.92403695870627,2.00485087288144e-108
"LOC126284633",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.21499838468545,0.00463684748695675
"LOC126284634",1,"Head vs Thorax","Higher in Head",3.8655650368329,3.0803923943846e-05
"LOC126284635",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.69135382839601,7.53947317409069e-13
"LOC126284636",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.24767338390113,9.02657202348247e-22
"LOC126284637",1,"Head vs Thorax","Higher in Head",1.95988883384421,0.0178165433969418
"LOC126284640",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.55201937571307,2.04434251674231e-06
"LOC126284641",1,"Fat body vs Thorax","Higher in Thorax",1.51916634159205,0.0027315737352569
"LOC126284648",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.0835450316316,2.87104183473126e-05
"LOC126284649",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",6.48366243464308,1.07573845770581e-94
"LOC126284651",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.89778032237405,0.000149387261091712
"LOC126284655",2,"Fat body vs Head; Head vs Thorax","Higher in Head",3.86418456413984,5.72919483770405e-34
"LOC126284656",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",6.47138581992948,6.7279213880726e-05
"LOC126284657",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.30719742654208,1.41543402478146e-05
"LOC126284661",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",11.9788879298604,4.51550467057031e-60
"LOC126284662",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.10334226867726,1.37310838368533e-07
"LOC126284663",1,"Head vs Thorax","Higher in Thorax",2.46698700407561,0.0109412127753753
"LOC126284667",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.2521101573366,4.213481848583e-06
"LOC126284670",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.27736800186268,2.63871043482255e-29
"LOC126284671",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",5.35359969322887,2.02223962850486e-08
"LOC126284676",1,"Fat body vs Thorax","Higher in Thorax",1.1080146677161,0.00257270029415736
"LOC126284678",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.25040941577749,3.95803799304599e-10
"LOC126284679",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.8988765126679,0.000339621272650765
"LOC126284681",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.76175446675651,4.91191973655868e-20
"LOC126284684",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",5.23474368942512,2.00039296978833e-14
"LOC126284686",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.05896437289184,6.50621102409205e-16
"LOC126284687",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.67795726178045,3.2818969076895e-05
"LOC126284691",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.33189153856826,1.11051245971557e-16
"LOC126284694",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",7.2513532530315,3.21544185053329e-07
"LOC126284695",2,"Fat body vs Head; Head vs Thorax","Higher in Head",5.00414227565775,0.0076861257434554
"LOC126284697",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.00051568447163,1.36799729813861e-12
"LOC126284704",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",4.76629991034988,5.91414755723323e-11
"LOC126284705",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.29828367407869,2.12748534378435e-06
"LOC126284706",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.46106600130335,2.24553004797938e-25
"LOC126284707",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.92398009197901,4.92547008027468e-13
"LOC126284711",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",7.44060178829548,3.94097603832866e-09
"LOC126284712",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.63318933451881,1.98173558430992e-19
"LOC126284714",1,"Fat body vs Head","Higher in Head",1.165841781038,0.0464089980554629
"LOC126284716",1,"Head vs Thorax","Higher in Head",1.09126632775969,9.11853123256969e-12
"LOC126284718",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.93235096424487,1.52862223453761e-11
"LOC126284719",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.74183364456307,1.55795494339182e-20
"LOC126284723",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.09656053294513,0.000173242985793822
"LOC126284725",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.25861591143204,1.62135900115579e-05
"LOC126284727",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.020403720773,5.07768056094152e-14
"LOC126284728",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",10.1678459954,7.01713215672559e-09
"LOC126284729",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.46864382031815,0.00203616137251049
"LOC126284731",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.94363007122944,2.14849124084603e-43
"LOC126284736",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.4652019235624,5.26847958881088e-30
"LOC126284741",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.4401598799277,2.97840714647691e-30
"LOC126284742",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.69535115994,3.4599511324296e-08
"LOC126284748",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.73478267987503,2.32035485948469e-26
"LOC126284751",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.39741237551341,2.87877862098585e-14
"LOC126284752",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",8.06656236609389,9.83217336656091e-22
"LOC126284753",1,"Fat body vs Thorax","Higher in Fat body",1.48355081066072,1.93850267344599e-13
"LOC126284756",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",5.07292250468525,6.71960150281707e-30
"LOC126284758",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",5.35493827937989,1.40702504718937e-15
"LOC126284764",1,"Fat body vs Thorax","Higher in Fat body",2.16205549118103,0.00282932294840933
"LOC126284765",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.16953128734507,3.86037514941451e-34
"LOC126284766",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.30011994468003,1.34074922297318e-21
"LOC126284767",1,"Fat body vs Thorax","Higher in Fat body",1.09937736658782,3.45458048762151e-06
"LOC126284771",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.98363194654289,5.47126150930927e-10
"LOC126284777",1,"Fat body vs Thorax","Higher in Fat body",1.19590433540828,4.40852592556557e-06
"LOC126284778",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.51441446201641,3.84580823948677e-15
"LOC126284781",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.80439031352807,1.78436223582253e-35
"LOC126284782",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.60609230299527,0.000147421600623609
"LOC126284783",1,"Fat body vs Head","Higher in Head",1.07222258092017,0.000830437348251247
"LOC126284785",2,"Fat body vs Head; Head vs Thorax","Higher in Head",10.924797898787,2.03725724358638e-19
"LOC126284786",1,"Head vs Thorax","Higher in Head",1.02098709247022,0.00130444754218553
"LOC126284788",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.13691289252814,4.30632225226347e-115
"LOC126284790",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.71136653256274,0.000261744217621233
"LOC126284792",1,"Fat body vs Head","Higher in Head",1.34858832878865,0.0493619380444025
"LOC126284795",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",12.7395663233596,3.41736969866851e-66
"LOC126284799",2,"Fat body vs Head; Head vs Thorax","Higher in Head",4.29286088245865,8.32979951918966e-06
"LOC126284800",1,"Fat body vs Head","Higher in Head",1.7025728530159,0.0405839931536464
"LOC126284802",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.98484469544862,0.00624869853553405
"LOC126284805",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",5.27754327334632,1.5618271602173e-14
"LOC126284808",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.41165333671571,1.5836928796481e-11
"LOC126284811",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",4.50425536191961,6.08632986932387e-17
"LOC126284812",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.27343867322702,0.00572681885084824
"LOC126284817",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.39445082506435,0.00412210798938802
"LOC126284818",1,"Fat body vs Head","Higher in Fat body",1.1601257460177,0.000569974161025013
"LOC126284820",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.01636299484027,1.80477899604677e-20
"LOC126284822",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.77369391728885,1.58917146329658e-05
"LOC126284825",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.98069847974744,5.04078176302841e-73
"LOC126284827",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.59805096171157,6.77738713179847e-10
"LOC126284828",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.29224989603024,0.00828890341063349
"LOC126284829",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",12.9368869327631,1.10816645133778e-63
"LOC126284830",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",11.7080217712756,3.83751152777978e-62
"LOC126284833",1,"Fat body vs Head","Higher in Head",1.11850700966239,0.01151915582829
"LOC126284834",2,"Fat body vs Head; Head vs Thorax","Higher in Head",6.05144803775373,5.1806239869865e-05
"LOC126284841",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.33630391475147,9.57066507240831e-08
"LOC126284842",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",5.56016104625005,1.71852428488716e-22
"LOC126284844",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.56451219636867,0.0134121552210253
"LOC126284845",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",6.78568729289437,1.37917210184563e-07
"LOC126284848",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.92848501815805,0.00765169026259718
"LOC126284854",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.00152230858643,6.78692346715235e-08
"LOC126284856",1,"Head vs Thorax","Higher in Head",1.31673205201971,6.02967661418009e-09
"LOC126284857",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.45647742185544,7.06855991558049e-14
"LOC126284858",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.56736766562534,0.000313122350542105
"LOC126284860",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.72089087775561,4.67171170271674e-16
"LOC126284862",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.34454695886524,1.55620083898843e-08
"LOC126284869",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.18401969466426,2.76015649370062e-62
"LOC126284870",1,"Fat body vs Head","Higher in Fat body",1.17052150562823,3.44741369163746e-05
"LOC126284872",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.74237156347488,1.76204812392894e-21
"LOC126284874",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.26218650446588,1.15616263343391e-06
"LOC126284877",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",6.19818310573757,1.10213394494082e-07
"LOC126284880",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.82706525886188,1.33109204834109e-08
"LOC126284885",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",10.9548988472456,5.19292374550837e-28
"LOC126284886",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.11909849301171,3.72429101121608e-16
"LOC126284887",2,"Fat body vs Head; Head vs Thorax","Higher in Head",3.61612017786426,0.0165782882704147
"LOC126284890",2,"Fat body vs Head; Head vs Thorax","Higher in Head",6.7219603570854,9.64463672156624e-22
"LOC126284894",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.06061319882625,0.000245056235986688
"LOC126284896",2,"Fat body vs Head; Head vs Thorax","Higher in Head",7.04606251137026,1.06382450990627e-21
"LOC126284898",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.05989154605255,1.03589571971244e-05
"LOC126284900",1,"Fat body vs Head","Higher in Head",1.6673305999924,0.0385407269418044
"LOC126284901",2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",3.18360725373384,0.00187344152570137
"LOC126284902",1,"Fat body vs Thorax","Higher in Fat body",3.69541467721738,0.014058975280024
"LOC126284905",1,"Head vs Thorax","Higher in Thorax",1.03412496118295,0.0326630928271576
"LOC126284910",1,"Fat body vs Head","Higher in Head",1.99825436229678,0.000419296142482673
"LOC126284912",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.17306549957164,8.54344188489245e-31
"LOC126284913",1,"Head vs Thorax","Higher in Head",3.90822520538931,0.000330811471173124
"LOC126284914",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",13.5282703946356,6.36963230482862e-78
"LOC126284919",2,"Fat body vs Head; Head vs Thorax","Higher in Head",6.31809719243208,7.45258687517653e-07
"LOC126284920",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.90114333943802,9.85790026188597e-09
"LOC126284921",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.0083343696283,3.37999555411642e-05
"LOC126284923",1,"Head vs Thorax","Higher in Head",1.29740645938857,0.040642938322799
"LOC126284930",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.80347945010545,9.90131982016488e-08
"LOC126284935",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.4285780104974,1.65158282121787e-74
"LOC126284936",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",3.91144251618115,1.62341049739304e-26
"LOC126284938",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.7953392470339,1.46983891843618e-128
"LOC126284948",2,"Fat body vs Head; Head vs Thorax","Higher in Head",3.77235076229782,0.00679703006688971
"LOC126284950",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",3.56929509321325,0.00181483085750566
"LOC126284952",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.27550444848141,2.35460398256323e-13
"LOC126284963",1,"Fat body vs Head","Higher in Fat body",1.55002668310695,0.00589262351720524
"LOC126284968",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",3.32826852812325,0.000431701990969309
"LOC126284970",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.6385308322797,0.000397426997726829
"LOC126284971",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.56821353454805,0.00450863275054086
"LOC126284972",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.44804732076492,5.22626994250609e-16
"LOC126284975",1,"Fat body vs Head","Higher in Head",4.17438490929793,0.0261236548565401
"LOC126284977",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.76722853197139,2.04708851762361e-05
"LOC126284978",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.75175342001424,4.88574484623911e-06
"LOC126284981",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",6.14776809755349,2.31730100423107e-12
"LOC126284982",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.36138665277628,1.19068986410375e-17
"LOC126284988",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.78305042513727,2.00878153475919e-21
"LOC126284990",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.27541895356081,9.0772310320488e-06
"LOC126284995",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",3.80949589003796,3.34208207995429e-05
"LOC126284998",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.0427117226264,1.32461048146734e-07
"LOC126285001",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.3695865806409,0.00213808330080659
"LOC126285003",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.56157340785593,6.49210402403124e-17
"LOC126285011",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.28914688541532,1.06786369172821e-08
"LOC126285012",1,"Fat body vs Thorax","Higher in Fat body",1.01412750306019,0.00987866263811452
"LOC126285015",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.1951707440445,8.74598846152708e-30
"LOC126285016",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.88315816687091,3.9795154736315e-29
"LOC126285021",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.54723140144009,1.89651537851125e-12
"LOC126285022",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.23362294827211,6.64762933428215e-14
"LOC126285024",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.20490346502966,8.92326892774778e-69
"LOC126285025",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.42717683306419,6.48221273336576e-28
"LOC126285027",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.495261395016,4.18361870257471e-12
"LOC126285028",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.97447123324676,1.23889453437414e-22
"LOC126285031",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.7207974058883,0.0311794991950303
"LOC126285032",1,"Fat body vs Head","Higher in Head",1.82602822019262,0.000171070871942764
"LOC126285033",1,"Fat body vs Head","Higher in Head",1.08794884894968,4.80346163397418e-09
"LOC126285034",1,"Head vs Thorax","Higher in Head",1.55738308490551,0.0142937180735616
"LOC126285035",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.45702057432309,4.78749455659071e-18
"LOC126285045",1,"Head vs Thorax","Higher in Head",1.32980398830995,0.0214165095240738
"LOC126285050",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.3763487411183,0.00175749786353793
"LOC126285060",1,"Fat body vs Head","Higher in Fat body",1.37752513583208,0.0240141828405082
"LOC126285069",2,"Fat body vs Head; Head vs Thorax","Higher in Head",3.45734053844124,2.30001277799159e-06
"LOC126285079",1,"Fat body vs Head","Higher in Head",4.1912868356498,0.0250864568223177
"LOC126285083",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.77191095245576,0.000290182946112065
"LOC126285089",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.10738597762445,1.65620186389475e-06
"LOC126285100",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.15023784136277,1.96363245087245e-18
"LOC126285102",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.07675836537243,2.69698159027776e-07
"LOC126285109",2,"Fat body vs Head; Head vs Thorax","Higher in Head",3.43466377804018,3.04288853887763e-09
"LOC126285111",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.98194095481593,2.86162501371884e-26
"LOC126285116",1,"Fat body vs Head","Higher in Head",1.47763618228498,7.33093455813803e-07
"LOC126285120",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.66546559335326,0.0155827298453558
"LOC126285144",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.10388871626213,3.55674210112602e-10
"LOC126285145",2,"Fat body vs Head; Head vs Thorax","Higher in Head",4.00722313051192,5.73081708219206e-05
"LOC126285146",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.77980806508842,2.07484002062925e-11
"LOC126285149",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.29138654905513,1.74970287735412e-44
"LOC126285150",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",1.22028778535646,2.11898884238781e-09
"LOC126285151",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.37626935281,1.02176407087733e-21
"LOC126285153",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.71625896872835,1.62984373801967e-23
"LOC126285154",2,"Fat body vs Head; Head vs Thorax","Higher in Head",3.07794973969038,2.02846523390461e-07
"LOC126285155",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.00582411351495,6.29126512040116e-11
"LOC126285156",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.77087166986443,3.86614665369102e-09
"LOC126285157",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.65908524396175,1.73187902951786e-05
"LOC126285161",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",9.69899670267134,4.24054856188952e-10
"LOC126285180",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",4.36507222553673,0.000197576275046382
"LOC126285182",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.7765283920554,7.89600639315161e-05
"LOC126285189",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.93563650010535,2.82808207756049e-07
"LOC126285194",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.11968022531046,4.22154090775073e-08
"LOC126285202",2,"Fat body vs Head; Head vs Thorax","Higher in Head",4.07845010629686,1.56428339322308e-13
"LOC126285206",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.88317730622861,0.0327681583361894
"LOC126285213",1,"Head vs Thorax","Higher in Head",1.68415027051003,0.0422532028164467
"LOC126285214",1,"Fat body vs Head","Higher in Head",1.74199400411716,0.00955140667335939
"LOC126285222",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.28460232848963,4.2147154224959e-11
"LOC126285225",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",1.80238049310366,2.11646256013433e-93
"LOC126285229",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.35440096570098,6.06494568464075e-08
"LOC126285230",1,"Fat body vs Head","Higher in Fat body",1.58535537085674,0.0375092192737968
"LOC126285232",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",4.34653871455527,1.86959196988416e-10
"LOC126285233",2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",2.94778115614909,4.40206934141459e-15
"LOC126285234",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.89775882151296,0.000111599638850849
"LOC126285246",1,"Fat body vs Thorax","Higher in Thorax",1.29773067025643,0.00103142981746839
"LOC126285253",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",7.95955667980643,9.65276057381135e-45
"LOC126285254",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",6.83052330813577,1.14476765828783e-56
"LOC126285257",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.73843864344798,8.64203808876897e-09
"LOC126285265",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.94048593004459,3.28554804738415e-24
"LOC126285268",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.35405613209039,7.2115644341939e-17
"LOC126285269",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",4.12311579775487,0.00060570656329342
