"gene_id","tissue_reference_deg","phase_reference_deg","diet_control_deg","fatbody_infection_deg","membership_label","diet_infected_deg","head_phase_deg","thorax_phase_deg","phase_reference_source","fatbody_experiment_deg","n_tissue_contrasts","tissue_comparisons","tissue_directions","tissue_max_abs_log2FC","tissue_min_padj","experiment_deg","n_experiment_contrasts","experiment_families","experiment_comparisons","experiment_directions","experiment_max_abs_log2FC","experiment_min_padj","head_log2FC","head_padj","head_direction","thorax_log2FC","thorax_padj","thorax_direction","Preferred_name","Description","combined_priority_score","any_phase_change","fatbody_diet_deg","has_tissue_overlay","has_phase_overlay","primary_annotation_group","logical_category"
"LOC126281746",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.22505908987719,7.45264689543155e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Belongs to the UDP-glycosyltransferase family",24.3527485449247,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281749",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.80194549129577,1.15536462277733e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fur2","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis",36.739226425968,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281750",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.67433064392977,1.92061001259924e-16,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.90386649101194,1.9162305721667e-07,NA,NA,NA,NA,NA,NA,"unannotated","Leucine rich repeat C-terminal domain",81.0123101815663,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281753",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.76224011508256,3.18759321093442e-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","no description",44.2587772219064,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281754",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Fat body",1.00775753335855,3.81168509020758e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Ufm1-specific protease",21.4266405199952,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281757",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.51482062049273,4.77479133593553e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RpL31","Structural constituent of ribosome. It is involved in the biological process described with",29.835866223344,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281761",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.02398376670277,6.49386008856901e-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"futsch","Microtubule binding. It is involved in the biological process described with microtubule cytoskeleton organization",50.2114808392679,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281764",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Head",1.15073790689042,2.16548773940096e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Munc13 (mammalian uncoordinated) homology domain",14.8151821777142,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281776",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.17309089950702,1.37116540800059e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Broad-minded protein",24.0360010512464,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281778",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",8.70675607130745,2.54691122460011e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"psq","DNA- binding",32.3007422638932,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281780",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.44580228004399,2.86384991854275e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","C2H2-type zinc finger",31.9888520252268,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281781",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.77425957633341,1.97367201481765e-07,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",5.71809150061541,5.3370723373766e-07,NA,NA,NA,NA,NA,NA,"unannotated","Belongs to the type-B carboxylesterase lipase family",66.4697730045919,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281786",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.23833272555484,1.59910943173696e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Caspase, interleukin-1 beta converting enzyme (ICE) homologues",27.0344545407496,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281795",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.9765087368495,9.8355949034203e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","no description",22.98370810361,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281796",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.09379202190277,5.32639773453448e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","N-acetyllactosaminide",26.3673584288077,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281810",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.5631234356559,3.42105006422617e-13,TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.10032391390421,0.0410291045696337,NA,NA,NA,NA,NA,NA,"unannotated","Neurotransmitter-gated ion-channel transmembrane region",44.5161958808804,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281815",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.88761702462236,0.0272959998394321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","DM4/DM12 family",21.4515180176897,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281821",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.7939605678156,1.03479841572951e-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Phytanoyl-CoA dioxygenase (PhyH)",64.779104812673,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281829",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.21227407707857,3.07105272509641e-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Pleckstrin homology domain.",51.7249868044252,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281830",TRUE,TRUE,FALSE,FALSE,"DEG tissues + DEG phase changes",FALSE,FALSE,TRUE,"Thorax",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.26578668359844,6.91564740459313e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.33171125094991,0.00225418929150671,"Solitarious-up","unannotated","heme binding. It is involved in the biological process described with oxidation-reduction process",28.4046747096144,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
"LOC126281831",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.49107371611003,1.62201623733115e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RpL17","Belongs to the universal ribosomal protein uL22 family",30.2810185186714,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281834",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.48220482805496,2.5504528934951e-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","NADH-cytochrome b5 reductase",37.0755875214714,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281835",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",6.95156153106574,6.16999942905318e-12,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.99104931898633,0.000173040061070508,NA,NA,NA,NA,NA,NA,"unannotated","no description",70.9141790665014,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281838",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",9.93826794197512,3.91571164100525e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","no description",33.3454572397764,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281839",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Fat body",1.19591363601577,2.50796449794071e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. The coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins",17.7965922515674,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281849",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.14461425244731,4.40281091299018e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SREBP","protein dimerization activity",28.500884218182,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281852",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Fat body",2.01202545502983,0.0194323144976659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","no description",11.7235009244403,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281857",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.60915065378303,5.27642875958399e-21,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.8818426842203,2.85861986798375e-05,NA,NA,NA,NA,NA,NA,"unannotated","Cytochrome P-450",76.3124968513545,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281860",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",2.82826417284831,9.58876312663974e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","AMP-binding enzyme C-terminal domain",36.8465015825618,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281861",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",4.05452628218351,3.2477336767248e-19,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.34717140490559,7.01971111490652e-05,NA,NA,NA,NA,NA,NA,"unannotated","AMP-binding enzyme C-terminal domain",73.0437980386301,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281868",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",5.61139281196767,2.38639176036631e-112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Troponin",133.233651071125,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281870",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.07848270816668,4.7813107963051e-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Protein tyrosine kinase",38.3989357334035,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281872",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.87796577051057,0.00307661605239739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Serpentine type 7TM GPCR chemoreceptor Srw",22.3898924688453,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281878",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.79573966074098,1.20080164673259e-19,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",2.83058064115143,1.38726734477407e-10,NA,NA,NA,NA,NA,NA,"unannotated","Thyroid hormone-inducible hepatic protein Spot 14",81.4046888636501,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281880",TRUE,TRUE,FALSE,FALSE,"DEG tissues + DEG phase changes",FALSE,FALSE,TRUE,"Thorax",FALSE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.26570711081821,6.23983688908711e-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59808473502148,3.79358454471239e-13,"Gregarious-up","unannotated","Vasopressin receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway",72.48956884128,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
"LOC126281882",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Fat body",1.11760430078329,0.000784103393690634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RpL36","Belongs to the eukaryotic ribosomal protein eL36 family",12.223230967246,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281885",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",3.97182851520165,1.5627897704822e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Prostaglandin reductase",44.7779279553912,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281889",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Head",1.28864859389165,9.90084566218349e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","no description",16.2929763032603,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281892",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Fat body",1.48107199126398,0.033777789458097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Belongs to the glycosyl hydrolase 1 family",10.952440766916,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281896",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Head",1.29779207006209,1.35386098569361e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Ankyrin repeat",16.1662179967363,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281901",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.85403074494243,2.13956639428202e-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GPRGHP2","Serpentine type 7TM GPCR chemoreceptor Srw",52.5237049770377,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281903",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.15160609166588,0.000277382090652964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cdk7","It is involved in the biological process described with protein phosphorylation",20.7085276745165,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281904",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.62519246136032,1.3215379624835e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Insect pheromone-binding family, A10/OS-D",41.5041128181754,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281905",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.81053098430748,7.76649903294753e-42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Forkhead box",58.9203056918018,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281906",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.74749612384863,4.65074624795891e-15,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.10908569385767,0.00284464130842808,NA,NA,NA,NA,NA,NA,"unannotated","Prostaglandin reductase 1-like",57.7350316609884,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281908",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.0054210140525,1.7901995778141e-62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Immunoglobulin",80.7525195636806,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281911",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.24481625759973,5.24376861541392e-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kr","Zinc-finger of C2H2 type",36.5251727376759,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281912",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",8.80112625132768,6.75757666023319e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","no description",30.9713352701456,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281914",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",10.9600334871486,6.90156552987557e-72,TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",3.09620990596408,1.07738802918512e-07,NA,NA,NA,-2.1156672101775,1.84657246504583e-12,"Solitarious-up","unannotated","no description",162.034224486206,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
"LOC126281915",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",9.81948295116504,2.01686886625827e-46,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",3.68463519204428,4.83286741214572e-07,NA,NA,NA,-2.13924058234921,4.20804657570496e-07,"Solitarious-up","unannotated","no description",120.030395644941,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
"LOC126281918",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.33099614911681,1.44583922955554e-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","SET and MYND",56.1708761449541,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281919",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.35921066730974,3.64592917250871e-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Beta-1,4-mannosyltransferase",49.7974024397125,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281924",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.66434158236739,4.14128427238581e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Abhydrolase domain-containing protein",25.0472065393339,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281925",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Fat body",1.09735161052623,0.000154429275947308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Translation initiation factor activity. It is involved in the biological process described with translational initiation",12.9086219752964,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281927",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.44275408506095,1.35384016767012e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","rRNA processing",22.3111866898375,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126281935",TRUE,TRUE,FALSE,FALSE,"DEG tissues + DEG phase changes",FALSE,FALSE,TRUE,"Thorax",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.8605354091752,8.65489650242125e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.21669692815675,1.20554660963269e-09,"Solitarious-up","unannotated","heme binding. It is involved in the biological process described with oxidation-reduction process",41.0587864524838,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
"LOC126281940",TRUE,TRUE,FALSE,FALSE,"DEG tissues + DEG phase changes",FALSE,FALSE,TRUE,"Thorax",FALSE,1,"Fat body vs Head","Higher in Head",1.44550425368132,9.17804715122759e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02507724086023,1.00067489464924e-07,"Gregarious-up","GPRGNR2","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway",21.5075382058764,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
