"gene_id","experiment_deg","n_experiment_contrasts","experiment_families","experiment_comparisons","experiment_directions","experiment_max_abs_log2FC","experiment_min_padj"
"LOC126266593",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.87691700572833,3.23153372899545e-17
"LOC126266596",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",2.5450070165519,6.28951257055574e-15
"LOC126266603",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.42354508964762,0.023770066578145
"LOC126266604",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.06007731973978,0.00465606036039255
"LOC126266610",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.02021210458179,0.00683182429958167
"LOC126266626",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",3.18993682570846,0.0140396797629581
"LOC126266629",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.32751638204753,0.0114514953345821
"LOC126266641",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",4.27358934332573,0.0370128575762864
"LOC126266649",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.21599643537477,0.00206906955961669
"LOC126266650",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",1.08721233690855,0.0322777146851354
"LOC126266655",TRUE,1,"Infection within diet","Diet 33: infected vs control","Upregulated",1.01989743500818,0.0070234646246785
"LOC126266657",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.13553611629802,3.67550081523912e-05
"LOC126266662",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.14039688373721,0.00717157903255973
"LOC126266665",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.46282247802668,0.022291534488089
"LOC126266672",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.49336530404999,1.49370881233848e-06
"LOC126266675",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.29680213107217,4.65447167246994e-06
"LOC126266679",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.1049385904703,0.0136639358796763
"LOC126266681",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.09802525983837,0.0381670707261462
"LOC126266696",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",2.33306077318594,0.00666413645192906
"LOC126266713",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.18237686782671,0.032275678815138
"LOC126266728",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.0698625038225,9.23479790979568e-15
"LOC126266746",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.03675646093362,0.00316034964758694
"LOC126266748",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.22387317525485,1.15245186728325e-06
"LOC126266749",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.35596090976273,0.0416276684659125
"LOC126266759",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",4.11317603230888,1.53144913052683e-17
"LOC126266760",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.19823580204247,3.02573543279764e-17
"LOC126266769",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.0952760207606,0.0104158431435645
"LOC126266779",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.57410435313903,0.00571760082511607
"LOC126266788",TRUE,1,"Diet contrasts: controls","Control 83 vs 33","Upregulated",2.69643216808612,0.00405082139102237
"LOC126266789",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",5.42296269898113,7.21564836168458e-05
"LOC126266804",TRUE,3,"Diet contrasts: controls; Diet contrasts: infected; Infection within diet","Control 83 vs 33; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.09148674641749,0.00367120254142657
"LOC126266819",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.59219110639161,0.013354839956864
"LOC126266822",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.54585637771005,0.00664761455161899
"LOC126266828",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.1657339328522,0.00630854856792598
"LOC126266832",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.70404339164721,5.88907862614397e-06
"LOC126266835",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.26403413769432,6.17741496207878e-05
"LOC126266840",TRUE,3,"Diet contrasts: controls; Diet contrasts: infected; Infection within diet","Control 83 vs 33; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",4.98613355097189,0.002357450665765
"LOC126266841",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",4.56126810092221,0.00398643850644109
"LOC126266848",TRUE,1,"Diet contrasts: controls","Control 83 vs 33","Downregulated",1.09849543842327,0.0399399086910523
"LOC126266862",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 33: infected vs control; Infected 33 vs 50","Downregulated",2.25755208285526,0.00568934472392954
"LOC126266913",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.96884270051935,7.12076872508249e-05
"LOC126266926",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",1.45936554825841,0.0063844734968589
"LOC126266938",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.31871706395481,0.000139940121877811
"LOC126266939",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",3.31050047023803,0.0360801178941391
"LOC126266950",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.41610916456721,0.0061105586954292
"LOC126266957",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.39978463159806,5.51893641447177e-06
"LOC126266982",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.07763778879124,3.41758083696124e-15
"LOC126266984",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",3.13221552993391,0.0020277729027235
"LOC126266988",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",2.47364449516334,0.000143486958127756
"LOC126266989",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.24042614888451,0.0203830206573876
"LOC126267000",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.72477341740541,2.12062975022911e-07
"LOC126267002",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.28156636116422,0.000112933874728415
"LOC126267016",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",1.33657037383956,0.0181378048926677
"LOC126267038",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.19863917351442,1.77344597401907e-13
"LOC126267042",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.61971895041848,0.00168281001893259
"LOC126267060",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",2.06094707012286,0.00183910146481006
"LOC126267104",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Downregulated",1.81053039244686,0.00610370674490807
"LOC126267107",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.52374072060419,0.000265236747772778
"LOC126267114",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",10.9368311074655,3.34508271350522e-08
"LOC126267150",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.01498443163084,0.0208319802179352
"LOC126267154",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.77568947583823,1.30630693547115e-09
"LOC126267162",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.12337612593157,2.38075392267195e-19
"LOC126267163",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",5.33337632532354,2.58162958172491e-21
"LOC126267165",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.33622516357107,0.0008677003161289
"LOC126267166",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.32078031915712,0.0163295971370698
"LOC126267179",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.20801066572741,2.20175194437865e-05
"LOC126267190",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",3.18353911041518,4.32930264066643e-08
"LOC126267215",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",5.23608725977779,3.62554929933012e-20
"LOC126267216",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",4.6353056080926,3.14823702387132e-11
"LOC126267217",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.92720595678625,0.0401415135546854
"LOC126267226",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",4.35426673060379,2.60656481421348e-16
"LOC126267237",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.12340638596448,0.0384921227314451
"LOC126267242",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.52591278710631,0.0240206881984565
"LOC126267243",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",3.78150877203932,1.54400998827593e-05
"LOC126267247",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.6866268533516,0.00831723137230406
"LOC126267253",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.75481845739044,0.0190306705652584
"LOC126267256",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.94310070557986,0.0376405295923134
"LOC126267259",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",3.4992987828042,0.00334592980520017
"LOC126267263",TRUE,4,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 83: infected vs control; Infected 33 vs 50","Downregulated",2.30788656095511,1.50869911928364e-07
"LOC126267275",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.57923505034635,4.51470027380303e-06
"LOC126267280",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",2.06617845398462,0.00434189358419378
"LOC126267333",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.42873170720827,0.000109232396272619
"LOC126267342",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",2.47800642872062,0.0380850396569484
"LOC126267343",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.20955362643787,1.99440907543418e-10
"LOC126267351",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.77596105537763,0.013979080464262
"LOC126267355",TRUE,2,"Diet contrasts: controls; Diet contrasts: infected","Control 83 vs 33; Infected 83 vs 33","Downregulated",3.80995475901405,6.3891948128301e-06
"LOC126267377",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.02011735654503,0.00294405548602997
"LOC126267391",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.39264176747927,0.000378389724585023
"LOC126267400",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.3957741197621,1.48061974783101e-06
"LOC126267409",TRUE,2,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.19019309357329,1.81236587175943e-05
"LOC126267414",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.39573890645433,0.0075424646952596
"LOC126267422",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",3.16735739812943,4.78345811284331e-05
"LOC126267432",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.2012082874821,0.0494929604558658
"LOC126267437",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",1.564663479442,0.00451015771370967
"LOC126267442",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",6.91072685756616,3.8423167198818e-11
"LOC126267462",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",3.10127019497735,0.0231429014970176
"LOC126267464",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",2.0257392477495,0.0154429630323683
"LOC126267471",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.24049751169646,0.0151949218305366
"LOC126267472",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.18311208511615,0.00142122637142474
"LOC126267473",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.54974536728129,3.96197751844979e-10
"LOC126267477",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",1.37329498067755,0.00415260588431329
"LOC126267478",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Upregulated",2.00430685003205,0.0111791281006293
"LOC126267481",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.30992718006812,0.00486142165950821
"LOC126267504",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.07015723705768,0.0186368482761368
"LOC126267519",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",1.39160854377312,0.0116414856734721
"LOC126267521",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",2.29491095299078,0.0170246346190123
"LOC126267535",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",2.098755966625,1.84026975811629e-05
"LOC126267543",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",3.64147650486696,0.0111000553412434
"LOC126267545",TRUE,5,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Control 83 vs 50; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",7.77341935245232,1.46045103021936e-09
"LOC126267554",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.596512795573,1.1069932539577e-06
"LOC126267568",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",3.69502389399516,7.31888615373878e-06
"LOC126267575",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Upregulated",1.97712107958343,5.7318002344388e-06
"LOC126267629",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",5.74803452377054,4.09157874292459e-11
"LOC126267652",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.6231684852276,0.000221421073495177
"LOC126267658",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.1826237157355,0.00568934472392954
"LOC126267666",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.30950595880819,0.0215235635795395
"LOC126267711",TRUE,2,"Diet contrasts: controls; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33","Downregulated; Upregulated",2.39863714378733,0.00190186924482396
"LOC126267752",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.68048925234876,0.0137826636203796
"LOC126267755",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.80881970404733,0.0135521377318851
"LOC126267869",TRUE,1,"Infection within diet","Diet 83: infected vs control","Upregulated",1.09732092596671,3.2802345407348e-07
"LOC126267876",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.90198335989764,1.06410224630705e-05
"LOC126267936",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.18451702658184,6.24285415904448e-06
"LOC126267956",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.67973480505753,0.0210060284415907
"LOC126267970",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.00814266772013,0.0104223275431881
"LOC126267971",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.52023681445539,0.0040448411081946
"LOC126267974",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.47668777370416,0.0354997943461374
"LOC126267980",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",4.89626636710436,0.000218776559308111
"LOC126267981",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",2.3411274549264,0.0188511156030798
"LOC126267982",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.50930839218283,0.00667990531441036
"LOC126267984",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.67542732012126,0.000510197663402953
"LOC126267985",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.7082156530315,0.00136039202155927
"LOC126267997",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.48746863782208,0.00134378360879561
"LOC126268005",TRUE,1,"Infection within diet","Diet 33: infected vs control","Upregulated",1.02432009201246,0.000517758709574727
"LOC126268011",TRUE,1,"Infection within diet","Diet 33: infected vs control","Upregulated",1.03460510417774,0.0238768897669806
"LOC126268014",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Upregulated",3.5786706668379,5.75384938531754e-05
"LOC126268015",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",5.18506726844546,1.31098529677383e-07
"LOC126268018",TRUE,4,"Diet contrasts: controls; Diet contrasts: infected","Control 83 vs 33; Control 83 vs 50; Infected 33 vs 50; Infected 83 vs 33","Downregulated; Upregulated",2.93695312579256,0.000183939962179497
"LOC126268023",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.8564241291275,0.012321498954975
"LOC126268026",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.15803265433025,0.0259857343944527
"LOC126268028",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.00652417454841,0.000547904257101896
"LOC126268030",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.32979013701238,0.0260324510421673
"LOC126268068",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.42944740109156,1.76657496218847e-08
"LOC126268069",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.25417753379555,0.000210850024352952
"LOC126268085",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.00861537342814,0.0340399762889567
"LOC126268093",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.80185487021382,0.00636427637557794
"LOC126268104",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",2.63197357890188,8.58770425734543e-05
"LOC126268126",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",2.3508062431658,0.00770981178697378
"LOC126268128",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.51027947694984,0.00212725671775521
"LOC126268132",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.9237205836831,0.000118976851790792
"LOC126268133",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.12237062016353,4.36701086309638e-14
"LOC126268138",TRUE,1,"Infection within diet","Diet 83: infected vs control","Upregulated",1.08266837363645,0.0380534517469642
"LOC126268152",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.09684003943684,0.00493638065862708
"LOC126268155",TRUE,1,"Infection within diet","Diet 83: infected vs control","Upregulated",1.52115548537664,2.06601746586299e-05
"LOC126268161",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.28961881778142,0.0423807039081735
"LOC126268164",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.79033518900255,6.2439183457046e-14
"LOC126268172",TRUE,3,"Diet contrasts: controls; Diet contrasts: infected; Infection within diet","Control 83 vs 33; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.54242776605656,0.000350810764216676
"LOC126268173",TRUE,3,"Diet contrasts: controls; Diet contrasts: infected; Infection within diet","Control 83 vs 33; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.345183192768,0.00186682915328681
"LOC126268174",TRUE,4,"Diet contrasts: controls; Diet contrasts: infected; Infection within diet","Control 83 vs 33; Control 83 vs 50; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.38287223973987,1.00399770335322e-05
"LOC126268175",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.78901749659178,0.0107825769842568
"LOC126268185",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",1.00887447061443,0.0345302415865526
"LOC126268194",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.30336417976476,1.55125486004737e-05
"LOC126268199",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",3.65712036772593,4.59027619783761e-10
"LOC126268200",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",1.22793110717107,0.0224197999397037
"LOC126268205",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.5499140739251,6.42479363339024e-06
"LOC126268218",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.3741263283377,3.35578196668521e-07
"LOC126268236",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.02935650289373,0.0105728807258994
"LOC126268239",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.83503736128096,0.0461847934567515
"LOC126268318",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.07090141359501,0.0160926058358739
"LOC126268397",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.84377345818988,1.93734181773265e-10
"LOC126268521",TRUE,2,"Infection within diet","Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.65212768935733,0.00106367756305399
"LOC126268712",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",2.00180189247463,8.88786907395246e-05
"LOC126268728",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.43917987105269,3.11627693140839e-07
"LOC126268831",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.03335087215114,0.0168654200566512
"LOC126269044",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",2.11638653267903,0.0207051311938605
"LOC126269384",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.82463684933192,1.41183709961318e-19
"LOC126269416",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",1.992412023754,2.08114078923561e-05
"LOC126269432",TRUE,1,"Infection within diet","Diet 83: infected vs control","Upregulated",1.01389113092091,0.00996938284627678
"LOC126269513",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.18498594380844,0.00909810936276729
"LOC126269593",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",4.98992296427969,0.0278299129413703
"LOC126269651",TRUE,3,"Diet contrasts: controls; Diet contrasts: infected; Infection within diet","Control 83 vs 33; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.897429554316,0.00367695595813856
"LOC126269845",TRUE,1,"Diet contrasts: controls","Control 83 vs 33","Upregulated",1.81144017016212,0.0040075110413209
"LOC126270012",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.37464321488737,3.65414665336966e-06
"LOC126270294",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.19739446202322,3.21662965267782e-05
"LOC126270526",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.4022907132638,0.000840282242202246
