"gene_id","experiment_deg","n_experiment_contrasts","experiment_families","experiment_comparisons","experiment_directions","experiment_max_abs_log2FC","experiment_min_padj"
"LOC126299381",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.03659640810089,0.00151820042267988
"LOC126299447",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.41835756290302,2.81817157755054e-17
"LOC126299466",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.18538323921485,1.52551594933589e-08
"LOC126299471",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",4.69154969473496,0.00529816986333924
"LOC126299489",TRUE,1,"Infection within diet","Diet 33: infected vs control","Upregulated",1.16391919306391,0.0458542913151499
"LOC126299506",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.17057840696546,1.74496172329382e-08
"LOC126299510",TRUE,6,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Control 83 vs 50; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",5.52082235934154,2.54001642637765e-10
"LOC126299514",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.79143245151794,5.64382842982868e-05
"LOC126299530",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.57555719291904,1.0341007394209e-05
"LOC126299533",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.89412165354822,0.00656345242029029
"LOC126299541",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.34621178995779,1.5549539748063e-13
"LOC126299549",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.40138715171825,3.68759500784612e-09
"LOC126299550",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.16706737677732,0.0370302045044415
"LOC126299559",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.13514168383545,1.01706586020393e-14
"LOC126300076",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.70586988340798,0.0173784266458444
"LOC126301290",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.74570132237857,0.00305335748099248
"LOC126301293",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.12057939034882,0.0329128336590115
"LOC126301324",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Upregulated",1.96490011754231,9.57543767581439e-05
"LOC126301328",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Upregulated",2.16058489978334,9.31323301013004e-05
"LOC126301376",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",3.07615717848852,8.53806391679188e-05
"LOC126301634",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.63854348441587,0.0252800301632
"LOC126301637",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Upregulated",1.48075938415009,5.99046916142862e-05
"LOC126301639",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.08950187875951,0.000445371842939037
"LOC126301643",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Upregulated",2.13014231788948,7.48483124785722e-05
"LOC126301648",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.20452825347409,0.00955058913952985
"LOC126302167",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.21004110229705,0.000426862259179737
"LOC126302181",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.04698840638879,0.0182843047875507
"LOC126302182",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.36502483361225,0.039099202989968
"LOC126302191",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Upregulated",1.65448990944204,0.000845707244352529
"LOC126302192",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.18885621801117,0.00456923698366597
"LOC126302198",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",4.01875577379383,0.000404186438086996
"LOC126302199",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.73903626824111,0.0106454753348965
"LOC126302203",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.89860007405754,0.00520957571030363
"LOC126302226",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.23000012850584,0.00211628535833237
"LOC126302227",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.44002949922276,0.00360222019457075
"LOC126302232",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 83: infected vs control","Upregulated",1.74753584864813,0.000213657167107952
"LOC126302565",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.0863038828622,5.40715322562136e-06
"LOC126302626",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.14179114393794,0.00157060199996016
"LOC126302632",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",3.05048569011274,0.038808924683816
"LOC126303359",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",4.41849523902903,0.0239141857459428
"LOC126304649",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.40185131129199,0.0422277895114046
"LOC126304650",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.87075818734834,0.0121166559234777
"LOC126304652",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.33429743040401,0.00777843322673658
"LOC126304653",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",8.10555222569895,0.00270675831943122
"LOC126304654",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",5.98678436265421,0.026447338342175
"LOC126304660",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.86641685415431,0.0136037543131712
"LOC126304662",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.23284114138939,0.0207442064413826
"LOC126304663",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",4.98845334345645,0.0347248795200262
"LOC126304666",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.32647714466457,0.00533172096011034
"LOC126304669",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.63588686066436,0.00586921651410914
"LOC126304670",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",4.06527420591909,0.0448565920911787
"LOC126304673",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.8051662473518,0.0065699264145644
"LOC126304674",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.93099745561427,0.0127162854409267
"LOC126304678",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",5.16258291745385,0.0443363018237691
"LOC126304682",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.10493824945239,0.0154696651057641
"LOC126304683",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.78718389260654,0.00816608211376727
"LOC126304685",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.01966524646962,0.00794854823194061
"LOC126304686",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",5.86148741725639,0.0172098128107345
"LOC126304687",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.34481008594672,0.0126558245006197
"LOC126304689",TRUE,5,"Diet contrasts: controls; Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Control 83 vs 50; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.67908528306635,1.38335224419323e-05
"LOC126304690",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",5.90910293376675,0.0476306206090236
"LOC126304692",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",5.45790009606967,0.0163273296338054
"LOC126304694",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.33612896822101,0.0153809042398234
"LOC126304695",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",8.96318809526095,0.00154232572096426
"LOC126304696",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.15020614623266,0.0232241630511048
"LOC126304699",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.70488254964887,0.00935424518298878
"LOC126304701",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.36375372542765,0.0075352421759826
"LOC126304702",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.50021692290272,0.00568934472392954
"LOC126304704",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.31982746665899,0.0137796194575456
"LOC126304706",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.69239485390786,0.00455272005495835
"LOC126304709",TRUE,2,"Diet contrasts: infected; Pooled infection across diets","All diets: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.02655306504592,0.0377527931709236
"LOC126304710",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.59976276255902,0.0155755727461985
"LOC126304713",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.21453386846318,0.00631952749433689
"LOC126304714",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.55753429193048,0.00420560124230522
"LOC126304715",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.9560799994705,0.00713621547177276
"LOC126304718",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.02973660221778,0.0132041924859718
"LOC126304720",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.41655729724489,0.0158083597068295
"LOC126304721",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.5644093191899,0.015378613665981
"LOC126304722",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.51764761421379,0.00688990970194153
"LOC126304730",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",7.44301568553387,0.0174187634046722
"LOC126304732",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.26308062321123,0.00773849931453982
"LOC126304733",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",4.85785913662495,0.0268116818638581
"LOC126304734",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.82067646998121,0.0307553991173914
"LOC126304736",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",5.121487608858,0.0359986212180041
"LOC126304737",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.6367752082501,0.0116097304346182
"LOC126304739",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.4096829589163,0.00964125907700604
"LOC126304741",TRUE,3,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 50: infected vs control","Upregulated",7.89827025047438,0.00680963446181052
"LOC126304742",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.67206197512421,0.00790918719392503
"LOC126304743",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.41097581003083,0.0132262024547371
"LOC126304744",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.49667371654196,0.0086250813040303
"LOC126304746",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.79541087685972,0.00273745979962504
"LOC126304749",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.05276546349986,0.00965950766319655
"LOC126304750",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.03687314372866,0.0150961476686751
"LOC126304751",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",8.04798117900993,0.00263582178477989
"LOC126304753",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",6.82935481704961,0.0122697293249388
"LOC126304754",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.83387399917224,0.0270301041052928
"LOC126304757",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.19957945011232,0.00723226371493336
"LOC126304758",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.94373327198607,0.012150305160853
"LOC126304759",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.41592622351649,0.00568934472392954
"LOC126304760",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",5.59674585661473,0.00918772914015962
"LOC126304762",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.5146380530621,0.00397582934495849
"LOC126304763",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.45974384894043,0.0128380493864515
"LOC126304764",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.26190126154423,0.00568934472392954
"LOC126304766",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",8.50375412938392,0.00135354436360829
"LOC126304767",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.71358248715693,0.00715567897547838
"LOC126304973",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.59725459262257,0.00715567897547838
"LOC126304974",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.42434062124377,0.00892229279145596
"LOC126304976",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.21731948646323,0.00533172096011034
"LOC126304977",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",6.05675370514695,0.0126204232002253
"LOC126304978",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.34780041700966,0.00533172096011034
"LOC126304979",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.23187778742258,0.0279254715778093
"LOC126304982",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",8.0822117497603,0.00228179162235308
"LOC126304984",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.21383300233377,0.0083175902590616
"LOC126304985",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.53785490827106,0.0101765549367022
"LOC126304986",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.17717580117193,0.00578095012400297
"LOC126304988",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.47072395276936,0.0177076045881772
"LOC126304989",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.23042755185332,0.00382353185451839
"LOC126304991",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",6.14706892622218,0.0120496724815211
"LOC126304993",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",8.3059503739739,0.00880297628223567
"LOC126304995",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.55094608437693,0.0095078084986991
"LOC126304997",TRUE,2,"Diet contrasts: infected; Pooled infection across diets","All diets: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.68578908768708,0.00855609735434579
"LOC126305002",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",7.21417302686714,0.00527580269438013
"LOC126305003",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",6.97746081012245,0.00680963446181052
"LOC126305004",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.00234456881203,0.0308407390410453
"LOC126305006",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.7189290536537,0.0160485182263108
"LOC126305007",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.13974426323924,0.00727133697697954
"LOC126305008",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.0470951742444,0.0175380098378514
"LOC126305010",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",9.0052909341396,0.00164838153993674
"LOC126305012",TRUE,4,"Diet contrasts: controls; Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.79990550478968,0.000868266290031392
"LOC126305013",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",8.54190707288119,0.00251254338089942
"LOC126305014",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",3.34894593388191,0.0290478460343816
"LOC126305015",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.91651976903005,0.00668392106032773
"LOC126305017",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.91525726720788,0.0185623772554292
"LOC126305058",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.13214332516296,0.000412466565969977
"LOC126305096",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.30073504299037,0.0215337582443033
"LOC126305117",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Upregulated",1.46108916033877,7.28387472965295e-05
"LOC126305118",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.12584506886308,2.25179802231422e-05
"LOC126305259",TRUE,1,"Infection within diet","Diet 83: infected vs control","Upregulated",1.18753240676753,0.00650269231060025
"LOC126305900",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",1.97937550450486,0.00973417126570865
"LOC126306122",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.6718583541295,0.000112056086802528
"LOC126306432",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.09168334526213,0.017939778523546
"LOC126306493",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.73898728071961,0.00646511902622654
"LOC126309705",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",1.69068915598915,6.03989866838822e-05
"LOC126309706",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",1.46646107741594,0.00480703330824746
"LOC126309709",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.64841635660044,4.92369154823208e-05
"LOC126311180",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.74876489069795,0.00336788844416751
"LOC126311182",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",5.56873994347516,0.0137372781006379
"LOC126311183",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.18209395422614,0.0164348650449024
"LOC126311186",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.58668461933766,0.00555446738820344
"LOC126311187",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.13088993587372,0.00216641961368468
"LOC126311188",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.27703517073325,0.00993115417558495
"LOC126311189",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",7.93354268199722,0.00353945420733834
"LOC126311190",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.02842484952757,0.0416191194837445
"LOC126311192",TRUE,5,"Diet contrasts: controls; Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",8.5199905824508,0.000287654385099118
"LOC126311194",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.19687011293834,0.0062399696631609
"LOC126311195",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.53263750154769,0.00568934472392954
"LOC126311197",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",6.29200402061528,0.0119041750403321
"LOC126311198",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.72830776304622,0.00404453756587763
"LOC126311199",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.23613269769642,0.0103380544616797
"LOC126311202",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.0140497124237,0.00715567897547838
"LOC126311203",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",6.98991472594181,0.00668392106032773
"LOC126311204",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.15385925811555,0.0177888421609785
"LOC126311208",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",5.6391556672397,0.0309510938943637
"LOC126311211",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.88046937205536,0.00222534405251283
"LOC126311213",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",5.49980969132985,0.00795748695590731
"LOC126311215",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",7.17366281147363,0.00690692831914339
"LOC126311216",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",9.63794483115172,0.000511791385803068
