"gene_id","tissue_reference_deg","phase_reference_deg","diet_control_deg","fatbody_infection_deg","membership_label","diet_infected_deg","head_phase_deg","thorax_phase_deg","phase_reference_source","fatbody_experiment_deg","n_tissue_contrasts","tissue_comparisons","tissue_directions","tissue_max_abs_log2FC","tissue_min_padj","experiment_deg","n_experiment_contrasts","experiment_families","experiment_comparisons","experiment_directions","experiment_max_abs_log2FC","experiment_min_padj","head_log2FC","head_padj","head_direction","thorax_log2FC","thorax_padj","thorax_direction","Preferred_name","Description","combined_priority_score","any_phase_change","fatbody_diet_deg","has_tissue_overlay","has_phase_overlay","primary_annotation_group","logical_category","heatmap_category","gene_label"
"LOC126281265",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.2468224983243,7.88446079183587e-30,TRUE,2,"Diet contrasts: controls","Control 83 vs 33; Control 83 vs 50","Upregulated",1.54920155658825,3.17581425219291e-05,NA,NA,NA,NA,NA,NA,"ade2","Phosphoribosylformylglycinamidine synthase activity. It is involved in the biological process described with 'de novo' IMP biosynthetic process",74.3973969636997,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126281265 | ade2 | Phosphoribosylformylglycinamidine s..."
"LOC126278953",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.86742728165374,2.63196359008005e-28,TRUE,2,"Diet contrasts: controls","Control 83 vs 33; Control 83 vs 50","Upregulated",1.62584503955651,6.58073836006923e-06,NA,NA,NA,NA,NA,NA,"ry","activity. It is involved in the biological process described with oxidation-reduction process",73.2547178198775,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126278953 | ry | activity. It is involved in the bio..."
"LOC126298067",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.1237843513588,4.91377274449602e-41,TRUE,1,"Diet contrasts: controls","Control 83 vs 33","Upregulated",1.16807792125503,0.00808599254911368,NA,NA,NA,NA,NA,NA,"unannotated","Voltage gated chloride channel",71.6927138687373,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126298067 | unannotated | Voltage gated chloride channel"
"LOC126356047",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,1,"Fat body vs Thorax","Higher in Fat body",3.16924140605744,0.0418727586374275,TRUE,4,"Diet contrasts: controls; Diet contrasts: infected","Control 33 vs 50; Control 83 vs 33; Infected 33 vs 50; Infected 83 vs 33","Downregulated; Upregulated",7.53872689457666,2.68539333798314e-11,NA,NA,NA,NA,NA,NA,"unannotated","no description",70.6570288196872,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126356047 | unannotated | no description"
"LOC126336648",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.32940141721933,4.22280525703191e-39,TRUE,1,"Diet contrasts: controls","Control 83 vs 50","Upregulated",2.5603465349525,0.0338576694273892,NA,NA,NA,NA,NA,NA,"GPRMGL2","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway",69.7344898382307,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126336648 | GPRMGL2 | G-protein coupled receptor activity..."
"LOC126275659",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.35845290616888,1.87105234583378e-27,TRUE,2,"Diet contrasts: controls","Control 83 vs 33; Control 83 vs 50","Upregulated",1.15480532335239,0.00730261671304652,NA,NA,NA,NA,NA,NA,"unannotated","flavin adenine dinucleotide binding. It is involved in the biological process described with oxidation-reduction process",68.3776937849817,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126275659 | unannotated | flavin adenine dinucleotide binding..."
"LOC126351672",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.88932235791794,2.86569714529936e-30,TRUE,1,"Diet contrasts: controls","Control 83 vs 33","Downregulated",1.84919837002264,6.58073836006923e-06,NA,NA,NA,NA,NA,NA,"unannotated","It is involved in the biological process described with cellular protein modification process",65.4630158126115,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126351672 | unannotated | It is involved in the biological pr..."
"LOC126349907",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.19799181874768,2.77989586513723e-20,TRUE,2,"Diet contrasts: controls","Control 83 vs 33; Control 83 vs 50","Upregulated",1.50658994605773,5.61399295436654e-05,NA,NA,NA,NA,NA,NA,"aay","Phosphoserine phosphatase activity. It is involved in the biological process described with L-serine biosynthetic process",63.5112813739946,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126349907 | aay | Phosphoserine phosphatase activity...."
"LOC126272354",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.32454231824661,7.49278342960965e-21,TRUE,2,"Diet contrasts: controls; Diet contrasts: infected","Control 83 vs 33; Infected 83 vs 33","Downregulated",1.88208798712634,0.0143051210408171,NA,NA,NA,NA,NA,NA,"unannotated","ABC transporter, phosphonate, periplasmic substrate-binding protein",63.176495588502,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126272354 | unannotated | ABC transporter, phosphonate, perip..."
"LOC126297490",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.06055865163292,2.28320515557424e-19,TRUE,2,"Diet contrasts: controls; Diet contrasts: infected","Control 83 vs 33; Infected 83 vs 33","Downregulated",1.76712164053885,0.00630706987536045,NA,NA,NA,NA,NA,NA,"unannotated","NUDIX domain",61.6693077132221,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126297490 | unannotated | NUDIX domain"
"LOC126298156",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.76571680785408,2.69797971936533e-17,TRUE,2,"Diet contrasts: controls; Diet contrasts: infected","Control 83 vs 33; Infected 33 vs 50","Downregulated; Upregulated",4.25202592811458,0.0203224522217777,NA,NA,NA,NA,NA,NA,"unannotated","no description",61.2787279440024,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126298156 | unannotated | no description"
"LOC126268128",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",13.7352830550483,7.04083426232842e-304,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.20958844342843,0.00170977133445295,NA,NA,NA,NA,NA,NA,"unannotated","Glycosyl hydrolase family 9",375.864309345564,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126268128 | unannotated | Glycosyl hydrolase family 9"
"LOC126293507",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",7.25862874234214,0,TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.02576742019946,0.0420777065457377,NA,NA,NA,NA,NA,NA,"Ubx","sequence-specific DNA binding",343.312999670652,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126293507 | Ubx | sequence-specific DNA binding"
"LOC126327121",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",13.7971876983989,5.1374090337619e-245,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.65485364264082,0.0105111718802003,NA,NA,NA,NA,NA,NA,"unannotated","no description",305.719646058191,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126327121 | unannotated | no description"
"LOC126278622",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",10.1501895142175,1.60688685049216e-194,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.7398765224303,2.84165807065014e-06,NA,NA,NA,NA,NA,NA,"unannotated","Glycosyl hydrolase family 9",266.230508920602,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126278622 | unannotated | Glycosyl hydrolase family 9"
"LOC126268194",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.60394319049827,2.70721382648059e-194,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.06502501694734,3.11498576248207e-06,NA,NA,NA,NA,NA,NA,"unannotated","amino acid transporter",258.74298958203,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126268194 | unannotated | amino acid transporter"
"LOC126336923",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",7.57302261880076,7.85703962730856e-182,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.01108395479034,0.000351084178519537,NA,NA,NA,NA,NA,NA,"unannotated","chitin binding. It is involved in the biological process described with chitin metabolic process",248.143436371474,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126336923 | unannotated | chitin binding. It is involved in t..."
"LOC126354923",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",8.78136816496415,2.6180299981548e-145,TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",4.73421336488761,6.28911442555132e-18,NA,NA,NA,NA,NA,NA,"unannotated","no description",239.299017414884,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126354923 | unannotated | no description"
"LOC126365941",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.54133185996616,1.51545413392048e-157,TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.44320387498232,1.16788013694819e-14,NA,NA,NA,NA,NA,NA,"unannotated","Belongs to the aconitase IPM isomerase family",229.736594666101,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126365941 | unannotated | Belongs to the aconitase IPM isomer..."
"LOC126327557",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.12907901982975,2.94162198759405e-184,TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",1.12307321353118,0.0186910672723195,NA,NA,NA,NA,NA,NA,"unannotated","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",215.511931269699,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126327557 | unannotated | heterophilic cell-cell adhesion via..."
"LOC126267970",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",9.41927354526324,1.29559015229406e-155,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",1.77818186263249,0.00916369020219535,NA,NA,NA,NA,NA,NA,"unannotated","no description",212.122917371064,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126267970 | unannotated | no description"
"LOC126354065",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",9.06412140059357,4.70915047738242e-155,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.58011838560399,0.00548396091693765,NA,NA,NA,NA,NA,NA,"unannotated","Belongs to the type-B carboxylesterase lipase family",211.232202866977,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126354065 | unannotated | Belongs to the type-B carboxylester..."
"LOC126354626",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",6.27891816450078,1.27225486737057e-152,TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",2.73596608914619,0.00276210379964012,NA,NA,NA,NA,NA,NA,"unannotated","Vault protein inter-alpha-trypsin domain",209.469070137281,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126354626 | unannotated | Vault protein inter-alpha-trypsin d..."
"LOC126354890",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",16.3167113797138,8.50141084642949e-146,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.45054987081288,0.00503563555169991,NA,NA,NA,NA,NA,NA,"unannotated","no description",209.135715954744,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126354890 | unannotated | no description"
"LOC126332601",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",15.0445562175118,6.24759157930118e-144,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.14685607310378,0.000805871534862373,NA,NA,NA,NA,NA,NA,"unannotated","activity. It is involved in the biological process described with carbohydrate metabolic process",207.48943384392,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126332601 | unannotated | activity. It is involved in the bio..."
"LOC126284584",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.07435641027107,1.54454477189746e-158,TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.68732900495928,0.0401753012711496,NA,NA,NA,NA,NA,NA,"bi","Sequence-specific DNA binding transcription factor activity. It is involved in the biological process described with regulation of transcription, DNA-templated",198.968925771281,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126284584 | bi | Sequence-specific DNA binding trans..."
"LOC126291919",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",14.0443468934541,1.59276530273722e-121,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.28072915204044,0.00260580849656808,NA,NA,NA,NA,NA,NA,"unannotated","Glycosyl hydrolase family 9",193.706981763349,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126291919 | unannotated | Glycosyl hydrolase family 9"
"LOC126336543",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",15.7383863640967,4.80706101172578e-117,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.03103657533584,1.7569159202243e-05,NA,NA,NA,NA,NA,NA,"unannotated","no description",192.842792326961,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126336543 | unannotated | no description"
"LOC126299332",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.27866053933591,1.03545946383775e-108,TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.10623606034734,1.14029279307968e-21,NA,NA,NA,NA,NA,NA,"unannotated","Lipid transporter activity. It is involved in the biological process described with lipid transport",190.312747118392,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126299332 | unannotated | Lipid transporter activity. It is i..."
"LOC126294950",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.79375952932428,1.87232788629652e-18,TRUE,5,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",5.01977701493204,1.45683362571531e-23,NA,NA,NA,NA,NA,NA,"unannotated","no description",113.377744681548,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126294950 | unannotated | no description"
"LOC126324953",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.82856925538705,2.99323421017504e-30,TRUE,5,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated; Upregulated",1.73548358090444,4.44385666340974e-09,NA,NA,NA,NA,NA,NA,"unannotated","Adenylosuccinate lyase C-terminus",108.440152093761,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126324953 | unannotated | Adenylosuccinate lyase C-terminus"
"LOC126281483",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.2369485534112,1.05932770260549e-40,TRUE,4,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 50; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.16316904085884,1.45539413298696e-07,NA,NA,NA,NA,NA,NA,"unannotated","Immunoglobulin domain",108.212106644699,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126281483 | unannotated | Immunoglobulin domain"
"LOC126279018",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.8498199039379,3.5810161227062e-08,TRUE,5,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 50; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.22265614012578,2.45125414538234e-28,NA,NA,NA,NA,NA,NA,"unannotated","no description",106.129081426612,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126279018 | unannotated | no description"
"LOC126293368",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.15436069464649,6.50782129565381e-23,TRUE,5,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Control 83 vs 50; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated; Upregulated",1.62749197446602,6.30506835404638e-08,NA,NA,NA,NA,NA,NA,"unannotated","O-phospho-L-serine 2-oxoglutarate aminotransferase activity. It is involved in the biological process described with L-serine biosynthetic process",100.168727251206,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126293368 | unannotated | O-phospho-L-serine 2-oxoglutarate a..."
"LOC126273306",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.26170254197077,5.26942675592245e-19,TRUE,5,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Control 83 vs 50; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.77500908501439,6.65658621215782e-12,NA,NA,NA,NA,NA,NA,"unannotated","no description",99.4916966936067,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126273306 | unannotated | no description"
"LOC126278447",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.13077344820679,2.00966030314374e-29,TRUE,4,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 50; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.51000951229724,1.01329192299195e-09,NA,NA,NA,NA,NA,NA,"unannotated","Catalyzes the formation of S-adenosylmethionine from methionine and ATP",97.3319257256563,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126278447 | unannotated | Catalyzes the formation of S-adenos..."
"LOC126267545",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",2.26807083893219,4.36856267014298e-18,TRUE,4,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 50; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",7.43438034336564,6.545496871157e-13,NA,NA,NA,NA,NA,NA,"unannotated","Trypsin-like serine protease",95.2461699923443,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126267545 | unannotated | Trypsin-like serine protease"
"LOC126293737",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.88724811193188,9.73700184740904e-25,TRUE,4,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Control 83 vs 50; Diet 33: infected vs control","Downregulated; Upregulated",1.84501425028209,4.84608908072525e-08,NA,NA,NA,NA,NA,NA,"unannotated","IMP cyclohydrolase activity. It is involved in the biological process described with purine nucleotide biosynthetic process",92.0584457167401,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126293737 | unannotated | IMP cyclohydrolase activity. It is ..."
