"gene_id","tissue_reference_deg","phase_reference_deg","diet_control_deg","fatbody_infection_deg","membership_label","diet_infected_deg","head_phase_deg","thorax_phase_deg","phase_reference_source","fatbody_experiment_deg","n_tissue_contrasts","tissue_comparisons","tissue_directions","tissue_max_abs_log2FC","tissue_min_padj","experiment_deg","n_experiment_contrasts","experiment_families","experiment_comparisons","experiment_directions","experiment_max_abs_log2FC","experiment_min_padj","head_log2FC","head_padj","head_direction","thorax_log2FC","thorax_padj","thorax_direction","Preferred_name","Description","combined_priority_score","any_phase_change","fatbody_diet_deg","has_tissue_overlay","has_phase_overlay","primary_annotation_group","logical_category"
"LOC126268206",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.27881964862637,0.00170453716866799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","GTPase activity",20.0472131728524,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126268210",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",3.92753287451167,0.000277940350188238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Transferase activity, transferring phosphorus-containing groups",23.4835812741466,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126268218",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.47810977654853,1.98640188479506e-06,TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.38796245693326,5.6742846232399e-09,NA,NA,NA,NA,NA,NA,"unannotated","NUDIX domain",72.8140939985519,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126268223",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Head",1.41956470118741,0.0265511444598292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Trypsin-like serine protease",10.9954814555486,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126268233",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.87934538301401,4.04844570173999e-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Four-disulfide core domains",53.2720570641746,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126268236",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Fat body",1.39098513139488,3.99949464620821e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","no description",13.788980011624,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126268239",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",5.64244211214623,8.0966940873394e-38,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.66226656042165,0.029678250361861,NA,NA,NA,NA,NA,NA,"unannotated","WD40 repeats",81.923962647515,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126268286",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.10948887314996,4.03766976428779e-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Belongs to the 5-formyltetrahydrofolate cyclo-ligase family",48.5033580774657,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126268502",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Fat body",1.10178902922047,0.000304132486954733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Peptidyl-prolyl cis-trans isomerase",12.6187262159438,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126268518",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.96080853672655,1.17791348920627e-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Glutamate-ammonia ligase activity. It is involved in the biological process described with glutamine biosynthetic process",46.8896951414707,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126268712",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,TRUE,FALSE,"Head",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.98532710367156,8.38228069196048e-22,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.6868913403003,1.26432874610057e-05,-1.16247046042634,0.000608290314608343,"Solitarious-up",NA,NA,NA,"sca","Fibrinogen-related domains (FReDs)",81.0253557908975,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
"LOC126268728",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.40052052189811,1.40904803136585e-34,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.3207274312904,2.06261629701005e-07,NA,NA,NA,NA,NA,NA,"unannotated","Belongs to the peptidase S1 family",92.2579037108311,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126268847",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.54166501874747,8.0133358908034e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","protein serine threonine kinase activity. It is involved in the biological process described with protein phosphorylation",24.6378516715306,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269044",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.24066615116773,0.00068677654340086,TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.75647244743393,0.0354188817483493,NA,NA,NA,3.61047690420026,0.000431061420398037,"Gregarious-up","unannotated","SERine  Proteinase INhibitors",41.5870260481494,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
"LOC126269255",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.16815505402416,7.34768136029956e-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Belongs to the ligand-gated ion channel (TC 1.A.9) family",46.3020047396054,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269276",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.46165213347597,3.87086422219776e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","heparan sulfate 2-O-sulfotransferase activity",36.8738441955811,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269368",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.80294403007629,1.0907347644105e-05,TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.82997604546476,0.0169565996331592,NA,NA,NA,NA,NA,NA,"GluCl","Neurotransmitter-gated ion-channel transmembrane region",36.3658621541025,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269384",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.57673517312329,6.07875368203851e-06,TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.73134430798077,6.12398129847025e-22,NA,NA,NA,NA,NA,NA,"unannotated","Lysosome-associated membrane glycoprotein (Lamp)",87.7372310796942,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269400",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.38788408687074,1.8958604433906e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated",24.1100777216409,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269432",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.40799859120432,1.56926126338986e-08,TRUE,1,"Infection within diet","Diet 83: infected vs control","Upregulated",1.01389113092091,0.00996938284627678,NA,NA,NA,NA,NA,NA,"unannotated","Formin Homology 2 Domain",38.2275261934539,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269449",TRUE,TRUE,FALSE,FALSE,"DEG tissues + DEG phase changes",FALSE,TRUE,TRUE,"Head + thorax",FALSE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.4491840644954,2.59935444133044e-05,NA,NA,NA,NA,NA,NA,NA,1.11609741987478,0.007623153022606,"Gregarious-up",2.28291210723371,2.24481152027308e-13,"Gregarious-up","unannotated","Trypsin-like serine protease",50.2000135686843,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
"LOC126269465",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.04015877957456,0.000110968462144383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLIPD3","Trypsin-like serine protease",21.9949592121647,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269481",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.64285623984242,2.17531049102968e-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Animal haem peroxidase",54.3053349854865,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269497",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",2.9653635147129,5.01721076113721e-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Beta-mannosidase activity. It is involved in the biological process described with mannan catabolic process",54.2649011696197,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269609",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Head",1.11216871680269,0.0104517881268206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","zinc ion binding. It is involved in the biological process described with proteolysis",11.0929781194486,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269651",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Head",3.0156041342557,0.0146753867803495,TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",5.40024319053151,0.00568934472392954,NA,NA,NA,NA,NA,NA,"unannotated","synaptic vesicle",30.4941955196077,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269667",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.85665178414384,4.82860098625394e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GstO2","Glutathione transferase activity. It is involved in the biological process described with metabolic process",25.1728304653925,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269683",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Fat body",1.07232020408945,2.92151278979338e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSTO1","Glutathione transferase activity. It is involved in the biological process described with metabolic process",14.6067124121854,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269699",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.34754978932903,3.68180647079724e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated",27.7814888326661,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269762",TRUE,TRUE,FALSE,FALSE,"DEG tissues + DEG phase changes",FALSE,FALSE,TRUE,"Thorax",FALSE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.8083636570551,9.6113843164531e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16379671229971,2.55107616090261e-05,"Gregarious-up","unannotated","no description",42.5826510018407,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
"LOC126269881",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.03609725125696,1.39127887718742e-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Domain abundant in complement control proteins; SUSHI repeat; short complement-like repeat (SCR)",42.8926830596659,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269964",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.33486320980127,1.01803487465618e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","no description",29.3271005539898,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269980",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.59334600773326,1.84843181941242e-149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Complement Clr-like EGF-like",177.326542571758,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126269996",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.39884129768623,7.3363558394554e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","zinc ion binding. It is involved in the biological process described with proteolysis",25.5333609096802,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126270130",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Fat body",1.01719045757769,7.29316083523318e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Poly(A) RNA polymerase",13.1542746664631,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126270168",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Head",1.74108958283293,0.000329524783763495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Ankyrin repeat",13.223201499117,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126270278",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.99687352346686,5.40361942289911e-138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dp","Calcium ion binding",157.264188769415,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126270294",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.00470703732877,2.04302617668134e-08,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.05966490094939,3.80373738585687e-06,NA,NA,NA,NA,NA,NA,"unannotated","no description",63.1738874819855,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126270342",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.05457097469387,1.09050986983949e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pelo","May function in recognizing stalled ribosomes and triggering endonucleolytic cleavage of the mRNA, a mechanism to release non-functional ribosomes and degrade damaged mRNAs",24.0169413741075,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126270380",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",4.49725264144607,2.33601134044532e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Obp84a","PBP/GOBP family",32.1287776946663,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126270515",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.11115058814701,0.000669136846025957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","no description",20.2856356431799,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126270800",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.66669747868413,2.07417962497247e-51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","high mobility group",69.3498511148874,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126270956",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",3.24233330899377,2.09050519016794e-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Kazal type serine protease inhibitors",65.9220820588684,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126271206",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.38475728656072,0.000120847550823155,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.59430424644366,0.000441129312720583,NA,NA,NA,-1.41944004060928,9.9085014590245e-09,"Solitarious-up","unannotated","no description",56.6756898255282,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
"LOC126271222",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.93671286607881,1.93252942174083e-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Argininosuccinate lyase activity. It is involved in the biological process described with arginine biosynthetic process via ornithine",46.6505867515338,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126271248",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.12325470431133,3.60832018723727e-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xbp1","sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated",57.5659496362561,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126271423",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.37231320235231,1.008267742854e-127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Iroquois-class homeodomain protein",154.368737329168,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126271480",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.27124117526099,8.05485127905766e-09,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",3.81589130084383,2.28370900813399e-10,NA,NA,NA,NA,NA,NA,"unannotated","no description",69.8224341849025,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126271580",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.4755438504388,2.76514406942855e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","protein ubiquitination",31.0338260866144,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126271709",TRUE,TRUE,FALSE,FALSE,"DEG tissues + DEG phase changes",FALSE,TRUE,TRUE,"Head + thorax",FALSE,1,"Fat body vs Head","Higher in Fat body",1.47688272757357,0.0329570089130426,TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.55264649753962,0.018527911582981,-1.03900496774013,0.0165972304956255,"Solitarious-up",-1.28360863975793,0.000122814573535758,"Solitarious-up","unannotated","no description",32.2570830437529,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
"LOC126271720",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.79200282848198,9.13924043172626e-21,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.3806118645454,7.25289238706171e-09,NA,NA,NA,NA,NA,NA,"unannotated","Heme oxygenase",77.3511933565172,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126271845",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,1,"Fat body vs Head","Higher in Fat body",1.03296423135373,0.0296181781331058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unannotated","Major Facilitator Superfamily",10.5614058905741,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126271847",TRUE,FALSE,FALSE,FALSE,"DEG tissues",FALSE,FALSE,FALSE,"Not phase",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.16178061439428,2.85319608925163e-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wal","Electron",56.7064489943133,FALSE,FALSE,TRUE,FALSE,"DEG tissues","DEG tissues"
"LOC126271849",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,TRUE,TRUE,"Head + thorax",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",8.54359850419142,3.31632686636211e-10,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",3.4835790261905,2.93302353667269e-07,-1.38346730473249,0.0123374737706237,"Solitarious-up",-3.64721766666997,9.00791214479842e-17,"Solitarious-up","unannotated","no description",105.02403924027,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
"LOC126271850",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",7.07015851849748,9.73252978460751e-22,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.36873243952593,0.000319870798840388,NA,NA,NA,-1.47937389847251,3.52354352081331e-07,"Solitarious-up","unannotated","no description",84.8780848800591,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
"LOC126271851",TRUE,TRUE,FALSE,FALSE,"DEG tissues + DEG phase changes",FALSE,FALSE,TRUE,"Thorax",FALSE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.52896180293331,0.00214944130353896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22013379136907,8.81853237339653e-08,"Solitarious-up","unannotated","no description",30.4713736907332,TRUE,FALSE,TRUE,TRUE,"DEG tissues","DEG tissues"
