"gene_id","tissue_reference_deg","phase_reference_deg","diet_control_deg","fatbody_infection_deg","membership_label","diet_infected_deg","head_phase_deg","thorax_phase_deg","phase_reference_source","fatbody_experiment_deg","n_tissue_contrasts","tissue_comparisons","tissue_directions","tissue_max_abs_log2FC","tissue_min_padj","experiment_deg","n_experiment_contrasts","experiment_families","experiment_comparisons","experiment_directions","experiment_max_abs_log2FC","experiment_min_padj","head_log2FC","head_padj","head_direction","thorax_log2FC","thorax_padj","thorax_direction","Preferred_name","Description","combined_priority_score","any_phase_change","fatbody_diet_deg","has_tissue_overlay","has_phase_overlay","primary_annotation_group","logical_category","heatmap_category","gene_label"
"LOC126299364",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.21340840587151,3.69639963188164e-43,TRUE,1,"Diet contrasts: controls","Control 83 vs 33","Upregulated",1.49939983485187,0.000313118824216075,NA,NA,NA,NA,NA,NA,"unannotated","Amidophosphoribosyltransferase activity. It is involved in the biological process described with purine nucleobase biosynthetic process",76.6493201448922,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126299364 | unannotated | Amidophosphoribosyltransferase acti..."
"LOC126281265",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.2468224983243,7.88446079183587e-30,TRUE,2,"Diet contrasts: controls","Control 83 vs 33; Control 83 vs 50","Upregulated",1.54767733859993,0.00129808298292253,NA,NA,NA,NA,NA,NA,"ade2","Phosphoribosylformylglycinamidine synthase activity. It is involved in the biological process described with 'de novo' IMP biosynthetic process",72.784425382467,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126281265 | ade2 | Phosphoribosylformylglycinamidine s..."
"LOC126298067",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.1237843513588,4.91377274449602e-41,TRUE,1,"Diet contrasts: controls","Control 83 vs 33","Upregulated",1.41074699588266,0.00142777432117723,NA,NA,NA,NA,NA,NA,"unannotated","Voltage gated chloride channel",72.6884567133647,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126298067 | unannotated | Voltage gated chloride channel"
"LOC126347864",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.19725852418133,2.75287813215434e-29,TRUE,2,"Diet contrasts: controls; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33","Downregulated; Upregulated",2.07634309117432,0.00440781134820811,NA,NA,NA,NA,NA,NA,"unannotated","catalytic activity. It is involved in the biological process described with metabolic process",72.1895916307397,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126347864 | unannotated | catalytic activity. It is involved ..."
"LOC126351672",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.88932235791794,2.86569714529936e-30,TRUE,1,"Diet contrasts: controls","Control 83 vs 33","Downregulated",1.95678353974625,0.00012076744294343,NA,NA,NA,NA,NA,NA,"unannotated","It is involved in the biological process described with cellular protein modification process",64.3069257356947,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126351672 | unannotated | It is involved in the biological pr..."
"LOC126272354",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.32454231824661,7.49278342960965e-21,TRUE,2,"Diet contrasts: controls; Diet contrasts: infected","Control 83 vs 33; Infected 83 vs 33","Downregulated",2.04313537275971,0.00409074584579613,NA,NA,NA,NA,NA,NA,"unannotated","ABC transporter, phosphonate, periplasmic substrate-binding protein",63.8812320129877,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126272354 | unannotated | ABC transporter, phosphonate, perip..."
"LOC126278953",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.86742728165374,2.63196359008005e-28,TRUE,1,"Diet contrasts: controls","Control 83 vs 33","Upregulated",1.67060693666099,9.12814789659981e-05,NA,NA,NA,NA,NA,NA,"ry","activity. It is involved in the biological process described with oxidation-reduction process",62.1573716732334,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126278953 | ry | activity. It is involved in the bio..."
"LOC126349907",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.19799181874768,2.77989586513723e-20,TRUE,2,"Diet contrasts: controls","Control 83 vs 33; Control 83 vs 50","Upregulated",1.60073916694568,0.00328632633185791,NA,NA,NA,NA,NA,NA,"aay","Phosphoserine phosphatase activity. It is involved in the biological process described with L-serine biosynthetic process",61.8379917714996,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126349907 | aay | Phosphoserine phosphatase activity...."
"LOC126298156",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.76571680785408,2.69797971936533e-17,TRUE,2,"Diet contrasts: controls; Diet contrasts: infected","Control 83 vs 33; Infected 33 vs 50","Downregulated; Upregulated",4.60404100671943,0.0203224522217777,NA,NA,NA,NA,NA,NA,"unannotated","no description",61.6307430226072,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126298156 | unannotated | no description"
"LOC126297490",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.06055865163292,2.28320515557424e-19,TRUE,2,"Diet contrasts: controls; Diet contrasts: infected","Control 83 vs 33; Infected 83 vs 33","Downregulated",1.76712164053885,0.0320931937207767,NA,NA,NA,NA,NA,NA,"unannotated","NUDIX domain",60.9627224181352,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126297490 | unannotated | NUDIX domain"
"LOC126272251",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.43314883800237,6.19889189521871e-27,TRUE,1,"Diet contrasts: controls","Control 83 vs 50","Upregulated",1.12610445206763,0.00519058681869484,NA,NA,NA,NA,NA,NA,"Mct1","Major Facilitator Superfamily",58.0517227679478,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126272251 | Mct1 | Major Facilitator Superfamily"
"LOC126284988",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.78305042513727,2.00878153475919e-21,TRUE,1,"Diet contrasts: controls","Control 83 vs 33","Downregulated",1.29971255791097,4.97762015529261e-07,NA,NA,NA,NA,NA,NA,"unannotated","glutamate synthase (NADH) activity. It is involved in the biological process described with oxidation-reduction process",57.0828085231667,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126284988 | unannotated | glutamate synthase (NADH) activity...."
"LOC126293432",TRUE,FALSE,TRUE,FALSE,"DEG tissues + DEG Diet (controls)",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",2.2877193880878,1.60667097067075e-24,TRUE,1,"Diet contrasts: controls","Control 83 vs 33","Upregulated",1.51381197118899,0.00717318818804162,NA,NA,NA,NA,NA,NA,"unannotated","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process",55.7398921876861,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls), no phase","DEG Diet (controls), no phase","DEG Diet (controls), no phase","LOC126293432 | unannotated | transferase activity, transferring ..."
"LOC126268128",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",13.7352830550483,7.04083426232842e-304,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.51027947694984,0.00212725671775521,NA,NA,NA,NA,NA,NA,"unannotated","Glycosyl hydrolase family 9",366.070118506823,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126268128 | unannotated | Glycosyl hydrolase family 9"
"LOC126327121",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",13.7971876983989,5.1374090337619e-245,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.68086141544999,0.0265297121256897,NA,NA,NA,NA,NA,NA,"unannotated","no description",305.34357243132,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126327121 | unannotated | no description"
"LOC126291976",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",12.7134736696591,4.0912271016548e-214,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.45315856868599,0.0128899591966541,NA,NA,NA,NA,NA,NA,"unannotated","Glycosyl hydrolase family 9",274.444527108151,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126291976 | unannotated | Glycosyl hydrolase family 9"
"LOC126278622",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",10.1501895142175,1.60688685049216e-194,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.99338167743652,8.2900634118362e-06,NA,NA,NA,NA,NA,NA,"unannotated","Glycosyl hydrolase family 9",266.019028042273,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126278622 | unannotated | Glycosyl hydrolase family 9"
"LOC126268194",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.60394319049827,2.70721382648059e-194,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.30336417976476,1.55125486004737e-05,NA,NA,NA,NA,NA,NA,"unannotated","amino acid transporter",258.284101655694,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126268194 | unannotated | amino acid transporter"
"LOC126336923",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",7.57302261880076,7.85703962730856e-182,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.24810852927421,0.000657702638740125,NA,NA,NA,NA,NA,NA,"unannotated","chitin binding. It is involved in the biological process described with chitin metabolic process",248.107842620265,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126336923 | unannotated | chitin binding. It is involved in t..."
"LOC126327557",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.12907901982975,2.94162198759405e-184,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.20208571944352,0.000588132440670018,NA,NA,NA,NA,NA,NA,"unannotated","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",237.093102740983,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126327557 | unannotated | heterophilic cell-cell adhesion via..."
"LOC126354923",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",8.78136816496415,2.6180299981548e-145,TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",4.73421336488761,7.848576732275e-15,NA,NA,NA,NA,NA,NA,"unannotated","no description",236.202816002789,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126354923 | unannotated | no description"
"LOC126365941",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.54133185996616,1.51545413392048e-157,TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.44320387498232,1.04543164307076e-12,NA,NA,NA,NA,NA,NA,"unannotated","Belongs to the aconitase IPM isomerase family",227.784697297051,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126365941 | unannotated | Belongs to the aconitase IPM isomer..."
"LOC126354065",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",9.06412140059357,4.70915047738242e-155,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.22535633443038,0.00669705721918105,NA,NA,NA,NA,NA,NA,"unannotated","Belongs to the type-B carboxylesterase lipase family",221.790651157271,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126354065 | unannotated | Belongs to the type-B carboxylester..."
"LOC126267970",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",9.41927354526324,1.29559015229406e-155,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.00814266772013,0.0104223275431881,NA,NA,NA,NA,NA,NA,"unannotated","no description",212.296983857033,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126267970 | unannotated | no description"
"LOC126354890",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",16.3167113797138,8.50141084642949e-146,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.1687991782157,0.0075847982530048,NA,NA,NA,NA,NA,NA,"unannotated","no description",209.676075519622,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126354890 | unannotated | no description"
"LOC126354626",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Head",6.27891816450078,1.27225486737057e-152,TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",2.56783498245917,0.011649970614569,NA,NA,NA,NA,NA,NA,"unannotated","Vault protein inter-alpha-trypsin domain",208.675854195979,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126354626 | unannotated | Vault protein inter-alpha-trypsin d..."
"LOC126332601",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",15.0445562175118,6.24759157930118e-144,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.41520176458909,0.000807810162813244,NA,NA,NA,NA,NA,NA,"unannotated","activity. It is involved in the biological process described with carbohydrate metabolic process",207.756736038626,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126332601 | unannotated | activity. It is involved in the bio..."
"LOC126291919",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",14.0443468934541,1.59276530273722e-121,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.60228805113721,0.00349061849806347,NA,NA,NA,NA,NA,NA,"unannotated","Glycosyl hydrolase family 9",193.901580772425,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126291919 | unannotated | Glycosyl hydrolase family 9"
"LOC126336543",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",15.7383863640967,4.80706101172578e-117,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.0859072311692,3.75306525296448e-05,NA,NA,NA,NA,NA,NA,"unannotated","no description",192.568027845617,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126336543 | unannotated | no description"
"LOC126299332",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.27866053933591,1.03545946383775e-108,TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.01555376493537,1.52934987968908e-17,NA,NA,NA,NA,NA,NA,"unannotated","Lipid transporter activity. It is involved in the biological process described with lipid transport",186.09457434921,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126299332 | unannotated | Lipid transporter activity. It is i..."
"LOC126336868",TRUE,FALSE,FALSE,TRUE,"DEG tissues + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.90262972267319,2.51594693306861e-129,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",2.95043890413357,0.000418640963949422,NA,NA,NA,NA,NA,NA,"unannotated","Uncharacterised conserved protein (DUF2369)",184.830525428451,FALSE,FALSE,TRUE,FALSE,"DEG infection x diet, no phase","DEG infection x diet, no phase","DEG infection x diet, no phase","LOC126336868 | unannotated | Uncharacterised conserved protein (..."
"LOC126336201",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.95816600710234,4.56124688355978e-39,TRUE,4,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",3.48740514952935,1.27521268440465e-05,NA,NA,NA,NA,NA,NA,"unannotated","no description",114.680904953033,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126336201 | unannotated | no description"
"LOC126272465",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",4.11767107329734,2.48324476081568e-09,TRUE,6,"Diet contrasts: controls; Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 33 vs 50; Control 83 vs 33; Diet 50: infected vs control; Infected 33 vs 50; Infected 83 vs 33","Downregulated; Upregulated",6.28363200859142,6.58408969246059e-18,NA,NA,NA,NA,NA,NA,"unannotated","It is involved in the biological process described with transmembrane transport",112.187787815557,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126272465 | unannotated | It is involved in the biological pr..."
"LOC126267545",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",2.26807083893219,4.36856267014298e-18,TRUE,5,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Control 83 vs 50; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",7.77341935245232,1.46045103021936e-09,NA,NA,NA,NA,NA,NA,"unannotated","Trypsin-like serine protease",102.236664621624,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126267545 | unannotated | Trypsin-like serine protease"
"LOC126355724",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",1.79323552344005,3.21082918013772e-46,TRUE,3,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 33: infected vs control","Downregulated",2.8610063902208,1.15580226688876e-05,NA,NA,NA,NA,NA,NA,"unannotated","UDP-galactosyltransferase activity",101.084741170535,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126355724 | unannotated | UDP-galactosyltransferase activity"
"LOC126273306",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.26170254197077,5.26942675592245e-19,TRUE,5,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Control 83 vs 50; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.86917518694301,1.16793451337557e-08,NA,NA,NA,NA,NA,NA,"unannotated","no description",96.3416958642707,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126273306 | unannotated | no description"
"LOC126324953",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.82856925538705,2.99323421017504e-30,TRUE,4,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 33: infected vs control; Diet 83: infected vs control","Downregulated; Upregulated",1.73548358090444,7.58241375547381e-07,NA,NA,NA,NA,NA,NA,"unannotated","Adenylosuccinate lyase C-terminus",96.2081046568657,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126324953 | unannotated | Adenylosuccinate lyase C-terminus"
"LOC126354907",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.63217005504398,3.1194427104221e-28,TRUE,3,"Diet contrasts: controls; Infection within diet","Control 83 vs 33; Control 83 vs 50; Diet 83: infected vs control","Downregulated; Upregulated",2.19745090597697,3.92513064361268e-15,NA,NA,NA,NA,NA,NA,"unannotated","catalytic activity. It is involved in the biological process described with metabolic process",91.7416898306093,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126354907 | unannotated | catalytic activity. It is involved ..."
