"gene_id","tissue_reference_deg","phase_reference_deg","diet_control_deg","fatbody_infection_deg","membership_label","diet_infected_deg","head_phase_deg","thorax_phase_deg","phase_reference_source","fatbody_experiment_deg","n_tissue_contrasts","tissue_comparisons","tissue_directions","tissue_max_abs_log2FC","tissue_min_padj","experiment_deg","n_experiment_contrasts","experiment_families","experiment_comparisons","experiment_directions","experiment_max_abs_log2FC","experiment_min_padj","head_log2FC","head_padj","head_direction","thorax_log2FC","thorax_padj","thorax_direction","Preferred_name","Description","combined_priority_score","any_phase_change","fatbody_diet_deg","has_tissue_overlay","has_phase_overlay","primary_annotation_group","logical_category","heatmap_category","gene_label"
"LOC126293368",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.15436069464649,6.50782129565381e-23,TRUE,4,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated; Upregulated",1.64553313605813,3.34511694122413e-06,NA,NA,NA,NA,NA,NA,"unannotated","O-phospho-L-serine 2-oxoglutarate aminotransferase activity. It is involved in the biological process described with L-serine biosynthetic process",88.4620469071974,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126293368 | unannotated | O-phospho-L-serine 2-oxoglutarate a..."
"LOC126295405",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.3058390679117,1.28467694256032e-12,TRUE,5,"Diet contrasts: controls; Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Control 83 vs 50; Diet 33: infected vs control; Infected 83 vs 33","Downregulated; Upregulated",2.29039584503832,1.60691206087443e-05,NA,NA,NA,NA,NA,NA,"unannotated","Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family",87.2814488730801,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126295405 | unannotated | Belongs to the D-isomer specific 2-..."
"LOC126325353",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.23577180624095,3.70098721071667e-23,TRUE,4,"Diet contrasts: controls; Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 33: infected vs control; Infected 83 vs 33","Downregulated; Upregulated",2.33488500421729,0.00507585996948516,NA,NA,NA,NA,NA,NA,"unannotated","Interconversion of serine and glycine",86.296829593657,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126325353 | unannotated | Interconversion of serine and glycine"
"LOC126278447",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.13077344820679,2.00966030314374e-29,TRUE,3,"Diet contrasts: controls; Infection within diet","Control 83 vs 50; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.34606812545504,0.000302469597728904,NA,NA,NA,NA,NA,NA,"unannotated","Catalyzes the formation of S-adenosylmethionine from methionine and ATP",81.6930371909595,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126278447 | unannotated | Catalyzes the formation of S-adenos..."
"LOC126282167",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.64768028045151,2.69196423523477e-08,TRUE,5,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Control 83 vs 50; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.27000628289429,0.000229980289356995,NA,NA,NA,NA,NA,NA,"unannotated","It is involved in the biological process described with lipid metabolic process",81.125926661624,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126282167 | unannotated | It is involved in the biological pr..."
"LOC126293737",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.88724811193188,9.73700184740904e-25,TRUE,3,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 33: infected vs control","Downregulated; Upregulated",1.75000581942991,3.06326609367604e-05,NA,NA,NA,NA,NA,NA,"unannotated","IMP cyclohydrolase activity. It is involved in the biological process described with purine nucleotide biosynthetic process",79.1626439550863,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126293737 | unannotated | IMP cyclohydrolase activity. It is ..."
"LOC126354813",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.23402737480053,1.39184065488483e-19,TRUE,3,"Diet contrasts: controls; Infection within diet","Control 83 vs 33; Control 83 vs 50; Diet 50: infected vs control","Upregulated",2.43281299081609,2.55453701623772e-07,NA,NA,NA,NA,NA,NA,"unannotated","The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta- (deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate",77.1159386476138,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126354813 | unannotated | The purine nucleoside phosphorylase..."
"LOC126272706",FALSE,FALSE,TRUE,TRUE,"DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,NA,NA,NA,NA,NA,TRUE,6,"Diet contrasts: controls; Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control; Infected 33 vs 50; Infected 83 vs 33","Downregulated; Upregulated",7.31728837633052,9.47219626706784e-08,NA,NA,NA,NA,NA,NA,"unannotated","Transcription activator MBF2",74.3408376881318,FALSE,TRUE,FALSE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126272706 | unannotated | Transcription activator MBF2"
"LOC126336910",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.45805645026859,1.05448492169782e-05,TRUE,4,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated; Upregulated",3.10007333848132,1.63374868348384e-05,NA,NA,NA,NA,NA,NA,"unannotated","It is involved in the biological process described with negative regulation of signal transduction",71.3219041640751,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126336910 | unannotated | It is involved in the biological pr..."
"LOC126355485",TRUE,FALSE,TRUE,TRUE,"DEG tissues + DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,1,"Fat body vs Thorax","Higher in Fat body",1.01729233545459,9.51250446614709e-12,TRUE,4,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.6778496653471,1.67495379492168e-07,NA,NA,NA,NA,NA,NA,"unannotated","phosphatidate phosphatase",69.4928442959789,FALSE,TRUE,TRUE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126355485 | unannotated | phosphatidate phosphatase"
"LOC126323918",FALSE,FALSE,TRUE,TRUE,"DEG Diet (controls) + DEG infection x diet",FALSE,FALSE,FALSE,"Not phase",TRUE,NA,NA,NA,NA,NA,TRUE,5,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Control 83 vs 50; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",11.3392692999604,8.67896214515926e-08,NA,NA,NA,NA,NA,NA,"unannotated","It is involved in the biological process described with carbohydrate metabolic process",68.4008015058414,FALSE,TRUE,FALSE,FALSE,"DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","DEG Diet (controls) + infection x diet, no phase","LOC126323918 | unannotated | It is involved in the biological pr..."
"LOC126352958",TRUE,TRUE,TRUE,FALSE,"DEG tissues + DEG phase changes + DEG Diet (controls)",FALSE,TRUE,TRUE,"Head + thorax",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.6677503590854,0.00173834485429409,TRUE,3,"Diet contrasts: controls; Diet contrasts: infected","Control 83 vs 33; Control 83 vs 50; Infected 83 vs 33","Upregulated",3.31057976484419,2.88667556785829e-10,2.37795838931358,8.50669664215275e-17,"Gregarious-up",1.68743850115531,6.70079313079487e-11,"Gregarious-up","Oat","Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family",94.587305945442,TRUE,TRUE,TRUE,TRUE,"DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","LOC126352958 | Oat | Belongs to the class-III pyridoxal-..."
"LOC126284087",TRUE,TRUE,TRUE,FALSE,"DEG tissues + DEG phase changes + DEG Diet (controls)",FALSE,TRUE,TRUE,"Head + thorax",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",9.16979625242388,0.00018630236256341,TRUE,2,"Diet contrasts: controls","Control 33 vs 50; Control 83 vs 33","Downregulated; Upregulated",4.42475644133938,0.0301126132974898,-4.8098604696358,2.37702999827471e-06,"Solitarious-up",-5.7489767581361,1.67067726467387e-09,"Solitarious-up","unannotated","Structural constituent of cuticle",79.8054958869805,TRUE,TRUE,TRUE,TRUE,"DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","LOC126284087 | unannotated | Structural constituent of cuticle"
"LOC126354934",TRUE,TRUE,TRUE,FALSE,"DEG tissues + DEG phase changes + DEG Diet (controls)",FALSE,TRUE,TRUE,"Head + thorax",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",4.12376079337274,1.08828536463837e-06,TRUE,3,"Diet contrasts: controls; Diet contrasts: infected; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33; Infected 33 vs 50","Downregulated; Upregulated",3.88870969053307,0.000510596804083852,-1.29801405116452,0.00117061699255237,"Solitarious-up",-1.90044097256134,2.52510956435226e-06,"Solitarious-up","unannotated","no description",74.9954095758303,TRUE,TRUE,TRUE,TRUE,"DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","LOC126354934 | unannotated | no description"
"LOC126335945",TRUE,TRUE,TRUE,FALSE,"DEG tissues + DEG phase changes + DEG Diet (controls)",FALSE,TRUE,TRUE,"Head + thorax",TRUE,2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",8.03411648562313,4.37386655234992e-19,TRUE,1,"Diet contrasts: controls","Control 83 vs 50","Upregulated",3.59951427550008,0.040895117401568,-1.36260981304119,0.00320660229838264,"Solitarious-up",-4.10003224630241,2.61928982282827e-06,"Solitarious-up","unannotated","Insect cuticle protein",70.9195071776601,TRUE,TRUE,TRUE,TRUE,"DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","LOC126335945 | unannotated | Insect cuticle protein"
"LOC126272511",TRUE,TRUE,TRUE,FALSE,"DEG tissues + DEG phase changes + DEG Diet (controls)",FALSE,FALSE,TRUE,"Thorax",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.17091508752567,4.37005472838865e-05,TRUE,2,"Diet contrasts: controls","Control 83 vs 33; Control 83 vs 50","Upregulated",3.34768947338263,4.97762015529261e-07,NA,NA,NA,-1.60209114201621,0.029838815027428,"Solitarious-up","Uro","Catalyzes the oxidation of uric acid to 5- hydroxyisourate, which is further processed to form (S)-allantoin",56.308405502483,TRUE,TRUE,TRUE,TRUE,"DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","LOC126272511 | Uro | Catalyzes the oxidation of uric aci..."
"LOC126267355",TRUE,TRUE,TRUE,FALSE,"DEG tissues + DEG phase changes + DEG Diet (controls)",FALSE,TRUE,TRUE,"Head + thorax",TRUE,1,"Fat body vs Thorax","Higher in Fat body",1.45447814800459,0.013020766955841,TRUE,2,"Diet contrasts: controls; Diet contrasts: infected","Control 83 vs 33; Infected 83 vs 33","Downregulated",3.80995475901405,6.3891948128301e-06,1.1295425463586,1.31293834761974e-08,"Gregarious-up",1.23640134497208,6.46772832972563e-05,"Gregarious-up","unannotated","Neuroparsin",54.7812979992455,TRUE,TRUE,TRUE,TRUE,"DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","LOC126267355 | unannotated | Neuroparsin"
"LOC126297583",TRUE,TRUE,TRUE,FALSE,"DEG tissues + DEG phase changes + DEG Diet (controls)",FALSE,FALSE,TRUE,"Thorax",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.41878816027155,3.35634048602516e-10,TRUE,1,"Diet contrasts: controls","Control 83 vs 50","Upregulated",1.43852306160267,0.0147545278750662,NA,NA,NA,-1.55373294353648,5.2653969627955e-10,"Solitarious-up","unannotated","Transferase activity, transferring acyl groups other than amino-acyl groups. It is involved in the biological process described with metabolic process",52.9948217179365,TRUE,TRUE,TRUE,TRUE,"DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","LOC126297583 | unannotated | Transferase activity, transferring ..."
"LOC126334600",TRUE,TRUE,TRUE,FALSE,"DEG tissues + DEG phase changes + DEG Diet (controls)",FALSE,TRUE,FALSE,"Head",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.87822901503688,4.8522866658672e-05,TRUE,2,"Diet contrasts: controls; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33","Downregulated; Upregulated",2.10901756108083,0.00439806181263758,1.0600565140065,0.00133583529690592,"Gregarious-up",NA,NA,NA,"unannotated","Mitochondrial carrier required for the biosynthesis of heme, possibly by facilitating 5-aminolevulinate (ALA) production. May act by importing glycine into mitochondria or by exchanging glycine for ALA across the mitochondrial inner membrane",51.592342396148,TRUE,TRUE,TRUE,TRUE,"DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","LOC126334600 | unannotated | Mitochondrial carrier required for ..."
"LOC126285309",TRUE,TRUE,TRUE,FALSE,"DEG tissues + DEG phase changes + DEG Diet (controls)",FALSE,FALSE,TRUE,"Thorax",TRUE,2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",1.84645319089564,5.53024041098019e-06,TRUE,1,"Diet contrasts: controls","Control 83 vs 33","Downregulated",2.65702348560598,0.000803508546896859,NA,NA,NA,-1.1509964915522,0.0137361657863166,"Solitarious-up","unannotated","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process",41.8688731321306,TRUE,TRUE,TRUE,TRUE,"DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","LOC126285309 | unannotated | transferase activity, transferring ..."
"LOC126353857",FALSE,TRUE,TRUE,FALSE,"DEG phase changes + DEG Diet (controls)",FALSE,TRUE,TRUE,"Head + thorax",TRUE,NA,NA,NA,NA,NA,TRUE,1,"Diet contrasts: controls","Control 83 vs 33","Downregulated",2.10442683578626,0.000305572533708551,-1.23513758413919,6.02468419289451e-07,"Solitarious-up",-1.53848253057106,3.00696522871217e-08,"Solitarious-up","unannotated","no description",32.1348699425123,TRUE,TRUE,FALSE,TRUE,"DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","DEG phase changes + Diet (controls)","LOC126353857 | unannotated | no description"
"LOC126355818",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",9.98178290914504,2.96470715418032e-178,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",2.19133037625057,0.004047331714078,NA,NA,NA,-1.5696962281875,6.88176694523369e-10,"Solitarious-up","unannotated","activity. It is involved in the biological process described with carbohydrate metabolic process",246.825958951227,TRUE,FALSE,TRUE,TRUE,"DEG phase changes + infection x diet","DEG phase changes + infection x diet","DEG phase changes + infection x diet","LOC126355818 | unannotated | activity. It is involved in the bio..."
"LOC126267568",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,TRUE,TRUE,"Head + thorax",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",8.96670920514269,4.44696967412637e-91,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",3.69502389399516,7.31888615373878e-06,-1.19253432349662,9.3375014141661e-06,"Solitarious-up",-1.047248171482,0.0168667607914552,"Solitarious-up","unannotated","no description",171.191744068304,TRUE,FALSE,TRUE,TRUE,"DEG phase changes + infection x diet","DEG phase changes + infection x diet","DEG phase changes + infection x diet","LOC126267568 | unannotated | no description"
"LOC126277383",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",14.2854761327488,2.49439461026348e-68,TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",3.39470458239433,1.21365759057734e-07,NA,NA,NA,-1.84950624292887,2.23417041177477e-09,"Solitarious-up","unannotated","no description",166.699509326242,TRUE,FALSE,TRUE,TRUE,"DEG phase changes + infection x diet","DEG phase changes + infection x diet","DEG phase changes + infection x diet","LOC126277383 | unannotated | no description"
"LOC126281914",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",10.9600334871486,6.90156552987557e-72,TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",3.09620990596408,1.07738802918512e-07,NA,NA,NA,-2.1156672101775,1.84657246504583e-12,"Solitarious-up","unannotated","no description",162.034224486206,TRUE,FALSE,TRUE,TRUE,"DEG phase changes + infection x diet","DEG phase changes + infection x diet","DEG phase changes + infection x diet","LOC126281914 | unannotated | no description"
"LOC126284383",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",9.97924532116682,9.31017104401878e-28,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.37299910244764,9.35125166227122e-06,NA,NA,NA,-4.72996829267081,3.64168364565924e-65,"Solitarious-up","unannotated","no description",159.581083095752,TRUE,FALSE,TRUE,TRUE,"DEG phase changes + infection x diet","DEG phase changes + infection x diet","DEG phase changes + infection x diet","LOC126284383 | unannotated | no description"
"LOC126340122",FALSE,TRUE,FALSE,TRUE,"DEG phase changes + DEG infection x diet",FALSE,TRUE,TRUE,"Head + thorax",TRUE,NA,NA,NA,NA,NA,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.89960985447342,0.000996696489792658,3.3487556546936,1.64112638269803e-38,"Gregarious-up",4.090985780828,2.06058536194722e-76,"Gregarious-up","unannotated","no description",146.811655723661,TRUE,FALSE,FALSE,TRUE,"DEG phase changes + infection x diet","DEG phase changes + infection x diet","DEG phase changes + infection x diet","LOC126340122 | unannotated | no description"
"LOC126354924",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",9.47060461308646,9.71162653938996e-54,TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",3.60532698755237,1.63243362147694e-08,NA,NA,NA,-1.56845820825758,2.53846742171052e-05,"Solitarious-up","unannotated","no description",144.03969071064,TRUE,FALSE,TRUE,TRUE,"DEG phase changes + infection x diet","DEG phase changes + infection x diet","DEG phase changes + infection x diet","LOC126354924 | unannotated | no description"
"LOC126306122",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",8.66786940075016,5.19543684160352e-53,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.6718583541295,0.000112056086802528,NA,NA,NA,-1.55407181773799,7.37932505405569e-11,"Solitarious-up","unannotated","no description",133.26072540974,TRUE,FALSE,TRUE,TRUE,"DEG phase changes + infection x diet","DEG phase changes + infection x diet","DEG phase changes + infection x diet","LOC126306122 | unannotated | no description"
"LOC126284530",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",9.75896492103967,1.53712263224079e-57,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.91553697894842,0.000909295935731064,NA,NA,NA,-1.30711106925061,4.06263847927454e-07,"Solitarious-up","unannotated","Cobalamin binding. It is involved in the biological process described with cobalamin transport",133.227391024623,TRUE,FALSE,TRUE,TRUE,"DEG phase changes + infection x diet","DEG phase changes + infection x diet","DEG phase changes + infection x diet","LOC126284530 | unannotated | Cobalamin binding. It is involved i..."
"LOC126335320",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.96390694334789,2.08344795067176e-46,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.17836012899909,0.000691843515164284,NA,NA,NA,-1.41213003208848,2.21081047122122e-20,"Solitarious-up","unannotated","no description",132.051055061753,TRUE,FALSE,TRUE,TRUE,"DEG phase changes + infection x diet","DEG phase changes + infection x diet","DEG phase changes + infection x diet","LOC126335320 | unannotated | no description"
"LOC126335117",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,TRUE,TRUE,"Head + thorax",TRUE,2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.39770729682887,5.96100727890775e-07,TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.47971688199144,4.27368554027826e-08,-1.63400792879015,4.52574954180546e-15,"Solitarious-up",-1.68981454258767,1.70197650079421e-32,"Solitarious-up","unannotated","Belongs to the type-B carboxylesterase lipase family",124.908480359038,TRUE,FALSE,TRUE,TRUE,"DEG phase changes + infection x diet","DEG phase changes + infection x diet","DEG phase changes + infection x diet","LOC126335117 | unannotated | Belongs to the type-B carboxylester..."
"LOC126268104",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.08571101291768,5.12546122981791e-70,TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",2.63197357890188,8.58770425734543e-05,NA,NA,NA,1.10352004526851,1.18460306308118e-08,"Gregarious-up","m","Zona pellucida (ZP) domain",124.104021753221,TRUE,FALSE,TRUE,TRUE,"DEG phase changes + infection x diet","DEG phase changes + infection x diet","DEG phase changes + infection x diet","LOC126268104 | m | Zona pellucida (ZP) domain"
"LOC126335467",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,TRUE,TRUE,"Head + thorax",TRUE,3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",7.04026924220622,2.28063497183048e-49,TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.73561979553284,7.84001212923642e-08,-1.10053568048951,0.0158322485398516,"Solitarious-up",-1.22408506327823,5.84623532277046e-09,"Solitarious-up","unannotated","Belongs to the serpin family",121.881718375756,TRUE,FALSE,TRUE,TRUE,"DEG phase changes + infection x diet","DEG phase changes + infection x diet","DEG phase changes + infection x diet","LOC126335467 | unannotated | Belongs to the serpin family"
"LOC126281915",TRUE,TRUE,FALSE,TRUE,"DEG tissues + DEG phase changes + DEG infection x diet",FALSE,FALSE,TRUE,"Thorax",TRUE,2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",9.81948295116504,2.01686886625827e-46,TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",3.68463519204428,4.83286741214572e-07,NA,NA,NA,-2.13924058234921,4.20804657570496e-07,"Solitarious-up","unannotated","no description",120.030395644941,TRUE,FALSE,TRUE,TRUE,"DEG phase changes + infection x diet","DEG phase changes + infection x diet","DEG phase changes + infection x diet","LOC126281915 | unannotated | no description"
