"gene_id","tissue","baseMean","log2FoldChange","pvalue","padj","significant","direction"
"LOC126320326","Thorax",82.3572691143221,-1.11037002532825,4.66538284911885e-06,3.56659280433256e-05,TRUE,"Solitarious-up"
"LOC126320407","Thorax",635.244075689872,1.46345864302993,4.14056756250429e-21,5.01495800658608e-19,TRUE,"Gregarious-up"
"LOC126323097","Thorax",20.8179946672086,1.00934024054025,0.0035707823431056,0.0127532365038238,TRUE,"Gregarious-up"
"LOC126325647","Thorax",186.389382960764,1.65586245605866,1.05788089692183e-25,2.46586049067401e-23,TRUE,"Gregarious-up"
"LOC126331023","Thorax",53.3671235929125,1.3398796084726,2.4372378771341e-10,4.40843876048531e-09,TRUE,"Gregarious-up"
"LOC126331476","Thorax",92.7592661853197,1.48601741169681,4.96566376798407e-11,1.00732036436248e-09,TRUE,"Gregarious-up"
"LOC126334628","Thorax",105.501918449198,-1.08651066716142,6.13814774864852e-09,8.40694870141949e-08,TRUE,"Solitarious-up"
"LOC126334754","Thorax",62.5176706654014,1.72886279745668,0.00283382250358159,0.0103853584127104,TRUE,"Gregarious-up"
"LOC126334872","Thorax",68.6354197521536,1.13209877070086,5.18236392256808e-07,4.83556827034789e-06,TRUE,"Gregarious-up"
"LOC126284981","Thorax",179.080308236302,1.83345549696444,2.5010162781934e-10,4.50401677854245e-09,TRUE,"Gregarious-up"
"LOC126334921","Thorax",51.4917276304395,-1.23560820319207,0.0121642025335245,0.0364395145730266,TRUE,"Solitarious-up"
"LOC126334979","Thorax",24.5501747526002,1.41005571025971,2.62618220965086e-05,0.000167668501385151,TRUE,"Gregarious-up"
"LOC126335260","Thorax",336.087051009497,-5.94268789811182,3.69709827080486e-12,9.06229207093716e-11,TRUE,"Solitarious-up"
"LOC126335304","Thorax",432.10923168534,-3.8721403049647,2.78438464946959e-07,2.76291469554597e-06,TRUE,"Solitarious-up"
"LOC126336904","Thorax",344.583223142737,-1.43454617613624,1.70002614215548e-25,3.88928202966459e-23,TRUE,"Solitarious-up"
"LOC126337074","Thorax",185.395968485581,-1.77647344176129,7.74224742730174e-16,3.63679561661162e-14,TRUE,"Solitarious-up"
"LOC126339334","Thorax",21.5538958380695,1.54761422165194,6.1486212298081e-05,0.000359149251409216,TRUE,"Gregarious-up"
"LOC126337770","Thorax",187.100970176479,-1.4087892585416,5.88017776020124e-27,1.48252481733727e-24,TRUE,"Solitarious-up"
"LOC126337983","Thorax",30.4310270206298,-1.36621356154927,0.000268013701544042,0.00133509728583673,TRUE,"Solitarious-up"
"LOC126338779","Thorax",38.8104282050133,1.07577294027915,7.217018146115e-07,6.52224156379698e-06,TRUE,"Gregarious-up"
"LOC126339036","Thorax",13.7054177162788,-1.34358481192742,0.000507317497603446,0.00233509700648024,TRUE,"Solitarious-up"
"LOC126339580","Thorax",20.4417329130954,-1.39617706965818,2.1003688008067e-05,0.000137654939868254,TRUE,"Solitarious-up"
"LOC126339755","Thorax",50.7462850563214,-2.07210395117411,1.72987328310278e-11,3.78915860628577e-10,TRUE,"Solitarious-up"
"LOC126339798","Thorax",18.9609605630356,2.19014430224994,1.69835719432449e-09,2.59781674364755e-08,TRUE,"Gregarious-up"
"LOC126339830","Thorax",17.5535532182619,-1.13234152727284,0.00221094576960304,0.00839398403124646,TRUE,"Solitarious-up"
"LOC126340300","Thorax",9127.33599641309,2.76554260448978,3.50225986022428e-25,7.21115305220179e-23,TRUE,"Gregarious-up"
"LOC126340284","Thorax",63.0028496771861,2.63079522045436,4.84832469566294e-10,8.21621444310287e-09,TRUE,"Gregarious-up"
"LOC126340122","Thorax",1804.9308505783,4.090985780828,3.33589988982876e-80,2.06058536194722e-76,TRUE,"Gregarious-up"
"LOC126341081","Thorax",230.936116453104,-1.12156649301493,4.79352220096163e-26,1.16116026020941e-23,TRUE,"Solitarious-up"
"LOC126341572","Thorax",14.5234220584775,-1.49753866610778,0.000679695649816088,0.00301292044390577,TRUE,"Solitarious-up"
"LOC126342685","Thorax",221.926062625303,-1.20940209226004,4.19284744362979e-11,8.54759691726112e-10,TRUE,"Solitarious-up"
"LOC126343319","Thorax",52.9851979906989,1.08858009600783,0.00193158216496004,0.00746177800685313,TRUE,"Gregarious-up"
"LOC126343639","Thorax",81.095590585866,-1.2048111505154,5.37358070710963e-10,9.03200218443977e-09,TRUE,"Solitarious-up"
"LOC126343848","Thorax",24.8376779782538,-1.04030228756372,0.0002207284206463,0.00112171078102196,TRUE,"Solitarious-up"
"LOC126344004","Thorax",137.035498991588,-1.9077126328617,7.33139934199404e-11,1.45147608126594e-09,TRUE,"Solitarious-up"
"LOC126344078","Thorax",58.7645446893422,-1.53193539328989,3.69882727899404e-09,5.28269505256559e-08,TRUE,"Solitarious-up"
"LOC126344374","Thorax",405.557105618528,-1.38559694740757,1.44448452715515e-06,1.23070081713619e-05,TRUE,"Solitarious-up"
"LOC126344463","Thorax",465.943418769274,7.74570181620193,6.50699303225109e-14,2.23298310890083e-12,TRUE,"Gregarious-up"
"LOC126344496","Thorax",61.0362662003333,1.69146454773131,2.69733417816355e-05,0.000171767352768208,TRUE,"Gregarious-up"
"LOC126345073","Thorax",82.6367774238237,3.17996418702029,2.69790534075854e-14,1.0008985759679e-12,TRUE,"Gregarious-up"
"LOC126345116","Thorax",417.438213063087,4.323321781253,6.48966780197445e-14,2.23298310890083e-12,TRUE,"Gregarious-up"
"LOC126345132","Thorax",360.992077274218,6.47724565301337,3.44707091531596e-20,3.51943091634822e-18,TRUE,"Gregarious-up"
"LOC126306122","Thorax",206.377876699077,-1.55407181773799,2.96869398726378e-12,7.37932505405569e-11,TRUE,"Solitarious-up"
"LOC126346320","Thorax",120.963625412038,-1.02811113428697,2.43214239226988e-05,0.000156983736228329,TRUE,"Solitarious-up"
"LOC126346336","Thorax",155.592881885596,-1.07195645578306,4.04944794676516e-06,3.13255353377187e-05,TRUE,"Solitarious-up"
"LOC126336760","Thorax",78.4830343389151,1.1529131531805,1.37080605461455e-06,1.17522123516364e-05,TRUE,"Gregarious-up"
"LOC126347374","Thorax",200.153727483487,-1.12302502563883,1.53709382260601e-13,4.80740685682902e-12,TRUE,"Solitarious-up"
"LOC126348001","Thorax",19.2964648468467,1.27357616796654,0.000563684691990046,0.00255457105093361,TRUE,"Gregarious-up"
"LOC126347975","Thorax",450.837367554,-1.3006022329508,1.73263680360329e-15,7.92777595248706e-14,TRUE,"Solitarious-up"
"LOC126349326","Thorax",77.7115308898243,1.46752863815913,1.09089817791665e-16,6.04347806725665e-15,TRUE,"Gregarious-up"
"LOC126349483","Thorax",19.6773612567865,1.77391464991113,1.40093599056732e-07,1.47924472029647e-06,TRUE,"Gregarious-up"
"LOC126349094","Thorax",23.286482018946,1.16832715266911,0.000512428963116272,0.00235599084865591,TRUE,"Gregarious-up"
"LOC126350317","Thorax",108.637180027702,1.9693534731478,1.11797864005645e-14,4.37073041748653e-13,TRUE,"Gregarious-up"
"LOC126349342","Thorax",18.0411150504869,1.88842568696453,1.10433428524142e-05,7.80042639215121e-05,TRUE,"Gregarious-up"
"LOC126349353","Thorax",603.128169212024,2.93284541144018,4.22747187555126e-06,3.2559967300848e-05,TRUE,"Gregarious-up"
"LOC126347709","Thorax",63.3078942042321,1.07439620648045,2.6988323287773e-05,0.000171774212208731,TRUE,"Gregarious-up"
"LOC126349427","Thorax",3742.41705921725,2.69276298379203,7.18815026624696e-08,8.03641704879773e-07,TRUE,"Gregarious-up"
"LOC126350536","Thorax",124.904707453421,-2.57212675770529,9.00042371360486e-17,5.05414702535793e-15,TRUE,"Solitarious-up"
"LOC126350552","Thorax",72.9954144258016,-2.57007989289936,7.61384545316025e-09,1.02042332514327e-07,TRUE,"Solitarious-up"
"LOC126351962","Thorax",33.4133349513433,3.1967835743593,5.8077279736276e-09,7.99584787511589e-08,TRUE,"Gregarious-up"
"LOC126352043","Thorax",43.5932013270007,-1.75046667715674,1.41793375416683e-06,1.21058421554782e-05,TRUE,"Solitarious-up"
"LOC126352618","Thorax",1965.88400532629,1.61017341021978,3.38540507940373e-70,1.39410981169846e-66,TRUE,"Gregarious-up"
"LOC126354270","Thorax",48.2918472411377,-1.33129627594729,4.22301637511948e-05,0.00025549042261619,TRUE,"Solitarious-up"
"LOC126364803","Thorax",317.333150652228,1.18680611751897,5.59515627447081e-17,3.2759507400385e-15,TRUE,"Gregarious-up"
"LOC126352958","Thorax",90.8075103937208,1.68743850115531,2.6577534677752e-12,6.70079313079487e-11,TRUE,"Gregarious-up"
"LOC126354836","Thorax",469.450835992623,-1.43129588408621,4.17084595357434e-11,8.51679849759627e-10,TRUE,"Solitarious-up"
"LOC126353857","Thorax",281.994633939248,-1.53848253057106,2.00805108765383e-09,3.00696522871217e-08,TRUE,"Solitarious-up"
"LOC126353995","Thorax",149.393903899803,-3.66200457047329,1.51424940207856e-07,1.58938293230914e-06,TRUE,"Solitarious-up"
"LOC126354501","Thorax",297.164781690931,-1.52818724020348,1.3832741242355e-12,3.60526762253279e-11,TRUE,"Solitarious-up"
"LOC126354591","Thorax",35.742708485321,1.04383329920532,0.000432965882284804,0.00203610982479881,TRUE,"Gregarious-up"
"LOC126354599","Thorax",15.3045212175389,-1.10286885416409,0.000727797075272388,0.00319630468109317,TRUE,"Solitarious-up"
"LOC126354620","Thorax",83.9837274020602,-1.06945341841753,4.87688027632877e-12,1.15641034421815e-10,TRUE,"Solitarious-up"
"LOC126354697","Thorax",1749.25889416576,-1.03846610172701,5.58799419290006e-09,7.73058009620239e-08,TRUE,"Solitarious-up"
"LOC126355228","Thorax",25.1193586889192,1.8892420246402,1.61328313825315e-10,3.01064953020836e-09,TRUE,"Gregarious-up"
"LOC126355256","Thorax",12.0405939367211,-2.31439378868557,1.2404347607592e-08,1.59794901297384e-07,TRUE,"Solitarious-up"
"LOC126358898","Thorax",15.8629270538152,-3.29009875409963,2.25951712105395e-08,2.79140745135005e-07,TRUE,"Solitarious-up"
"LOC126355825","Thorax",133.199812359877,4.00062599108699,1.96037156947553e-09,2.94986971611458e-08,TRUE,"Gregarious-up"
"LOC126356135","Thorax",127.693286862302,-1.19870759029053,2.81395513143371e-08,3.41154089241728e-07,TRUE,"Solitarious-up"
"LOC126356143","Thorax",20.1137877431027,1.0604872715535,0.00021437752136001,0.00109620028927217,TRUE,"Gregarious-up"
"LOC126356364","Thorax",110.482306528309,-1.38646996922951,5.205933301935e-11,1.04916965761998e-09,TRUE,"Solitarious-up"
"LOC126356499","Thorax",22.3523135825867,1.19470580114948,0.000695325391869237,0.00306787496112591,TRUE,"Gregarious-up"
"LOC126356526","Thorax",208.825390157847,-1.80044184762652,4.72388920227698e-09,6.60916502887087e-08,TRUE,"Solitarious-up"
"LOC126357728","Thorax",17.8606574577045,-2.62416470871119,6.98408572074738e-07,6.33490418458981e-06,TRUE,"Solitarious-up"
"LOC126358741","Thorax",102.898350323566,-1.2760455512929,1.27574036985352e-09,2.00515223017435e-08,TRUE,"Solitarious-up"
"LOC126359165","Thorax",17.7945398306797,1.06610564895057,0.0042296035618099,0.014785659989417,TRUE,"Gregarious-up"
"LOC126359288","Thorax",291.542400576654,-1.39861399521075,3.78109218701823e-16,1.89115841613049e-14,TRUE,"Solitarious-up"
"LOC126365808","Thorax",226.99585422783,2.19400379874345,2.74478085206295e-16,1.41878755842618e-14,TRUE,"Gregarious-up"
"LOC126361189","Thorax",314.624049551293,-1.27994838993887,3.710301540289e-14,1.3481489773156e-12,TRUE,"Solitarious-up"
"LOC126361237","Thorax",539.397011516074,2.3004292241222,3.03999114190338e-13,9.07150979881022e-12,TRUE,"Gregarious-up"
"LOC126301432","Thorax",37.2584399041601,-4.0706588391639,1.10311379069303e-12,2.91193755773967e-11,TRUE,"Solitarious-up"
"LOC126362967","Thorax",10.0115325776873,-3.76705455491587,3.77001715609072e-09,5.36575944082312e-08,TRUE,"Solitarious-up"
"LOC126362949","Thorax",22.3559833358709,-3.20014975336048,5.68247293588382e-08,6.45825856944882e-07,TRUE,"Solitarious-up"
"LOC126362843","Thorax",68.2354819003948,-4.0547134802911,1.10040840003073e-19,1.02213874992328e-17,TRUE,"Solitarious-up"
"LOC126363070","Thorax",253.63446483426,-1.24676841882775,3.71177816717348e-18,2.6507298587453e-16,TRUE,"Solitarious-up"
"LOC126363586","Thorax",223.119197403297,1.65066387326748,8.69277934097489e-12,1.99240437807799e-10,TRUE,"Gregarious-up"
"LOC126266597","Thorax",415.423324707815,5.28593601678212,4.92673705786678e-06,3.74322937348623e-05,TRUE,"Gregarious-up"
"LOC126266613","Thorax",296.369900454878,-1.2460919946765,2.77720465516334e-08,3.37360730677364e-07,TRUE,"Solitarious-up"
"LOC126266870","Thorax",23.6211310836089,2.29076166059936,3.00206071806588e-08,3.61124226981362e-07,TRUE,"Gregarious-up"
"LOC126267091","Thorax",72.7204493295534,1.13300385768684,1.24825661812929e-13,3.98474477012125e-12,TRUE,"Gregarious-up"
"LOC126267256","Thorax",284.904501016335,1.68667869554678,2.11727746734276e-05,0.000138542615633222,TRUE,"Gregarious-up"
"LOC126267422","Thorax",80.2625866973055,1.53347763511559,5.23703808348553e-06,3.96436081393261e-05,TRUE,"Gregarious-up"
"LOC126267603","Thorax",454.788910719749,-1.33925127015543,7.03224940145373e-10,1.15989865294472e-08,TRUE,"Solitarious-up"
"LOC126267750","Thorax",199.434016238659,2.58881657764258,0.000633936565348999,0.00282935416485605,TRUE,"Gregarious-up"
"LOC126267979","Thorax",455.356087582988,-1.16000415850215,1.9209543919721e-25,4.31481282880425e-23,TRUE,"Solitarious-up"
"LOC126268104","Thorax",6492.05905614556,1.10352004526851,7.19161645872496e-10,1.18460306308118e-08,TRUE,"Gregarious-up"
"LOC126268335","Thorax",409.857558205122,-1.21686680381897,9.16261151915275e-19,7.11917627091906e-17,TRUE,"Solitarious-up"
"LOC126268633","Thorax",247.628148627458,1.05854886221009,2.74901427047489e-11,5.76592908275837e-10,TRUE,"Gregarious-up"
"LOC126269044","Thorax",1021.74432328364,3.61047690420026,7.54026007349974e-05,0.000431061420398037,TRUE,"Gregarious-up"
"LOC126269449","Thorax",470.758172737522,2.28291210723371,5.36036424219329e-15,2.24481152027308e-13,TRUE,"Gregarious-up"
"LOC126269762","Thorax",79.5311801861039,1.16379671229971,3.22549859424468e-06,2.55107616090261e-05,TRUE,"Gregarious-up"
"LOC126270526","Thorax",126.96507824129,-1.00422860547775,2.0511660467181e-09,3.0640997994142e-08,TRUE,"Solitarious-up"
"LOC126271206","Thorax",123.187792616861,-1.41944004060928,5.95921692088004e-10,9.9085014590245e-09,TRUE,"Solitarious-up"
"LOC126271709","Thorax",93.8245705553586,-1.28360863975793,1.82820139818891e-05,0.000122814573535758,TRUE,"Solitarious-up"
"LOC126271938","Thorax",261.825025981663,1.2162558037078,1.17523852509966e-07,1.26251275992011e-06,TRUE,"Gregarious-up"
"LOC126272363","Thorax",393.428561119858,1.69105556856274,4.244418406989e-09,5.96536348122208e-08,TRUE,"Gregarious-up"
