"gene","control_only","infection_only","pairwise_diet","within_diet","full_model"
"LOC126318616",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318615",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318603",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318636",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318638",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318594",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318637",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318612",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318596",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318622",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318621",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318597",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318624",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318687",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318677",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318671",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318682",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318694",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318701",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318672",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318670",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318679",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318673",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318689",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318685",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318676",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318699",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318684",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318698",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318680",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318674",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318683",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318692",FALSE,TRUE,TRUE,FALSE,FALSE
"LOC126318678",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318704",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318706",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318707",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126318729",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319962",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319987",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319979",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319981",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319984",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319983",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319985",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320007",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319963",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319965",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319966",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319969",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319968",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126319971",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319972",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319988",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319841",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319845",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319846",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319851",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319849",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319853",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319850",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319848",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319855",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319854",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319857",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319859",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319989",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319861",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319860",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319863",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319864",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319865",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319866",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319867",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319868",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319869",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319870",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319871",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319875",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319876",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319874",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319878",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319879",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319881",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319883",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319882",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319884",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319885",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319886",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319887",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319889",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319891",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319893",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319992",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319993",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319894",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319896",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319898",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319994",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319901",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319899",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319906",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319909",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319907",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319910",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319996",FALSE,TRUE,FALSE,FALSE,TRUE
"LOC126319911",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319930",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319916",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319912",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126319917",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319915",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319936",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319935",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319913",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319921",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319939",FALSE,TRUE,FALSE,FALSE,TRUE
"LOC126319934",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319998",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319924",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319925",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320000",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319914",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319931",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319919",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320001",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319929",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319937",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319918",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319933",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319923",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126319928",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319941",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319940",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320003",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319944",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319943",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319948",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319946",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319950",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319951",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319952",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319958",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319956",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319957",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319954",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319960",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320004",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319976",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319973",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320005",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319975",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126319977",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126319978",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320352",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320360",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320361",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320365",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320356",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320373",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320366",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320367",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320362",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126320364",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320354",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320369",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320368",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320371",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320359",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320390",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320384",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320439",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320437",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320438",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320391",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320422",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320417",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320416",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320420",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320461",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320462",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320486",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320404",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320406",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320405",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320403",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320392",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320460",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320458",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320459",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320432",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320431",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320433",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320456",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320457",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320455",FALSE,TRUE,FALSE,FALSE,TRUE
"LOC126320477",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320454",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320387",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320388",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320447",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320448",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320449",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320478",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320380",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320379",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320475",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320474",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320480",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320452",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320464",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320386",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320410",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320409",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320412",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320413",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320414",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320469",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320393",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320382",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320470",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320472",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320385",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126320434",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320435",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320436",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320483",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320389",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320408",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320487",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320423",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320402",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320463",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320424",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320426",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320427",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320397",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320396",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320441",FALSE,TRUE,FALSE,FALSE,TRUE
"LOC126320445",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320589",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320594",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320545",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320567",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320566",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320571",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320548",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320572",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320569",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126320570",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320575",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320603",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320602",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320549",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320550",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320554",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320555",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320556",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320565",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320564",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320581",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320580",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320578",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320560",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320587",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320588",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320590",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320591",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320592",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320593",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320599",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320598",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320600",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320563",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320585",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320584",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320583",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320586",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320558",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320609",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320737",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320749",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320751",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320752",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320755",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320754",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320763",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320765",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320766",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320762",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320753",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320760",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320759",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320761",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320772",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320771",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126320773",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126321793",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322236",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322237",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322382",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322422",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126322423",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322411",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322410",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322374",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322375",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322376",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322414",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322415",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322416",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322407",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322405",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322404",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322403",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322383",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322401",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322428",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322427",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126322392",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322426",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322378",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322379",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322384",FALSE,TRUE,FALSE,FALSE,TRUE
"LOC126322386",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322387",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322388",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322389",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322390",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322391",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322380",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322381",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322421",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322396",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322397",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322425",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322420",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322417",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322418",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322419",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322395",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322609",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322529",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322543",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322542",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322522",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322606",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322607",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322523",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322531",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322534",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322575",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322576",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322583",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322579",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322581",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322578",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322613",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322547",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322552",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322546",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322614",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322553",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322550",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322548",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322555",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322554",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322549",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322557",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322601",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322615",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322533",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322586",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322585",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322604",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126322605",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322603",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322602",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322545",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322527",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322539",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322532",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322574",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322560",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322618",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322544",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322528",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322598",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322619",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322599",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322537",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322573",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322562",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126322570",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322567",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322564",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322563",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322593",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322622",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322590",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322588",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322589",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322623",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322657",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126322707",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322696",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322729",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322691",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322687",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126322697",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322701",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322692",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322699",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322689",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322694",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322693",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322695",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322679",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322703",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322680",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322714",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322681",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126322730",FALSE,TRUE,FALSE,FALSE,FALSE
