"gene","control_only","infection_only","pairwise_diet","within_diet","full_model"
"LOC126329664",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126330777",FALSE,TRUE,TRUE,TRUE,FALSE
"LOC126332505",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126333030",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126333385",FALSE,TRUE,FALSE,FALSE,FALSE
"LOC126333965",FALSE,TRUE,FALSE,TRUE,FALSE
"LOC126333975",FALSE,TRUE,TRUE,TRUE,FALSE
"LOC126334249",FALSE,TRUE,FALSE,TRUE,TRUE
"LOC126332062",FALSE,FALSE,TRUE,TRUE,FALSE
"LOC126335010",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126321827",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126330391",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126346830",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126351810",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126273332",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126336627",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126333408",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126353777",FALSE,FALSE,TRUE,TRUE,FALSE
"LOC126355635",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126273193",FALSE,FALSE,TRUE,TRUE,FALSE
"LOC126272582",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126292150",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126293211",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126293719",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126294994",FALSE,FALSE,TRUE,TRUE,FALSE
"LOC126297852",FALSE,FALSE,TRUE,FALSE,TRUE
"LOC126298917",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126297583",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126299077",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126311090",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126317777",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126318078",FALSE,FALSE,TRUE,TRUE,FALSE
"LOC126322513",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126323654",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126325344",FALSE,FALSE,TRUE,TRUE,FALSE
"LOC126328204",FALSE,FALSE,TRUE,TRUE,FALSE
"LOC126328330",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126328869",FALSE,FALSE,TRUE,TRUE,FALSE
"LOC126329519",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126331786",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126333019",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126333323",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126333800",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126333801",FALSE,FALSE,TRUE,TRUE,FALSE
"LOC126267485",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126277897",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126293175",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126295127",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126297766",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126314075",FALSE,FALSE,TRUE,FALSE,FALSE
"LOC126332869",FALSE,FALSE,TRUE,TRUE,FALSE
"LOC126326589",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126331335",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334532",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334976",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335656",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335700",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335709",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336481",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336714",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336948",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336962",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126337850",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126337896",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126339239",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126339612",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126339755",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126339830",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126341237",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126341434",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126341869",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126343175",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126343256",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126343319",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126343303",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126343702",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126344021",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126295285",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126346362",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126301376",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126306122",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126345346",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126345497",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126346021",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126346425",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126346522",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126346564",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126346580",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126349011",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126348080",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126347975",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126348287",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126349825",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126351894",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126352796",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126353952",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126355590",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126355691",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354501",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354591",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354656",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126358740",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126355684",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126355885",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126356122",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126356135",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126356152",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126357744",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126357770",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126358260",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126358876",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126359055",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126359091",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126359288",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126359832",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126360693",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126361021",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126361173",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126361845",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126363354",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126365959",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126365964",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126267127",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126267554",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126267535",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126268397",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126268728",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126269368",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126269416",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126269384",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126270012",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126270294",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126305900",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126271480",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126271496",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126271532",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126271634",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126271720",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126271945",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126272082",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126272363",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126272419",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126278069",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126272758",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126272767",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126272919",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126272961",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126273130",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126273757",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126273784",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126274965",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126275296",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126275497",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126275560",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126276001",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126276533",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126276633",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126276951",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126282679",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126276967",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126282995",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126277284",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126277383",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126277750",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126277867",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126277916",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126279122",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126279173",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126279221",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126279309",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126279611",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126280394",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126280573",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126281097",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126281296",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126281481",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126281715",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126281729",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126281954",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126282030",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126282043",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126282200",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126282271",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126283788",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126283976",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126283989",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126284033",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126284043",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126284507",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126284570",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126284624",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126284778",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336244",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335641",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336345",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335600",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336376",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336375",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336379",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336393",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336399",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336414",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336416",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336425",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336437",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335665",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336464",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336468",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336463",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336460",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335667",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336465",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336471",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336499",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336529",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336539",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335678",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336542",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336543",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336546",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336549",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336554",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336557",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335606",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335605",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336562",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336565",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336566",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335682",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336578",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336593",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336597",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336602",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336625",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336656",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336688",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336692",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336695",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336702",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336735",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336738",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336750",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336759",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336764",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336801",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336122",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126337464",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336124",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336901",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336923",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336960",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336969",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126337022",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126337023",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126337043",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126337056",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126337058",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126320089",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126320492",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126321085",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126322572",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126322885",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126322901",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126322960",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126323134",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126323780",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126324086",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126324229",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126324495",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126324735",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126324937",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126324969",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126325205",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335828",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126325232",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126326240",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126327089",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335854",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126328249",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126329358",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126329483",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126329703",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126330284",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126330497",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126330717",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126330961",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126331446",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126331691",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336205",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126332151",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126332098",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126332140",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126332162",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126332261",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126332220",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126332318",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126332302",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126332601",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126332633",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336236",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334513",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334527",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336251",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334563",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334613",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334632",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334641",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334657",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334694",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334736",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334758",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334771",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336325",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334818",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334835",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334907",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334929",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334943",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334947",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334969",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334991",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334992",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334994",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126334999",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335966",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335014",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336469",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336473",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335036",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335043",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335078",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335083",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335114",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335117",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335115",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335132",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335140",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335166",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335182",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335202",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336008",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335229",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335237",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336583",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335256",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335258",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335288",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335291",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335312",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335320",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126336041",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335348",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335350",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335352",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335382",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335428",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335453",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335463",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335465",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335468",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335472",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335470",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335490",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335505",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335517",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335518",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335523",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335538",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335545",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335547",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335557",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335565",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335579",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126335593",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354418",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354416",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354281",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354282",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354283",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354871",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126353873",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354460",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126356285",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126355303",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126353887",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354081",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126356271",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126355829",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126353822",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354142",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126355970",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354185",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126355192",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126353933",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354710",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126356248",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126356252",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126353793",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126355746",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126356236",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126356154",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354265",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126355055",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354299",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126355083",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126353879",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354995",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126356221",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354579",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126356328",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354364",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126355137",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354340",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354198",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354197",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354174",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354672",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126356362",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354521",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354547",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126354550",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126353919",FALSE,FALSE,FALSE,TRUE,FALSE
"LOC126355457",FALSE,FALSE,FALSE,TRUE,FALSE
