"heatmap_row_order","gene_id","Description","DEG_scope","n_infection_diets","infection_diets","directions","comparisons","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction"
1,"LOC126337066","Major Facilitator Superfamily","DEG in 1 diet",1,"83","Higher in infected","Diet 83: infected vs control",2.96324249725892,0.00543646829849198,2.43720599080229,"1042","Higher than gene average"
2,"LOC126355150","Belongs to the type-B carboxylesterase lipase family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.39482877089356,0.0223497588547278,2.33966732685033,"1042","Higher than gene average"
3,"LOC126298221","Amino acid binding. It is involved in the biological process described with metabolic process","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.38943448846803,0.00536148250124965,2.54018540441088,"1016","Lower than gene average"
4,"LOC126341450","-","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.50098811786687,0.0335379338569241,1.69708284084626,"1016","Lower than gene average"
5,"LOC126355249","-","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.14065651251985,9.1601541965155e-05,2.44006955491874,"1014","Higher than gene average"
6,"LOC126336345","It is involved in the biological process described with regulation of transcription, DNA-templated","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.46528228538728,0.000203902309662094,2.27741120637773,"1006","Higher than gene average"
7,"LOC126266822","heme binding. It is involved in the biological process described with oxidation-reduction process","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.45252987819629,0.00189739511363621,2.36732524806111,"1014","Higher than gene average"
8,"LOC126278149","Carboxylic ester hydrolase activity","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.70800729740464,1.0436468595183e-06,2.58018586601989,"1014","Higher than gene average"
9,"LOC126358876","no description","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.01397238928536,0.0371708673886556,2.26288315321286,"1014","Higher than gene average"
10,"LOC126358860","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",3.2381837480106,4.93528673954758e-05,2.59590580571058,"1040","Higher than gene average"
11,"LOC126358892","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.55867191120204,0.00136511516682171,2.75027635970003,"1040","Higher than gene average"
12,"LOC126271949","Chitin synthase","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.17406580136242,0.00496530178446535,1.96926084759239,"1029","Lower than gene average"
13,"LOC126333297","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.58804123317455,0.0218844663022276,3.54362177984565,"1014","Higher than gene average"
14,"LOC126322960","Lysozyme activity","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.6570930078589,8.7502087243977e-05,1.98266552599681,"1050","Higher than gene average"
15,"LOC126355829","Ankyrin repeats (many copies)","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.61492200086372,0.00410392228023114,2.36370986416145,"1014","Higher than gene average"
16,"LOC126284170","Vasopressin receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.21282313581241,0.0130327490730113,2.37221398459215,"1014","Higher than gene average"
17,"LOC126354185","-","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",1.40756510806421,0.00183142137650377,2.49980717675811,"1006","Higher than gene average"
18,"LOC126272831","UDP-glucoronosyl and UDP-glucosyl transferase","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",3.0576445711542,0.0010039019327559,2.15760322535457,"1006","Higher than gene average"
19,"LOC126293692","synaptic vesicle","DEG in 2 diets",2,"33; 83","Higher in control","Diet 33; Diet 83: infected vs control",2.86818527105115,0.0019208378030744,2.30733642705059,"1005","Higher than gene average"
20,"LOC126292317","Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides. It is involved in the biological process described with pyrimidine nucleobase catabolic process","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.48301727621679,0.0467299153701933,3.45017455262161,"1030","Higher than gene average"
21,"LOC126284808","Spermine synthase activity. It is involved in the biological process described with spermine biosynthetic process","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.07536413260125,0.0162459585121495,2.10804129807112,"1058","Lower than gene average"
22,"LOC126354283","Belongs to the UDP-glycosyltransferase family","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.06847631277471,0.0236014565067613,1.76001612799095,"1027","Lower than gene average"
23,"LOC126341869","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.79034685505029,0.00180045523813393,1.75502400733685,"1011","Higher than gene average"
24,"LOC126335014","Belongs to the short-chain dehydrogenases reductases (SDR) family","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",2.97632117728253,0.00235423478229093,1.8252089679704,"1006","Higher than gene average"
25,"LOC126336473","Belongs to the short-chain dehydrogenases reductases (SDR) family","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.88405766143715,0.00207956757544056,2.9245307091987,"1006","Higher than gene average"
26,"LOC126334873","Larval serum protein","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.228489967154,0.0290043023490223,2.02384937683848,"1057","Lower than gene average"
27,"LOC126334879","Larval serum protein","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",4.37424173914471,4.86148515122781e-05,1.70678886253272,"1057","Lower than gene average"
28,"LOC126336417","Larval serum protein","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",3.83612056350969,0.00238881890911941,1.70888492792899,"1057","Lower than gene average"
29,"LOC126271928","WIF domain","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.48723253796929,3.46999660723e-06,2.25973199903145,"1024","Lower than gene average"
30,"LOC126278137","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",2.09077698149203,0.000208330820164805,1.71163055480494,"1020","Lower than gene average"
31,"LOC126291966","Gamma interferon inducible lysosomal thiol reductase (GILT)","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.67586857633815,0.045578016125762,2.41762020732553,"1006","Higher than gene average"
32,"LOC126291424","no description","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.8463601840636,0.0141020463628833,3.00466645097384,"1006","Higher than gene average"
33,"LOC126284786","Belongs to the peptidase S1 family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.80054525768987,0.0193370091238416,2.51053488718498,"1006","Higher than gene average"
34,"LOC126354282","Belongs to the UDP-glycosyltransferase family","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",2.60868260644788,0.000954713104715316,3.10816637256175,"1030","Higher than gene average"
35,"LOC126292093","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.55603878110801,6.59189483324742e-06,2.19078673664476,"1009","Higher than gene average"
36,"LOC126282268","no description","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",2.3878989665922,0.0316147066878615,1.80963514210365,"1030","Higher than gene average"
37,"LOC126305900","heme binding. It is involved in the biological process described with oxidation-reduction process","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.93982186468523,0.00559968049108962,1.69741243255698,"1009","Higher than gene average"
38,"LOC126284300","no description","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.61449110896629,0.00963510279305262,1.90535875938004,"1006","Higher than gene average"
39,"LOC126281862","zinc finger","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.70901733187207,0.000746949667546094,2.95558523619696,"1006","Higher than gene average"
40,"LOC126267982","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",2.5652884677639,0.00212131925114749,1.76855899026811,"1039","Higher than gene average"
41,"LOC126267568","no description","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",3.51268058150843,0.000325555408772524,3.20923431602923,"1006","Higher than gene average"
42,"LOC126284231","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",3.0991709329704,1.35986070163258e-09,2.81630379582344,"1006","Higher than gene average"
43,"LOC126284107","no description","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",3.1145785380784,0.0205202597443887,2.02737412742164,"1039","Higher than gene average"
44,"LOC126285254","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.43106813504155,0.0117426116627591,2.33760196407102,"1039","Higher than gene average"
45,"LOC126285253","no description","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",3.64230159293294,0.0192431776949003,2.26640335492306,"1039","Higher than gene average"
46,"LOC126335081","Transmembrane and TPR repeat-containing protein","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.11172569549905,0.0100054854187388,2.38938592751815,"1046","Lower than gene average"
47,"LOC126336948","carbohydrate binding. It is involved in the biological process described with mannose metabolic process","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",3.4184157184366,0.000152162267498217,2.15088813233006,"1041","Higher than gene average"
48,"LOC126277893","Myo-inositol oxygenase","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",3.65103216465202,0.00323168629831107,1.45155047262514,"1058","Lower than gene average"
49,"LOC126267464","It is involved in the biological process described with nucleobase-containing compound metabolic process","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.81978079164337,0.0033719691028611,1.94667181871559,"1014","Higher than gene average"
50,"LOC126364572","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.62728142248645,0.0284230610963884,1.96103345580351,"1014","Higher than gene average"
51,"LOC126297938","sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.02029860832003,0.0259058417477986,1.98272485346396,"1050","Higher than gene average"
52,"LOC126355348","sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.07726890601017,0.000167308332893978,1.97271368475023,"1014","Higher than gene average"
53,"LOC126284252","Thrombospondin type 1 repeats","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.60934103560447,0.00503606943577677,1.8785631508164,"1040","Higher than gene average"
54,"LOC126284232","Tetratricopeptide repeat","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.18468438360513,0.0427414415131259,2.01132808391399,"1029","Lower than gene average"
55,"LOC126335453","Leucine Rich Repeat","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.72385543539505,0.010719261035003,2.04368465734361,"1020","Lower than gene average"
56,"LOC126272400","Low-density lipoprotein receptor domain class A","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.30626762847029,0.016070503942246,2.55074897811614,"1011","Higher than gene average"
57,"LOC126272584","Catalytic activity","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.211771349646,0.00243014478943658,1.96800899780095,"1050","Higher than gene average"
58,"LOC126284742","Carbohydrate sulfotransferase","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.39946689409573,0.0287878581910832,2.10827526235189,"1016","Lower than gene average"
59,"LOC126355146","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.61991107222521,0.0366554114686587,2.41734943532196,"1023","Lower than gene average"
60,"LOC126284862","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.7929406656889,0.00084838548289194,1.84092744554178,"1009","Higher than gene average"
61,"LOC126284387","Sulfatase","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.69847061997484,0.0127597743827943,2.17532532077175,"1050","Higher than gene average"
62,"LOC126268126","Pyridoxal-dependent decarboxylase conserved domain","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.46621708574979,0.000119402986041641,2.76697053711591,"1050","Higher than gene average"
63,"LOC126271871","GTP binding. It is involved in the biological process described with protein transport","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.11261751192729,0.0394271207366401,2.48761070189663,"1024","Lower than gene average"
64,"LOC126284858","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.8644626851728,0.00375475233038452,2.35132314488378,"1040","Higher than gene average"
65,"LOC126269044","SERine  Proteinase INhibitors","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.75647244743393,0.0354188817483493,4.13166480142875,"1050","Higher than gene average"
66,"LOC126326589","protein serine threonine kinase activity. It is involved in the biological process described with protein phosphorylation","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.48289886938301,0.000894376616345606,2.08809072729081,"1011","Higher than gene average"
67,"LOC126281934","Mab-21 protein","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.81603888486707,0.000453677631943147,2.16423962758153,"1020","Lower than gene average"
68,"LOC126335181","Hairy Orange","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.48690853386168,0.0118632886727624,2.2572291105315,"1040","Higher than gene average"
69,"LOC126365980","Limb expression 1","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.4454401078507,0.0400962993170707,1.94193772061076,"1027","Lower than gene average"
70,"LOC126284736","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.54094675227643,0.00799008094473249,2.51592411078873,"1040","Higher than gene average"
71,"LOC126355865","C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.20616235260785,0.0437894584133356,3.08460237411185,"1050","Higher than gene average"
72,"LOC126354720","Domain present in fly proteins (CG14681, CG12492, CG6217), worm H06A10.1 and Arabidopsis thaliana MBG8.9.","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.93634263670771,0.00269953180923897,2.16800751023639,"1040","Higher than gene average"
73,"LOC126280740","EB module","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.79406336255677,0.0473541781604947,2.33784860132215,"1050","Higher than gene average"
74,"LOC126293286","Fibrillar collagens C-terminal domain","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",2.17920184110599,4.26072713679147e-18,2.16869053006107,"1006","Higher than gene average"
75,"LOC126299514","collagen","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.59200782710155,1.18498326522341e-05,2.4218243184928,"1006","Higher than gene average"
76,"LOC126354620","Catalyzes the reduction of fatty acyl-CoA to fatty alcohols","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.3495100223854,2.41296214602274e-07,2.47892016359587,"1006","Higher than gene average"
77,"LOC126284624","DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",2.53161768348342,0.0179969967829255,1.73522117141277,"1009","Higher than gene average"
78,"LOC126284712","Found in Pit-Oct-Unc transcription factors","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.0427088402114,0.0155353028102418,2.10924706047337,"1058","Lower than gene average"
79,"LOC126329244","Calcium ion binding","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.04169328236584,0.0213743822851899,1.989727103576,"1006","Higher than gene average"
80,"LOC126356808","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.42506443517547,0.0457588238688664,2.34481839105196,"1020","Lower than gene average"
81,"LOC126355893","-","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.33171113589775,0.0447497027698012,2.56236184501669,"1050","Higher than gene average"
82,"LOC126353877","Acid phosphatase homologues","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.07048556603852,0.00463432895132849,3.06143626766567,"1050","Higher than gene average"
83,"LOC126355630","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.08365165055613,0.0374182926053614,2.34570788135965,"1050","Higher than gene average"
84,"LOC126354319","SWI complex, BAF60b domains","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.02716462971824,0.00228632516540617,2.37632539529713,"1003","Higher than gene average"
85,"LOC126361173","Protein kinase C conserved region 2 (CalB)","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.37086344637072,0.0114102387182712,2.827461380025,"1002","Lower than gene average"
86,"LOC126355885","Pyridoxamine 5'-phosphate oxidase","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.0206809657696,0.00252307682461171,2.01740116905736,"1016","Higher than gene average"
87,"LOC126293507","sequence-specific DNA binding","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.02576742019946,0.0420777065457377,2.13254036158606,"1050","Higher than gene average"
88,"LOC126278971","ATP binding","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.01113864436627,0.0491646290845444,3.37397007391257,"1009","Higher than gene average"
89,"LOC126267449","no description","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",3.55531971459414,0.0242922554546216,3.86165425169351,"1050","Higher than gene average"
90,"LOC126298992","Serpentine type 7TM GPCR chemoreceptor Srsx","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.4694917529983,0.0333564151919699,2.40940474379149,"1050","Higher than gene average"
91,"LOC126299143","Belongs to the peptidase S1 family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.64156668400051,0.0220346889919224,3.11637946465438,"1050","Higher than gene average"
92,"LOC126335186","Glycosyltransferase family 92","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.51576034381109,0.00518715795530665,3.87974701055435,"1050","Higher than gene average"
93,"LOC126334853","-","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.35594856931262,0.0322792571986285,4.72789453960835,"1050","Higher than gene average"
94,"LOC126336664","Tubulin-tyrosine ligase family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.27953934377238,0.00391218672596792,1.8482858828586,"1034","Higher than gene average"
95,"LOC126337076","Hydrolase activity, acting on glycosyl bonds","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.03885025140565,0.00545815355660877,2.61061907136209,"1034","Higher than gene average"
96,"LOC126336563","COMM domain","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.10854754875178,0.0138124595265272,3.72846165971476,"1002","Higher than gene average"
97,"LOC126272836","OST3 / OST6 family, transporter family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.08369137576594,0.00281864765783465,2.00815713174386,"1016","Lower than gene average"
98,"LOC126354887","It is involved in the biological process described with cotranslational protein targeting to membrane","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.01341381621241,0.0044113679430338,2.14090102122822,"1037","Higher than gene average"
99,"LOC126358212","Lytic polysaccharide mono-oxygenase, cellulose-degrading","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.88067320627091,0.0095720458350044,2.68007540131129,"1035","Higher than gene average"
100,"LOC126273842","AAA domain","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.03765731750798,0.0147082893188204,2.48497959345185,"1002","Higher than gene average"
101,"LOC126278345","-","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.06238050127439,0.00339077299421969,2.47599000338483,"1037","Higher than gene average"
102,"LOC126271206","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.59430424644366,0.0398441974866805,2.14977246946468,"1037","Higher than gene average"
103,"LOC126272063","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.09724515180501,0.00468668366562913,2.26459694870553,"1049","Lower than gene average"
104,"LOC126284111","TLC domain","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.379947469145,1.84010449450943e-14,2.09225367203843,"1027","Lower than gene average"
105,"LOC126354806","no description","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.254476586363,0.000381762303918312,2.57461172269179,"1023","Lower than gene average"
106,"LOC126336557","-","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.12740599864707,0.000247967124668589,3.2429422515033,"1023","Lower than gene average"
107,"LOC126285032","-","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.76456115891377,0.0027361212449991,2.44254352578327,"1004","Higher than gene average"
108,"LOC126334561","S-adenosyl-L-homocysteine hydrolase, NAD binding domain","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.06342026328299,0.00563788174561087,2.40178191137942,"1007","Higher than gene average"
109,"LOC126276633","Calcium ion binding","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.17757914968703,0.000167508840887862,2.10574671027189,"1007","Higher than gene average"
110,"LOC126335222","Folded gastrulation N-terminus","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",1.82831260933529,0.000697053729738614,2.41495757631484,"1003","Higher than gene average"
111,"LOC126295211","PEHE","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.37189062816035,0.0087563086157399,2.3667466249545,"1057","Lower than gene average"
112,"LOC126330717","Kazal-type serine protease inhibitor domain","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.80945226657851,0.0337483237972211,2.00456541043738,"1040","Higher than gene average"
113,"LOC126293382","It is involved in the biological process described with translation","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.22702728637362,0.00255189906272746,2.39942301977058,"1040","Higher than gene average"
114,"LOC126330110","Carboxylesterase family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.01030122296168,0.0214354874650892,1.76892246155822,"1049","Lower than gene average"
115,"LOC126354591","no description","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.67356471240829,0.0413297680209376,2.23682520436275,"1041","Higher than gene average"
116,"LOC126281396","Single-stranded DNA binding. It is involved in the biological process described with DNA replication","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.02891740635063,0.00346815502621732,3.70949022321428,"1014","Lower than gene average"
117,"LOC126355561","Sox developmental protein N terminal","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.81946277769881,0.0138916023021025,2.48055575329114,"1006","Higher than gene average"
118,"LOC126334948","U6 snRNA-associated Sm-like protein","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.42704496474295,2.94049475639929e-05,3.25325514291599,"1027","Lower than gene average"
119,"LOC126298758","Protein of unknown function (DUF1151)","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.16983518508252,0.00118943231942757,2.52353558753385,"1037","Higher than gene average"
120,"LOC126355586","It is involved in the biological process described with protein phosphorylation","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.76027976017469,1.17195144000767e-05,2.04822868776701,"1057","Lower than gene average"
121,"LOC126346564","Belongs to the transient receptor (TC 1.A.4) family","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.6671277054752,1.37947834553351e-06,1.77884959608662,"1034","Higher than gene average"
122,"LOC126299043","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor. It is involved in the biological process described with","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.14800615117498,4.43733122054582e-05,2.38427689842042,"1027","Lower than gene average"
123,"LOC126320956","Inosine-uridine preferring nucleoside","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",3.26058363092202,0.000115381542669196,2.61467738764195,"1007","Higher than gene average"
124,"LOC126323251","methylenetetrahydrofolate dehydrogenase (NADP ) activity. It is involved in the biological process described with","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.75453358830819,0.00619974414996214,2.82636203353837,"1037","Higher than gene average"
125,"LOC126268712","Fibrinogen-related domains (FReDs)","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.6868913403003,0.00325555310393897,2.30359780450847,"1040","Higher than gene average"
126,"LOC126334946","nucleic acid binding","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",1.38142986195083,0.00108124517616951,2.09468726779737,"1027","Lower than gene average"
127,"LOC126327557","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.12307321353118,0.0186910672723195,2.34907095880036,"1057","Lower than gene average"
128,"LOC126349289","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.28968675293325,0.00243869743173552,2.17427406516477,"1039","Higher than gene average"
129,"LOC126273256","Zinc ion binding","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.0663896553455,0.0394504369553521,2.03800280294091,"1015","Lower than gene average"
130,"LOC126298477","Zona pellucida-like domain","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",1.68619969072455,4.25691769865246e-07,2.11963419293431,"1016","Lower than gene average"
131,"LOC126344570","Carboxylesterase family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.20970415722953,1.37262839341582e-07,2.10453405482699,"1016","Lower than gene average"
132,"LOC126333165","Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.75426453701951,0.00085363978023078,1.80573353368317,"1029","Lower than gene average"
133,"LOC126297882","zinc ion binding. It is involved in the biological process described with steroid hormone mediated signaling pathway","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.0618837230464,0.0017274755876674,2.22212843204771,"1029","Lower than gene average"
134,"LOC126295214","Fes/CIP4, and EFC/F-BAR homology domain","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.02550439336147,0.00998661307590241,1.95064810097394,"1029","Lower than gene average"
135,"LOC126297815","Ephrin","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",1.15755398325062,0.00371759107243501,1.9769013141148,"1054","Lower than gene average"
136,"LOC126336875","Orange domain","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.60497307374753,0.000550919713718341,1.95143488854401,"1029","Lower than gene average"
137,"LOC126298069","carbohydrate binding","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.31371473248593,0.00297740694761482,1.93981982607887,"1009","Higher than gene average"
138,"LOC126336692","Glutathione S-transferase, C-terminal domain","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.2816893422144,0.00639142877983116,1.96813033354486,"1030","Higher than gene average"
139,"LOC126284250","Structural constituent of cuticle","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.66863562233511,0.00927811419674145,2.23471176795062,"1023","Lower than gene average"
