name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	762543	1640943	2403486	0.57987
Cryptococcaceae	1884633	F	37673	55063	92736	0.02237
Trichosporonaceae	1759442	F	897	2452	3349	0.00081
Marasmiaceae	654128	F	118	56	174	0.00004
Agrocybaceae	3710399	F	34	10	44	0.00001
Ceratobasidiaceae	5250	F	26	5	31	0.00001
Ustilaginaceae	5268	F	1402	5076	6478	0.00156
Malasseziaceae	742845	F	519	1748	2267	0.00055
Pucciniaceae	5262	F	622	1156	1778	0.00043
Clavicipitaceae	34397	F	1510	566	2076	0.00050
Hypocreaceae	5129	F	769	2539	3308	0.00080
Nectriaceae	110618	F	761	3398	4159	0.00100
Ophiocordycipitaceae	474942	F	126	236	362	0.00009
Cordycipitaceae	474943	F	52	80	132	0.00003
Glomerellaceae	681950	F	483	900	1383	0.00033
Chaetomiaceae	35718	F	549	393	942	0.00023
Sordariaceae	5148	F	249	588	837	0.00020
Podosporaceae	2609812	F	95	82	177	0.00004
Pyriculariaceae	2528436	F	208	4	212	0.00005
Sclerotiniaceae	28983	F	79	325	404	0.00010
Mycosphaerellaceae	93133	F	3992	11017	15009	0.00362
Pleosporaceae	28556	F	92	675	767	0.00019
Didymellaceae	683158	F	85	322	407	0.00010
Aspergillaceae	1131492	F	1197	2476	3673	0.00089
Trichocomaceae	28568	F	60	138	198	0.00005
Onygenaceae	33184	F	101	645	746	0.00018
Debaryomycetaceae	766764	F	1333	3650	4983	0.00120
Metschnikowiaceae	27319	F	394	314	708	0.00017
Pichiaceae	1156497	F	769	1377	2146	0.00052
Saccharomycetaceae	4893	F	1943	10960	12903	0.00311
Saccharomycodaceae	34365	F	44	371	415	0.00010
Trichomonascaceae	410830	F	18	67	85	0.00002
Schizosaccharomycetaceae	4894	F	231	116	347	0.00008
Glomeraceae	36751	F	1628	1218	2846	0.00069
Unikaryonidae	36734	F	158	0	158	0.00004
Nosematidae	27974	F	83	11	94	0.00002
Plasmodiidae	1639119	F	116169	185689	301858	0.07283
Babesiidae	32594	F	1222	1922	3144	0.00076
Theileriidae	27994	F	105	99	204	0.00005
Sarcocystidae	5809	F	6750	4595	11345	0.00274
Cryptosporidiidae	35082	F	122	128	250	0.00006
Thalassiosiraceae	29202	F	1344	32	1376	0.00033
Neidiaceae	432548	F	75	0	75	0.00002
Peronosporaceae	4777	F	102	5	107	0.00003
Dictyosteliaceae	2058185	F	1638	941	2579	0.00062
Trypanosomatidae	5654	F	732	39	771	0.00019
Naegleriidae	3691768	F	23	0	23	0.00001
Trichomonadidae	181550	F	375	9	384	0.00009
Hexamitidae	5739	F	82	1	83	0.00002
Hemiselmidaceae	589351	F	64	21	85	0.00002
Cyanidiaceae	265316	F	13	0	13	0.00000
Enterobacteriaceae	543	F	46165	655875	702040	0.16938
Morganellaceae	1903414	F	6556	2254	8810	0.00213
Gallaecimonadaceae	3120698	F	3460	81	3541	0.00085
Erwiniaceae	1903409	F	2501	267	2768	0.00067
Yersiniaceae	1903411	F	1160	1420	2580	0.00062
Pectobacteriaceae	1903410	F	257	48	305	0.00007
Hafniaceae	1903412	F	118	54	172	0.00004
Bruguierivoracaceae	2812006	F	39	0	39	0.00001
Budviciaceae	1903416	F	13	0	13	0.00000
Lysobacteraceae	32033	F	61820	9488	71308	0.01720
Rhodanobacteraceae	1775411	F	171	7	178	0.00004
Marinicellaceae	3120710	F	12	0	12	0.00000
Vibrionaceae	641	F	37717	10806	48523	0.01171
Pseudomonadaceae	135621	F	9824	3450	13274	0.00320
Marinobacteraceae	2887365	F	4409	3	4412	0.00106
Pseudohongiellaceae	3085095	F	13	0	13	0.00000
Alteromonadaceae	72275	F	1102	30	1132	0.00027
Pseudoalteromonadaceae	267888	F	778	129	907	0.00022
Idiomarinaceae	267893	F	471	72	543	0.00013
Shewanellaceae	267890	F	392	71	463	0.00011
Colwelliaceae	267889	F	137	9	146	0.00004
Moritellaceae	267891	F	46	8	54	0.00001
Psychromonadaceae	267894	F	28	0	28	0.00001
Moraxellaceae	468	F	1531	666	2197	0.00053
Aeromonadaceae	84642	F	1409	793	2202	0.00053
Pasteurellaceae	712	F	808	1351	2159	0.00052
Oceanospirillaceae	135620	F	248	4	252	0.00006
Halomonadaceae	28256	F	235	6	241	0.00006
Hahellaceae	224379	F	130	0	130	0.00003
Endozoicomonadaceae	2066474	F	38	0	38	0.00001
Pleioneaceae	2823145	F	38	0	38	0.00001
Alcanivoracaceae	224372	F	36	1	37	0.00001
Zooshikellaceae	2898533	F	14	0	14	0.00000
Candidatus Pseudothioglobaceae	3399801	F	284	38	322	0.00008
Piscirickettsiaceae	135616	F	121	3	124	0.00003
Francisellaceae	34064	F	68	2	70	0.00002
Thiotrichaceae	135617	F	20	0	20	0.00000
Chromatiaceae	1046	F	137	0	137	0.00003
Ectothiorhodospiraceae	72276	F	17	0	17	0.00000
Sedimenticolaceae	3067276	F	12	0	12	0.00000
Legionellaceae	444	F	141	0	141	0.00003
Coxiellaceae	118968	F	35	0	35	0.00001
Microbulbiferaceae	1706373	F	91	0	91	0.00002
Cellvibrionaceae	1706371	F	46	0	46	0.00001
Spongiibacteraceae	1706375	F	14	0	14	0.00000
Halieaceae	1706372	F	12	0	12	0.00000
Methylococcaceae	403	F	129	1	130	0.00003
Orbaceae	1240483	F	73	6	79	0.00002
Nevskiaceae	568386	F	16	0	16	0.00000
Cardiobacteriaceae	868	F	12	0	12	0.00000
Ignatzschineriaceae	3018589	F	10	0	10	0.00000
Kangiellaceae	1920240	F	18	0	18	0.00000
Thiohalobacteraceae	3085110	F	15	13	28	0.00001
Methylobacteriaceae	119045	F	15630	10928	26558	0.00641
Brucellaceae	118882	F	2450	18	2468	0.00060
Stappiaceae	2821832	F	2448	338	2786	0.00067
Rhizobiaceae	82115	F	707	45	752	0.00018
Nitrobacteraceae	41294	F	511	10	521	0.00013
Phyllobacteriaceae	69277	F	299	27	326	0.00008
Bartonellaceae	772	F	144	2	146	0.00004
Aurantimonadaceae	255475	F	91	13	104	0.00003
Devosiaceae	2831106	F	86	1	87	0.00002
Alloboseaceae	2831100	F	58	0	58	0.00001
Xanthobacteraceae	335928	F	44	1	45	0.00001
Reyranellaceae	2844375	F	33	0	33	0.00001
Methylocystaceae	31993	F	29	0	29	0.00001
Hyphomicrobiaceae	45401	F	19	0	19	0.00000
Blastochloridaceae	2831090	F	18	0	18	0.00000
Parvibaculaceae	2813035	F	15	3	18	0.00000
Beijerinckiaceae	45404	F	14	0	14	0.00000
Cohaesibacteraceae	655351	F	13	0	13	0.00000
Chelatococcaceae	2036754	F	11	0	11	0.00000
Anaplasmataceae	942	F	32503	5984	38487	0.00929
Rickettsiaceae	775	F	180	1	181	0.00004
Azospirillaceae	2829815	F	10139	315	10454	0.00252
Rhodospirillaceae	41295	F	72	0	72	0.00002
Thalassospiraceae	2844866	F	26	0	26	0.00001
Terasakiellaceae	2813951	F	22	0	22	0.00001
Sphingomonadaceae	41297	F	862	38	900	0.00022
Sphingobiaceae	3423717	F	129	30	159	0.00004
Erythrobacteraceae	335929	F	121	3	124	0.00003
Sphingopyxidaceae	3423718	F	83	7	90	0.00002
Sphingosinicellaceae	2820280	F	49	0	49	0.00001
Sphingorhabdaceae	3423719	F	12	0	12	0.00000
Paracoccaceae	31989	F	557	36	593	0.00014
Roseobacteraceae	2854170	F	256	127	383	0.00009
Caulobacteraceae	76892	F	245	39	284	0.00007
Candidatus Pelagibacteraceae	1655514	F	223	5	228	0.00006
Acetobacteraceae	433	F	154	4	158	0.00004
Roseomonadaceae	3385906	F	63	1	64	0.00002
Emcibacteraceae	2066491	F	87	0	87	0.00002
Maricaulaceae	2800061	F	42	1	43	0.00001
Holosporaceae	44746	F	21	3	24	0.00001
Geminicoccaceae	2066434	F	23	5	28	0.00001
Sneathiellaceae	510685	F	21	0	21	0.00001
Hyphomonadaceae	69657	F	12	0	12	0.00000
Minwuiaceae	2493628	F	10	0	10	0.00000
Burkholderiaceae	119060	F	2153	494	2647	0.00064
Oxalobacteraceae	75682	F	1252	82	1334	0.00032
Comamonadaceae	80864	F	922	299	1221	0.00029
Alcaligenaceae	506	F	347	79	426	0.00010
Sphaerotilaceae	2975441	F	312	106	418	0.00010
Sutterellaceae	995019	F	21	0	21	0.00001
Neisseriaceae	481	F	1711	63	1774	0.00043
Chromobacteriaceae	1499392	F	54	3	57	0.00001
Chitinibacteraceae	2897177	F	32	4	36	0.00001
Aquaspirillaceae	2897176	F	11	0	11	0.00000
Nitrosomonadaceae	206379	F	115	1	116	0.00003
Methylophilaceae	32011	F	42	0	42	0.00001
Sterolibacteriaceae	2008793	F	36	2	38	0.00001
Gallionellaceae	90627	F	12	0	12	0.00000
Zoogloeaceae	2008794	F	63	5	68	0.00002
Rhodocyclaceae	75787	F	31	2	33	0.00001
Azonexaceae	2008795	F	15	22	37	0.00001
Acidithiobacillaceae	225058	F	40	0	40	0.00001
Flavobacteriaceae	49546	F	5353	118	5471	0.00132
Weeksellaceae	2762318	F	988	175	1163	0.00028
Blattabacteriaceae	39782	F	122	10	132	0.00003
Owenweeksiaceae	3024551	F	39	30	69	0.00002
Crocinitomicaceae	1853230	F	13	0	13	0.00000
Bacteroidaceae	815	F	2104	1166	3270	0.00079
Prevotellaceae	171552	F	191	30	221	0.00005
Rikenellaceae	171550	F	87	16	103	0.00002
Tannerellaceae	2005525	F	84	36	120	0.00003
Dysgonomonadaceae	2005520	F	62	1	63	0.00002
Muribaculaceae	2005473	F	49	0	49	0.00001
Porphyromonadaceae	171551	F	37	3	40	0.00001
