name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Plasmodiidae	1639119	F	427858	1374520	1802378	0.18799
Babesiidae	32594	F	798	2112	2910	0.00030
Theileriidae	27994	F	57	35	92	0.00001
Sarcocystidae	5809	F	11738	59800	71538	0.00746
Cryptosporidiidae	35082	F	165	238	403	0.00004
Thalassiosiraceae	29202	F	3160	146	3306	0.00034
Neidiaceae	432548	F	51	0	51	0.00001
Peronosporaceae	4777	F	451	26	477	0.00005
Hominidae	9604	F	447911	4040708	4488619	0.46817
Cryptococcaceae	1884633	F	89834	352430	442264	0.04613
Trichosporonaceae	1759442	F	312	3412	3724	0.00039
Marasmiaceae	654128	F	86	140	226	0.00002
Agrocybaceae	3710399	F	21	21	42	0.00000
Ceratobasidiaceae	5250	F	20	11	31	0.00000
Ustilaginaceae	5268	F	324	2829	3153	0.00033
Malasseziaceae	742845	F	201	1472	1673	0.00017
Pucciniaceae	5262	F	766	3195	3961	0.00041
Sordariaceae	5148	F	2554	8440	10994	0.00115
Chaetomiaceae	35718	F	242	456	698	0.00007
Podosporaceae	2609812	F	86	194	280	0.00003
Pyriculariaceae	2528436	F	169	8	177	0.00002
Hypocreaceae	5129	F	994	8520	9514	0.00099
Nectriaceae	110618	F	440	3185	3625	0.00038
Clavicipitaceae	34397	F	122	183	305	0.00003
Ophiocordycipitaceae	474942	F	46	168	214	0.00002
Cordycipitaceae	474943	F	27	70	97	0.00001
Glomerellaceae	681950	F	481	3071	3552	0.00037
Sclerotiniaceae	28983	F	56	796	852	0.00009
Mycosphaerellaceae	93133	F	918	1546	2464	0.00026
Didymellaceae	683158	F	74	147	221	0.00002
Pleosporaceae	28556	F	54	285	339	0.00004
Aspergillaceae	1131492	F	524	2645	3169	0.00033
Trichocomaceae	28568	F	38	199	237	0.00002
Onygenaceae	33184	F	195	2091	2286	0.00024
Metschnikowiaceae	27319	F	1078	2689	3767	0.00039
Debaryomycetaceae	766764	F	495	4147	4642	0.00048
Pichiaceae	1156497	F	471	1638	2109	0.00022
Saccharomycetaceae	4893	F	1081	19559	20640	0.00215
Saccharomycodaceae	34365	F	31	546	577	0.00006
Trichomonascaceae	410830	F	18	166	184	0.00002
Schizosaccharomycetaceae	4894	F	141	186	327	0.00003
Glomeraceae	36751	F	480	631	1111	0.00012
Unikaryonidae	36734	F	124	0	124	0.00001
Nosematidae	27974	F	42	11	53	0.00001
Dictyosteliaceae	2058185	F	46860	109181	156041	0.01628
Trypanosomatidae	5654	F	375	98	473	0.00005
Hexamitidae	5739	F	164	3	167	0.00002
Trichomonadidae	181550	F	162	16	178	0.00002
Hemiselmidaceae	589351	F	32	43	75	0.00001
Geminigeraceae	589343	F	10	218	228	0.00002
Cyanidiaceae	265316	F	22	6	28	0.00000
Vibrionaceae	641	F	634692	691452	1326144	0.13832
Lysobacteraceae	32033	F	35582	18908	54490	0.00568
Rhodanobacteraceae	1775411	F	86	10	96	0.00001
Enterobacteriaceae	543	F	3991	112177	116168	0.01212
Erwiniaceae	1903409	F	2147	780	2927	0.00031
Gallaecimonadaceae	3120698	F	1758	152	1910	0.00020
Morganellaceae	1903414	F	418	2115	2533	0.00026
Yersiniaceae	1903411	F	334	661	995	0.00010
Pectobacteriaceae	1903410	F	105	25	130	0.00001
Hafniaceae	1903412	F	34	34	68	0.00001
Bruguierivoracaceae	2812006	F	25	1	26	0.00000
Pseudomonadaceae	135621	F	3317	1562	4879	0.00051
Marinobacteraceae	2887365	F	2904	11	2915	0.00030
Pseudohongiellaceae	3085095	F	24	0	24	0.00000
Pseudoalteromonadaceae	267888	F	402	129	531	0.00006
Alteromonadaceae	72275	F	258	27	285	0.00003
Shewanellaceae	267890	F	204	46	250	0.00003
Colwelliaceae	267889	F	88	14	102	0.00001
Idiomarinaceae	267893	F	47	13	60	0.00001
Psychromonadaceae	267894	F	41	3	44	0.00000
Moritellaceae	267891	F	26	6	32	0.00000
Aeromonadaceae	84642	F	789	1511	2300	0.00024
Moraxellaceae	468	F	551	450	1001	0.00010
Halomonadaceae	28256	F	163	44	207	0.00002
Oceanospirillaceae	135620	F	132	12	144	0.00002
Hahellaceae	224379	F	85	1	86	0.00001
Alcanivoracaceae	224372	F	37	5	42	0.00000
Pleioneaceae	2823145	F	33	0	33	0.00000
Saccharospirillaceae	255527	F	15	0	15	0.00000
Zooshikellaceae	2898533	F	10	0	10	0.00000
Pasteurellaceae	712	F	313	1716	2029	0.00021
Candidatus Pseudothioglobaceae	3399801	F	174	9	183	0.00002
Piscirickettsiaceae	135616	F	76	12	88	0.00001
Francisellaceae	34064	F	31	18	49	0.00001
Thiotrichaceae	135617	F	19	4	23	0.00000
Legionellaceae	444	F	81	1	82	0.00001
Coxiellaceae	118968	F	38	0	38	0.00000
Microbulbiferaceae	1706373	F	59	0	59	0.00001
Cellvibrionaceae	1706371	F	28	0	28	0.00000
Chromatiaceae	1046	F	45	2	47	0.00000
Methylococcaceae	403	F	69	1	70	0.00001
Orbaceae	1240483	F	50	39	89	0.00001
Kangiellaceae	1920240	F	12	0	12	0.00000
Anaplasmataceae	942	F	26699	19383	46082	0.00481
Rickettsiaceae	775	F	73	1	74	0.00001
Methylobacteriaceae	119045	F	9152	5675	14827	0.00155
Stappiaceae	2821832	F	2702	315	3017	0.00031
Brucellaceae	118882	F	657	14	671	0.00007
Rhizobiaceae	82115	F	425	51	476	0.00005
Nitrobacteraceae	41294	F	251	7	258	0.00003
Phyllobacteriaceae	69277	F	173	21	194	0.00002
Bartonellaceae	772	F	111	5	116	0.00001
Aurantimonadaceae	255475	F	48	19	67	0.00001
Alloboseaceae	2831100	F	34	0	34	0.00000
Devosiaceae	2831106	F	27	0	27	0.00000
Reyranellaceae	2844375	F	23	0	23	0.00000
Xanthobacteraceae	335928	F	18	0	18	0.00000
Blastochloridaceae	2831090	F	17	0	17	0.00000
Methylocystaceae	31993	F	13	0	13	0.00000
Cohaesibacteraceae	655351	F	11	0	11	0.00000
Hyphomicrobiaceae	45401	F	10	0	10	0.00000
Azospirillaceae	2829815	F	4014	148	4162	0.00043
Rhodospirillaceae	41295	F	42	0	42	0.00000
Thalassospiraceae	2844866	F	23	2	25	0.00000
Candidatus Pelagibacteraceae	1655514	F	668	18	686	0.00007
Paracoccaceae	31989	F	271	20	291	0.00003
Roseobacteraceae	2854170	F	140	47	187	0.00002
Erythrobacteraceae	335929	F	180	7	187	0.00002
Sphingomonadaceae	41297	F	131	15	146	0.00002
Sphingobiaceae	3423717	F	47	12	59	0.00001
Sphingopyxidaceae	3423718	F	24	6	30	0.00000
Sphingosinicellaceae	2820280	F	11	3	14	0.00000
Sphingorhabdaceae	3423719	F	11	0	11	0.00000
Caulobacteraceae	76892	F	148	1481	1629	0.00017
Acetobacteraceae	433	F	85	5	90	0.00001
Roseomonadaceae	3385906	F	28	1	29	0.00000
Emcibacteraceae	2066491	F	114	0	114	0.00001
Holosporaceae	44746	F	15	10	25	0.00000
Maricaulaceae	2800061	F	11	0	11	0.00000
Sneathiellaceae	510685	F	11	0	11	0.00000
Geminicoccaceae	2066434	F	11	3	14	0.00000
Burkholderiaceae	119060	F	690	134	824	0.00009
Oxalobacteraceae	75682	F	635	42	677	0.00007
Comamonadaceae	80864	F	417	360	777	0.00008
Alcaligenaceae	506	F	135	48	183	0.00002
Sphaerotilaceae	2975441	F	117	59	176	0.00002
Neisseriaceae	481	F	969	34	1003	0.00010
Chromobacteriaceae	1499392	F	26	3	29	0.00000
Chitinibacteraceae	2897177	F	21	3	24	0.00000
Nitrosomonadaceae	206379	F	48	0	48	0.00001
Methylophilaceae	32011	F	26	0	26	0.00000
Sterolibacteriaceae	2008793	F	10	1	11	0.00000
Sulfuricellaceae	2772226	F	10	0	10	0.00000
Zoogloeaceae	2008794	F	28	2	30	0.00000
Azonexaceae	2008795	F	15	0	15	0.00000
Rhodocyclaceae	75787	F	14	3	17	0.00000
Acidithiobacillaceae	225058	F	11	0	11	0.00000
Flavobacteriaceae	49546	F	3435	117	3552	0.00037
Weeksellaceae	2762318	F	592	67	659	0.00007
Blattabacteriaceae	39782	F	47	12	59	0.00001
Parvicellaceae	2975259	F	12	0	12	0.00000
Crocinitomicaceae	1853230	F	11	8	19	0.00000
Bacteroidaceae	815	F	1419	522	1941	0.00020
Prevotellaceae	171552	F	102	11	113	0.00001
Tannerellaceae	2005525	F	71	19	90	0.00001
Rikenellaceae	171550	F	56	40	96	0.00001
Dysgonomonadaceae	2005520	F	31	0	31	0.00000
Muribaculaceae	2005473	F	28	0	28	0.00000
Odoribacteraceae	1853231	F	18	6	24	0.00000
Barnesiellaceae	2005519	F	15	4	19	0.00000
Paludibacteraceae	2005523	F	12	0	12	0.00000
Porphyromonadaceae	171551	F	11	1	12	0.00000
Prolixibacteraceae	1471398	F	47	0	47	0.00000
Marinifilaceae	1573805	F	38	0	38	0.00000
Marinilabiliaceae	558415	F	16	1	17	0.00000
Cyclobacteriaceae	563798	F	374	777	1151	0.00012
Spirosomataceae	2896860	F	134	0	134	0.00001
Hymenobacteraceae	1853232	F	84	0	84	0.00001
Flammeovirgaceae	200667	F	77	0	77	0.00001
Cytophagaceae	89373	F	61	0	61	0.00001
Leadbetterellaceae	3141702	F	50	0	50	0.00001
