name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Clavicipitaceae	34397	F	3554372	2001563	5555935	0.25863
Nectriaceae	110618	F	15621	18998	34619	0.00161
Hypocreaceae	5129	F	12071	69130	81201	0.00378
Ophiocordycipitaceae	474942	F	8853	12380	21233	0.00099
Cordycipitaceae	474943	F	347	303	650	0.00003
Glomerellaceae	681950	F	2504	19997	22501	0.00105
Sordariaceae	5148	F	7352	12960	20312	0.00095
Chaetomiaceae	35718	F	570	729	1299	0.00006
Podosporaceae	2609812	F	305	250	555	0.00003
Pyriculariaceae	2528436	F	84	4	88	0.00000
Sclerotiniaceae	28983	F	125	1814	1939	0.00009
Mycosphaerellaceae	93133	F	1430	1449	2879	0.00013
Pleosporaceae	28556	F	835	1074	1909	0.00009
Didymellaceae	683158	F	168	216	384	0.00002
Aspergillaceae	1131492	F	861	3311	4172	0.00019
Trichocomaceae	28568	F	94	501	595	0.00003
Onygenaceae	33184	F	676	7378	8054	0.00037
Metschnikowiaceae	27319	F	8137	21173	29310	0.00136
Debaryomycetaceae	766764	F	635	6273	6908	0.00032
Pichiaceae	1156497	F	1358	5003	6361	0.00030
Saccharomycetaceae	4893	F	2403	23782	26185	0.00122
Saccharomycodaceae	34365	F	34	630	664	0.00003
Trichomonascaceae	410830	F	40	436	476	0.00002
Schizosaccharomycetaceae	4894	F	136	382	518	0.00002
Cryptococcaceae	1884633	F	138705	695865	834570	0.03885
Trichosporonaceae	1759442	F	1167	12838	14005	0.00065
Ceratobasidiaceae	5250	F	910	708	1618	0.00008
Marasmiaceae	654128	F	237	463	700	0.00003
Agrocybaceae	3710399	F	32	37	69	0.00000
Pucciniaceae	5262	F	2332	10873	13205	0.00061
Ustilaginaceae	5268	F	618	5476	6094	0.00028
Malasseziaceae	742845	F	206	1318	1524	0.00007
Glomeraceae	36751	F	1175	1773	2948	0.00014
Nosematidae	27974	F	860	264	1124	0.00005
Unikaryonidae	36734	F	311	0	311	0.00001
Hominidae	9604	F	463006	4264917	4727923	0.22009
Plasmodiidae	1639119	F	665687	2239851	2905538	0.13525
Babesiidae	32594	F	996	1439	2435	0.00011
Theileriidae	27994	F	108	47	155	0.00001
Sarcocystidae	5809	F	63311	379929	443240	0.02063
Cryptosporidiidae	35082	F	302	462	764	0.00004
Thalassiosiraceae	29202	F	22534	1057	23591	0.00110
Neidiaceae	432548	F	123	0	123	0.00001
Peronosporaceae	4777	F	1324	83	1407	0.00007
Dictyosteliaceae	2058185	F	81249	193974	275223	0.01281
Hemiselmidaceae	589351	F	1204	1691	2895	0.00013
Cryptomonadaceae	2896	F	1199	9711	10910	0.00051
Geminigeraceae	589343	F	54	1196	1250	0.00006
Hexamitidae	5739	F	507	10	517	0.00002
Trichomonadidae	181550	F	170	18	188	0.00001
Trypanosomatidae	5654	F	403	84	487	0.00002
Naegleriidae	3691768	F	26	0	26	0.00000
Cyanidiaceae	265316	F	34	10	44	0.00000
Vibrionaceae	641	F	1672666	1850438	3523104	0.16400
Lysobacteraceae	32033	F	37816	28621	66437	0.00309
Rhodanobacteraceae	1775411	F	91	8	99	0.00000
Enterobacteriaceae	543	F	18084	974313	992397	0.04620
Morganellaceae	1903414	F	1427	3443	4870	0.00023
Erwiniaceae	1903409	F	724	175	899	0.00004
Yersiniaceae	1903411	F	500	2282	2782	0.00013
Pectobacteriaceae	1903410	F	118	36	154	0.00001
Gallaecimonadaceae	3120698	F	82	7	89	0.00000
Hafniaceae	1903412	F	28	29	57	0.00000
Budviciaceae	1903416	F	16	3	19	0.00000
Bruguierivoracaceae	2812006	F	16	1	17	0.00000
Pseudomonadaceae	135621	F	1372	2537	3909	0.00018
Marinobacteraceae	2887365	F	686	5	691	0.00003
Pseudohongiellaceae	3085095	F	14	0	14	0.00000
Pseudoalteromonadaceae	267888	F	591	138	729	0.00003
Idiomarinaceae	267893	F	261	67	328	0.00002
Alteromonadaceae	72275	F	234	17	251	0.00001
Shewanellaceae	267890	F	147	40	187	0.00001
Colwelliaceae	267889	F	100	11	111	0.00001
Psychromonadaceae	267894	F	22	1	23	0.00000
Moritellaceae	267891	F	17	3	20	0.00000
Moraxellaceae	468	F	699	662	1361	0.00006
Aeromonadaceae	84642	F	633	1385	2018	0.00009
Halomonadaceae	28256	F	159	70	229	0.00001
Oceanospirillaceae	135620	F	108	9	117	0.00001
Hahellaceae	224379	F	34	0	34	0.00000
Alcanivoracaceae	224372	F	22	2	24	0.00000
Endozoicomonadaceae	2066474	F	17	0	17	0.00000
Pleioneaceae	2823145	F	12	0	12	0.00000
Zooshikellaceae	2898533	F	11	0	11	0.00000
Pasteurellaceae	712	F	367	3408	3775	0.00018
Candidatus Pseudothioglobaceae	3399801	F	182	13	195	0.00001
Francisellaceae	34064	F	44	18	62	0.00000
Piscirickettsiaceae	135616	F	35	7	42	0.00000
Thiotrichaceae	135617	F	11	1	12	0.00000
Chromatiaceae	1046	F	68	3	71	0.00000
Legionellaceae	444	F	66	0	66	0.00000
Coxiellaceae	118968	F	14	0	14	0.00000
Microbulbiferaceae	1706373	F	25	1	26	0.00000
Cellvibrionaceae	1706371	F	23	0	23	0.00000
Methylococcaceae	403	F	55	0	55	0.00000
Orbaceae	1240483	F	21	1	22	0.00000
Kangiellaceae	1920240	F	10	0	10	0.00000
Anaplasmataceae	942	F	24602	18291	42893	0.00200
Rickettsiaceae	775	F	72	6	78	0.00000
Methylobacteriaceae	119045	F	1385	59	1444	0.00007
Stappiaceae	2821832	F	523	67	590	0.00003
Brucellaceae	118882	F	381	16	397	0.00002
Rhizobiaceae	82115	F	294	61	355	0.00002
Nitrobacteraceae	41294	F	277	9	286	0.00001
Phyllobacteriaceae	69277	F	231	10	241	0.00001
Aurantimonadaceae	255475	F	76	9	85	0.00000
Bartonellaceae	772	F	74	3	77	0.00000
Alloboseaceae	2831100	F	53	0	53	0.00000
Devosiaceae	2831106	F	36	0	36	0.00000
Xanthobacteraceae	335928	F	21	1	22	0.00000
Methylocystaceae	31993	F	12	0	12	0.00000
Afifellaceae	2829802	F	11	1	12	0.00000
Reyranellaceae	2844375	F	10	0	10	0.00000
Paracoccaceae	31989	F	356	24	380	0.00002
Roseobacteraceae	2854170	F	119	19	138	0.00001
Azospirillaceae	2829815	F	361	14	375	0.00002
Rhodospirillaceae	41295	F	93	0	93	0.00000
Thalassospiraceae	2844866	F	11	0	11	0.00000
Sphingomonadaceae	41297	F	182	15	197	0.00001
Erythrobacteraceae	335929	F	94	3	97	0.00000
Sphingobiaceae	3423717	F	22	9	31	0.00000
Sphingopyxidaceae	3423718	F	22	4	26	0.00000
Rhizorhabdaceae	3423714	F	20	6	26	0.00000
Sphingosinicellaceae	2820280	F	12	0	12	0.00000
Sphingorhabdaceae	3423719	F	10	0	10	0.00000
Caulobacteraceae	76892	F	256	7367	7623	0.00035
Acetobacteraceae	433	F	74	3	77	0.00000
Roseomonadaceae	3385906	F	28	1	29	0.00000
Candidatus Pelagibacteraceae	1655514	F	59	2	61	0.00000
Micropepsaceae	1921568	F	34	0	34	0.00000
Emcibacteraceae	2066491	F	13	0	13	0.00000
Burkholderiaceae	119060	F	1561	5459	7020	0.00033
Oxalobacteraceae	75682	F	1107	37	1144	0.00005
Comamonadaceae	80864	F	384	248	632	0.00003
Sphaerotilaceae	2975441	F	162	9	171	0.00001
Alcaligenaceae	506	F	141	113	254	0.00001
Neisseriaceae	481	F	945	25	970	0.00005
Chromobacteriaceae	1499392	F	198	2	200	0.00001
Chitinibacteraceae	2897177	F	30	2	32	0.00000
Methylophilaceae	32011	F	35	1	36	0.00000
Nitrosomonadaceae	206379	F	30	0	30	0.00000
Sterolibacteriaceae	2008793	F	30	1	31	0.00000
Zoogloeaceae	2008794	F	23	1	24	0.00000
