name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	488610	2459501	2948111	0.56032
Cryptococcaceae	1884633	F	64231	152686	216917	0.04123
Trichosporonaceae	1759442	F	284	1787	2071	0.00039
Marasmiaceae	654128	F	93	86	179	0.00003
Agrocybaceae	3710399	F	35	20	55	0.00001
Ceratobasidiaceae	5250	F	51	16	67	0.00001
Ustilaginaceae	5268	F	1117	6022	7139	0.00136
Malasseziaceae	742845	F	246	961	1207	0.00023
Pucciniaceae	5262	F	548	1403	1951	0.00037
Nectriaceae	110618	F	604	3157	3761	0.00071
Hypocreaceae	5129	F	509	3348	3857	0.00073
Clavicipitaceae	34397	F	132	141	273	0.00005
Ophiocordycipitaceae	474942	F	72	250	322	0.00006
Cordycipitaceae	474943	F	60	131	191	0.00004
Glomerellaceae	681950	F	568	1547	2115	0.00040
Sordariaceae	5148	F	736	2032	2768	0.00053
Chaetomiaceae	35718	F	437	605	1042	0.00020
Podosporaceae	2609812	F	93	128	221	0.00004
Pyriculariaceae	2528436	F	209	15	224	0.00004
Sclerotiniaceae	28983	F	94	805	899	0.00017
Mycosphaerellaceae	93133	F	2870	5568	8438	0.00160
Pleosporaceae	28556	F	82	515	597	0.00011
Didymellaceae	683158	F	42	105	147	0.00003
Aspergillaceae	1131492	F	1009	3364	4373	0.00083
Trichocomaceae	28568	F	77	255	332	0.00006
Onygenaceae	33184	F	129	989	1118	0.00021
Metschnikowiaceae	27319	F	616	931	1547	0.00029
Debaryomycetaceae	766764	F	566	3486	4052	0.00077
Pichiaceae	1156497	F	528	1293	1821	0.00035
Saccharomycetaceae	4893	F	1319	14469	15788	0.00300
Saccharomycodaceae	34365	F	37	427	464	0.00009
Trichomonascaceae	410830	F	24	134	158	0.00003
Schizosaccharomycetaceae	4894	F	162	115	277	0.00005
Glomeraceae	36751	F	565	452	1017	0.00019
Unikaryonidae	36734	F	68	0	68	0.00001
Nosematidae	27974	F	60	10	70	0.00001
Plasmodiidae	1639119	F	274564	549154	823718	0.15656
Babesiidae	32594	F	663	992	1655	0.00031
Theileriidae	27994	F	99	40	139	0.00003
Sarcocystidae	5809	F	6539	11788	18327	0.00348
Cryptosporidiidae	35082	F	115	98	213	0.00004
Thalassiosiraceae	29202	F	1412	40	1452	0.00028
Neidiaceae	432548	F	35	0	35	0.00001
Peronosporaceae	4777	F	485	19	504	0.00010
Dictyosteliaceae	2058185	F	25225	34310	59535	0.01132
Trypanosomatidae	5654	F	601	77	678	0.00013
Trichomonadidae	181550	F	248	15	263	0.00005
Hexamitidae	5739	F	199	2	201	0.00004
Hemiselmidaceae	589351	F	45	35	80	0.00002
Cryptomonadaceae	2896	F	12	60	72	0.00001
Cyanidiaceae	265316	F	26	4	30	0.00001
Vibrionaceae	641	F	187935	128366	316301	0.06012
Lysobacteraceae	32033	F	64302	37133	101435	0.01928
