name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Plasmodiidae	1639119	F	300716	1550199	1850915	0.20325
Babesiidae	32594	F	241	609	850	0.00009
Theileriidae	27994	F	19	16	35	0.00000
Sarcocystidae	5809	F	16852	131438	148290	0.01628
Cryptosporidiidae	35082	F	131	292	423	0.00005
Thalassiosiraceae	29202	F	3283	292	3575	0.00039
Neidiaceae	432548	F	197	2	199	0.00002
Peronosporaceae	4777	F	155	4	159	0.00002
Hominidae	9604	F	255686	3632656	3888342	0.42698
Cryptococcaceae	1884633	F	81444	547190	628634	0.06903
Trichosporonaceae	1759442	F	206	3616	3822	0.00042
Marasmiaceae	654128	F	147	395	542	0.00006
Agrocybaceae	3710399	F	13	21	34	0.00000
Pucciniaceae	5262	F	1194	8862	10056	0.00110
Ustilaginaceae	5268	F	64	880	944	0.00010
Malasseziaceae	742845	F	81	584	665	0.00007
Clavicipitaceae	34397	F	33068	20256	53324	0.00586
Hypocreaceae	5129	F	748	5749	6497	0.00071
Nectriaceae	110618	F	445	1515	1960	0.00022
Ophiocordycipitaceae	474942	F	188	338	526	0.00006
Cordycipitaceae	474943	F	12	17	29	0.00000
Glomerellaceae	681950	F	433	3789	4222	0.00046
Sordariaceae	5148	F	1433	1935	3368	0.00037
Podosporaceae	2609812	F	47	59	106	0.00001
Chaetomiaceae	35718	F	45	54	99	0.00001
Pyriculariaceae	2528436	F	25	1	26	0.00000
Sclerotiniaceae	28983	F	29	689	718	0.00008
Aspergillaceae	1131492	F	623	3133	3756	0.00041
Trichocomaceae	28568	F	20	176	196	0.00002
Onygenaceae	33184	F	157	2717	2874	0.00032
Mycosphaerellaceae	93133	F	106	192	298	0.00003
Didymellaceae	683158	F	63	130	193	0.00002
Pleosporaceae	28556	F	14	65	79	0.00001
Metschnikowiaceae	27319	F	1039	4227	5266	0.00058
Debaryomycetaceae	766764	F	221	4591	4812	0.00053
Pichiaceae	1156497	F	278	1604	1882	0.00021
Saccharomycetaceae	4893	F	485	11204	11689	0.00128
Schizosaccharomycetaceae	4894	F	35	403	438	0.00005
Nosematidae	27974	F	584	198	782	0.00009
Unikaryonidae	36734	F	53	0	53	0.00001
Glomeraceae	36751	F	211	321	532	0.00006
Hemiselmidaceae	589351	F	11489	25726	37215	0.00409
Dictyosteliaceae	2058185	F	6826	26543	33369	0.00366
Trypanosomatidae	5654	F	233	127	360	0.00004
Naegleriidae	3691768	F	37	0	37	0.00000
Hexamitidae	5739	F	57	3	60	0.00001
Trichomonadidae	181550	F	53	9	62	0.00001
Cyanidiaceae	265316	F	14	7	21	0.00000
Vibrionaceae	641	F	483563	835034	1318597	0.14480
Lysobacteraceae	32033	F	77863	36337	114200	0.01254
Rhodanobacteraceae	1775411	F	68	3	71	0.00001
Enterobacteriaceae	543	F	9246	417608	426854	0.04687
Morganellaceae	1903414	F	844	2173	3017	0.00033
Yersiniaceae	1903411	F	233	650	883	0.00010
Erwiniaceae	1903409	F	194	34	228	0.00003
Pectobacteriaceae	1903410	F	69	13	82	0.00001
Bruguierivoracaceae	2812006	F	12	0	12	0.00000
Hafniaceae	1903412	F	11	14	25	0.00000
Gallaecimonadaceae	3120698	F	10	0	10	0.00000
Moraxellaceae	468	F	993	333	1326	0.00015
Pseudomonadaceae	135621	F	823	3658	4481	0.00049
Marinobacteraceae	2887365	F	59	1	60	0.00001
Alteromonadaceae	72275	F	197	6	203	0.00002
Pseudoalteromonadaceae	267888	F	107	12	119	0.00001
Idiomarinaceae	267893	F	71	14	85	0.00001
Shewanellaceae	267890	F	66	7	73	0.00001
Colwelliaceae	267889	F	30	1	31	0.00000
Psychromonadaceae	267894	F	13	0	13	0.00000
Aeromonadaceae	84642	F	252	360	612	0.00007
Pasteurellaceae	712	F	194	1158	1352	0.00015
Halomonadaceae	28256	F	66	15	81	0.00001
Oceanospirillaceae	135620	F	37	6	43	0.00000
Saccharospirillaceae	255527	F	36	0	36	0.00000
Hahellaceae	224379	F	11	0	11	0.00000
Piscirickettsiaceae	135616	F	27	4	31	0.00000
Francisellaceae	34064	F	15	11	26	0.00000
Chromatiaceae	1046	F	34	1	35	0.00000
Candidatus Pseudothioglobaceae	3399801	F	40	5	45	0.00000
Cellvibrionaceae	1706371	F	20	0	20	0.00000
Microbulbiferaceae	1706373	F	16	1	17	0.00000
Legionellaceae	444	F	15	0	15	0.00000
Coxiellaceae	118968	F	15	0	15	0.00000
Methylococcaceae	403	F	26	0	26	0.00000
Anaplasmataceae	942	F	33626	40811	74437	0.00817
Rickettsiaceae	775	F	46	1	47	0.00001
Methylobacteriaceae	119045	F	2209	1547	3756	0.00041
Nitrobacteraceae	41294	F	159	9	168	0.00002
Brucellaceae	118882	F	158	1	159	0.00002
Rhizobiaceae	82115	F	117	29	146	0.00002
Devosiaceae	2831106	F	100	0	100	0.00001
Phyllobacteriaceae	69277	F	70	7	77	0.00001
Aurantimonadaceae	255475	F	64	36	100	0.00001
Stappiaceae	2821832	F	45	4	49	0.00001
Bartonellaceae	772	F	35	1	36	0.00000
Beijerinckiaceae	45404	F	27	0	27	0.00000
Alloboseaceae	2831100	F	11	0	11	0.00000
Sphingomonadaceae	41297	F	244	19	263	0.00003
Erythrobacteraceae	335929	F	62	1	63	0.00001
Sphingobiaceae	3423717	F	12	5	17	0.00000
Paracoccaceae	31989	F	187	30	217	0.00002
Roseobacteraceae	2854170	F	64	4	68	0.00001
Rhodospirillaceae	41295	F	70	0	70	0.00001
Azospirillaceae	2829815	F	62	7	69	0.00001
Micropepsaceae	1921568	F	140	0	140	0.00002
Caulobacteraceae	76892	F	84	937	1021	0.00011
Acetobacteraceae	433	F	41	1	42	0.00000
Roseomonadaceae	3385906	F	19	1	20	0.00000
Candidatus Pelagibacteraceae	1655514	F	40	3	43	0.00000
Burkholderiaceae	119060	F	442	149	591	0.00006
Oxalobacteraceae	75682	F	397	37	434	0.00005
Comamonadaceae	80864	F	222	137	359	0.00004
Sphaerotilaceae	2975441	F	86	20	106	0.00001
Alcaligenaceae	506	F	60	44	104	0.00001
Neisseriaceae	481	F	136	9	145	0.00002
