name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	389239	2215433	2604672	0.62566
Cryptococcaceae	1884633	F	44846	121081	165927	0.03986
Trichosporonaceae	1759442	F	209	1459	1668	0.00040
Marasmiaceae	654128	F	84	86	170	0.00004
Agrocybaceae	3710399	F	36	23	59	0.00001
Ceratobasidiaceae	5250	F	16	5	21	0.00001
Ustilaginaceae	5268	F	438	2763	3201	0.00077
Malasseziaceae	742845	F	211	1009	1220	0.00029
Pucciniaceae	5262	F	431	1203	1634	0.00039
Nectriaceae	110618	F	505	2549	3054	0.00073
Hypocreaceae	5129	F	453	1954	2407	0.00058
Clavicipitaceae	34397	F	133	69	202	0.00005
Ophiocordycipitaceae	474942	F	52	112	164	0.00004
Cordycipitaceae	474943	F	35	52	87	0.00002
Glomerellaceae	681950	F	289	693	982	0.00024
Chaetomiaceae	35718	F	238	204	442	0.00011
Sordariaceae	5148	F	175	386	561	0.00013
Podosporaceae	2609812	F	57	48	105	0.00003
Pyriculariaceae	2528436	F	83	3	86	0.00002
Sclerotiniaceae	28983	F	54	515	569	0.00014
Mycosphaerellaceae	93133	F	1371	3074	4445	0.00107
Pleosporaceae	28556	F	50	331	381	0.00009
Didymellaceae	683158	F	28	81	109	0.00003
Aspergillaceae	1131492	F	705	2394	3099	0.00074
Trichocomaceae	28568	F	85	321	406	0.00010
Onygenaceae	33184	F	106	923	1029	0.00025
Debaryomycetaceae	766764	F	479	3017	3496	0.00084
Metschnikowiaceae	27319	F	312	641	953	0.00023
Pichiaceae	1156497	F	440	1087	1527	0.00037
Saccharomycetaceae	4893	F	1194	13072	14266	0.00343
Saccharomycodaceae	34365	F	36	453	489	0.00012
Trichomonascaceae	410830	F	20	127	147	0.00004
Schizosaccharomycetaceae	4894	F	102	76	178	0.00004
Glomeraceae	36751	F	536	536	1072	0.00026
Unikaryonidae	36734	F	107	0	107	0.00003
Nosematidae	27974	F	56	11	67	0.00002
Plasmodiidae	1639119	F	160566	396566	557132	0.13383
Babesiidae	32594	F	559	1023	1582	0.00038
Theileriidae	27994	F	59	42	101	0.00002
Sarcocystidae	5809	F	3803	10878	14681	0.00353
Cryptosporidiidae	35082	F	105	132	237	0.00006
Thalassiosiraceae	29202	F	1069	33	1102	0.00026
Neidiaceae	432548	F	31	0	31	0.00001
Peronosporaceae	4777	F	160	5	165	0.00004
Dictyosteliaceae	2058185	F	4394	6654	11048	0.00265
Trypanosomatidae	5654	F	378	50	428	0.00010
Trichomonadidae	181550	F	224	15	239	0.00006
Hexamitidae	5739	F	67	1	68	0.00002
Hemiselmidaceae	589351	F	23	20	43	0.00001
Cyanidiaceae	265316	F	17	3	20	0.00000
Vibrionaceae	641	F	83964	60616	144580	0.03473
Lysobacteraceae	32033	F	36607	15267	51874	0.01246
Rhodanobacteraceae	1775411	F	128	12	140	0.00003
Enterobacteriaceae	543	F	6098	234509	240607	0.05780
Erwiniaceae	1903409	F	1698	455	2153	0.00052
Gallaecimonadaceae	3120698	F	1339	79	1418	0.00034
Morganellaceae	1903414	F	1213	1302	2515	0.00060
Yersiniaceae	1903411	F	401	987	1388	0.00033
Pectobacteriaceae	1903410	F	128	57	185	0.00004
Hafniaceae	1903412	F	26	18	44	0.00001
