name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Plasmodiidae	1639119	F	300071	961808	1261879	0.15355
Babesiidae	32594	F	821	1605	2426	0.00030
Theileriidae	27994	F	109	80	189	0.00002
Sarcocystidae	5809	F	18635	112914	131549	0.01601
Cryptosporidiidae	35082	F	175	277	452	0.00006
Thalassiosiraceae	29202	F	5673	249	5922	0.00072
Neidiaceae	432548	F	211	0	211	0.00003
Peronosporaceae	4777	F	166	31	197	0.00002
Hominidae	9604	F	484630	3626127	4110757	0.50021
Cryptococcaceae	1884633	F	69319	267485	336804	0.04098
Trichosporonaceae	1759442	F	788	7206	7994	0.00097
Marasmiaceae	654128	F	404	592	996	0.00012
Agrocybaceae	3710399	F	26	23	49	0.00001
Ceratobasidiaceae	5250	F	39	21	60	0.00001
Ustilaginaceae	5268	F	1027	7781	8808	0.00107
Malasseziaceae	742845	F	410	1760	2170	0.00026
Pucciniaceae	5262	F	1551	6410	7961	0.00097
Hypocreaceae	5129	F	1512	11433	12945	0.00158
Clavicipitaceae	34397	F	729	419	1148	0.00014
Nectriaceae	110618	F	608	3401	4009	0.00049
Ophiocordycipitaceae	474942	F	62	178	240	0.00003
Cordycipitaceae	474943	F	38	76	114	0.00001
Glomerellaceae	681950	F	688	4757	5445	0.00066
Sordariaceae	5148	F	1105	2681	3786	0.00046
Chaetomiaceae	35718	F	367	525	892	0.00011
Podosporaceae	2609812	F	103	164	267	0.00003
Pyriculariaceae	2528436	F	124	11	135	0.00002
Sclerotiniaceae	28983	F	119	1482	1601	0.00019
Aspergillaceae	1131492	F	1495	4689	6184	0.00075
Trichocomaceae	28568	F	79	379	458	0.00006
Onygenaceae	33184	F	308	3139	3447	0.00042
Mycosphaerellaceae	93133	F	1651	3049	4700	0.00057
Didymellaceae	683158	F	65	153	218	0.00003
Pleosporaceae	28556	F	63	397	460	0.00006
Metschnikowiaceae	27319	F	1615	3505	5120	0.00062
Debaryomycetaceae	766764	F	854	5728	6582	0.00080
Pichiaceae	1156497	F	587	2113	2700	0.00033
Saccharomycetaceae	4893	F	1797	23559	25356	0.00309
Saccharomycodaceae	34365	F	50	835	885	0.00011
Trichomonascaceae	410830	F	20	166	186	0.00002
Schizosaccharomycetaceae	4894	F	137	488	625	0.00008
Nosematidae	27974	F	1784	391	2175	0.00026
Unikaryonidae	36734	F	182	0	182	0.00002
Glomeraceae	36751	F	704	726	1430	0.00017
Dictyosteliaceae	2058185	F	12347	24826	37173	0.00452
Hemiselmidaceae	589351	F	7468	8704	16172	0.00197
Cryptomonadaceae	2896	F	12	99	111	0.00001
Trypanosomatidae	5654	F	646	127	773	0.00009
Trichomonadidae	181550	F	252	22	274	0.00003
Hexamitidae	5739	F	197	9	206	0.00003
Cyanidiaceae	265316	F	25	6	31	0.00000
Vibrionaceae	641	F	403922	373195	777117	0.09456
Lysobacteraceae	32033	F	57350	21665	79015	0.00961
Rhodanobacteraceae	1775411	F	135	12	147	0.00002
Marinicellaceae	3120710	F	13	0	13	0.00000
Enterobacteriaceae	543	F	14575	494451	509026	0.06194
Erwiniaceae	1903409	F	1507	373	1880	0.00023
Morganellaceae	1903414	F	1448	2238	3686	0.00045
Yersiniaceae	1903411	F	599	1337	1936	0.00024
Pectobacteriaceae	1903410	F	194	68	262	0.00003
Gallaecimonadaceae	3120698	F	175	8	183	0.00002
Bruguierivoracaceae	2812006	F	38	1	39	0.00000
Hafniaceae	1903412	F	29	20	49	0.00001
Budviciaceae	1903416	F	11	3	14	0.00000
Pseudomonadaceae	135621	F	2024	2408	4432	0.00054
Marinobacteraceae	2887365	F	1750	11	1761	0.00021
Pseudohongiellaceae	3085095	F	14	0	14	0.00000
Moraxellaceae	468	F	2861	578	3439	0.00042
Pseudoalteromonadaceae	267888	F	530	79	609	0.00007
Alteromonadaceae	72275	F	370	20	390	0.00005
Shewanellaceae	267890	F	290	40	330	0.00004
Idiomarinaceae	267893	F	196	41	237	0.00003
Colwelliaceae	267889	F	132	12	144	0.00002
Psychromonadaceae	267894	F	41	2	43	0.00001
Moritellaceae	267891	F	35	5	40	0.00000
Aeromonadaceae	84642	F	1166	1403	2569	0.00031
Pasteurellaceae	712	F	579	1838	2417	0.00029
Oceanospirillaceae	135620	F	213	15	228	0.00003
Halomonadaceae	28256	F	151	21	172	0.00002
Hahellaceae	224379	F	77	0	77	0.00001
Pleioneaceae	2823145	F	27	0	27	0.00000
Alcanivoracaceae	224372	F	21	2	23	0.00000
Saccharospirillaceae	255527	F	16	0	16	0.00000
Endozoicomonadaceae	2066474	F	14	0	14	0.00000
Candidatus Pseudothioglobaceae	3399801	F	168	17	185	0.00002
Piscirickettsiaceae	135616	F	81	8	89	0.00001
Francisellaceae	34064	F	72	18	90	0.00001
Thiotrichaceae	135617	F	29	3	32	0.00000
Legionellaceae	444	F	125	5	130	0.00002
Coxiellaceae	118968	F	40	0	40	0.00000
Cellvibrionaceae	1706371	F	60	4	64	0.00001
Microbulbiferaceae	1706373	F	60	0	60	0.00001
Halieaceae	1706372	F	25	2	27	0.00000
Chromatiaceae	1046	F	75	2	77	0.00001
Ectothiorhodospiraceae	72276	F	27	0	27	0.00000
Sedimenticolaceae	3067276	F	11	1	12	0.00000
Methylococcaceae	403	F	91	5	96	0.00001
Orbaceae	1240483	F	37	13	50	0.00001
Cardiobacteriaceae	868	F	12	1	13	0.00000
Kangiellaceae	1920240	F	12	0	12	0.00000
Anaplasmataceae	942	F	31454	19700	51154	0.00622
Rickettsiaceae	775	F	300	1	301	0.00004
Candidatus Midichloriaceae	1328881	F	11	4	15	0.00000
Methylobacteriaceae	119045	F	3365	86	3451	0.00042
Stappiaceae	2821832	F	1037	136	1173	0.00014
Brucellaceae	118882	F	862	24	886	0.00011
Rhizobiaceae	82115	F	510	59	569	0.00007
Nitrobacteraceae	41294	F	452	8	460	0.00006
Phyllobacteriaceae	69277	F	262	20	282	0.00003
Devosiaceae	2831106	F	158	0	158	0.00002
Bartonellaceae	772	F	139	5	144	0.00002
Aurantimonadaceae	255475	F	125	20	145	0.00002
Alloboseaceae	2831100	F	51	0	51	0.00001
Methylocystaceae	31993	F	31	0	31	0.00000
Xanthobacteraceae	335928	F	25	1	26	0.00000
Reyranellaceae	2844375	F	20	0	20	0.00000
