name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	551550	1627984	2179534	0.58287
Nectriaceae	110618	F	523	1936	2459	0.00066
Hypocreaceae	5129	F	368	2300	2668	0.00071
Clavicipitaceae	34397	F	143	168	311	0.00008
Ophiocordycipitaceae	474942	F	71	236	307	0.00008
Cordycipitaceae	474943	F	50	112	162	0.00004
Glomerellaceae	681950	F	487	2178	2665	0.00071
Chaetomiaceae	35718	F	574	703	1277	0.00034
Sordariaceae	5148	F	501	1349	1850	0.00049
Podosporaceae	2609812	F	95	118	213	0.00006
Pyriculariaceae	2528436	F	361	10	371	0.00010
Sclerotiniaceae	28983	F	95	531	626	0.00017
Mycosphaerellaceae	93133	F	3729	12139	15868	0.00424
Pleosporaceae	28556	F	87	711	798	0.00021
Didymellaceae	683158	F	45	197	242	0.00006
Aspergillaceae	1131492	F	1458	3485	4943	0.00132
Trichocomaceae	28568	F	68	203	271	0.00007
Onygenaceae	33184	F	142	1127	1269	0.00034
Debaryomycetaceae	766764	F	922	4444	5366	0.00144
Metschnikowiaceae	27319	F	857	807	1664	0.00045
Pichiaceae	1156497	F	550	2065	2615	0.00070
Saccharomycetaceae	4893	F	1808	11479	13287	0.00355
Saccharomycodaceae	34365	F	80	775	855	0.00023
Trichomonascaceae	410830	F	30	153	183	0.00005
Schizosaccharomycetaceae	4894	F	178	394	572	0.00015
Cryptococcaceae	1884633	F	28374	63401	91775	0.02454
Trichosporonaceae	1759442	F	930	3526	4456	0.00119
Marasmiaceae	654128	F	339	242	581	0.00016
Agrocybaceae	3710399	F	46	19	65	0.00002
Ceratobasidiaceae	5250	F	47	15	62	0.00002
Ustilaginaceae	5268	F	1556	6597	8153	0.00218
Malasseziaceae	742845	F	451	1408	1859	0.00050
Pucciniaceae	5262	F	1016	2545	3561	0.00095
Nosematidae	27974	F	1024	216	1240	0.00033
Unikaryonidae	36734	F	191	0	191	0.00005
Glomeraceae	36751	F	865	961	1826	0.00049
Plasmodiidae	1639119	F	103821	202539	306360	0.08193
Babesiidae	32594	F	1421	2566	3987	0.00107
Theileriidae	27994	F	132	183	315	0.00008
Sarcocystidae	5809	F	9881	24348	34229	0.00915
Cryptosporidiidae	35082	F	91	98	189	0.00005
Thalassiosiraceae	29202	F	2312	67	2379	0.00064
Neidiaceae	432548	F	108	0	108	0.00003
Peronosporaceae	4777	F	145	8	153	0.00004
Dictyosteliaceae	2058185	F	5265	4179	9444	0.00253
Hemiselmidaceae	589351	F	2993	1371	4364	0.00117
Trypanosomatidae	5654	F	662	45	707	0.00019
Naegleriidae	3691768	F	490	0	490	0.00013
Trichomonadidae	181550	F	333	11	344	0.00009
Hexamitidae	5739	F	86	1	87	0.00002
Cyanidiaceae	265316	F	16	1	17	0.00000
Vibrionaceae	641	F	106654	44031	150685	0.04030
Lysobacteraceae	32033	F	52978	19960	72938	0.01951
Rhodanobacteraceae	1775411	F	108	6	114	0.00003
Marinicellaceae	3120710	F	22	0	22	0.00001
Enterobacteriaceae	543	F	14650	280339	294989	0.07889
Gallaecimonadaceae	3120698	F	2280	120	2400	0.00064
Morganellaceae	1903414	F	1556	2931	4487	0.00120
Erwiniaceae	1903409	F	858	152	1010	0.00027
Yersiniaceae	1903411	F	633	1845	2478	0.00066
Pectobacteriaceae	1903410	F	223	29	252	0.00007
Hafniaceae	1903412	F	37	18	55	0.00001
Bruguierivoracaceae	2812006	F	25	1	26	0.00001
Budviciaceae	1903416	F	13	1	14	0.00000
Pseudomonadaceae	135621	F	2174	2342	4516	0.00121
Marinobacteraceae	2887365	F	575	4	579	0.00015
Pseudohongiellaceae	3085095	F	16	0	16	0.00000
Pseudoalteromonadaceae	267888	F	789	186	975	0.00026
Alteromonadaceae	72275	F	541	38	579	0.00015
Idiomarinaceae	267893	F	311	78	389	0.00010
Shewanellaceae	267890	F	307	55	362	0.00010
Colwelliaceae	267889	F	155	18	173	0.00005
Psychromonadaceae	267894	F	35	2	37	0.00001
Moritellaceae	267891	F	33	6	39	0.00001
Ferrimonadaceae	267892	F	10	3	13	0.00000
Moraxellaceae	468	F	2138	733	2871	0.00077
Aeromonadaceae	84642	F	780	917	1697	0.00045
Pasteurellaceae	712	F	627	1966	2593	0.00069
Oceanospirillaceae	135620	F	211	8	219	0.00006
Halomonadaceae	28256	F	161	7	168	0.00004
Hahellaceae	224379	F	100	1	101	0.00003
Endozoicomonadaceae	2066474	F	36	0	36	0.00001
Pleioneaceae	2823145	F	31	0	31	0.00001
Alcanivoracaceae	224372	F	26	2	28	0.00001
Zooshikellaceae	2898533	F	20	0	20	0.00001
Candidatus Pseudothioglobaceae	3399801	F	312	28	340	0.00009
Piscirickettsiaceae	135616	F	109	11	120	0.00003
Francisellaceae	34064	F	63	0	63	0.00002
Thiotrichaceae	135617	F	48	3	51	0.00001
Microbulbiferaceae	1706373	F	70	0	70	0.00002
Cellvibrionaceae	1706371	F	57	1	58	0.00002
Halieaceae	1706372	F	13	1	14	0.00000
Porticoccaceae	1706374	F	10	0	10	0.00000
Legionellaceae	444	F	111	2	113	0.00003
Coxiellaceae	118968	F	24	0	24	0.00001
Chromatiaceae	1046	F	97	2	99	0.00003
Ectothiorhodospiraceae	72276	F	22	0	22	0.00001
Methylococcaceae	403	F	93	3	96	0.00003
Orbaceae	1240483	F	54	11	65	0.00002
Cardiobacteriaceae	868	F	19	2	21	0.00001
Kangiellaceae	1920240	F	24	0	24	0.00001
Nevskiaceae	568386	F	18	4	22	0.00001
Anaplasmataceae	942	F	32402	8393	40795	0.01091
Rickettsiaceae	775	F	268	0	268	0.00007
Methylobacteriaceae	119045	F	7196	778	7974	0.00213
Brucellaceae	118882	F	920	29	949	0.00025
Rhizobiaceae	82115	F	547	71	618	0.00017
Stappiaceae	2821832	F	450	117	567	0.00015
Nitrobacteraceae	41294	F	374	12	386	0.00010
Phyllobacteriaceae	69277	F	179	17	196	0.00005
Bartonellaceae	772	F	176	7	183	0.00005
Devosiaceae	2831106	F	102	2	104	0.00003
Aurantimonadaceae	255475	F	97	24	121	0.00003
Alloboseaceae	2831100	F	48	1	49	0.00001
Xanthobacteraceae	335928	F	33	2	35	0.00001
Methylocystaceae	31993	F	33	0	33	0.00001
Blastochloridaceae	2831090	F	23	1	24	0.00001
Reyranellaceae	2844375	F	17	0	17	0.00000
Cohaesibacteraceae	655351	F	15	0	15	0.00000
Hyphomicrobiaceae	45401	F	14	0	14	0.00000
Ancalomicrobiaceae	2172021	F	11	0	11	0.00000
Amorphaceae	2685818	F	10	0	10	0.00000
Azospirillaceae	2829815	F	7122	424	7546	0.00202
Rhodospirillaceae	41295	F	73	1	74	0.00002
Thalassospiraceae	2844866	F	22	2	24	0.00001
Rhodovibrionaceae	2844403	F	15	0	15	0.00000
Thalassobaculaceae	2844864	F	13	3	16	0.00000
Aestuariispiraceae	3466454	F	10	0	10	0.00000
Erythrobacteraceae	335929	F	405	7	412	0.00011
Sphingomonadaceae	41297	F	344	49	393	0.00011
Sphingobiaceae	3423717	F	65	20	85	0.00002
Sphingopyxidaceae	3423718	F	30	4	34	0.00001
Sphingosinicellaceae	2820280	F	19	3	22	0.00001
Sphingorhabdaceae	3423719	F	13	0	13	0.00000
Paracoccaceae	31989	F	488	79	567	0.00015
Roseobacteraceae	2854170	F	197	83	280	0.00007
Acetobacteraceae	433	F	156	17	173	0.00005
Roseomonadaceae	3385906	F	49	4	53	0.00001
Acidocellaceae	3385905	F	23	0	23	0.00001
Candidatus Pelagibacteraceae	1655514	F	195	4	199	0.00005
Micropepsaceae	1921568	F	185	0	185	0.00005
Caulobacteraceae	76892	F	159	150	309	0.00008
Sneathiellaceae	510685	F	26	0	26	0.00001
Holosporaceae	44746	F	19	2	21	0.00001
Emcibacteraceae	2066491	F	18	0	18	0.00000
Hyphomonadaceae	69657	F	17	1	18	0.00000
Geminicoccaceae	2066434	F	11	3	14	0.00000
Burkholderiaceae	119060	F	1500	630	2130	0.00057
Oxalobacteraceae	75682	F	1238	47	1285	0.00034
Comamonadaceae	80864	F	514	314	828	0.00022
Alcaligenaceae	506	F	184	124	308	0.00008
Sphaerotilaceae	2975441	F	121	65	186	0.00005
Neisseriaceae	481	F	1384	41	1425	0.00038
Chromobacteriaceae	1499392	F	41	1	42	0.00001
Chitinibacteraceae	2897177	F	36	6	42	0.00001
Nitrosomonadaceae	206379	F	68	0	68	0.00002
Methylophilaceae	32011	F	38	0	38	0.00001
Sterolibacteriaceae	2008793	F	29	2	31	0.00001
Sulfuricellaceae	2772226	F	16	1	17	0.00000
Zoogloeaceae	2008794	F	43	7	50	0.00001
Rhodocyclaceae	75787	F	23	3	26	0.00001
Azonexaceae	2008795	F	17	0	17	0.00000
Acidithiobacillaceae	225058	F	32	0	32	0.00001
Flavobacteriaceae	49546	F	13937	264	14201	0.00380
Weeksellaceae	2762318	F	1143	189	1332	0.00036
Blattabacteriaceae	39782	F	102	90	192	0.00005
Crocinitomicaceae	1853230	F	22	0	22	0.00001
Bacteroidaceae	815	F	1958	1172	3130	0.00084
Prevotellaceae	171552	F	201	36	237	0.00006
Rikenellaceae	171550	F	93	19	112	0.00003
Tannerellaceae	2005525	F	84	44	128	0.00003
Dysgonomonadaceae	2005520	F	52	0	52	0.00001
Odoribacteraceae	1853231	F	31	16	47	0.00001
Muribaculaceae	2005473	F	29	1	30	0.00001
Paludibacteraceae	2005523	F	22	0	22	0.00001
Porphyromonadaceae	171551	F	21	3	24	0.00001
Marinifilaceae	1573805	F	136	1	137	0.00004
Prolixibacteraceae	1471398	F	106	0	106	0.00003
Marinilabiliaceae	558415	F	44	2	46	0.00001
Cyclobacteriaceae	563798	F	497	601	1098	0.00029
Flammeovirgaceae	200667	F	470	1	471	0.00013
Spirosomataceae	2896860	F	221	0	221	0.00006
Hymenobacteraceae	1853232	F	157	0	157	0.00004
Cytophagaceae	89373	F	84	1	85	0.00002
Bernardetiaceae	1937968	F	58	0	58	0.00002
Reichenbachiellaceae	2762302	F	55	0	55	0.00001
Marivirgaceae	2762301	F	53	1	54	0.00001
Leadbetterellaceae	3141702	F	33	0	33	0.00001
Fulvivirgaceae	2762286	F	32	0	32	0.00001
Catalimonadaceae	1522127	F	26	0	26	0.00001
Roseivirgaceae	2762306	F	24	0	24	0.00001
Persicobacteraceae	1853234	F	11	0	11	0.00000
Mangrovivirgaceae	2858885	F	11	0	11	0.00000
Rhodocytophagaceae	3078917	F	11	0	11	0.00000
Flectobacillaceae	3141701	F	11	0	11	0.00000
Sphingobacteriaceae	84566	F	747	97	844	0.00023
Chitinophagaceae	563835	F	388	5	393	0.00011
Saprospiraceae	89374	F	25	0	25	0.00001
Haliscomenobacteraceae	1937961	F	16	0	16	0.00000
Rhodothermaceae	563843	F	24	0	24	0.00001
Chlorobiaceae	191412	F	26	0	26	0.00001
Ignavibacteriaceae	795749	F	18	0	18	0.00000
Balneolaceae	1813606	F	11	0	11	0.00000
Candidatus Palauibacteraceae	3056649	F	32	0	32	0.00001
Gemmatimonadaceae	219687	F	10	0	10	0.00000
Arcobacteraceae	2808963	F	381	94	475	0.00013
Campylobacteraceae	72294	F	316	250	566	0.00015
Helicobacteraceae	72293	F	226	246	472	0.00013
Sulfurimonadaceae	2771471	F	84	5	89	0.00002
Sulfurospirillaceae	2932623	F	18	5	23	0.00001
Sulfurovaceae	2771472	F	13	3	16	0.00000
Nitratiruptoraceae	2795691	F	23	1	24	0.00001
Nautiliaceae	224467	F	12	0	12	0.00000
Archangiaceae	39	F	365	5	370	0.00010
Myxococcaceae	31	F	332	3	335	0.00009
Anaeromyxobacteraceae	1524215	F	38	1	39	0.00001
Polyangiaceae	49	F	230	23	253	0.00007
Sandaracinaceae	1055686	F	19	0	19	0.00001
Kofleriaceae	224464	F	10	0	10	0.00000
Pirellulaceae	2691357	F	109	2	111	0.00003
Lacipirellulaceae	2691359	F	45	0	45	0.00001
Isosphaeraceae	1763524	F	147	5	152	0.00004
Planctomycetaceae	126	F	124	6	130	0.00003
Gemmataceae	1914233	F	74	0	74	0.00002
Phycisphaeraceae	666507	F	19	0	19	0.00001
Sedimentisphaeraceae	2483367	F	11	0	11	0.00000
Tepidisphaeraceae	1771355	F	12	0	12	0.00000
Candidatus Uabimicrobiaceae	2897348	F	24	0	24	0.00001
Akkermansiaceae	1647988	F	93	7	100	0.00003
Verrucomicrobiaceae	203557	F	89	0	89	0.00002
Opitutaceae	134623	F	36	0	36	0.00001
Coraliomargaritaceae	3056371	F	10	1	11	0.00000
Chlamydiaceae	809	F	36	0	36	0.00001
Parachlamydiaceae	92713	F	26	0	26	0.00001
Treponemataceae	2845253	F	199	179	378	0.00010
Borreliaceae	1643685	F	197	16	213	0.00006
Spirochaetaceae	137	F	57	0	57	0.00002
Sphaerochaetaceae	2791015	F	48	22	70	0.00002
Brachyspiraceae	143786	F	33	1	34	0.00001
Leptospiraceae	170	F	128	2	130	0.00003
Desulfovibrionaceae	194924	F	278	6	284	0.00008
Desulfomicrobiaceae	213116	F	11	0	11	0.00000
Desulfococcaceae	2931039	F	49	0	49	0.00001
Desulfosarcinaceae	3031624	F	40	2	42	0.00001
Desulfobacteraceae	213119	F	16	0	16	0.00000
Desulfolunaceae	3031622	F	16	0	16	0.00000
Desulfocapsaceae	2886822	F	43	0	43	0.00001
Desulfobulbaceae	213121	F	13	0	13	0.00000
Geobacteraceae	213422	F	28	2	30	0.00001
Desulfuromonadaceae	213421	F	15	0	15	0.00000
Holophagaceae	574976	F	170	0	170	0.00005
Acidobacteriaceae	204434	F	77	0	77	0.00002
Vicinamibacteraceae	2211325	F	33	0	33	0.00001
Chloracidobacteriaceae	3681503	F	12	0	12	0.00000
Pseudobdellovibrionaceae	213483	F	113	0	113	0.00003
Silvanigrellaceae	2024974	F	40	7	47	0.00001
Halobacteriovoraceae	1652132	F	21	0	21	0.00001
Bacteriovoracaceae	263369	F	18	0	18	0.00000
Aquificaceae	64898	F	47	0	47	0.00001
Hydrogenothermaceae	224027	F	19	0	19	0.00001
Desulfurobacteriaceae	558314	F	21	0	21	0.00001
Endomicrobiaceae	1783343	F	61	0	61	0.00002
Dictyoglomaceae	203488	F	55	0	55	0.00001
Nitrospiraceae	189779	F	31	3	34	0.00001
Thermodesulfovibrionaceae	2811504	F	14	0	14	0.00000
Thermodesulfobiaceae	227387	F	12	0	12	0.00000
Abditibacteriaceae	2109261	F	12	0	12	0.00000
Streptococcaceae	1300	F	114413	32416	146829	0.03927
Lactobacillaceae	33958	F	3583	664	4247	0.00114
Enterococcaceae	81852	F	422	1741	2163	0.00058
Carnobacteriaceae	186828	F	118	36	154	0.00004
Aerococcaceae	186827	F	45	25	70	0.00002
Bacillaceae	186817	F	13224	29343	42567	0.01138
Staphylococcaceae	90964	F	2444	2609	5053	0.00135
Paenibacillaceae	186822	F	1446	148	1594	0.00043
Caryophanaceae	186818	F	434	135	569	0.00015
Listeriaceae	186820	F	165	190	355	0.00009
Anoxybacillaceae	3120669	F	84	52	136	0.00004
Alicyclobacillaceae	186823	F	67	3	70	0.00002
Fictibacillaceae	3120697	F	61	98	159	0.00004
Pasteuriaceae	538998	F	41	0	41	0.00001
Gemellaceae	539738	F	34	4	38	0.00001
Thermoactinomycetaceae	186824	F	27	1	28	0.00001
Sporolactobacillaceae	186821	F	10	0	10	0.00000
Neomoorellaceae	3039168	F	4373	23	4396	0.00118
Clostridiaceae	31979	F	1808	227	2035	0.00054
Oscillospiraceae	216572	F	184	33	217	0.00006
Desulfitobacteriaceae	2937909	F	126	18	144	0.00004
Eubacteriaceae	186806	F	34	5	39	0.00001
Peptococcaceae	186807	F	29	20	49	0.00001
Aristaeellaceae	3046368	F	19	0	19	0.00001
Syntrophomonadaceae	68298	F	16	0	16	0.00000
Symbiobacteriaceae	543349	F	12	0	12	0.00000
Butyricicoccaceae	3085642	F	12	0	12	0.00000
Acutalibacteraceae	3082771	F	12	2	14	0.00000
Lachnospiraceae	186803	F	1071	162	1233	0.00033
Defluviitaleaceae	1185407	F	31	3	34	0.00001
Vallitaleaceae	2603322	F	24	0	24	0.00001
Cellulosilyticaceae	3018741	F	15	0	15	0.00000
Peptostreptococcaceae	186804	F	635	275	910	0.00024
Anaerovoracaceae	543314	F	75	1	76	0.00002
Caminicellaceae	3118654	F	38	0	38	0.00001
Natronincolaceae	3118656	F	36	7	43	0.00001
Filifactoraceae	3118655	F	14	18	32	0.00001
Thermoanaerobacteraceae	186814	F	74	9	83	0.00002
Halanaerobiaceae	972	F	27	0	27	0.00001
Halothermotrichaceae	3046412	F	17	0	17	0.00000
Natranaerofabaceae	2807496	F	53	0	53	0.00001
Acetivibrionaceae	3120654	F	30	9	39	0.00001
Tepidanaerobacteraceae	2770092	F	15	0	15	0.00000
Limnochordaceae	1676650	F	574	1	575	0.00015
Veillonellaceae	31977	F	209	41	250	0.00007
Sporomusaceae	1843490	F	66	2	68	0.00002
Selenomonadaceae	1843491	F	44	3	47	0.00001
Acidaminococcaceae	909930	F	34	1	35	0.00001
Peptoniphilaceae	1570339	F	178	80	258	0.00007
Tissierellaceae	1737406	F	39	0	39	0.00001
Tepidimicrobiaceae	2992719	F	15	1	16	0.00000
Sporanaerobacteraceae	2992718	F	12	0	12	0.00000
Erysipelotrichaceae	128827	F	173	78	251	0.00007
Coprobacillaceae	2810280	F	73	15	88	0.00002
Turicibacteraceae	2810281	F	15	2	17	0.00000
Caldicellulosiruptoraceae	3071002	F	141	6	147	0.00004
Dethiobacteraceae	3086088	F	20	8	28	0.00001
Streptomycetaceae	2062	F	102522	22825	125347	0.03352
Microbacteriaceae	85023	F	821	186	1007	0.00027
Micrococcaceae	1268	F	556	183	739	0.00020
Cellulomonadaceae	85016	F	416	113	529	0.00014
Intrasporangiaceae	85021	F	127	27	154	0.00004
Promicromonosporaceae	85017	F	71	50	121	0.00003
Brevibacteriaceae	85019	F	42	24	66	0.00002
Ornithinimicrobiaceae	2805590	F	39	41	80	0.00002
Dermabacteraceae	85020	F	23	4	27	0.00001
Dermacoccaceae	145357	F	15	4	19	0.00001
Nocardiaceae	85025	F	616	21	637	0.00017
Mycobacteriaceae	1762	F	524	25	549	0.00015
Corynebacteriaceae	1653	F	248	49	297	0.00008
Gordoniaceae	85026	F	70	7	77	0.00002
Dietziaceae	85029	F	18	7	25	0.00001
Streptosporangiaceae	2004	F	453	24	477	0.00013
Thermomonosporaceae	2012	F	403	37	440	0.00012
Nocardiopsidaceae	83676	F	41	3	44	0.00001
Nocardioidaceae	85015	F	396	40	436	0.00012
Kribbellaceae	2726069	F	336	17	353	0.00009
Propionibacteriaceae	31957	F	111	23	134	0.00004
Micromonosporaceae	28056	F	749	40	789	0.00021
Pseudonocardiaceae	2070	F	599	40	639	0.00017
Candidatus Nanopelagicaceae	2162846	F	453	0	453	0.00012
Actinomycetaceae	2049	F	288	19	307	0.00008
Bifidobacteriaceae	31953	F	131	12	143	0.00004
Kineosporiaceae	83778	F	26	2	28	0.00001
Nakamurellaceae	85031	F	26	1	27	0.00001
Jatrophihabitantaceae	2805416	F	25	1	26	0.00001
Geodermatophilaceae	85030	F	24	2	26	0.00001
Frankiaceae	74712	F	23	63	86	0.00002
Glycomycetaceae	85034	F	10	0	10	0.00000
Egibacteraceae	1747769	F	99	10	109	0.00003
Eggerthellaceae	1643826	F	29	28	57	0.00002
Atopobiaceae	1643824	F	24	48	72	0.00002
Iamiaceae	633392	F	15	3	18	0.00000
Candidatus Poriferisodalaceae	2983189	F	12	0	12	0.00000
Miltoncostaeaceae	2843199	F	10	1	11	0.00000
Nostocaceae	1162	F	595	13	608	0.00016
Hapalosiphonaceae	1892263	F	40	6	46	0.00001
Nodulariaceae	3079761	F	35	1	36	0.00001
Aphanizomenonaceae	1892259	F	30	5	35	0.00001
Chlorogloeopsidaceae	1892261	F	27	0	27	0.00001
Tolypothrichaceae	119859	F	20	0	20	0.00001
Rivulariaceae	1185	F	19	0	19	0.00001
Calotrichaceae	2661849	F	18	0	18	0.00000
Scytonemataceae	1182	F	15	0	15	0.00000
Geminocystaceae	2815910	F	221	5	226	0.00006
Aphanothecaceae	1890450	F	63	0	63	0.00002
Microcystaceae	1890449	F	42	1	43	0.00001
Microcoleaceae	1892252	F	60	0	60	0.00002
Oscillatoriaceae	1892254	F	25	0	25	0.00001
Sirenicapillariaceae	2934961	F	11	0	11	0.00000
Prochlorococcaceae	2881426	F	128	5	133	0.00004
Synechococcaceae	1890426	F	117	5	122	0.00003
Leptolyngbyaceae	1890438	F	83	15	98	0.00003
Gloeobacteraceae	1890422	F	38	0	38	0.00001
Pseudanabaenaceae	1890436	F	32	0	32	0.00001
Acaryochloridaceae	1890429	F	14	0	14	0.00000
Desertifilaceae	1969992	F	15	0	15	0.00000
Pleurocapsaceae	1890500	F	10	0	10	0.00000
Oculatellaceae	2303507	F	10	0	10	0.00000
Coleofasciculaceae	1892251	F	10	0	10	0.00000
Mycoplasmataceae	2092	F	511	40	551	0.00015
Spiroplasmataceae	2131	F	187	8	195	0.00005
Entomoplasmataceae	33925	F	80	5	85	0.00002
Acholeplasmataceae	2146	F	67	6	73	0.00002
Candidatus Izemoplasmataceae	2975520	F	29	0	29	0.00001
Metamycoplasmataceae	2895623	F	338	33	371	0.00010
Mycoplasmoidaceae	2790998	F	41	6	47	0.00001
Anaerolineaceae	292628	F	92	0	92	0.00002
Dehalococcoidaceae	1202464	F	31	1	32	0.00001
Candidatus Lucifugimonadaceae	3143248	F	20	0	20	0.00001
Chloroflexaceae	1106	F	30	0	30	0.00001
Caldilineaceae	475964	F	20	0	20	0.00001
Thermaceae	188786	F	361	8	369	0.00010
Deinococcaceae	183710	F	213	1	214	0.00006
Thermotogaceae	188709	F	55	0	55	0.00001
Fervidobacteriaceae	1643950	F	53	5	58	0.00002
Petrotogaceae	1643949	F	34	2	36	0.00001
Aminobacteriaceae	3029087	F	24	2	26	0.00001
Synergistaceae	649777	F	12	1	13	0.00000
Fusobacteriaceae	203492	F	426	77	503	0.00013
Leptotrichiaceae	1129771	F	174	24	198	0.00005
Haliovirgaceae	3072461	F	10	0	10	0.00000
Sulfolobaceae	118883	F	180	159	339	0.00009
Thermoproteaceae	2267	F	83	167	250	0.00007
Caldisphaeraceae	255472	F	24	257	281	0.00008
Desulfurococcaceae	2272	F	13	227	240	0.00006
Nitrosopumilaceae	338190	F	216	199	415	0.00011
Nitrososphaeraceae	1033997	F	211	0	211	0.00006
Haloferacaceae	1644056	F	125	15	140	0.00004
Natrialbaceae	1644061	F	94	3	97	0.00003
Haloarculaceae	1963268	F	92	3	95	0.00003
Natronomonadaceae	3402413	F	48	4	52	0.00001
Halobacteriaceae	2236	F	17	3	20	0.00001
Haladaptataceae	3064797	F	15	2	17	0.00000
Methanosarcinaceae	2206	F	288	5	293	0.00008
Methanomicrobiaceae	2194	F	32	1	33	0.00001
Methanospirillaceae	196137	F	19	2	21	0.00001
Methanoregulaceae	1198451	F	14	1	15	0.00000
Methanotrichaceae	143067	F	10	0	10	0.00000
Methanobacteriaceae	2159	F	132	55	187	0.00005
Methanococcaceae	2183	F	47	19	66	0.00002
Methanocaldococcaceae	196117	F	23	8	31	0.00001
Archaeoglobaceae	2232	F	110	0	110	0.00003
Thermococcaceae	2259	F	94	0	94	0.00003
Thermoplasmataceae	46659	F	13	0	13	0.00000
Promethearchaeaceae	3366644	F	14	5	19	0.00001
Baculoviridae	10442	F	18812	0	18812	0.00503
Ackermannviridae	2169529	F	129	0	129	0.00003
Straboviridae	2946170	F	71	0	71	0.00002
Kyanoviridae	2946160	F	27	11	38	0.00001
Orthoherpesviridae	3044472	F	19	0	19	0.00001
Mimiviridae	549779	F	81	0	81	0.00002
Schizomimiviridae	3044476	F	28	0	28	0.00001
Marseilleviridae	944644	F	16	0	16	0.00000
Iridoviridae	10486	F	12	0	12	0.00000
Nairoviridae	1980415	F	20	0	20	0.00001
