name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	448333	2899197	3347530	0.51022
Cryptococcaceae	1884633	F	60297	208815	269112	0.04102
Trichosporonaceae	1759442	F	755	6260	7015	0.00107
Marasmiaceae	654128	F	140	185	325	0.00005
Agrocybaceae	3710399	F	27	21	48	0.00001
Ceratobasidiaceae	5250	F	25	12	37	0.00001
Ustilaginaceae	5268	F	583	4091	4674	0.00071
Malasseziaceae	742845	F	280	1462	1742	0.00027
Pucciniaceae	5262	F	731	2541	3272	0.00050
Sordariaceae	5148	F	1781	3941	5722	0.00087
Chaetomiaceae	35718	F	316	422	738	0.00011
Podosporaceae	2609812	F	103	120	223	0.00003
Pyriculariaceae	2528436	F	320	9	329	0.00005
Hypocreaceae	5129	F	739	4184	4923	0.00075
Nectriaceae	110618	F	718	4372	5090	0.00078
Clavicipitaceae	34397	F	123	109	232	0.00004
Ophiocordycipitaceae	474942	F	59	176	235	0.00004
Cordycipitaceae	474943	F	30	59	89	0.00001
Glomerellaceae	681950	F	645	4707	5352	0.00082
Sclerotiniaceae	28983	F	72	784	856	0.00013
Mycosphaerellaceae	93133	F	1527	2661	4188	0.00064
Didymellaceae	683158	F	84	183	267	0.00004
Pleosporaceae	28556	F	77	462	539	0.00008
Aspergillaceae	1131492	F	772	2874	3646	0.00056
Trichocomaceae	28568	F	50	210	260	0.00004
Onygenaceae	33184	F	248	2190	2438	0.00037
Metschnikowiaceae	27319	F	1457	2809	4266	0.00065
Debaryomycetaceae	766764	F	895	4669	5564	0.00085
Pichiaceae	1156497	F	670	1906	2576	0.00039
Saccharomycetaceae	4893	F	1430	20577	22007	0.00335
Saccharomycodaceae	34365	F	46	650	696	0.00011
Trichomonascaceae	410830	F	33	238	271	0.00004
Schizosaccharomycetaceae	4894	F	186	209	395	0.00006
Glomeraceae	36751	F	784	767	1551	0.00024
Unikaryonidae	36734	F	120	0	120	0.00002
Nosematidae	27974	F	93	19	112	0.00002
Plasmodiidae	1639119	F	211671	679047	890718	0.13576
Babesiidae	32594	F	1287	3788	5075	0.00077
Theileriidae	27994	F	79	72	151	0.00002
Sarcocystidae	5809	F	13042	83502	96544	0.01471
Cryptosporidiidae	35082	F	144	241	385	0.00006
Thalassiosiraceae	29202	F	4200	151	4351	0.00066
Neidiaceae	432548	F	52	0	52	0.00001
Peronosporaceae	4777	F	195	5	200	0.00003
Dictyosteliaceae	2058185	F	20577	36266	56843	0.00866
Trypanosomatidae	5654	F	460	83	543	0.00008
Trichomonadidae	181550	F	288	22	310	0.00005
Hexamitidae	5739	F	98	3	101	0.00002
Hemiselmidaceae	589351	F	192	195	387	0.00006
