name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vibrionaceae	641	F	924538	1236237	2160775	0.19007
Lysobacteraceae	32033	F	51865	22354	74219	0.00653
Rhodanobacteraceae	1775411	F	58	17	75	0.00001
Enterobacteriaceae	543	F	9567	462540	472107	0.04153
Erwiniaceae	1903409	F	2847	845	3692	0.00032
Morganellaceae	1903414	F	727	1968	2695	0.00024
Yersiniaceae	1903411	F	408	900	1308	0.00012
Pectobacteriaceae	1903410	F	83	19	102	0.00001
Gallaecimonadaceae	3120698	F	55	3	58	0.00001
Hafniaceae	1903412	F	25	27	52	0.00000
Bruguierivoracaceae	2812006	F	21	1	22	0.00000
Budviciaceae	1903416	F	11	1	12	0.00000
Marinobacteraceae	2887365	F	1825	12	1837	0.00016
Pseudomonadaceae	135621	F	1377	1929	3306	0.00029
Moraxellaceae	468	F	1644	419	2063	0.00018
Pseudoalteromonadaceae	267888	F	271	48	319	0.00003
Alteromonadaceae	72275	F	212	14	226	0.00002
Shewanellaceae	267890	F	141	29	170	0.00001
Idiomarinaceae	267893	F	100	23	123	0.00001
Colwelliaceae	267889	F	93	10	103	0.00001
Moritellaceae	267891	F	24	5	29	0.00000
Psychromonadaceae	267894	F	15	1	16	0.00000
Aeromonadaceae	84642	F	611	976	1587	0.00014
Hahellaceae	224379	F	112	1	113	0.00001
Halomonadaceae	28256	F	96	25	121	0.00001
Oceanospirillaceae	135620	F	84	10	94	0.00001
Saccharospirillaceae	255527	F	32	0	32	0.00000
Endozoicomonadaceae	2066474	F	17	0	17	0.00000
Pleioneaceae	2823145	F	14	0	14	0.00000
Alcanivoracaceae	224372	F	11	0	11	0.00000
Zooshikellaceae	2898533	F	11	0	11	0.00000
Pasteurellaceae	712	F	269	1705	1974	0.00017
Microbulbiferaceae	1706373	F	53	0	53	0.00000
Cellvibrionaceae	1706371	F	39	1	40	0.00000
Halieaceae	1706372	F	12	1	13	0.00000
Francisellaceae	34064	F	37	8	45	0.00000
Piscirickettsiaceae	135616	F	33	3	36	0.00000
Thiotrichaceae	135617	F	22	8	30	0.00000
Candidatus Pseudothioglobaceae	3399801	F	66	11	77	0.00001
Legionellaceae	444	F	63	1	64	0.00001
Coxiellaceae	118968	F	16	0	16	0.00000
Chromatiaceae	1046	F	38	1	39	0.00000
Ectothiorhodospiraceae	72276	F	14	0	14	0.00000
Methylococcaceae	403	F	43	1	44	0.00000
Orbaceae	1240483	F	30	8	38	0.00000
Anaplasmataceae	942	F	26754	24726	51480	0.00453
Rickettsiaceae	775	F	134	6	140	0.00001
Methylobacteriaceae	119045	F	3162	2430	5592	0.00049
Stappiaceae	2821832	F	1690	145	1835	0.00016
Brucellaceae	118882	F	296	15	311	0.00003
Rhizobiaceae	82115	F	213	30	243	0.00002
Nitrobacteraceae	41294	F	198	6	204	0.00002
Phyllobacteriaceae	69277	F	146	14	160	0.00001
Devosiaceae	2831106	F	130	0	130	0.00001
Bartonellaceae	772	F	64	3	67	0.00001
Alloboseaceae	2831100	F	30	0	30	0.00000
Aurantimonadaceae	255475	F	24	5	29	0.00000
Reyranellaceae	2844375	F	23	0	23	0.00000
Afifellaceae	2829802	F	20	1	21	0.00000
Xanthobacteraceae	335928	F	13	0	13	0.00000
Methylocystaceae	31993	F	13	0	13	0.00000
Paracoccaceae	31989	F	285	19	304	0.00003
Roseobacteraceae	2854170	F	115	27	142	0.00001
Sphingomonadaceae	41297	F	201	13	214	0.00002
Erythrobacteraceae	335929	F	95	1	96	0.00001
Sphingobiaceae	3423717	F	39	8	47	0.00000
Sphingopyxidaceae	3423718	F	20	3	23	0.00000
Azospirillaceae	2829815	F	119	6	125	0.00001
Rhodospirillaceae	41295	F	81	0	81	0.00001
Thalassospiraceae	2844866	F	15	0	15	0.00000
Micropepsaceae	1921568	F	207	0	207	0.00002
Caulobacteraceae	76892	F	109	1887	1996	0.00018
Acetobacteraceae	433	F	63	3	66	0.00001
Roseomonadaceae	3385906	F	25	1	26	0.00000
Acidocellaceae	3385905	F	12	0	12	0.00000
Candidatus Pelagibacteraceae	1655514	F	67	3	70	0.00001
Emcibacteraceae	2066491	F	43	0	43	0.00000
Geminicoccaceae	2066434	F	15	4	19	0.00000
Sneathiellaceae	510685	F	10	0	10	0.00000
Burkholderiaceae	119060	F	708	1042	1750	0.00015
Oxalobacteraceae	75682	F	556	22	578	0.00005
Comamonadaceae	80864	F	413	364	777	0.00007
Alcaligenaceae	506	F	98	43	141	0.00001
Sphaerotilaceae	2975441	F	73	39	112	0.00001
Neisseriaceae	481	F	701	33	734	0.00006
Chromobacteriaceae	1499392	F	30	3	33	0.00000
Chitinibacteraceae	2897177	F	19	2	21	0.00000
Nitrosomonadaceae	206379	F	24	0	24	0.00000
Methylophilaceae	32011	F	11	0	11	0.00000
Sterolibacteriaceae	2008793	F	10	1	11	0.00000
Zoogloeaceae	2008794	F	28	5	33	0.00000
Azonexaceae	2008795	F	12	0	12	0.00000
Acidithiobacillaceae	225058	F	16	0	16	0.00000
Flavobacteriaceae	49546	F	63941	1193	65134	0.00573
Weeksellaceae	2762318	F	591	197	788	0.00007
Blattabacteriaceae	39782	F	31	9	40	0.00000
Parvicellaceae	2975259	F	23	0	23	0.00000
Bacteroidaceae	815	F	1614	246	1860	0.00016
Prevotellaceae	171552	F	118	7	125	0.00001
Rikenellaceae	171550	F	94	96	190	0.00002
Muribaculaceae	2005473	F	33	0	33	0.00000
Dysgonomonadaceae	2005520	F	26	0	26	0.00000
Tannerellaceae	2005525	F	18	3	21	0.00000
Odoribacteraceae	1853231	F	15	0	15	0.00000
Porphyromonadaceae	171551	F	14	1	15	0.00000
Marinifilaceae	1573805	F	57	0	57	0.00001
Prolixibacteraceae	1471398	F	53	0	53	0.00000
Marinilabiliaceae	558415	F	14	0	14	0.00000
Cyclobacteriaceae	563798	F	286	434	720	0.00006
Flammeovirgaceae	200667	F	160	0	160	0.00001
Spirosomataceae	2896860	F	80	0	80	0.00001
Hymenobacteraceae	1853232	F	75	0	75	0.00001
Leadbetterellaceae	3141702	F	38	0	38	0.00000
Cytophagaceae	89373	F	33	0	33	0.00000
