"DEG_family","gene_id","Description","gene_biotype","eggNOG_Description","eggNOG_name","GOs","KEGG_ko","KEGG_Pathway","PFAMs","annotation_text","base_physiology_theme","phase_related","phase_reference_source","physiology_theme"
"Infection vs control","LOC126295201","ankyrin repeat and SOCS box protein 16-like","protein_coding","Broad-Complex, Tramtrack and Bric a brac","","GO:0000151,GO:0000209,GO:0001654,GO:0001736,GO:0001738,GO:0001745,GO:0001932,GO:0001934,GO:0002009,GO:0003002,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006508,GO:0006511,GO:0006515,GO:0006807,GO:0006950,GO:0007163,GO:0007164,GO:0007275,GO:0007350,GO:0007365,GO:0007367,GO:0007389,GO:0007423,GO:0008150,GO:0008152,GO:0008589,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009880,GO:0009887,GO:0009888,GO:0009893,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010033,GO:0010498,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0010648,GO:0010941,GO:0010942,GO:0016567,GO:0019005,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019941,GO:0023051,GO:0023056,GO:0023057,GO:0030162,GO:0030163,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0031461,GO:0031625,GO:0031647,GO:0031648,GO:0032268,GO:0032270,GO:0032386,GO:0032387,GO:0032446,GO:0032501,GO:0032502,GO:0032872,GO:0032874,GO:0032879,GO:0032880,GO:0032991,GO:0033157,GO:0033554,GO:0035282,GO:0035966,GO:0035967,GO:0036211,GO:0042067,GO:0042221,GO:0042306,GO:0042308,GO:0042325,GO:0042327,GO:0042802,GO:0042803,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043408,GO:0043410,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044424,GO:0044464,GO:0045879,GO:0045937,GO:0046328,GO:0046330,GO:0046822,GO:0046823,GO:0046983,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048592,GO:0048729,GO:0048731,GO:0048749,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051051,GO:0051171,GO:0051173,GO:0051174,GO:0051223,GO:0051224,GO:0051246,GO:0051247,GO:0051603,GO:0051716,GO:0051788,GO:0051865,GO:0060255,GO:0060341,GO:0060429,GO:0065007,GO:0065008,GO:0070201,GO:0070302,GO:0070304,GO:0070647,GO:0070887,GO:0071218,GO:0071310,GO:0071630,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0090087,GO:0090317,GO:0090596,GO:1900180,GO:1900181,GO:1901044,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1902531,GO:1902533,GO:1903827,GO:1903828,GO:1904589,GO:1904590,GO:1904950,GO:1990234","ko:K10523","ko04340,ko04341,map04340,map04341","BTB,MATH","ankyrin repeat and SOCS box protein 16-like | Broad-Complex, Tramtrack and Bric a brac | | BTB,MATH | ko04340,ko04341,map04340,map04341","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126295222","uncharacterized LOC126295222","protein_coding","Oxidoreductase activity. It is involved in the biological process described with oxidation-reduction process","","","","","Aldo_ket_red","uncharacterized LOC126295222 | Oxidoreductase activity. It is involved in the biological process described with oxidation-reduction process | | Aldo_ket_red |","Detoxification / stress",FALSE,"Not phase-related","Detoxification / stress"
"Infection vs control","LOC126295227","neprilysin-2-like","protein_coding","Endothelin-converting enzyme","","","","","Peptidase_M13,Peptidase_M13_N","neprilysin-2-like | Endothelin-converting enzyme | | Peptidase_M13,Peptidase_M13_N |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126295232","uncharacterized LOC126295232","protein_coding","Pentaxin family","","","","","Pentaxin","uncharacterized LOC126295232 | Pentaxin family | | Pentaxin |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126295285","apolipoprotein D-like","protein_coding","Lipocalin-like domain","","GO:0005575,GO:0005576,GO:0005615,GO:0006950,GO:0006979,GO:0007275,GO:0007568,GO:0008150,GO:0008340,GO:0010259,GO:0032501,GO:0032502,GO:0033500,GO:0042592,GO:0044421,GO:0048856,GO:0048878,GO:0050896,GO:0055088,GO:0055090,GO:0065007,GO:0065008,GO:0070328","ko:K03098","","Lipocalin,Lipocalin_2","apolipoprotein D-like | Lipocalin-like domain | | Lipocalin,Lipocalin_2 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126295324","uncharacterized LOC126295324","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126295324 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126295330","uncharacterized LOC126295330","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126295330 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection vs control","LOC126295335","E3 ubiquitin-protein ligase MIB2","protein_coding","It is involved in the biological process described with protein ubiquitination","","GO:0000209,GO:0000768,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006807,GO:0006949,GO:0007520,GO:0008092,GO:0008150,GO:0008152,GO:0008270,GO:0009653,GO:0009987,GO:0014902,GO:0016567,GO:0016740,GO:0017022,GO:0019538,GO:0019725,GO:0019787,GO:0030016,GO:0030017,GO:0030018,GO:0030154,GO:0031430,GO:0031672,GO:0031674,GO:0032027,GO:0032033,GO:0032036,GO:0032038,GO:0032446,GO:0032502,GO:0036211,GO:0042592,GO:0042692,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043292,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044444,GO:0044449,GO:0044464,GO:0045159,GO:0046716,GO:0046872,GO:0046914,GO:0048646,GO:0048856,GO:0048869,GO:0051146,GO:0060249,GO:0061061,GO:0065007,GO:0065008,GO:0070647,GO:0071704,GO:0099080,GO:0099081,GO:0099512,GO:0140096,GO:1901564","ko:K10645","","Ank_2,Ank_4,MIB_HERC2,ZZ,zf-C3HC4_3","E3 ubiquitin-protein ligase MIB2 | It is involved in the biological process described with protein ubiquitination | | Ank_2,Ank_4,MIB_HERC2,ZZ,zf-C3HC4_3 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126295342","uncharacterized LOC126295342","protein_coding","actin filament network formation","ptr","","","","Cobl","uncharacterized LOC126295342 | actin filament network formation | ptr | Cobl |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126295405","D-3-phosphoglycerate dehydrogenase","protein_coding","Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family","","","ko:K00058","ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230","2-Hacid_dh,2-Hacid_dh_C","D-3-phosphoglycerate dehydrogenase | Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family | | 2-Hacid_dh,2-Hacid_dh_C | ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126295413","uncharacterized LOC126295413","lncRNA",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126295413 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126295425","poly [ADP-ribose] polymerase tankyrase-1-like","protein_coding","Speckle-type poz protein","","GO:0000151,GO:0000209,GO:0001654,GO:0001736,GO:0001738,GO:0001745,GO:0001932,GO:0001934,GO:0002009,GO:0003002,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006508,GO:0006511,GO:0006515,GO:0006807,GO:0006950,GO:0007163,GO:0007164,GO:0007275,GO:0007350,GO:0007365,GO:0007367,GO:0007389,GO:0007423,GO:0008150,GO:0008152,GO:0008589,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009880,GO:0009887,GO:0009888,GO:0009893,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010033,GO:0010498,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0010648,GO:0010941,GO:0010942,GO:0016567,GO:0019005,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019941,GO:0023051,GO:0023056,GO:0023057,GO:0030162,GO:0030163,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0031461,GO:0031625,GO:0031647,GO:0031648,GO:0032268,GO:0032270,GO:0032386,GO:0032387,GO:0032446,GO:0032501,GO:0032502,GO:0032872,GO:0032874,GO:0032879,GO:0032880,GO:0032991,GO:0033157,GO:0033554,GO:0035282,GO:0035966,GO:0035967,GO:0036211,GO:0042067,GO:0042221,GO:0042306,GO:0042308,GO:0042325,GO:0042327,GO:0042802,GO:0042803,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043408,GO:0043410,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044424,GO:0044464,GO:0045879,GO:0045937,GO:0046328,GO:0046330,GO:0046822,GO:0046823,GO:0046983,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048592,GO:0048729,GO:0048731,GO:0048749,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051051,GO:0051171,GO:0051173,GO:0051174,GO:0051223,GO:0051224,GO:0051246,GO:0051247,GO:0051603,GO:0051716,GO:0051788,GO:0051865,GO:0060255,GO:0060341,GO:0060429,GO:0065007,GO:0065008,GO:0070201,GO:0070302,GO:0070304,GO:0070647,GO:0070887,GO:0071218,GO:0071310,GO:0071630,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0090087,GO:0090317,GO:0090596,GO:1900180,GO:1900181,GO:1901044,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1902531,GO:1902533,GO:1903827,GO:1903828,GO:1904589,GO:1904590,GO:1904950,GO:1990234","ko:K10523","ko04340,ko04341,map04340,map04341","BTB,MATH","poly [ADP-ribose] polymerase tankyrase-1-like | Speckle-type poz protein | | BTB,MATH | ko04340,ko04341,map04340,map04341","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126295442","uncharacterized LOC126295442","protein_coding","Oxidoreductase activity. It is involved in the biological process described with oxidation-reduction process","","","","","Aldo_ket_red","uncharacterized LOC126295442 | Oxidoreductase activity. It is involved in the biological process described with oxidation-reduction process | | Aldo_ket_red |","Detoxification / stress",FALSE,"Not phase-related","Detoxification / stress"
"Infection vs control","LOC126295469","pleckstrin homology domain-containing family G member 5","protein_coding","Rho guanyl-nucleotide exchange factor activity. It is involved in the biological process described with regulation of Rho protein signal transduction","","GO:0002009,GO:0002165,GO:0003674,GO:0005085,GO:0005088,GO:0005089,GO:0005488,GO:0005515,GO:0007275,GO:0007444,GO:0007478,GO:0007480,GO:0007552,GO:0007560,GO:0008150,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009966,GO:0009967,GO:0010646,GO:0010647,GO:0017016,GO:0017048,GO:0019899,GO:0023051,GO:0023056,GO:0031267,GO:0032501,GO:0032502,GO:0035023,GO:0035025,GO:0035107,GO:0035114,GO:0035120,GO:0035218,GO:0035239,GO:0035295,GO:0046578,GO:0046579,GO:0048513,GO:0048518,GO:0048522,GO:0048563,GO:0048569,GO:0048583,GO:0048584,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0050789,GO:0050794,GO:0051020,GO:0051056,GO:0051057,GO:0060429,GO:0060562,GO:0065007,GO:0065009,GO:0098772,GO:1902531,GO:1902533","ko:K19464","ko05200,map05200","RhoGEF","pleckstrin homology domain-containing family G member 5 | Rho guanyl-nucleotide exchange factor activity. It is involved in the biological process described with regulation of Rho protein signal transduction | | RhoGEF | ko05200,map05200","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126295494","uncharacterized LOC126295494","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126295494 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection vs control","LOC126297379","uncharacterized LOC126297379","lncRNA",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126297379 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126297421","pancreatic triacylglycerol lipase-like","protein_coding","Carboxylic ester hydrolase activity. It is involved in the biological process described with lipid metabolic process","","","","","","pancreatic triacylglycerol lipase-like | Carboxylic ester hydrolase activity. It is involved in the biological process described with lipid metabolic process | | |","Lipid synthesis / metabolism",FALSE,"Not phase-related","Lipid synthesis / metabolism"
"Infection vs control","LOC126297441","uncharacterized LOC126297441","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126297441 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126297442","beta-1,4-glucuronyltransferase 1","protein_coding","Glycosyl-transferase for dystroglycan","","GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0006464,GO:0006486,GO:0006493,GO:0006807,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009987,GO:0012505,GO:0015020,GO:0016740,GO:0016757,GO:0016758,GO:0019538,GO:0034645,GO:0035268,GO:0035269,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0070085,GO:0071704,GO:0097502,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576","ko:K21032","ko00515,ko01100,map00515,map01100","Glyco_transf_49","beta-1,4-glucuronyltransferase 1 | Glycosyl-transferase for dystroglycan | | Glyco_transf_49 | ko00515,ko01100,map00515,map01100","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126297477","protein obstructor-E-like","protein_coding","Chitin binding Peritrophin-A domain","Cpap3-a2","","","","CBM_14","protein obstructor-E-like | Chitin binding Peritrophin-A domain | Cpap3-a2 | CBM_14 |","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection vs control","LOC126297487","uncharacterized LOC126297487","protein_coding","","","","","","","uncharacterized LOC126297487 | | | |","Other / unannotated genes",FALSE,"Head phase DEG","Other / unannotated genes"
"Infection vs control","LOC126297494","glucose-6-phosphate 1-dehydrogenase","protein_coding","Catalyzes the rate-limiting step of the oxidative pentose-phosphate pathway, which represents a route for the dissimilation of carbohydrates besides glycolysis","Zw","GO:0003674,GO:0003824,GO:0004345,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0019362,GO:0019637,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0046496,GO:0051156,GO:0051186,GO:0055086,GO:0055114,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564","ko:K00036","ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230","G6PD_C,G6PD_N","glucose-6-phosphate 1-dehydrogenase | Catalyzes the rate-limiting step of the oxidative pentose-phosphate pathway, which represents a route for the dissimilation of carbohydrates besides glycolysis | Zw | G6PD_C,G6PD_N | ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126297521","nose resistant to fluoxetine protein 6-like","protein_coding","Nose resistant to fluoxetine protein 6-like","","","","","Acyl_transf_3","nose resistant to fluoxetine protein 6-like | Nose resistant to fluoxetine protein 6-like | | Acyl_transf_3 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126297535","excitatory amino acid transporter 1","protein_coding","amino acid transporter","","","","","SDF","excitatory amino acid transporter 1 | amino acid transporter | | SDF |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126297555","protein Malvolio","protein_coding","Natural resistance-associated macrophage protein","Mvl","GO:0000041,GO:0003008,GO:0003674,GO:0005215,GO:0005375,GO:0005381,GO:0005384,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006825,GO:0006826,GO:0006828,GO:0006873,GO:0006875,GO:0006879,GO:0007600,GO:0007606,GO:0008150,GO:0008324,GO:0009987,GO:0010959,GO:0012505,GO:0015075,GO:0015291,GO:0015293,GO:0015318,GO:0015677,GO:0016020,GO:0016021,GO:0016032,GO:0019058,GO:0019725,GO:0022804,GO:0022857,GO:0022890,GO:0030001,GO:0030003,GO:0030260,GO:0031224,GO:0031226,GO:0031410,GO:0031982,GO:0032501,GO:0032879,GO:0033212,GO:0034220,GO:0034755,GO:0034756,GO:0034758,GO:0034759,GO:0034761,GO:0034762,GO:0034764,GO:0034765,GO:0034767,GO:0035434,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043269,GO:0043270,GO:0044403,GO:0044409,GO:0044419,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046718,GO:0046873,GO:0046915,GO:0046916,GO:0048518,GO:0048871,GO:0048878,GO:0050789,GO:0050801,GO:0050877,GO:0050909,GO:0050916,GO:0051049,GO:0051050,GO:0051179,GO:0051234,GO:0051701,GO:0051704,GO:0051806,GO:0051828,GO:0055065,GO:0055070,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055085,GO:0060586,GO:0065007,GO:0065008,GO:0070838,GO:0071421,GO:0071944,GO:0072511,GO:0097708,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:1904062,GO:1904064","ko:K21398","ko04142,ko04216,ko04978,map04142,map04216,map04978","JHBP,Nramp","protein Malvolio | Natural resistance-associated macrophage protein | Mvl | JHBP,Nramp | ko04142,ko04216,ko04978,map04142,map04216,map04978","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126297567","fibrillin-2-like","protein_coding","Calcium ion binding","","","ko:K17307","","EGF_CA","fibrillin-2-like | Calcium ion binding | | EGF_CA |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126297581","5-aminolevulinate synthase, erythroid-specific, mitochondrial","protein_coding","Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family","Alas","GO:0003674,GO:0003824,GO:0003870,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0016748,GO:0016749,GO:0018130,GO:0019438,GO:0031974,GO:0032501,GO:0032502,GO:0033013,GO:0033014,GO:0034641,GO:0040003,GO:0042168,GO:0042335,GO:0042440,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044249,GO:0044271,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046148,GO:0046483,GO:0048856,GO:0051186,GO:0051188,GO:0070013,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","ko:K00643","ko00260,ko00860,ko01100,ko01110,map00260,map00860,map01100,map01110","Aminotran_1_2,Preseq_ALAS","5-aminolevulinate synthase, erythroid-specific, mitochondrial | Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family | Alas | Aminotran_1_2,Preseq_ALAS | ko00260,ko00860,ko01100,ko01110,map00260,map00860,map01100,map01110","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection vs control","LOC126297635","probable nuclear hormone receptor HR3","protein_coding","zinc ion binding. It is involved in the biological process described with steroid hormone mediated signaling pathway","","GO:0000122,GO:0000976,GO:0000977,GO:0000981,GO:0001012,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0004879,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0007552,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016319,GO:0019219,GO:0019222,GO:0023052,GO:0030522,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032501,GO:0032502,GO:0040034,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048731,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0060255,GO:0060322,GO:0065007,GO:0080090,GO:0097159,GO:0098531,GO:0140110,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141","ko:K14033","","Hormone_recep,zf-C4","probable nuclear hormone receptor HR3 | zinc ion binding. It is involved in the biological process described with steroid hormone mediated signaling pathway | | Hormone_recep,zf-C4 |","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
