"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","set","database"
"GO:0005576","extracellular region","82/540","377/6533",0.217506631299735,2.63142744866883,9.79460584154873,3.54090936424699e-17,1.22196782160164e-13,1.22196782160164e-13,"LOC126272081/LOC126334563/LOC126334947/LOC126271975/LOC126267478/LOC126278442/LOC126346606/LOC126330284/LOC126299240/LOC126295285/LOC126353822/LOC126336597/LOC126356100/LOC126284577/LOC126365865/LOC126273032/LOC126298861/LOC126299332/LOC126284250/LOC126336322/LOC126335382/LOC126336809/LOC126336325/LOC126267477/LOC126298648/LOC126284491/LOC126282193/LOC126299206/LOC126266626/LOC126281165/LOC126273035/LOC126268712/LOC126333165/LOC126267876/LOC126269044/LOC126267253/LOC126273136/LOC126335546/LOC126272090/LOC126336602/LOC126341697/LOC126337058/LOC126267391/LOC126267519/LOC126298594/LOC126284629/LOC126356096/LOC126267997/LOC126272787/LOC126346622/LOC126335544/LOC126293557/LOC126334780/LOC126273010/LOC126280991/LOC126354358/LOC126346021/LOC126331446/LOC126352738/LOC126272576/LOC126283987/LOC126272041/LOC126285462/LOC126275497/LOC126293178/LOC126334779/LOC126344496/LOC126271928/LOC126272362/LOC126355485/LOC126346580/LOC126335545/LOC126356176/LOC126284845/LOC126299533/LOC126272361/LOC126284086/LOC126344538/LOC126335547/LOC126293181/LOC126336724/LOC126355938",82,"All infection DEGs","GO"
"GO:0044421","GO:0044421","60/540","273/6533",0.21978021978022,2.65893365893366,8.40467655746174,5.95977093450459e-13,1.02835847474877e-09,1.02835847474877e-09,"LOC126272081/LOC126334563/LOC126334947/LOC126271975/LOC126267478/LOC126278442/LOC126330284/LOC126299240/LOC126295285/LOC126353822/LOC126336597/LOC126356100/LOC126284577/LOC126298861/LOC126299332/LOC126284250/LOC126335382/LOC126336809/LOC126267477/LOC126284491/LOC126282193/LOC126299206/LOC126281165/LOC126333165/LOC126267876/LOC126269044/LOC126267253/LOC126335546/LOC126272090/LOC126336602/LOC126341697/LOC126337058/LOC126267391/LOC126267519/LOC126298594/LOC126284629/LOC126356096/LOC126267997/LOC126335544/LOC126293557/LOC126273010/LOC126280991/LOC126354358/LOC126346021/LOC126331446/LOC126283987/LOC126272041/LOC126275497/LOC126334779/LOC126344496/LOC126271928/LOC126272362/LOC126355485/LOC126335545/LOC126356176/LOC126284845/LOC126272361/LOC126284086/LOC126344538/LOC126335547",60,"All infection DEGs","GO"
"GO:0005615","extracellular space","42/540","174/6533",0.241379310344828,2.92024265644955,7.70609136277184,9.74225218661086e-11,1.1206837431998e-07,1.1206837431998e-07,"LOC126334563/LOC126334947/LOC126271975/LOC126267478/LOC126278442/LOC126330284/LOC126295285/LOC126353822/LOC126299332/LOC126335382/LOC126267477/LOC126282193/LOC126281165/LOC126333165/LOC126267876/LOC126269044/LOC126267253/LOC126335546/LOC126341697/LOC126337058/LOC126267519/LOC126298594/LOC126284629/LOC126356096/LOC126335544/LOC126293557/LOC126273010/LOC126280991/LOC126354358/LOC126346021/LOC126331446/LOC126283987/LOC126272041/LOC126275497/LOC126334779/LOC126344496/LOC126272362/LOC126335545/LOC126356176/LOC126272361/LOC126344538/LOC126335547",42,"All infection DEGs","GO"
"GO:0006022","aminoglycan metabolic process","20/540","56/6533",0.357142857142857,4.3207671957672,7.49106083990807,7.30541712195633e-09,6.30274862196782e-06,6.30274862196782e-06,"LOC126334563/LOC126346606/LOC126354720/LOC126365918/LOC126267215/LOC126266657/LOC126335966/LOC126271949/LOC126284041/LOC126299078/LOC126267343/LOC126346622/LOC126267216/LOC126285462/LOC126281994/LOC126278279/LOC126267652/LOC126346580/LOC126268068/LOC126336345",20,"All infection DEGs","GO"
"GO:0009617","response to bacterium","26/540","103/6533",0.252427184466019,3.05390147428982,6.30653138865448,1.53596627900339e-07,0.000106012392576814,0.000106012392576814,"LOC126271975/LOC126365918/LOC126267215/LOC126267038/LOC126278673/LOC126267163/LOC126298648/LOC126334929/LOC126282030/LOC126267876/LOC126322960/LOC126297857/LOC126267343/LOC126335036/LOC126273010/LOC126267216/LOC126352738/LOC126272041/LOC126285462/LOC126293178/LOC126334779/LOC126267652/LOC126272362/LOC126272361/LOC126268068/LOC126293181",26,"All infection DEGs","GO"
"GO:0055114","GO:0055114","50/540","314/6533",0.159235668789809,1.92645671148856,5.05042012059914,3.48668149065393e-06,0.00163368735857254,0.00163368735857254,"LOC126285375/LOC126281446/LOC126336122/LOC126299043/LOC126298770/LOC126281954/LOC126353887/LOC126291591/LOC126298417/LOC126335505/LOC126305900/LOC126278180/LOC126339265/LOC126266657/LOC126349195/LOC126336714/LOC126283383/LOC126333165/LOC126270657/LOC126295101/LOC126269416/LOC126293326/LOC126354620/LOC126365745/LOC126284662/LOC126285378/LOC126272888/LOC126335352/LOC126336866/LOC126356153/LOC126323251/LOC126336251/LOC126355885/LOC126353777/LOC126339036/LOC126354904/LOC126297494/LOC126336244/LOC126266828/LOC126335256/LOC126282517/LOC126320178/LOC126299185/LOC126276148/LOC126299150/LOC126334959/LOC126353855/LOC126272746/LOC126297871/LOC126336931",50,"All infection DEGs","GO"
"GO:0097367","carbohydrate derivative binding","25/540","113/6533",0.221238938053097,2.67658144870534,5.39627648513985,3.73354365577508e-06,0.00163368735857254,0.00163368735857254,"LOC126272081/LOC126278442/LOC126346606/LOC126365865/LOC126365918/LOC126267215/LOC126336809/LOC126267163/LOC126281165/LOC126335605/LOC126278382/LOC126281245/LOC126267343/LOC126356096/LOC126346622/LOC126267216/LOC126285462/LOC126335256/LOC126278279/LOC126298297/LOC126267652/LOC126346580/LOC126273842/LOC126268068/LOC126266959",25,"All infection DEGs","GO"
"GO:0042834","peptidoglycan binding","8/540","14/6533",0.571428571428571,6.91322751322751,6.64807553680387,3.97591245326484e-06,0.00163368735857254,0.00163368735857254,"LOC126365918/LOC126267215/LOC126267163/LOC126267343/LOC126267216/LOC126285462/LOC126267652/LOC126268068",8,"All infection DEGs","GO"
"GO:0005539","glycosaminoglycan binding","11/540","27/6533",0.407407407407407,4.92887517146776,6.14031869222246,4.26055816492403e-06,0.00163368735857254,0.00163368735857254,"LOC126272081/LOC126278442/LOC126365918/LOC126267215/LOC126267163/LOC126281165/LOC126267343/LOC126267216/LOC126285462/LOC126267652/LOC126268068",11,"All infection DEGs","GO"
"GO:0000270","peptidoglycan metabolic process","7/540","11/6533",0.636363636363636,7.69882154882155,6.67424558890977,6.2421709859116e-06,0.00181046798389481,0.00181046798389481,"LOC126365918/LOC126267215/LOC126267343/LOC126267216/LOC126285462/LOC126267652/LOC126268068",7,"All infection DEGs","GO"
