"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mapping_branch","contrast_id","contrast_family","numerator","denominator","higher_in","significant","analysis_scope","direction","seqid","description","gene_biotype","sequence_class","assigned_molecule","location_type","Description","Preferred_name","PFAMs","annotation_text","physiology_theme","diet"
"LOC126267162",5007.80292640482,1.86578693008434,0.287018403797608,6.50058290826539,8.00093792215043e-11,1.63229391224589e-08,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","PGRPLC","Amidase_2","PGRPLC | Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme. | - | ko:K01446 | - | Amidase_2","Immune pathway","50"
"LOC126267163",2090.91925363938,3.57513519863203,0.522749162817396,6.83910267663285,7.96907554365838e-12,2.48650782600462e-09,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","-","Amidase_2","- | N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process | GO:0002218,GO:0002221,GO:0002225,GO:0002252,GO:0002253,GO:0002376,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002757,GO:0002758,GO:0002759,GO:0002760,GO:0002764,GO:0002784,GO:0002786,GO:0002803,GO:0002805,GO:0002807,GO:0002808,GO:0002813,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003674,GO:0005488,GO:0005515,GO:0005539,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0006810,GO:0006897,GO:0006909,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0006963,GO:0006964,GO:0007154,GO:0007165,GO:0007166,GO:0008150,GO:0008329,GO:0009605,GO:0009607,GO:0009615,GO:0009617,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010646,GO:0010647,GO:0016019,GO:0016020,GO:0016021,GO:0016192,GO:0016327,GO:0019222,GO:0019730,GO:0019731,GO:0023051,GO:0023052,GO:0023056,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031349,GO:0032101,GO:0032103,GO:0034248,GO:0034250,GO:0035007,GO:0038023,GO:0038187,GO:0042742,GO:0042834,GO:0043207,GO:0043455,GO:0043900,GO:0043902,GO:0044214,GO:0044424,GO:0044425,GO:0044456,GO:0044459,GO:0044464,GO:0045087,GO:0045088,GO:0045089,GO:0045202,GO:0046983,GO:0048167,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050804,GO:0050829,GO:0050896,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051607,GO:0051704,GO:0051707,GO:0051716,GO:0060089,GO:0061057,GO:0061058,GO:0061059,GO:0065007,GO:0065008,GO:0071944,GO:0080134,GO:0089717,GO:0097367,GO:0097458,GO:0098542,GO:0098590,GO:0098657,GO:0098793,GO:0099177,GO:1900424,GO:1900426 | ko:K01446 | - | Amidase_2","Immune pathway","50"
"LOC126267215",453.940401987519,5.57931057531138,0.702977602002925,7.93668327328609,2.07659433157486e-15,2.36034611416791e-12,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","PGRPLA","Amidase_2","PGRPLA | Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme. | GO:0000270,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016021,GO:0030203,GO:0031224,GO:0031226,GO:0042834,GO:0043170,GO:0043207,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0097367,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575 | ko:K01446 | - | Amidase_2","Immune pathway","50"
"LOC126267216",468.981326346374,4.57873715259316,0.686121884854412,6.67335826718998,2.50015036416042e-11,6.12075272998228e-09,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","PGRPLA","Amidase_2","PGRPLA | Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme. | GO:0000270,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016021,GO:0030203,GO:0031224,GO:0031226,GO:0042834,GO:0043170,GO:0043207,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0097367,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575 | ko:K01446 | - | Amidase_2","Immune pathway","50"
"LOC126267217",40.2298341145421,2.88047563811514,1.01796156760295,2.82965067620182,0.00465988519589063,0.0287195126976734,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","PGRPLA","Amidase_2","PGRPLA | Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme. | GO:0000270,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016021,GO:0030203,GO:0031224,GO:0031226,GO:0042834,GO:0043170,GO:0043207,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0097367,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575 | ko:K01446 | - | Amidase_2","Immune pathway","50"
"LOC126267253",1144.63201292568,-1.60771949019454,0.544671584241096,-2.95172272009492,0.00316006558890375,0.0219111650179632,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"Belongs to the heat shock protein 70 family","Hsc70-3","ALAD,HSP70","Hsc70-3 | Belongs to the heat shock protein 70 family | GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006950,GO:0008150,GO:0009892,GO:0009987,GO:0010468,GO:0010605,GO:0010608,GO:0010629,GO:0012505,GO:0016246,GO:0016441,GO:0016458,GO:0019222,GO:0030431,GO:0031047,GO:0032501,GO:0033554,GO:0034976,GO:0035194,GO:0036335,GO:0040029,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0048519,GO:0048872,GO:0050789,GO:0050896,GO:0051716,GO:0060255,GO:0065007,GO:0065008 | ko:K09490 | ko03060,ko04141,ko04918,ko05020,map03060,map04141,map04918,map05020 | ALAD,HSP70","Detoxification","50"
"LOC126267343",973.233952233468,2.14766373250923,0.332072981338399,6.46744496903423,9.9673821122059e-11,1.95815989569793e-08,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","-","Amidase_2","- | N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process | GO:0000270,GO:0001932,GO:0001933,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008340,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0009892,GO:0009966,GO:0009968,GO:0009987,GO:0010259,GO:0010563,GO:0010605,GO:0010646,GO:0010648,GO:0016020,GO:0016021,GO:0019220,GO:0019222,GO:0019730,GO:0019731,GO:0023051,GO:0023052,GO:0023057,GO:0030203,GO:0031224,GO:0031226,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032872,GO:0032873,GO:0042325,GO:0042326,GO:0042742,GO:0042834,GO:0043170,GO:0043207,GO:0043408,GO:0043409,GO:0044425,GO:0044459,GO:0044464,GO:0045936,GO:0046328,GO:0046329,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051174,GO:0051246,GO:0051248,GO:0051704,GO:0051707,GO:0051716,GO:0060255,GO:0061057,GO:0065007,GO:0070302,GO:0070303,GO:0071704,GO:0071944,GO:0080090,GO:0080134,GO:0080135,GO:0097367,GO:0098542,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575,GO:1902531,GO:1902532 | ko:K01446 | - | Amidase_2","Immune pathway","50"
"LOC126267477",11857.5368439195,1.69951850779283,0.357130625103766,4.75881480984451,1.94732994461172e-06,8.30773764305798e-05,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"cysteine-type endopeptidase inhibitor activity. It is involved in the biological process described with proteolysis","-","Cystatin,Inhibitor_I29,Peptidase_C1","- | cysteine-type endopeptidase inhibitor activity. It is involved in the biological process described with proteolysis | GO:0000323,GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0019538,GO:0030163,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0045169,GO:0051603,GO:0070011,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575 | ko:K01373 | ko04142,ko04210,map04142,map04210 | Cystatin,Inhibitor_I29,Peptidase_C1","Immune pathway","50"
"LOC126267652",88.7589795023748,3.0911397334803,0.457760077719074,6.75275080536254,1.45067985495059e-11,4.04994184768927e-09,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","PGRPLA","Amidase_2","PGRPLA | N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process | GO:0000270,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016021,GO:0030203,GO:0031224,GO:0031226,GO:0042834,GO:0043170,GO:0043207,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0097367,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575 | ko:K01446 | - | Amidase_2","Immune pathway","50"
"LOC126267876",338.368336207439,2.43145173446925,0.572237320016139,4.24902684501716,2.14701191198624e-05,0.000562856681308683,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"C-Type Lysozyme (multi-lysozyme domain protein)","LYSC6","Lys","LYSC6 | C-Type Lysozyme (multi-lysozyme domain protein) | GO:0003674,GO:0003796,GO:0003824,GO:0004553,GO:0005575,GO:0005576,GO:0005615,GO:0006950,GO:0006952,GO:0008150,GO:0008152,GO:0009056,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0016787,GO:0016798,GO:0016998,GO:0042742,GO:0043170,GO:0043207,GO:0044036,GO:0044237,GO:0044248,GO:0044260,GO:0044421,GO:0050829,GO:0050830,GO:0050896,GO:0051704,GO:0051707,GO:0061783,GO:0071554,GO:0071704,GO:0098542 | ko:K01185,ko:K13915 | ko04970,map04970 | Lys","Immune pathway","50"
"LOC126267980",51.7000978807208,2.99421268444299,0.780464520177185,3.83644945674562,0.000124825871224649,0.00220328091670528,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Belongs to the fatty acid desaturase type 1 family","-","FA_desaturase","- | Belongs to the fatty acid desaturase type 1 family | - | ko:K00507 | ko01040,ko01212,ko03320,ko04152,ko04212,map01040,map01212,map03320,map04152,map04212 | FA_desaturase","Lipid metabolism","50"
"LOC126268068",705.098876539776,2.75829753610342,0.395052007898937,6.98211243317881,2.90774266980258e-12,1.00588932836018e-09,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","PGRPLA","Amidase_2","PGRPLA | Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme. | GO:0000270,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016021,GO:0030203,GO:0031224,GO:0031226,GO:0042834,GO:0043170,GO:0043207,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0097367,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575 | ko:K01446 | - | Amidase_2","Immune pathway","50"
"LOC126268096",29.4296728664478,1.28557404590643,0.415247331123017,3.0959236810256,0.00196200853239837,0.0157763728024534,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"cytochrome P450","-","-","- | cytochrome P450 | - | - | - | -","Detoxification","50"
"LOC126268133",742.089713482209,1.02324481846762,0.195098422788343,5.2447621248979,1.56484086702672e-07,9.65167159573494e-06,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"phosphatidylinositol phospholipase C activity. It is involved in the biological process described with intracellular signal transduction","sl","C2,PH_12,PI-PLC-X,PI-PLC-Y,SH2,SH3_1","sl | phosphatidylinositol phospholipase C activity. It is involved in the biological process described with intracellular signal transduction | GO:0000003,GO:0001558,GO:0001667,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0006928,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0008150,GO:0009719,GO:0009725,GO:0009888,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010243,GO:0010631,GO:0010646,GO:0010648,GO:0016477,GO:0019953,GO:0022412,GO:0022414,GO:0023051,GO:0023057,GO:0030154,GO:0030307,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0032868,GO:0040008,GO:0040011,GO:0042058,GO:0042059,GO:0042221,GO:0043434,GO:0044703,GO:0045595,GO:0045596,GO:0045927,GO:0048468,GO:0048477,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0048609,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051128,GO:0051179,GO:0051674,GO:0051704,GO:0060429,GO:0065007,GO:0090130,GO:0090132,GO:1901184,GO:1901185,GO:1901652,GO:1901698,GO:1901700 | ko:K01116 | ko00562,ko01100,ko01521,ko04012,ko04014,ko04015,ko04020,ko04064,ko04066,ko04070,ko04072,ko04360,ko04370,ko04650,ko04658,ko04659,ko04660,ko04664,ko04666,ko04670,ko04722,ko04750,ko04919,ko04933,ko05110,ko05120,ko05167,ko05169,ko05200,ko05205,ko05206,ko05214,ko05223,ko05225,ko05231,map00562,map01100,map01521,map04012,map04014,map04015,map04020,map04064,map04066,map04070,map04072,map04360,map04370,map04650,map04658,map04659,map04660,map04664,map04666,map04670,map04722,map04750,map04919,map04933,map05110,map05120,map05167,map05169,map05200,map05205,map05206,map05214,map05223,map05225,map05231 | C2,PH_12,PI-PLC-X,PI-PLC-Y,SH2,SH3_1","Lipid metabolism","50"
"LOC126271908",6.07035381087891,-2.62108601870258,0.979277702361354,-2.67655029046643,0.00743844015335275,0.0392206422002327,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"Cytochrome P450","-","p450","- | Cytochrome P450 | - | ko:K14999 | - | p450","Detoxification","50"
"LOC126271975",4201.78489144319,6.8638559142677,0.887790072265971,7.73139521232603,1.06374218218762e-14,8.9091207079745e-12,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Alpha-lactalbumin / lysozyme C","-","Lys","- | Alpha-lactalbumin / lysozyme C | GO:0003674,GO:0003796,GO:0003824,GO:0004553,GO:0005575,GO:0005576,GO:0005615,GO:0006950,GO:0006952,GO:0008150,GO:0008152,GO:0009056,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0016787,GO:0016798,GO:0016998,GO:0042742,GO:0043170,GO:0043207,GO:0044036,GO:0044237,GO:0044248,GO:0044260,GO:0044421,GO:0050829,GO:0050830,GO:0050896,GO:0051704,GO:0051707,GO:0061783,GO:0071554,GO:0071704,GO:0098542 | ko:K13915 | ko04970,map04970 | Lys","Immune pathway","50"
"LOC126271991",2683.19498021005,1.03843397583646,0.223494088619695,4.6463599205234,3.37843354815384e-06,0.00013080538455419,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"It is involved in the biological process described with","-","IMD","- | It is involved in the biological process described with | GO:0000003,GO:0001667,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0006928,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0008150,GO:0008289,GO:0008354,GO:0009888,GO:0009987,GO:0010631,GO:0016043,GO:0016477,GO:0017124,GO:0019904,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0030030,GO:0030031,GO:0030100,GO:0030154,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032991,GO:0040011,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0044085,GO:0044703,GO:0045806,GO:0046847,GO:0046983,GO:0048259,GO:0048261,GO:0048468,GO:0048477,GO:0048519,GO:0048523,GO:0048609,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050794,GO:0051049,GO:0051051,GO:0051128,GO:0051129,GO:0051179,GO:0051674,GO:0051704,GO:0060429,GO:0060627,GO:0065007,GO:0071840,GO:0090130,GO:0090132,GO:0120031,GO:0120036 | ko:K20128 | - | IMD","Immune pathway","50"
"LOC126272038",422.483682834397,1.28171034367334,0.299370685701191,4.28134885909521,1.85763872576515e-05,0.000503587820155039,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"It is involved in the biological process described with regulation of lipid kinase activity","-","Vac14_Fab1_bd,Vac14_Fig4_bd","- | It is involved in the biological process described with regulation of lipid kinase activity | GO:0007154,GO:0007267,GO:0008150,GO:0009987,GO:0023052,GO:0030154,GO:0032502,GO:0045165,GO:0045168,GO:0046331,GO:0048869 | ko:K15305 | ko05166,ko05203,map05166,map05203 | Vac14_Fab1_bd,Vac14_Fig4_bd","Lipid metabolism","50"
"LOC126272273",220.047569382408,-3.23928684881217,0.865817888873511,-3.74130275019693,0.00018306882949693,0.00289868087938771,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"cytochrome p450","-","p450","- | cytochrome p450 | - | - | - | p450","Detoxification","50"
"LOC126272336",1433.53878032004,1.67504701081618,0.314636953921052,5.32374531961835,1.01652203355191e-07,6.62586945049515e-06,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"lipid binding","-","Grp7_allergen,JHBP","- | lipid binding | - | - | - | Grp7_allergen,JHBP","Lipid metabolism","50"
"LOC126272362",39.3472607514017,1.21934126431604,0.424852703331168,2.87003296614445,0.00410429006497249,0.0262084943033336,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"C-Type Lysozyme","-","Lys","- | C-Type Lysozyme | GO:0003674,GO:0003796,GO:0003824,GO:0004553,GO:0005575,GO:0005576,GO:0005615,GO:0006950,GO:0006952,GO:0008150,GO:0008152,GO:0009056,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0016787,GO:0016798,GO:0016998,GO:0042742,GO:0043170,GO:0043207,GO:0044036,GO:0044237,GO:0044248,GO:0044260,GO:0044421,GO:0050829,GO:0050830,GO:0050896,GO:0051704,GO:0051707,GO:0061783,GO:0071554,GO:0071704,GO:0098542 | ko:K01185 | - | Lys","Immune pathway","50"
"LOC126272450",407.896867854053,-1.05596272612702,0.384863062452192,-2.74373622503248,0.00607443258997458,0.0342289114037767,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"Oxidoreductase activity. It is involved in the biological process described with oxidation-reduction process","-","-","- | Oxidoreductase activity. It is involved in the biological process described with oxidation-reduction process | - | - | - | -","Detoxification","50"
"LOC126272566",463.034813080526,-1.10699181064518,0.320591577425442,-3.45296598100001,0.000554458921823427,0.00634299412147821,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"Di-glucose binding within endoplasmic reticulum","-","Malectin","- | Di-glucose binding within endoplasmic reticulum | - | - | - | Malectin","Immune pathway","50"
"LOC126272567",34.0317985349583,-1.22475191358252,0.446357629857229,-2.7438803140304,0.00607176707335371,0.0342260111364781,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"Essential subunit of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser Thr consensus motif in nascent polypeptide chains","-","DAD","- | Essential subunit of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser Thr consensus motif in nascent polypeptide chains | GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006464,GO:0006486,GO:0006487,GO:0006807,GO:0008150,GO:0008152,GO:0008250,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009987,GO:0012505,GO:0016020,GO:0019538,GO:0031984,GO:0032991,GO:0034645,GO:0036211,GO:0042175,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0070085,GO:0071704,GO:0098796,GO:0098827,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1902494,GO:1990234 | ko:K12668 | ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141 | DAD","Lipid metabolism","50"
"LOC126272683",75.8876337268013,-2.9856706419967,1.02819000219947,-2.9038121705228,0.00368649251811217,0.0242881123714724,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"cytochrome p450","-","p450","- | cytochrome p450 | - | ko:K14999 | - | p450","Detoxification","50"
"LOC126272724",330.68866073662,2.3212237463177,0.466492714515436,4.97590567674535,6.49432675274356e-07,3.30173232001305e-05,"competitive-host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Glutathione transferase activity. It is involved in the biological process described with metabolic process","GstO2","GST_C_2,GST_N_3","GstO2 | Glutathione transferase activity. It is involved in the biological process described with metabolic process | - | ko:K00310,ko:K00799 | ko00480,ko00790,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00790,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418 | GST_C_2,GST_N_3","Detoxification","50"
