"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mapping_branch","contrast_id","contrast_family","numerator","denominator","higher_in","significant","analysis_scope","direction","seqid","description","gene_biotype","sequence_class","assigned_molecule","location_type","Description","Preferred_name","PFAMs","annotation_text","physiology_theme","diet"
"LOC126281171",1612.40674103583,-1.12065195680593,0.317033961843498,-3.53480097302362,0.000408082402872231,0.00814336011365394,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Control diet 83",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"Belongs to the small heat shock protein (HSP20) family","-","HSP20","- | Belongs to the small heat shock protein (HSP20) family | GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006457,GO:0008150,GO:0009987,GO:0030016,GO:0030017,GO:0030018,GO:0031674,GO:0042026,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043292,GO:0044422,GO:0044424,GO:0044444,GO:0044449,GO:0044464,GO:0051082,GO:0061077,GO:0099080,GO:0099081,GO:0099512 | - | - | HSP20","Detoxification","83"
"LOC126281245",427.755292127751,1.04650927710925,0.227689498165292,4.5962123222281,4.30240291708138e-06,0.000281735081776106,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"It is involved in the biological process described with cysteinyl-tRNA aminoacylation","-","tRNA-synt_1e","- | It is involved in the biological process described with cysteinyl-tRNA aminoacylation | GO:0000049,GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004812,GO:0004817,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006423,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576 | ko:K01883 | ko00970,map00970 | tRNA-synt_1e","Protein storage and synthesis","83"
"LOC126281410",372.135199795247,4.28485541340348,0.735390987160105,5.826635746449,5.65558668815784e-09,2.09862663178428e-06,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Glutathione S-transferase, N-terminal domain","-","GST_C,GST_N,GST_N_3","- | Glutathione S-transferase, N-terminal domain | - | ko:K00799 | ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418 | GST_C,GST_N,GST_N_3","Detoxification","83"
"LOC126281446",1296.06645754209,-1.40573724645247,0.380517044835341,-3.69428193961921,0.000220509031074396,0.00537814280014782,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Control diet 83",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor. It is involved in the biological process described with oxidation-reduction process","Aldh","Aldedh","Aldh | oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor. It is involved in the biological process described with oxidation-reduction process | GO:0003674,GO:0003824,GO:0004029,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006081,GO:0006082,GO:0006090,GO:0006117,GO:0008150,GO:0008152,GO:0008774,GO:0009636,GO:0009987,GO:0010033,GO:0010941,GO:0016491,GO:0016620,GO:0016903,GO:0019752,GO:0031974,GO:0032787,GO:0042221,GO:0042493,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045471,GO:0046677,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0055114,GO:0060548,GO:0065007,GO:0070013,GO:0071704,GO:0097305,GO:1901214,GO:1901215,GO:1901700 | ko:K00128 | ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00903,map00981,map01100,map01110,map01120,map01130 | Aldedh","Detoxification","83"
"LOC126281694",877.326807615736,-2.25098035449804,0.571457943551552,-3.93901315030889,8.18174462190828e-05,0.00264548734299669,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Control diet 83",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"Oxidoreductase activity. It is involved in the biological process described with oxidation-reduction process","-","GFO_IDH_MocA","- | Oxidoreductase activity. It is involved in the biological process described with oxidation-reduction process | - | ko:K00078 | ko00040,ko00980,map00040,map00980 | GFO_IDH_MocA","Detoxification","83"
"LOC126281781",87.4836341284687,4.54328394710881,0.904558351034975,5.0226543615572,5.09622087782624e-07,6.14242006560051e-05,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Belongs to the type-B carboxylesterase lipase family","-","-","- | Belongs to the type-B carboxylesterase lipase family | - | - | - | -","Lipid metabolism","83"
"LOC126282119",20.6783890872196,-2.1545630290469,0.721430017531283,-2.98651702409025,0.00282175126785305,0.0315092380733229,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Control diet 83",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"cytochrome p450","-","-","- | cytochrome p450 | - | - | - | -","Detoxification","83"
"LOC126282181",366.929355358224,3.07065990990784,0.667349846707396,4.60127461639201,4.19913365793067e-06,0.000276132903201897,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Belongs to the type-B carboxylesterase lipase family","-","COesterase","- | Belongs to the type-B carboxylesterase lipase family | GO:0003674,GO:0003824,GO:0016787,GO:0016788,GO:0052689 | ko:K01063 | ko00981,map00981 | COesterase","Lipid metabolism","83"
"LOC126282396",62.8404336973128,-2.7074448375262,0.781236681179489,-3.46558847369862,0.000529072419773008,0.00985136638251174,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Control diet 83",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"Glutathione S-transferase, N-terminal domain","-","GST_C,GST_N,GST_N_3","- | Glutathione S-transferase, N-terminal domain | - | ko:K00799 | ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418 | GST_C,GST_N,GST_N_3","Detoxification","83"
"LOC126283978",16.0585755004288,1.457828427601,0.395736299319816,3.68383802574262,0.000229748263932931,0.00552565847746099,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"GMC oxidoreductase","-","GMC_oxred_C,GMC_oxred_N","- | GMC oxidoreductase | - | ko:K21270 | - | GMC_oxred_C,GMC_oxred_N","Detoxification","83"
"LOC126284002",339.714380278472,-2.12008447834241,0.60676967289408,-3.49405148782461,0.000475749256082442,0.00916508301118029,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Control diet 83",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"Elongation of very long chain fatty acids protein","-","ELO","- | Elongation of very long chain fatty acids protein | GO:0000003,GO:0000038,GO:0001676,GO:0003674,GO:0003824,GO:0004312,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005783,GO:0005789,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006643,GO:0006665,GO:0006807,GO:0007276,GO:0007283,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009922,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016053,GO:0016740,GO:0016746,GO:0016747,GO:0019367,GO:0019368,GO:0019752,GO:0019867,GO:0019953,GO:0022414,GO:0030148,GO:0030176,GO:0030497,GO:0031090,GO:0031224,GO:0031227,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0031984,GO:0032501,GO:0032504,GO:0032787,GO:0034625,GO:0034626,GO:0042175,GO:0042759,GO:0042761,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0046394,GO:0046467,GO:0048232,GO:0048609,GO:0051704,GO:0071704,GO:0072330,GO:0098588,GO:0098805,GO:0098827,GO:1901564,GO:1901566,GO:1901576 | ko:K10203 | ko00062,ko01040,ko01110,ko01212,map00062,map01040,map01110,map01212 | ELO","Lipid metabolism","83"
"LOC126284463",510.097218100372,2.53850423362948,0.706142115614201,3.59489142128492,0.000324526894113231,0.00702465506215932,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","-","-","- | N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process | - | - | - | -","Immune pathway","83"
"LOC126284651",562.789443803428,2.80150498318076,0.68313685344874,4.10094254033826,4.11470731301857e-05,0.00158462741894727,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Phosphoric diester hydrolase activity. It is involved in the biological process described with lipid metabolic process","-","PI-PLC-X","- | Phosphoric diester hydrolase activity. It is involved in the biological process described with lipid metabolic process | - | - | - | PI-PLC-X","Lipid metabolism","83"
"LOC126284801",90.8600508536261,3.16746976342684,1.12561641916691,2.81398681601603,0.00489312351204384,0.0454315216586031,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Belongs to the small heat shock protein (HSP20) family","-","-","- | Belongs to the small heat shock protein (HSP20) family | - | - | - | -","Detoxification","83"
"LOC126284812",2853.00048905499,-2.47138251141429,0.672999002738643,-3.67219342280964,0.000240477557060418,0.00569580961517723,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Control diet 83",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"Belongs to the GMC oxidoreductase family","-","GMC_oxred_C,GMC_oxred_N","- | Belongs to the GMC oxidoreductase family | - | ko:K00115 | ko00030,ko01100,ko01110,ko01130,map00030,map01100,map01110,map01130 | GMC_oxred_C,GMC_oxred_N","Detoxification","83"
"LOC126284817",109.592968329748,4.18908823925683,0.884354995484447,4.73688536916339,2.17027840566131e-06,0.000182831291633684,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Belongs to the small heat shock protein (HSP20) family","-","-","- | Belongs to the small heat shock protein (HSP20) family | - | - | - | -","Detoxification","83"
"LOC126284941",390.397611377492,1.4155768561601,0.429787081926137,3.29367008849136,0.000988884913352174,0.0155517370076626,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","-","Lectin_C","- | C-type lectin (CTL) or carbohydrate-recognition domain (CRD) | GO:0003674,GO:0005488,GO:0006950,GO:0008150,GO:0009611,GO:0009888,GO:0030246,GO:0031099,GO:0032502,GO:0040007,GO:0042060,GO:0042246,GO:0048589,GO:0048856,GO:0050896 | - | - | Lectin_C","Immune pathway","83"
"LOC126284995",33.5337018478856,1.62682759086988,0.461139331936181,3.52784392526081,0.00041895910574271,0.00827563708872007,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"GMC oxidoreductase","-","GMC_oxred_C,GMC_oxred_N","- | GMC oxidoreductase | GO:0002165,GO:0003674,GO:0003824,GO:0006629,GO:0007275,GO:0008150,GO:0008152,GO:0008202,GO:0009791,GO:0009987,GO:0010817,GO:0016491,GO:0032501,GO:0032502,GO:0034754,GO:0042180,GO:0042445,GO:0044237,GO:0044238,GO:0044281,GO:0045455,GO:0048856,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:1901360 | ko:K21270 | - | GMC_oxred_C,GMC_oxred_N","Detoxification","83"
"LOC126285378",3048.4183310483,-1.8327685749839,0.416875043414431,-4.39644589892583,1.10037771027338e-05,0.000573558080756209,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Control diet 83",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"acetyl-CoA carboxylase activity. It is involved in the biological process described with fatty acid biosynthetic process","-","ACC_central,Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,Carboxyl_trans","- | acetyl-CoA carboxylase activity. It is involved in the biological process described with fatty acid biosynthetic process | GO:0000902,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005976,GO:0005977,GO:0006073,GO:0006091,GO:0006112,GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009653,GO:0009743,GO:0009744,GO:0009987,GO:0010033,GO:0015980,GO:0016043,GO:0019432,GO:0032502,GO:0032989,GO:0034285,GO:0042221,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044464,GO:0045017,GO:0046460,GO:0046463,GO:0046486,GO:0048856,GO:0048869,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071310,GO:0071322,GO:0071324,GO:0071329,GO:0071704,GO:0071840,GO:1901576,GO:1901700,GO:1901701 | ko:K11262 | ko00061,ko00254,ko00620,ko00640,ko01100,ko01110,ko01212,ko04152,ko04910,ko04922,map00061,map00254,map00620,map00640,map01100,map01110,map01212,map04152,map04910,map04922 | ACC_central,Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,Carboxyl_trans","Lipid metabolism","83"
"LOC126285457",1878.4214495815,2.54277990870936,0.425915393302613,5.97015263757492,2.37031726453865e-09,9.98416069400942e-07,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Catalyzes the reduction of fatty acyl-CoA to fatty alcohols","-","NAD_binding_4,Sterile","- | Catalyzes the reduction of fatty acyl-CoA to fatty alcohols | - | ko:K13356 | ko00073,ko04146,ko04212,map00073,map04146,map04212 | NAD_binding_4,Sterile","Lipid metabolism","83"
"LOC126285462",1157.33057070648,2.05058477194578,0.373355336974335,5.49231407421059,3.96701093314498e-08,8.96027034682094e-06,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","-","Amidase_2","- | Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme. | GO:0000270,GO:0002218,GO:0002221,GO:0002253,GO:0002376,GO:0002682,GO:0002684,GO:0002757,GO:0002758,GO:0002764,GO:0003674,GO:0005488,GO:0005515,GO:0005539,GO:0005575,GO:0005576,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008329,GO:0008340,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0010259,GO:0016019,GO:0023052,GO:0030203,GO:0031347,GO:0031349,GO:0032501,GO:0032502,GO:0038023,GO:0038187,GO:0042742,GO:0042834,GO:0043170,GO:0043207,GO:0045087,GO:0045088,GO:0045089,GO:0048518,GO:0048583,GO:0048584,GO:0048856,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050830,GO:0050896,GO:0051704,GO:0051707,GO:0051716,GO:0060089,GO:0061057,GO:0065007,GO:0071704,GO:0080134,GO:0097367,GO:0098542,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575 | ko:K01446 | - | Amidase_2","Immune pathway","83"
"LOC126293326",27.9529039651394,2.28159321204149,0.558978738541003,4.08171734402046,4.47041449172364e-05,0.00169435998871665,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"heme binding. It is involved in the biological process described with response to oxidative stress","-","An_peroxidase","- | heme binding. It is involved in the biological process described with response to oxidative stress | GO:0000003,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005623,GO:0007276,GO:0007281,GO:0007292,GO:0007304,GO:0007306,GO:0008150,GO:0008152,GO:0009636,GO:0009653,GO:0009888,GO:0009987,GO:0010033,GO:0010927,GO:0016043,GO:0016209,GO:0016491,GO:0016684,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0030312,GO:0030703,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0042221,GO:0042493,GO:0042600,GO:0044085,GO:0044464,GO:0044703,GO:0045471,GO:0046677,GO:0048468,GO:0048477,GO:0048609,GO:0048646,GO:0048856,GO:0048869,GO:0050896,GO:0051704,GO:0051716,GO:0055114,GO:0060429,GO:0070887,GO:0071840,GO:0071944,GO:0097237,GO:0097305,GO:0098754,GO:0098869,GO:1901700,GO:1990748 | - | - | An_peroxidase","Detoxification","83"
"LOC126295284",1900.96124093844,1.10534556674623,0.222586054133357,4.96592462205194,6.83745105121713e-07,7.83541725244258e-05,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors. It is involved in the biological process described with oxidation-reduction process","-","2OG-FeII_Oxy","- | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors. It is involved in the biological process described with oxidation-reduction process | GO:0000003,GO:0003006,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0007276,GO:0007281,GO:0007292,GO:0007295,GO:0008150,GO:0009987,GO:0012505,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0032501,GO:0032502,GO:0032504,GO:0040007,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0048468,GO:0048471,GO:0048477,GO:0048589,GO:0048609,GO:0048856,GO:0048869,GO:0051704 | ko:K13647 | ko00310,map00310 | 2OG-FeII_Oxy","Detoxification","83"
"LOC126295442",1033.98202332471,-1.6991877836254,0.386588854303257,-4.39533567693725,1.10601705078849e-05,0.000574575857884622,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Control diet 83",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"Oxidoreductase activity. It is involved in the biological process described with oxidation-reduction process","-","Aldo_ket_red","- | Oxidoreductase activity. It is involved in the biological process described with oxidation-reduction process | - | - | - | Aldo_ket_red","Detoxification","83"
"LOC126298069",1069.78600256554,-1.00581032339734,0.356894926309789,-2.81822533538704,0.00482899068196171,0.0450657603463313,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Control diet 83",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"carbohydrate binding","-","Gal_Lectin","- | carbohydrate binding | - | - | - | Gal_Lectin","Immune pathway","83"
"LOC126298596",430.802455270201,-1.02569502661904,0.364199474790241,-2.81630012566543,0.0048580260669833,0.0452283968064126,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Control diet 83",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"Ergosterol biosynthesis ERG4/ERG24 family","-","ERG4_ERG24,LBR_tudor","- | Ergosterol biosynthesis ERG4/ERG24 family | GO:0003674,GO:0003682,GO:0003824,GO:0005488,GO:0005515,GO:0005521,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005637,GO:0005639,GO:0005737,GO:0005783,GO:0005789,GO:0006629,GO:0006694,GO:0006996,GO:0006997,GO:0008150,GO:0008152,GO:0008202,GO:0008610,GO:0009058,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016043,GO:0016125,GO:0016126,GO:0016491,GO:0016627,GO:0019866,GO:0030176,GO:0031090,GO:0031224,GO:0031227,GO:0031229,GO:0031300,GO:0031301,GO:0031965,GO:0031967,GO:0031975,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044432,GO:0044444,GO:0044446,GO:0044453,GO:0044464,GO:0055114,GO:0071704,GO:0071840,GO:0098827,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617 | ko:K19532 | - | ERG4_ERG24,LBR_tudor","Lipid metabolism","83"
"LOC126298804",949.108504756001,1.41377601042743,0.383880853437738,3.68285106633152,0.000230639919416747,0.00553003560632308,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"phosphatidylinositol phospholipase C activity","-","-","- | phosphatidylinositol phospholipase C activity | - | - | - | -","Lipid metabolism","83"
"LOC126298901",33.9190143508151,5.07807153590249,1.13773968432574,4.46329824463486,8.07075912463846e-06,0.000457391930754511,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Belongs to the serpin family","SRPN12","Serpin","SRPN12 | Belongs to the serpin family | GO:0000003,GO:0005575,GO:0005576,GO:0005615,GO:0008150,GO:0032501,GO:0032504,GO:0044421 | - | - | Serpin","Immune pathway","83"
"LOC126299332",29800.8267176456,1.38440021405044,0.28505972391196,4.85652688865302,1.19462565793927e-06,0.00011564124769555,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Lipid transporter activity. It is involved in the biological process described with lipid transport","-","DUF1081,DUF1943,VWD,Vitellogenin_N","- | Lipid transporter activity. It is involved in the biological process described with lipid transport | GO:0003674,GO:0005102,GO:0005215,GO:0005319,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005623,GO:0005886,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015850,GO:0015918,GO:0016020,GO:0032368,GO:0032370,GO:0032879,GO:0033036,GO:0034196,GO:0044421,GO:0044464,GO:0045178,GO:0048518,GO:0050789,GO:0051049,GO:0051050,GO:0051179,GO:0051234,GO:0065007,GO:0070325,GO:0071702,GO:0071944,GO:1905952,GO:1905954 | - | - | DUF1081,DUF1943,VWD,Vitellogenin_N","Protein storage and synthesis","83"
"LOC126312349",17.170002914157,1.24372853011881,0.439986744153532,2.82674091127803,0.00470243575381718,0.044413313215604,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"GDSL-like Lipase/Acylhydrolase","-","Lipase_GDSL","- | GDSL-like Lipase/Acylhydrolase | - | ko:K14621 | ko00564,ko00565,ko00590,ko00591,ko00592,ko01100,ko01110,ko04977,map00564,map00565,map00590,map00591,map00592,map01100,map01110,map04977 | Lipase_GDSL","Lipid metabolism","83"
"LOC126320847",9.39371377642417,1.36896615974624,0.331240171195087,4.13285065880484,3.58291541913071e-05,0.00143916847441114,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Belongs to the type-B carboxylesterase lipase family","-","-","- | Belongs to the type-B carboxylesterase lipase family | - | - | - | -","Lipid metabolism","83"
"LOC126323134",64.0152138244227,7.10617636224979,1.45244481366178,4.89256204119335,9.95317257281158e-07,0.000100727399056668,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Attacin, C-terminal region","-","Attacin_C","- | Attacin, C-terminal region | - | - | - | Attacin_C","Immune pathway","83"
"LOC126323151",23.9983202265467,9.04837165748586,1.9270073106436,4.69555647636013,2.65881891925314e-06,0.000208061687051278,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Attacin, C-terminal region","-","Attacin_C","- | Attacin, C-terminal region | - | - | - | Attacin_C","Immune pathway","83"
"LOC126323167",41.9054869354494,2.54535724645358,0.916088072740254,2.77850713506155,0.00546093139441163,0.0491673112547113,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Attacin, C-terminal region","-","Attacin_C","- | Attacin, C-terminal region | - | - | - | Attacin_C","Immune pathway","83"
"LOC126323183",21.1765476906575,4.65163705822245,1.25790996600978,3.69790937659704,0.000217382463931598,0.00533795687960423,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Infected diet 83",TRUE,"All scaffolds","Higher in infected",NA,NA,NA,NA,NA,NA,"Attacin, C-terminal region","-","Attacin_C","- | Attacin, C-terminal region | - | - | - | Attacin_C","Immune pathway","83"
"LOC126323656",95.6799286562198,-2.23454522890995,0.608443901142155,-3.67255752702151,0.00024013507019633,0.00569580961517723,"competitive-host","infection_diet83","Infection within diet","Infected diet 83","Control diet 83","Control diet 83",TRUE,"All scaffolds","Higher in control",NA,NA,NA,NA,NA,NA,"Lipase","-","Lipase","- | Lipase | - | ko:K14075 | ko00561,ko01100,ko04972,ko04975,map00561,map01100,map04972,map04975 | Lipase","Lipid metabolism","83"
