"heatmap_row_order","gene_id","Description","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","cluster_id"
1,"LOC126278545","no description","Infection within diet","No phase DEG",1,"Diet 83: infected vs control","Upregulated",3.43964938049321,2.32190111887108e-05,3.21554437816705,1007,"Higher than gene average","upper_branch_k4_4"
2,"LOC126279690","DNA- binding","Infection within diet","No phase DEG",1,"Diet 83: infected vs control","Upregulated",2.39244283821601,0.0214908491801157,2.08011457091825,1003,"Higher than gene average","upper_branch_k4_4"
3,"LOC126333043","IQ calmodulin-binding motif","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",1.59832070527119,0.00514915082534786,2.96569630984668,1016,"Higher than gene average","upper_branch_k4_4"
4,"LOC126355746","Belongs to the peroxisomal membrane protein PXMP2 4 family","Infection within diet","No phase DEG",1,"Diet 33: infected vs control","Downregulated",2.81710962844766,0.00331827042145917,4.78430172369855,1016,"Higher than gene average","upper_branch_k4_4"
5,"LOC126278211","Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.0909031885974,0.0104277888594924,3.81797236496662,1016,"Higher than gene average","upper_branch_k4_4"
6,"LOC126291583","Sulfotransferase domain","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",3.43104770154859,0.0378221396380741,4.96035079763407,1007,"Higher than gene average","upper_branch_k4_4"
7,"LOC126293620","Corticotropin-releasing factor binding protein (CRF-BP)","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.17599690085713,0.0109957568407946,3.93804651042349,1016,"Higher than gene average","upper_branch_k4_4"
8,"LOC126299251","ZIP Zinc transporter","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",3.21679950098481,0.0191403412978899,2.75584843393969,1016,"Higher than gene average","upper_branch_k4_4"
9,"LOC126355265","Apolipoprotein","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",2.26211179005626,0.00568934472392954,3.53779799672747,1037,"Higher than gene average","upper_branch_k4_4"
10,"LOC126284536","7 transmembrane receptor (Secretin family)","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",3.0080657367697,0.00809407810887069,3.2352842440442,1007,"Higher than gene average","upper_branch_k4_4"
11,"LOC126273058","cytochrome p450","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.69932126934511,0.0494731843993938,3.22400890899993,1016,"Higher than gene average","upper_branch_k4_4"
12,"LOC126335232","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.21069887465807,0.00937273457055627,3.34289697847051,1037,"Higher than gene average","upper_branch_k4_4"
13,"LOC126336307","Choline/ethanolamine kinase","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.9585778626478,0.0131612895919251,2.84063205837165,1024,"Higher than gene average","upper_branch_k4_4"
14,"LOC126272706","Transcription activator MBF2","Diet in infected","No phase DEG",2,"Infected 33 vs 50; Infected 83 vs 33","Downregulated; Upregulated",5.0388844752331,0.000350810764216676,2.81090098285924,1037,"Higher than gene average","upper_branch_k4_4"
15,"LOC126336985","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.15798688005016,0.00568934472392954,3.73473708867897,1037,"Higher than gene average","upper_branch_k4_4"
16,"LOC126316835","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.54222384250235,0.0363873867647992,3.19052705896577,1016,"Higher than gene average","upper_branch_k4_4"
17,"LOC126304689","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.20369406730811,0.00620635382975176,2.38876936563062,1016,"Higher than gene average","upper_branch_k4_4"
18,"LOC126317459","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.10748827455203,0.02902960057604,2.41776429578256,1016,"Higher than gene average","upper_branch_k4_4"
19,"LOC126320380","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.10687963836106,0.0329456700917728,2.5187809021616,1016,"Higher than gene average","upper_branch_k4_4"
20,"LOC126316908","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.9911987383423,0.0377527931709236,2.79373612725718,1016,"Higher than gene average","upper_branch_k4_4"
21,"LOC126316741","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.34293219190878,0.0157240884381114,2.94780642417943,1016,"Higher than gene average","upper_branch_k4_4"
22,"LOC126323732","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.23602323296742,0.0399879427039781,2.93308089452733,1016,"Higher than gene average","upper_branch_k4_4"
23,"LOC126317486","It is involved in the biological process described with ribosome biogenesis","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.33080486840386,0.00578095012400297,2.80274547456831,1016,"Higher than gene average","upper_branch_k4_4"
24,"LOC126313313","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.09280305749,0.0162251780242538,2.80756385029126,1016,"Higher than gene average","upper_branch_k4_4"
25,"LOC126324053","Binds to actin and affects the structure of the cytoskeleton. At high concentrations, profilin prevents the polymerization of actin, whereas it enhances it at low concentrations","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.55003081868774,0.0197250717032217,2.71862771912081,1016,"Higher than gene average","upper_branch_k4_4"
26,"LOC126321793","no description","Diet in infected","Head phase DEG only",2,"Infected 33 vs 50; Infected 83 vs 33","Downregulated; Upregulated",4.69788935185269,0.00153267793563254,2.13969371168308,1016,"Higher than gene average","upper_branch_k4_4"
27,"LOC126320555","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.29705693262046,0.00890677514883876,2.15296598349798,1037,"Higher than gene average","upper_branch_k4_4"
28,"LOC126319958","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.66065117777475,0.0266140031000937,3.13864548087007,1024,"Higher than gene average","upper_branch_k4_4"
29,"LOC126314447","BSD domain","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.92110978241907,0.0144417706560922,3.00083741185486,1016,"Higher than gene average","upper_branch_k4_4"
30,"LOC126325516","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.03758823575869,0.019560305634841,2.8907173875473,1016,"Higher than gene average","upper_branch_k4_4"
31,"LOC126316453","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.19091076486224,0.00855609735434579,2.97624195926603,1016,"Higher than gene average","upper_branch_k4_4"
32,"LOC126304991","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.14706892622218,0.0120496724815211,3.27811044795135,1016,"Higher than gene average","upper_branch_k4_4"
33,"LOC126320456","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.05617370387598,0.00981713287745784,3.33032842300007,1016,"Higher than gene average","upper_branch_k4_4"
34,"LOC126327187","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.95870947042333,0.00913068042810499,3.6356777452936,1016,"Higher than gene average","upper_branch_k4_4"
35,"LOC126323773","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.46849110333495,0.0123962137169526,3.33198308865308,1016,"Higher than gene average","upper_branch_k4_4"
36,"LOC126323763","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.92787392184599,0.00729615202288323,3.45597373837908,1016,"Higher than gene average","upper_branch_k4_4"
37,"LOC126328045","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.12329839646755,0.00845938307843569,3.7785213477608,1016,"Higher than gene average","upper_branch_k4_4"
38,"LOC126304997","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.68578908768708,0.00855609735434579,3.73882721441521,1016,"Higher than gene average","upper_branch_k4_4"
39,"LOC126322578","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.37269087460795,0.0160345673962055,3.49826694150246,1016,"Higher than gene average","upper_branch_k4_4"
40,"LOC126322421","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.02531277157,0.0388345883982745,4.01903606373595,1016,"Higher than gene average","upper_branch_k4_4"
41,"LOC126316795","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.91248111785248,0.00918772914015962,3.66018842867075,1016,"Higher than gene average","upper_branch_k4_4"
42,"LOC126304733","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.85785913662495,0.0268116818638581,3.78257133925289,1016,"Higher than gene average","upper_branch_k4_4"
43,"LOC126320763","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.33461334233594,0.0170178371913638,3.513343809451,1016,"Higher than gene average","upper_branch_k4_4"
44,"LOC126304714","Metal ion binding","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.38283882932858,0.0195468614651169,3.1741775499373,1016,"Higher than gene average","upper_branch_k4_4"
45,"LOC126326522","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.4214665307194,0.0174603849113419,4.00958889082215,1016,"Higher than gene average","upper_branch_k4_4"
46,"LOC126328060","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.99086327158172,0.040972221817244,3.56825184847949,1016,"Higher than gene average","upper_branch_k4_4"
47,"LOC126315257","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.52971152385942,0.042641412857147,3.56728870443095,1016,"Higher than gene average","upper_branch_k4_4"
48,"LOC126313356","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.81646831881917,0.00797113289664752,3.6518925122691,1016,"Higher than gene average","upper_branch_k4_4"
49,"LOC126319865","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.50086759262676,0.0241044973905024,3.55919924936262,1016,"Higher than gene average","upper_branch_k4_4"
50,"LOC126315324","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.69107741543184,0.0196312510002598,3.64268151325118,1016,"Higher than gene average","upper_branch_k4_4"
51,"LOC126324743","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.14206185843933,0.00837544140508507,3.66006563744942,1016,"Higher than gene average","upper_branch_k4_4"
52,"LOC126304704","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.09164090727192,0.0193623056974039,3.46468124093327,1016,"Higher than gene average","upper_branch_k4_4"
53,"LOC126322580","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.32111688426003,0.032743196929691,3.26590013491138,1016,"Higher than gene average","upper_branch_k4_4"
54,"LOC126316806","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.03148041604944,0.00686391221693247,3.32838388121199,1016,"Higher than gene average","upper_branch_k4_4"
55,"LOC126315238","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.847754707299,0.00790918719392503,3.3145343774988,1016,"Higher than gene average","upper_branch_k4_4"
56,"LOC126319867","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.10782838946983,0.0238903572560129,3.34194946913634,1016,"Higher than gene average","upper_branch_k4_4"
57,"LOC126318277","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.58400220493804,0.0215057289531923,3.53047649714976,1016,"Higher than gene average","upper_branch_k4_4"
58,"LOC126327199","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.83188238664889,0.0275040287174165,3.3910864652715,1016,"Higher than gene average","upper_branch_k4_4"
59,"LOC126313393","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.11456259866981,0.00840072633207094,3.35053125398534,1016,"Higher than gene average","upper_branch_k4_4"
60,"LOC126325822","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.85380841345044,0.00885108344352645,3.13669707463483,1016,"Higher than gene average","upper_branch_k4_4"
61,"LOC126332788","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.66045570789556,0.0128678244571011,3.02899339894645,1016,"Higher than gene average","upper_branch_k4_4"
62,"LOC126316784","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.94456053297974,0.0295399570320158,3.41711973869399,1016,"Higher than gene average","upper_branch_k4_4"
63,"LOC126324745","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.347192126773,0.0157116816309665,3.03548236047342,1016,"Higher than gene average","upper_branch_k4_4"
64,"LOC126315448","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.1442000396984,0.0204975995908915,3.47012491021575,1016,"Higher than gene average","upper_branch_k4_4"
65,"LOC126314457","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.40456402313055,0.00855609735434579,3.20416134636513,1016,"Higher than gene average","upper_branch_k4_4"
66,"LOC126323932","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.66716474580961,0.0136250944499169,3.45315777715539,1016,"Higher than gene average","upper_branch_k4_4"
67,"LOC126311192","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.01139704036628,0.0201739352460445,3.12267307613116,1016,"Higher than gene average","upper_branch_k4_4"
68,"LOC126305012","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.41716085619724,0.036095723261808,3.32747347612469,1016,"Higher than gene average","upper_branch_k4_4"
69,"LOC126322529","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.87683795939345,0.0197250717032217,3.42298251349778,1016,"Higher than gene average","upper_branch_k4_4"
70,"LOC126318284","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.42779043241727,0.0231531746738891,3.47198522729053,1016,"Higher than gene average","upper_branch_k4_4"
71,"LOC126316448","protein dimerization activity","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.06612583919812,0.0251291895458781,3.15723603470964,1016,"Higher than gene average","upper_branch_k4_4"
72,"LOC126318676","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.0403330025448,0.00809407810887069,3.28015363390796,1016,"Higher than gene average","upper_branch_k4_4"
73,"LOC126311194","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.40715997116253,0.0172768269266981,3.25141969589191,1016,"Higher than gene average","upper_branch_k4_4"
74,"LOC126318452","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.13607606087038,0.0109700424878706,3.09121374153254,1016,"Higher than gene average","upper_branch_k4_4"
75,"LOC126315345","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.8754534315897,0.0323204969214499,2.98740585186074,1016,"Higher than gene average","upper_branch_k4_4"
76,"LOC126316821","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.25057549090644,0.0105983354331541,2.94536204132778,1016,"Higher than gene average","upper_branch_k4_4"
77,"LOC126319989","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.00444030576403,0.0313896794200062,3.02898900489658,1016,"Higher than gene average","upper_branch_k4_4"
78,"LOC126316768","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.33048479475017,0.0126204232002253,3.14093070695424,1016,"Higher than gene average","upper_branch_k4_4"
79,"LOC126315242","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.65736456782101,0.0128274989935104,3.1130903570668,1016,"Higher than gene average","upper_branch_k4_4"
80,"LOC126311187","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.33249601924692,0.0131688674872283,3.33127493297559,1016,"Higher than gene average","upper_branch_k4_4"
81,"LOC126323241","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.03238263742054,0.0172063160077371,3.15806278741667,1016,"Higher than gene average","upper_branch_k4_4"
82,"LOC126322379","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.42698309618083,0.0214912132446067,3.29739074080297,1016,"Higher than gene average","upper_branch_k4_4"
83,"LOC126328230","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.65285105719247,0.0406300910333534,3.02365689589444,1016,"Higher than gene average","upper_branch_k4_4"
84,"LOC126319917","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.1062352594665,0.0133737658074818,3.09979588367154,1016,"Higher than gene average","upper_branch_k4_4"
85,"LOC126322602","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.29110194987255,0.0149969068866184,3.11653164067096,1016,"Higher than gene average","upper_branch_k4_4"
86,"LOC126317501","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.48267621858429,0.0116402177587833,3.41958391961605,1016,"Higher than gene average","upper_branch_k4_4"
87,"LOC126313406","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.06996714799376,0.0215128150102209,3.13189248055672,1016,"Higher than gene average","upper_branch_k4_4"
88,"LOC126325936","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.2148946586686,0.0225733075026907,3.24395149925573,1016,"Higher than gene average","upper_branch_k4_4"
89,"LOC126322381","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.0625109299427,0.0189549025653159,2.93397127544896,1016,"Higher than gene average","upper_branch_k4_4"
90,"LOC126316688","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.89934018650874,0.0285220152682439,2.9349126844463,1016,"Higher than gene average","upper_branch_k4_4"
91,"LOC126322395","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.40338384671128,0.0120702716452823,3.14318819971189,1016,"Higher than gene average","upper_branch_k4_4"
92,"LOC126318617","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.75893697802985,0.00715567897547838,2.94716459843783,1016,"Higher than gene average","upper_branch_k4_4"
93,"LOC126315379","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.76446925824054,0.00865470322521243,3.26472540402761,1016,"Higher than gene average","upper_branch_k4_4"
94,"LOC126322575","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.13755982936462,0.0122307800510139,3.45518678308927,1016,"Higher than gene average","upper_branch_k4_4"
95,"LOC126318678","Cytosolic domain of 10TM putative phosphate transporter","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.89096809481765,0.0278138271360564,3.28588990098,1016,"Higher than gene average","upper_branch_k4_4"
96,"LOC126326058","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.47495218910804,0.0297634700964412,3.31999525079851,1016,"Higher than gene average","upper_branch_k4_4"
97,"LOC126304706","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.52948943329537,0.0360210401842769,3.51073107153399,1016,"Higher than gene average","upper_branch_k4_4"
98,"LOC126326603","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.39170150376033,0.0150613665523652,3.64914109579061,1016,"Higher than gene average","upper_branch_k4_4"
99,"LOC126326512","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.47206367236633,0.0169106335636072,3.32975610981628,1016,"Higher than gene average","upper_branch_k4_4"
100,"LOC126325800","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.90438975456326,0.0065634904465513,3.4973311290333,1016,"Higher than gene average","upper_branch_k4_4"
101,"LOC126323724","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.00629389575081,0.0256444366887722,3.372089742715,1016,"Higher than gene average","upper_branch_k4_4"
102,"LOC126317458","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.08808331225549,0.0309819076860473,3.36761937769242,1016,"Higher than gene average","upper_branch_k4_4"
103,"LOC126318433","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.60081109503938,0.0150613665523652,3.43982139804291,1016,"Higher than gene average","upper_branch_k4_4"
104,"LOC126325911","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.24959624450338,0.0206515810553988,2.9600243125042,1016,"Higher than gene average","upper_branch_k4_4"
105,"LOC126315217","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.33112502243166,0.0227004772945398,3.12294158319544,1016,"Higher than gene average","upper_branch_k4_4"
106,"LOC126318459","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.81092500096027,0.00973518946121709,3.22491824820474,1016,"Higher than gene average","upper_branch_k4_4"
107,"LOC126325919","Actin depolymerisation factor/cofilin -like domains","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.23925958933535,0.0140387844010986,3.02358057876435,1016,"Higher than gene average","upper_branch_k4_4"
108,"LOC126326199","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.94899663576405,0.0244879973064377,3.23835833232238,1016,"Higher than gene average","upper_branch_k4_4"
109,"LOC126315446","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.83137973413618,0.0451596308518422,3.1965458968222,1016,"Higher than gene average","upper_branch_k4_4"
110,"LOC126304989","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.44865320585642,0.0169796481607903,3.29903388190046,1016,"Higher than gene average","upper_branch_k4_4"
111,"LOC126316459","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.41289255548682,0.0256444366887722,3.31274938687341,1016,"Higher than gene average","upper_branch_k4_4"
112,"LOC126315278","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.36291230512491,0.0073587551974135,3.26782822089715,1016,"Higher than gene average","upper_branch_k4_4"
113,"LOC126318457","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.57149236988938,0.0272108337144334,3.53076153665852,1016,"Higher than gene average","upper_branch_k4_4"
114,"LOC126326531","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.66097522979005,0.00983984799012017,3.35827860454441,1016,"Higher than gene average","upper_branch_k4_4"
115,"LOC126324544","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.18231374824804,0.0212668146838555,3.51884389262154,1016,"Higher than gene average","upper_branch_k4_4"
116,"LOC126320590","Serine threonine-protein kinase Chk2","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.08069369272677,0.0233336834635229,3.49202660374326,1016,"Higher than gene average","upper_branch_k4_4"
117,"LOC126320578","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.44430100709437,0.03798855987613,4.23073643055812,1016,"Higher than gene average","upper_branch_k4_4"
118,"LOC126319883","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.66772168069923,0.0185814506051374,4.1610532521791,1016,"Higher than gene average","upper_branch_k4_4"
119,"LOC126332183","It is involved in the biological process described with carbohydrate metabolic process","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.63974795032971,0.0237040611437496,3.98705283582023,1016,"Higher than gene average","upper_branch_k4_4"
120,"LOC126326201","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.70833977377695,0.0130879791570101,4.05743712335288,1016,"Higher than gene average","upper_branch_k4_4"
121,"LOC126326568","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.56156726034652,0.029450476957501,3.7151697752089,1016,"Higher than gene average","upper_branch_k4_4"
122,"LOC126322701","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.12814929557402,0.00769621917508913,3.84703040359083,1016,"Higher than gene average","upper_branch_k4_4"
123,"LOC126304713","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.73258117677405,0.00631952749433689,3.32162606104688,1016,"Higher than gene average","upper_branch_k4_4"
124,"LOC126320600","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.32938122476076,0.00454235111293513,3.82348277213661,1016,"Higher than gene average","upper_branch_k4_4"
125,"LOC126320356","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.37618297786847,0.00533172096011034,3.77606188181354,1016,"Higher than gene average","upper_branch_k4_4"
126,"LOC126319866","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.37167903909933,0.0073587551974135,3.70736178370578,1016,"Higher than gene average","upper_branch_k4_4"
127,"LOC126315409","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.77570638150918,0.00668392106032773,3.95285507414885,1016,"Higher than gene average","upper_branch_k4_4"
128,"LOC126325519","May function in recognizing stalled ribosomes and triggering endonucleolytic cleavage of the mRNA, a mechanism to release non-functional ribosomes and degrade damaged mRNAs","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.68379702167694,0.00668392106032773,4.1261420634617,1016,"Higher than gene average","upper_branch_k4_4"
129,"LOC126329588","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.27236269673794,0.0327209529809602,3.18454286361094,1016,"Higher than gene average","upper_branch_k4_4"
130,"LOC126323258","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.94822691561676,0.0194118733408553,3.57284493538905,1016,"Higher than gene average","upper_branch_k4_4"
131,"LOC126319948","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.11765954348433,0.0250387575062249,3.69051767842414,1016,"Higher than gene average","upper_branch_k4_4"
132,"LOC126319928","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.83046011153918,0.03687356629748,3.63141120934749,1016,"Higher than gene average","upper_branch_k4_4"
133,"LOC126315328","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.95290721044221,0.0464024196054384,3.21797191596805,1016,"Higher than gene average","upper_branch_k4_4"
134,"LOC126316981","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.26415946441079,0.013838671160833,3.06392077149467,1016,"Higher than gene average","upper_branch_k4_4"
135,"LOC126320412","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.39496757042686,0.0219424170204533,3.0799291087676,1016,"Higher than gene average","upper_branch_k4_4"
136,"LOC126325535","Ras subfamily of RAS small GTPases","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.79335934896154,0.0421597303184804,3.23833753757669,1016,"Higher than gene average","upper_branch_k4_4"
137,"LOC126325926","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.835006720101,0.0455419635614106,3.29694212605542,1016,"Higher than gene average","upper_branch_k4_4"
138,"LOC126322548","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.84780926800648,0.00594250544771824,3.41525081372919,1016,"Higher than gene average","upper_branch_k4_4"
139,"LOC126315226","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.31262503237763,0.00640394194538151,3.41122520717581,1016,"Higher than gene average","upper_branch_k4_4"
140,"LOC126320410","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.57329059369461,0.0210822895739237,3.44364373808365,1016,"Higher than gene average","upper_branch_k4_4"
