"heatmap_row_order","gene_id","Description","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","cluster_id"
806,"LOC126311231","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.4767478412747,0.0220456957410978,3.6113366626954,1037,"Higher than gene average","upper_branch_k4_4"
807,"LOC126320359","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.18136101507805,0.0293564572363313,3.20346986883982,1037,"Higher than gene average","upper_branch_k4_4"
808,"LOC126319985","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.9376134024691,0.00615241037416147,3.41393945265027,1037,"Higher than gene average","upper_branch_k4_4"
809,"LOC126315341","no description","Infection + diet","No phase DEG",2,"Diet 33: infected vs control; Infected 33 vs 50","Downregulated",6.72040704220277,0.00509343247767494,3.24950824891835,1037,"Higher than gene average","upper_branch_k4_4"
810,"LOC126319930","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.34974599493045,0.00568934472392954,3.52569558743075,1037,"Higher than gene average","upper_branch_k4_4"
811,"LOC126326216","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.55628319264308,0.00771040498495155,3.69372463053672,1037,"Higher than gene average","upper_branch_k4_4"
812,"LOC126318275","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.79943086685433,0.00533172096011034,3.19859848872852,1037,"Higher than gene average","upper_branch_k4_4"
813,"LOC126324494","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.05803493797346,0.00568934472392954,3.6362673818157,1037,"Higher than gene average","upper_branch_k4_4"
814,"LOC126320384","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.06447691170007,0.00611112924487655,3.47040663562402,1037,"Higher than gene average","upper_branch_k4_4"
815,"LOC126325817","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.85632897759798,0.00656016051597011,3.14174746805092,1037,"Higher than gene average","upper_branch_k4_4"
816,"LOC126320367","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.98266298613574,0.00774647978394195,3.0419628870653,1037,"Higher than gene average","upper_branch_k4_4"
817,"LOC126326225","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.38024431280119,0.0214980594390238,3.40980567472939,1037,"Higher than gene average","upper_branch_k4_4"
818,"LOC126326516","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.71403831931561,0.0390928501856235,3.65238653798332,1037,"Higher than gene average","upper_branch_k4_4"
819,"LOC126318317","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.3537307999817,0.00855609735434579,3.46064122349417,1037,"Higher than gene average","upper_branch_k4_4"
820,"LOC126320438","Helical and beta-bridge domain","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.92257022598754,0.0130477231940352,3.28877342677315,1037,"Higher than gene average","upper_branch_k4_4"
821,"LOC126314423","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.4774138020162,0.00415260588431329,3.46242847011199,1037,"Higher than gene average","upper_branch_k4_4"
822,"LOC126332756","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.5792973856704,0.00568934472392954,3.54474907438225,1037,"Higher than gene average","upper_branch_k4_4"
823,"LOC126316775","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.55848723198888,0.0144673589490261,3.58064695776822,1037,"Higher than gene average","upper_branch_k4_4"
824,"LOC126304736","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.121487608858,0.0359986212180041,3.65817383215524,1037,"Higher than gene average","upper_branch_k4_4"
825,"LOC126315424","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.28540092636647,0.00781467623949968,3.14480652936906,1007,"Higher than gene average","upper_branch_k4_4"
826,"LOC126315309","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.62213366362742,0.00815210759256087,3.50153777284627,1037,"Higher than gene average","upper_branch_k4_4"
827,"LOC126315248","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.19780962437389,0.0119337810084112,3.70120701817507,1037,"Higher than gene average","upper_branch_k4_4"
828,"LOC126324036","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.70388314721499,0.0124351512451287,3.84900472987939,1037,"Higher than gene average","upper_branch_k4_4"
829,"LOC126318606","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.22192543267185,0.0237563113822633,3.64782162048037,1037,"Higher than gene average","upper_branch_k4_4"
830,"LOC126315332","TRAP proteins are part of a complex whose function is to bind calcium to the ER membrane and thereby regulate the retention of ER resident proteins","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.10505495565652,0.0149969068866184,3.42344994012521,1037,"Higher than gene average","upper_branch_k4_4"
831,"LOC126323266","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.95609254250285,0.0157550485573862,3.35966550082794,1037,"Higher than gene average","upper_branch_k4_4"
832,"LOC126304674","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.38745077395682,0.0127162854409267,3.47897982470502,1037,"Higher than gene average","upper_branch_k4_4"
833,"LOC126325803","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.99592873237717,0.0133737658074818,3.19906630197438,1037,"Higher than gene average","upper_branch_k4_4"
834,"LOC126311195","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.71561317677616,0.00568934472392954,3.55082099198489,1037,"Higher than gene average","upper_branch_k4_4"
835,"LOC126315236","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.67568660787507,0.00650948714744621,3.39362739484397,1037,"Higher than gene average","upper_branch_k4_4"
836,"LOC126305015","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.82121316016494,0.00668392106032773,3.48448862287016,1037,"Higher than gene average","upper_branch_k4_4"
837,"LOC126319853","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.243508092648,0.00729615202288323,3.28481656264734,1037,"Higher than gene average","upper_branch_k4_4"
838,"LOC126325873","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.90476916510331,0.0121665990411008,3.40165030750983,1037,"Higher than gene average","upper_branch_k4_4"
839,"LOC126304663","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.98845334345645,0.0347248795200262,3.51936385306031,1037,"Higher than gene average","upper_branch_k4_4"
840,"LOC126320423","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.01563220546079,0.0151660169042248,3.39948448766378,1037,"Higher than gene average","upper_branch_k4_4"
841,"LOC126326232","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.29528654635982,0.0172284463540832,3.18716276472402,1037,"Higher than gene average","upper_branch_k4_4"
842,"LOC126314451","Component of the cap-binding complex (CBC), which binds co-transcriptionally to the 5' cap of pre-mRNAs and is involved in various processes such as pre-mRNA splicing and RNA-mediated gene silencing (RNAi). The CBC complex is involved in miRNA-mediated RNA interference and is required for primary microRNAs (miRNAs) processing. Also involved in innate immunity via the short interfering RNAs (siRNAs) processing machinery by restricting the viral RNA production. In the CBC complex, Cbp20 recognizes and binds capped RNAs (m7GpppG-capped RNA) but requires Cbp80 to stabilize the movement of its N-terminal loop and lock the CBC into a high affinity cap-binding state with the cap structure","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.82199603996163,0.0312972541689028,3.49805708774324,1037,"Higher than gene average","upper_branch_k4_4"
843,"LOC126315245","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.90311431883617,0.00758202514638554,3.30716109417665,1037,"Higher than gene average","upper_branch_k4_4"
844,"LOC126329917","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.01095499929679,0.00794854823194061,3.05688227635114,1037,"Higher than gene average","upper_branch_k4_4"
845,"LOC126314414","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.13815586914232,0.0222695168217065,3.55942070564437,1037,"Higher than gene average","upper_branch_k4_4"
846,"LOC126329976","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.50025319822812,0.00582234742885886,3.54131456133929,1037,"Higher than gene average","upper_branch_k4_4"
847,"LOC126316786","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.01176416682395,0.00833001575396601,3.28370014013916,1037,"Higher than gene average","upper_branch_k4_4"
848,"LOC126329923","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.20669950285861,0.0312873507691664,3.26349220266941,1037,"Higher than gene average","upper_branch_k4_4"
849,"LOC126317496","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.31633653621898,0.011199558226776,3.33212111564432,1037,"Higher than gene average","upper_branch_k4_4"
850,"LOC126317460","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.0022261934323,0.0189851687953399,3.33429383267099,1037,"Higher than gene average","upper_branch_k4_4"
851,"LOC126320449","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.8172428882609,0.0135497388239577,3.28783144233487,1037,"Higher than gene average","upper_branch_k4_4"
852,"LOC126322396","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.54870231918407,0.0175854916617581,3.55195702599448,1037,"Higher than gene average","upper_branch_k4_4"
853,"LOC126326553","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.13017468711883,0.0132070917341538,3.12383265895711,1037,"Higher than gene average","upper_branch_k4_4"
854,"LOC126319870","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.64822266390353,0.0365185708600381,3.3090190955864,1037,"Higher than gene average","upper_branch_k4_4"
855,"LOC126329921","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.19027103565204,0.00781467623949968,3.49027271276199,1037,"Higher than gene average","upper_branch_k4_4"
856,"LOC126317452","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.15230754770755,0.0131688674872283,3.51075013314985,1037,"Higher than gene average","upper_branch_k4_4"
857,"LOC126323246","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.35825041183077,0.011748217000633,3.36590140105677,1037,"Higher than gene average","upper_branch_k4_4"
858,"LOC126319911","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.23532516640755,0.0108240233797768,3.55854119413392,1037,"Higher than gene average","upper_branch_k4_4"
859,"LOC126316958","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.04109862666186,0.0146220077183636,3.13888916135815,1037,"Higher than gene average","upper_branch_k4_4"
860,"LOC126315440","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.03085644921989,0.00582234742885886,3.28840913842152,1037,"Higher than gene average","upper_branch_k4_4"
861,"LOC126315337","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.77206305293462,0.00729457730200837,3.12868218201674,1037,"Higher than gene average","upper_branch_k4_4"
862,"LOC126323901","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.40953577518819,0.0220202203747331,3.12129229517836,1037,"Higher than gene average","upper_branch_k4_4"
863,"LOC126325835","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.87379662954404,0.0381874747427756,3.14882553838738,1037,"Higher than gene average","upper_branch_k4_4"
864,"LOC126315282","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.87794352440647,0.0189293523191547,4.10846568597317,1037,"Higher than gene average","upper_branch_k4_4"
865,"LOC126323782","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.12450044403428,0.0169465580336272,3.48770045308382,1037,"Higher than gene average","upper_branch_k4_4"
866,"LOC126320390","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.53782351235489,0.0321912444085096,3.65409283031536,1037,"Higher than gene average","upper_branch_k4_4"
867,"LOC126319981","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.44405628286014,0.0338501328493322,3.79840370782034,1037,"Higher than gene average","upper_branch_k4_4"
868,"LOC126323278","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.68245032292606,0.0432710314140872,3.45620886994937,1037,"Higher than gene average","upper_branch_k4_4"
869,"LOC126322411","GTP binding. It is involved in the biological process described with","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.5706354285285,0.0205106694293489,3.44627383617389,1037,"Higher than gene average","upper_branch_k4_4"
870,"LOC126324496","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.44306985800334,0.0355990753981872,3.45191979173338,1037,"Higher than gene average","upper_branch_k4_4"
871,"LOC126320366","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.41366887137376,0.0454609463649528,2.81535210167679,1037,"Higher than gene average","upper_branch_k4_4"
872,"LOC126323911","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.61367626549906,0.0201793906365468,3.67093708652626,1037,"Higher than gene average","upper_branch_k4_4"
873,"LOC126322553","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.19986348867838,0.0360107112920345,3.63792215124231,1037,"Higher than gene average","upper_branch_k4_4"
874,"LOC126319910","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.77137667931158,0.0348874857511923,3.15702650394905,1037,"Higher than gene average","upper_branch_k4_4"
875,"LOC126332760","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.95168784607048,0.0277343153449868,3.23817444847449,1037,"Higher than gene average","upper_branch_k4_4"
876,"LOC126316791","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.44864955817097,0.0150961476686751,3.29792796522774,1037,"Higher than gene average","upper_branch_k4_4"
877,"LOC126326220","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.97364960250875,0.0157116816309665,3.467795770488,1037,"Higher than gene average","upper_branch_k4_4"
878,"LOC126324475","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.71862286230085,0.0227373768059857,3.61747472231193,1037,"Higher than gene average","upper_branch_k4_4"
879,"LOC126313382","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.82147008425885,0.0238903572560129,3.57074287807554,1037,"Higher than gene average","upper_branch_k4_4"
880,"LOC126324753","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.27374051508888,0.00920861095719982,3.48952055029391,1037,"Higher than gene average","upper_branch_k4_4"
881,"LOC126326572","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.22994200610498,0.0219424170204533,3.43425166971343,1037,"Higher than gene average","upper_branch_k4_4"
882,"LOC126319924","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.54398392609525,0.0124380556694587,3.22486467729691,1037,"Higher than gene average","upper_branch_k4_4"
883,"LOC126322528","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.23092129345305,0.00729615202288323,3.41640833709549,1037,"Higher than gene average","upper_branch_k4_4"
884,"LOC126316433","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.57293255752562,0.0301569429879981,3.81287614765363,1037,"Higher than gene average","upper_branch_k4_4"
885,"LOC126323274","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.64266487797055,0.0130879791570101,3.59731481074138,1037,"Higher than gene average","upper_branch_k4_4"
886,"LOC126316979","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.0378297861336,0.0188741265268648,3.96071277890847,1037,"Higher than gene average","upper_branch_k4_4"
887,"LOC126318654","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.25209919225045,0.0254962618616336,3.69095001105175,1037,"Higher than gene average","upper_branch_k4_4"
888,"LOC126320585","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.43766000539714,0.0170124905261739,3.48521076065165,1037,"Higher than gene average","upper_branch_k4_4"
889,"LOC126329971","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.64966959077827,0.0189889047215798,3.45132528692114,1037,"Higher than gene average","upper_branch_k4_4"
890,"LOC126325491","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.35757524957786,0.00912650441527506,3.48380352582239,1037,"Higher than gene average","upper_branch_k4_4"
891,"LOC126317483","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.07778275895377,0.0109700424878706,3.41052255493391,1007,"Higher than gene average","upper_branch_k4_4"
892,"LOC126324030","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.87342877233619,0.018203427223013,3.4986132647781,1037,"Higher than gene average","upper_branch_k4_4"
893,"LOC126311219","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.41805255417849,0.0162251780242538,3.29967963240567,1037,"Higher than gene average","upper_branch_k4_4"
894,"LOC126316736","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.8602932513948,0.00641147812897679,3.38462859183341,1037,"Higher than gene average","upper_branch_k4_4"
895,"LOC126304984","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.9149825256159,0.0167861804879465,3.90623868229118,1037,"Higher than gene average","upper_branch_k4_4"
896,"LOC126319994","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.35705027327631,0.0113292684921842,3.81515863635987,1037,"Higher than gene average","upper_branch_k4_4"
897,"LOC126315362","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.57273737704219,0.00533172096011034,3.84468002413063,1037,"Higher than gene average","upper_branch_k4_4"
898,"LOC126323929","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.39323490572948,0.00533172096011034,3.77739104270135,1037,"Higher than gene average","upper_branch_k4_4"
899,"LOC126315451","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.76461229136002,0.00650948714744621,3.24435500118783,1007,"Higher than gene average","upper_branch_k4_4"
900,"LOC126324549","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.4870739207335,0.00657690161310038,3.64902033739246,1037,"Higher than gene average","upper_branch_k4_4"
901,"LOC126318249","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.32137920496374,0.0470672952438898,3.753079129494,1037,"Higher than gene average","upper_branch_k4_4"
902,"LOC126313306","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.68713941618648,0.0063660572226844,3.52299465108196,1037,"Higher than gene average","upper_branch_k4_4"
903,"LOC126320751","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.19790279499036,0.0109957568407946,3.81215028468729,1037,"Higher than gene average","upper_branch_k4_4"
904,"LOC126304694","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.23871443933921,0.0153809042398234,3.24873764730102,1007,"Higher than gene average","upper_branch_k4_4"
905,"LOC126315433","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.43439327829493,0.00721108706285352,3.68897469247781,1037,"Higher than gene average","upper_branch_k4_4"
906,"LOC126318286","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.08948884453453,0.0210177503614065,3.82846480218815,1037,"Higher than gene average","upper_branch_k4_4"
907,"LOC126315253","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",3.98408303979149,0.0357451629549202,3.46996619842586,1037,"Higher than gene average","upper_branch_k4_4"
908,"LOC126314424","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.40330103650562,0.00997235727443364,3.23855167308549,1037,"Higher than gene average","upper_branch_k4_4"
909,"LOC126316728","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.12953044551077,0.0137955587328595,3.84539276436824,1037,"Higher than gene average","upper_branch_k4_4"
910,"LOC126320598","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.40805011570795,0.037941930474394,3.54692938319561,1037,"Higher than gene average","upper_branch_k4_4"
911,"LOC126326055","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.41677885092825,0.00865470322521243,3.78347731257791,1037,"Higher than gene average","upper_branch_k4_4"
912,"LOC126320545","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.0126168791639,0.0134535918019106,3.84711582842114,1037,"Higher than gene average","upper_branch_k4_4"
913,"LOC126326597","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.08142709530649,0.031558935469917,3.27008932725509,1037,"Higher than gene average","upper_branch_k4_4"
914,"LOC126325542","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.7927093729168,0.0346239744559632,3.64264722792021,1037,"Higher than gene average","upper_branch_k4_4"
915,"LOC126314449","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.50925882859286,0.025912613459741,3.70590541305264,1037,"Higher than gene average","upper_branch_k4_4"
916,"LOC126322407","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.02226158701764,0.0151902031605936,4.03583160710598,1037,"Higher than gene average","upper_branch_k4_4"
917,"LOC126325816","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.85545456413975,0.0234369996660345,3.98771423187991,1037,"Higher than gene average","upper_branch_k4_4"
918,"LOC126305006","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.5485637593535,0.0160485182263108,3.62715466744395,1037,"Higher than gene average","upper_branch_k4_4"
919,"LOC126325855","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.91922236861021,0.0113292684921842,3.77137801389372,1037,"Higher than gene average","upper_branch_k4_4"
920,"LOC126324045","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.73400839192083,0.0126187824484554,3.86319623235617,1037,"Higher than gene average","upper_branch_k4_4"
921,"LOC126311240","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.71918884165029,0.0109957568407946,3.58347380837087,1037,"Higher than gene average","upper_branch_k4_4"
922,"LOC126325938","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.20269020054018,0.0176174118876231,3.36682736029481,1037,"Higher than gene average","upper_branch_k4_4"
923,"LOC126304739","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.23947220881078,0.00964125907700604,3.48857836160642,1037,"Higher than gene average","upper_branch_k4_4"
924,"LOC126323268","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.6313524614631,0.0131612895919251,3.48420188757054,1037,"Higher than gene average","upper_branch_k4_4"
925,"LOC126323749","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.72446774274783,0.0375079280361774,3.55797034859797,1037,"Higher than gene average","upper_branch_k4_4"
926,"LOC126326552","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.64772974436356,0.0273844706926221,3.79104346148076,1037,"Higher than gene average","upper_branch_k4_4"
927,"LOC126330078","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.88617162350892,0.0465505517421364,3.56305325872853,1037,"Higher than gene average","upper_branch_k4_4"
928,"LOC126332396","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.89450242560089,0.0219265846331236,3.78868393509912,1037,"Higher than gene average","upper_branch_k4_4"
929,"LOC126314408","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.13116221560281,0.00544340373585576,3.45653965880216,1037,"Higher than gene average","upper_branch_k4_4"
930,"LOC126313387","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.28604783322214,0.00721108706285352,3.2753892372176,1037,"Higher than gene average","upper_branch_k4_4"
931,"LOC126322557","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.22341340716398,0.00855609735434579,3.69136850554255,1037,"Higher than gene average","upper_branch_k4_4"
932,"LOC126323729","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.3903295901736,0.0187638885618886,3.32332907534821,1037,"Higher than gene average","upper_branch_k4_4"
933,"LOC126318464","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.17142932516765,0.0218633237867845,3.76372208851631,1037,"Higher than gene average","upper_branch_k4_4"
934,"LOC126304649","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.30673018188033,0.0422277895114046,3.60782405120701,1037,"Higher than gene average","upper_branch_k4_4"
935,"LOC126326244","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.99063295690082,0.0213075083189189,3.80358630582451,1037,"Higher than gene average","upper_branch_k4_4"
936,"LOC126326527","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.97382653915904,0.0252969742125412,3.70657559778917,1037,"Higher than gene average","upper_branch_k4_4"
937,"LOC126316932","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.9320494269249,0.0399879427039781,3.50954656372942,1037,"Higher than gene average","upper_branch_k4_4"
938,"LOC126316804","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.94594758055087,0.0469413977429562,3.36644321000988,1007,"Higher than gene average","upper_branch_k4_4"
939,"LOC126323271","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.14857695025399,0.0175854916617581,3.29863878862722,1037,"Higher than gene average","upper_branch_k4_4"
940,"LOC126304734","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.64940514808655,0.0307553991173914,3.29321241708571,1037,"Higher than gene average","upper_branch_k4_4"
941,"LOC126328211","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.48036067797156,0.0443363018237691,3.27475055771502,1007,"Higher than gene average","upper_branch_k4_4"
942,"LOC126325510","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.79317097637308,0.0450882165363129,3.79509769448443,1037,"Higher than gene average","upper_branch_k4_4"
943,"LOC126322533","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.12449755664205,0.040050964901713,3.83286879160968,1037,"Higher than gene average","upper_branch_k4_4"
944,"LOC126313326","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.10115624814939,0.0137496201954765,3.93464825254646,1037,"Higher than gene average","upper_branch_k4_4"
945,"LOC126324493","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.18988889850521,0.0363873867647992,3.89838478143384,1037,"Higher than gene average","upper_branch_k4_4"
946,"LOC126319891","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.01043994450197,0.0114587280435534,3.99211960620501,1037,"Higher than gene average","upper_branch_k4_4"
