"contrast_id","gene_id","exon_only_DEG","transcript_exon_DEG","membership"
"infection_diet33","LOC126266593",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126266596",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266657",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266672",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266675",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266728",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266748",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266759",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266760",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266822",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266828",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126266832",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266835",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266840",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126266862",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266909",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126266913",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266938",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266957",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126266982",TRUE,TRUE,"Shared"
"infection_diet33","LOC126266984",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126267038",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267114",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126267154",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267162",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267163",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267179",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267190",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267215",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267216",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267226",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267253",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267259",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267263",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267333",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267343",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267391",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267400",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126267409",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126267442",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267472",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267473",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267478",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126267535",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126267545",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267554",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126267568",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267629",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267980",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267982",TRUE,TRUE,"Shared"
"infection_diet33","LOC126267984",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268014",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268015",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268068",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268069",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268128",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268132",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268133",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268164",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268172",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268173",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268182",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268194",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126268199",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268205",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268218",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268397",TRUE,TRUE,"Shared"
"infection_diet33","LOC126268728",TRUE,TRUE,"Shared"
"infection_diet33","LOC126269384",TRUE,TRUE,"Shared"
"infection_diet33","LOC126269416",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126270012",TRUE,TRUE,"Shared"
"infection_diet33","LOC126270294",TRUE,TRUE,"Shared"
"infection_diet33","LOC126271480",TRUE,TRUE,"Shared"
"infection_diet33","LOC126271496",TRUE,TRUE,"Shared"
"infection_diet33","LOC126271532",TRUE,TRUE,"Shared"
"infection_diet33","LOC126271618",TRUE,TRUE,"Shared"
"infection_diet33","LOC126271634",TRUE,TRUE,"Shared"
"infection_diet33","LOC126271720",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126271849",TRUE,TRUE,"Shared"
"infection_diet33","LOC126271895",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126271907",TRUE,TRUE,"Shared"
"infection_diet33","LOC126271928",TRUE,TRUE,"Shared"
"infection_diet33","LOC126271949",TRUE,TRUE,"Shared"
"infection_diet33","LOC126271975",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272038",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272055",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126272082",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272087",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126272090",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126272126",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272129",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272144",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272290",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272321",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272336",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126272353",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272363",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272419",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272450",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126272463",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126272507",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272513",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272535",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126272556",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126272589",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272599",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272608",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272609",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272678",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126272691",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272753",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126272767",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272831",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272850",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272858",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272860",TRUE,TRUE,"Shared"
"infection_diet33","LOC126272888",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126272926",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126272931",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126272961",TRUE,TRUE,"Shared"
"infection_diet33","LOC126273028",TRUE,TRUE,"Shared"
"infection_diet33","LOC126273029",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126273030",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126273032",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126273060",TRUE,TRUE,"Shared"
"infection_diet33","LOC126273130",TRUE,TRUE,"Shared"
"infection_diet33","LOC126273192",TRUE,TRUE,"Shared"
"infection_diet33","LOC126273222",TRUE,TRUE,"Shared"
"infection_diet33","LOC126273233",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126273243",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126273250",TRUE,TRUE,"Shared"
"infection_diet33","LOC126273297",TRUE,TRUE,"Shared"
"infection_diet33","LOC126273306",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126273334",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126273393",TRUE,TRUE,"Shared"
"infection_diet33","LOC126273757",TRUE,TRUE,"Shared"
"infection_diet33","LOC126273784",TRUE,TRUE,"Shared"
"infection_diet33","LOC126274965",TRUE,TRUE,"Shared"
"infection_diet33","LOC126275296",TRUE,TRUE,"Shared"
"infection_diet33","LOC126275497",TRUE,TRUE,"Shared"
"infection_diet33","LOC126275659",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126275742",TRUE,TRUE,"Shared"
"infection_diet33","LOC126276001",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126276533",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126276633",TRUE,TRUE,"Shared"
"infection_diet33","LOC126276951",TRUE,TRUE,"Shared"
"infection_diet33","LOC126277383",TRUE,TRUE,"Shared"
"infection_diet33","LOC126277750",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126277867",TRUE,TRUE,"Shared"
"infection_diet33","LOC126277871",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126277903",TRUE,TRUE,"Shared"
"infection_diet33","LOC126277916",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126277955",TRUE,TRUE,"Shared"
"infection_diet33","LOC126277966",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126278002",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278009",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278010",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126278049",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278061",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278069",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278109",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278127",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278128",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278137",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278149",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278176",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278180",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278191",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278225",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278232",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278259",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278289",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278308",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278341",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126278364",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126278365",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278382",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278436",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278447",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278456",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126278485",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278499",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278501",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278521",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126278530",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278549",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278559",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278566",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126278567",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126278585",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126278622",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278673",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278697",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278707",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278735",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278849",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126278946",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278962",TRUE,TRUE,"Shared"
"infection_diet33","LOC126278964",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126278972",TRUE,TRUE,"Shared"
"infection_diet33","LOC126279018",TRUE,TRUE,"Shared"
"infection_diet33","LOC126279039",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126279052",TRUE,TRUE,"Shared"
"infection_diet33","LOC126279122",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126279221",TRUE,TRUE,"Shared"
"infection_diet33","LOC126279309",TRUE,TRUE,"Shared"
"infection_diet33","LOC126279611",TRUE,TRUE,"Shared"
"infection_diet33","LOC126280394",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281049",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281065",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281097",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281165",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281245",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281275",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281276",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281280",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281291",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281296",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281299",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281308",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281310",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281341",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281351",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281387",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281398",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281399",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281404",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281421",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281438",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281446",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281455",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281481",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281483",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281486",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281499",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281516",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281532",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281562",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281581",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281582",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281598",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281635",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281672",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281694",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281715",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281737",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281750",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281818",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281835",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281857",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281861",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281862",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281878",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281906",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281914",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281915",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281934",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281954",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281958",TRUE,TRUE,"Shared"
"infection_diet33","LOC126281974",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126281994",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282017",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282019",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282021",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282030",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282034",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282035",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282043",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282072",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282073",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282100",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282115",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126282123",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126282167",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282173",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126282181",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282193",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282207",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282257",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282259",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282271",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282434",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282456",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126282528",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282679",TRUE,TRUE,"Shared"
"infection_diet33","LOC126282995",TRUE,TRUE,"Shared"
"infection_diet33","LOC126283788",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126283954",TRUE,TRUE,"Shared"
"infection_diet33","LOC126283957",TRUE,TRUE,"Shared"
"infection_diet33","LOC126283960",TRUE,TRUE,"Shared"
"infection_diet33","LOC126283962",TRUE,TRUE,"Shared"
"infection_diet33","LOC126283976",TRUE,TRUE,"Shared"
"infection_diet33","LOC126283979",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126283982",TRUE,TRUE,"Shared"
"infection_diet33","LOC126283987",TRUE,TRUE,"Shared"
"infection_diet33","LOC126283989",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284002",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284030",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284033",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284038",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126284041",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284043",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284088",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284105",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284106",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284231",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284235",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126284276",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284283",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126284300",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284305",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284317",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126284338",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126284367",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284371",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284375",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126284383",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284452",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126284462",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284491",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284507",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126284548",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284556",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284566",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284577",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284626",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284629",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284639",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284640",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284651",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284686",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284752",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284768",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284771",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126284778",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126284786",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284801",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284811",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126284812",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284817",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284821",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126284857",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284880",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284898",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284901",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284902",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284908",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284914",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284936",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284941",TRUE,TRUE,"Shared"
"infection_diet33","LOC126284942",TRUE,TRUE,"Shared"
"infection_diet33","LOC126285032",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126285233",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126285253",TRUE,TRUE,"Shared"
"infection_diet33","LOC126285254",TRUE,TRUE,"Shared"
"infection_diet33","LOC126285297",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126285310",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126285340",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126285413",TRUE,TRUE,"Shared"
"infection_diet33","LOC126285457",TRUE,TRUE,"Shared"
"infection_diet33","LOC126285462",TRUE,TRUE,"Shared"
"infection_diet33","LOC126291424",TRUE,TRUE,"Shared"
"infection_diet33","LOC126291582",TRUE,TRUE,"Shared"
"infection_diet33","LOC126291591",TRUE,TRUE,"Shared"
"infection_diet33","LOC126291743",TRUE,TRUE,"Shared"
"infection_diet33","LOC126291785",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126291795",TRUE,TRUE,"Shared"
"infection_diet33","LOC126291805",TRUE,TRUE,"Shared"
"infection_diet33","LOC126291810",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126291811",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126291885",TRUE,TRUE,"Shared"
"infection_diet33","LOC126291886",TRUE,TRUE,"Shared"
"infection_diet33","LOC126291901",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126291919",TRUE,TRUE,"Shared"
"infection_diet33","LOC126291948",TRUE,TRUE,"Shared"
"infection_diet33","LOC126291949",TRUE,TRUE,"Shared"
"infection_diet33","LOC126291954",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126291956",TRUE,TRUE,"Shared"
"infection_diet33","LOC126291976",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126292011",TRUE,TRUE,"Shared"
"infection_diet33","LOC126292020",TRUE,TRUE,"Shared"
"infection_diet33","LOC126292039",TRUE,TRUE,"Shared"
"infection_diet33","LOC126292043",TRUE,TRUE,"Shared"
"infection_diet33","LOC126292044",TRUE,TRUE,"Shared"
"infection_diet33","LOC126292045",TRUE,TRUE,"Shared"
"infection_diet33","LOC126292108",TRUE,TRUE,"Shared"
"infection_diet33","LOC126292134",TRUE,TRUE,"Shared"
"infection_diet33","LOC126292145",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126292201",TRUE,TRUE,"Shared"
"infection_diet33","LOC126292205",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126292237",TRUE,TRUE,"Shared"
"infection_diet33","LOC126292248",TRUE,TRUE,"Shared"
"infection_diet33","LOC126292317",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293178",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293180",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293181",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293188",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293250",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126293269",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126293272",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126293286",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293287",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293292",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293296",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126293297",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293313",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126293368",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293387",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293478",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293483",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293526",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293546",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126293557",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293577",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293578",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293579",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293587",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293672",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293679",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293692",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126293721",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126293737",TRUE,TRUE,"Shared"
"infection_diet33","LOC126293755",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126294945",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126294948",TRUE,TRUE,"Shared"
"infection_diet33","LOC126294949",TRUE,TRUE,"Shared"
"infection_diet33","LOC126294950",TRUE,TRUE,"Shared"
"infection_diet33","LOC126294955",TRUE,TRUE,"Shared"
"infection_diet33","LOC126295040",TRUE,TRUE,"Shared"
"infection_diet33","LOC126295041",TRUE,TRUE,"Shared"
"infection_diet33","LOC126295063",TRUE,TRUE,"Shared"
"infection_diet33","LOC126295065",TRUE,TRUE,"Shared"
"infection_diet33","LOC126295156",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126295163",TRUE,TRUE,"Shared"
"infection_diet33","LOC126295191",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126295211",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126295285",TRUE,TRUE,"Shared"
"infection_diet33","LOC126295329",TRUE,TRUE,"Shared"
"infection_diet33","LOC126295330",TRUE,TRUE,"Shared"
"infection_diet33","LOC126295342",TRUE,FALSE,"Exon only"
"infection_diet33","LOC126295425",TRUE,TRUE,"Shared"
"infection_diet33","LOC126295441",TRUE,TRUE,"Shared"
"infection_diet33","LOC126295444",TRUE,TRUE,"Shared"
"infection_diet33","LOC126295494",TRUE,TRUE,"Shared"
"infection_diet33","LOC126297379",TRUE,TRUE,"Shared"
"infection_diet33","LOC126297421",TRUE,TRUE,"Shared"
