source_sheet,umbrella,subcategory,gene_id,description_workbook,description_gff,gene_biotype,seqid,sequence_name,sequence_role,assigned_molecule,location_type,sequence_class,contrast_id,contrast_label,figure_scope,x_label,x_order,desired_sign,positive_condition,negative_condition,workbook_lfc_col,workbook_padj_col,show_in_figure,analysis_scope,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,oriented_log2FC,status,higher_expression_condition,primary_figure,original_value,original_oriented_log2FC,original_status
Immune,Cellular Immunity,Lysosomal Processing & Antigen Presentation (GILT),LOC126268069,gamma-interferon-inducible lysosomal thiol reductase-like,gamma-interferon-inducible lysosomal thiol reductase-like,protein_coding,NC_064923.1,Chromosome4,assembled-molecule,4,Chromosome,Nuclear chromosome,infection_diet33,Diet 33: infected vs control,Within-diet infection response,33,1,1,Infected diet 33,Control diet 33,Diet 33 log2FC,Diet 33 padj,TRUE,Placed/host-assigned,1110.8163368250052,-0.9937444456519452,0.3255332899063859,-3.0526661219125018,0.00226818147786739,0.02516363972384436,FALSE,-0.9937444456519452,N.S.,Not significant,TRUE,-1.1499999999999999,-1.15,Downregulated
Immune,Innate Immune Recognition & Signaling,Immune Activation & Sensing (Toll/JAK-STAT/NF-κB),LOC126266799,follistatin-related protein 5-like,follistatin-related protein 5-like,protein_coding,NC_064920.1,Chromosome1,assembled-molecule,1,Chromosome,Nuclear chromosome,infected_diet83_vs33,Infected: diet 83 vs 33,Diet comparison among infected,"83
vs
33",2,1,Infected diet 83,Infected diet 33,inf83 vs inf33_log2FC,inf83 vs inf33_padj,TRUE,Placed/host-assigned,74.44725277706172,2.8667427949207447,0.6371093432314865,4.499608780465092,6.807863567725618e-6,5.63667581088236e-4,TRUE,2.8667427949207447,Upregulated,Infected diet 83,TRUE,N.S.,,N.S.
Immune,Innate Immune Recognition & Signaling,Immune Activation & Sensing (Toll/JAK-STAT/NF-κB),LOC126266799,follistatin-related protein 5-like,follistatin-related protein 5-like,protein_coding,NC_064920.1,Chromosome1,assembled-molecule,1,Chromosome,Nuclear chromosome,infection_diet50,Diet 50: infected vs control,Within-diet infection response,50,2,1,Infected diet 50,Control diet 50,Diet 50 log2FC,Diet 50 padj,TRUE,Placed/host-assigned,74.44725277706172,1.3364549181334162,0.6462689519134005,2.0679547024138953,0.03864428279147011,0.11732808639010324,FALSE,1.3364549181334162,N.S.,Not significant,TRUE,1.321,1.321,Upregulated
Immune,Innate Immune Recognition & Signaling,Immune Activation & Sensing (Toll/JAK-STAT/NF-κB),LOC126266799,follistatin-related protein 5-like,follistatin-related protein 5-like,protein_coding,NC_064920.1,Chromosome1,assembled-molecule,1,Chromosome,Nuclear chromosome,infection_diet83,Diet 83: infected vs control,Within-diet infection response,83,3,1,Infected diet 83,Control diet 83,Diet 83 log2FC,Diet 83 padj,TRUE,Placed/host-assigned,74.44725277706172,2.113399617301092,0.6846197545567021,3.0869685007402956,0.00202209022745516,0.02078914576593981,TRUE,2.113399617301092,Upregulated,Infected diet 83,TRUE,N.S.,,N.S.
Immune,Innate Immune Recognition & Signaling,Immune Activation & Sensing (Toll/JAK-STAT/NF-κB),LOC126270956,follistatin-related protein 5-like,follistatin-related protein 5-like,protein_coding,NC_064920.1,Chromosome1,assembled-molecule,1,Chromosome,Nuclear chromosome,infected_diet33_vs50,Infected: diet 50 vs 33,Diet comparison among infected,"50
vs
33",1,-1,Infected diet 50,Infected diet 33,inf33 vs inf50_log2FC,inf33 vs inf50_padj,TRUE,Placed/host-assigned,44.37113511736093,-1.7307201549761486,0.5325482604685166,-3.2498841578292343,0.00115452027194771,0.06606473491380137,FALSE,1.7307201549761486,N.S.,Not significant,TRUE,-1.8149999999999999,1.815,Upregulated
Immune,Innate Immune Recognition & Signaling,Immune Activation & Sensing (Toll/JAK-STAT/NF-κB),LOC126284043,toll-like receptor 2,toll-like receptor 2,protein_coding,NC_064920.1,Chromosome1,assembled-molecule,1,Chromosome,Nuclear chromosome,infection_diet83,Diet 83: infected vs control,Within-diet infection response,83,3,1,Infected diet 83,Control diet 83,Diet 83 log2FC,Diet 83 padj,TRUE,Placed/host-assigned,90.63399540928508,1.5300888974818785,0.545525830353673,2.8047964227283204,0.00503483685117554,0.03915211475352453,TRUE,1.5300888974818785,Upregulated,Infected diet 83,TRUE,N.S.,,N.S.
Immune,Innate Immune Recognition & Signaling,Immune Activation & Sensing (Toll/JAK-STAT/NF-κB),LOC126325232,toll-like receptor 2,toll-like receptor 2,protein_coding,NC_064921.1,Chromosome2,assembled-molecule,2,Chromosome,Nuclear chromosome,infected_diet33_vs50,Infected: diet 50 vs 33,Diet comparison among infected,"50
vs
33",1,-1,Infected diet 50,Infected diet 33,inf33 vs inf50_log2FC,inf33 vs inf50_padj,TRUE,Placed/host-assigned,687.3197797908309,-1.655860471347251,0.47357300829056104,-3.496526284984757,4.713580539393606e-4,0.0368075952175631,TRUE,1.655860471347251,Upregulated,Infected diet 50,TRUE,N.S.,,N.S.
Immune,Innate Immune Recognition & Signaling,Post-Translational Regulation & Feedback Control,LOC126292297,trypsin I-P38-like,trypsin I-P38-like,protein_coding,NC_064928.1,Chromosome9,assembled-molecule,9,Chromosome,Nuclear chromosome,infection_diet50,Diet 50: infected vs control,Within-diet infection response,50,2,1,Infected diet 50,Control diet 50,Diet 50 log2FC,Diet 50 padj,TRUE,Placed/host-assigned,9.13284401831939,1.0353417959819298,0.43965329506804873,2.35490512091279,0.01852743563035961,0.07047006867586189,FALSE,1.0353417959819298,N.S.,Not significant,TRUE,1.054,1.054,Upregulated
Immune,Innate Immune Recognition & Signaling,Serine Protease Cascades,LOC126266899,serine protease snake-like,serine protease snake-like,protein_coding,NC_064923.1,Chromosome4,assembled-molecule,4,Chromosome,Nuclear chromosome,infection_diet33,Diet 33: infected vs control,Within-diet infection response,33,1,1,Infected diet 33,Control diet 33,Diet 33 log2FC,Diet 33 padj,TRUE,Placed/host-assigned,294.97536721857534,0.9953041656191608,0.3687057321883605,2.6994540055338505,0.00694533554289807,0.05411542037669312,FALSE,0.9953041656191608,N.S.,Not significant,TRUE,1.0369999999999999,1.037,Upregulated
Immune,Innate Immune Recognition & Signaling,Serine Protease Cascades,LOC126281581,modular serine protease-like,modular serine protease-like,protein_coding,NC_064926.1,Chromosome7,assembled-molecule,7,Chromosome,Nuclear chromosome,infection_diet33,Diet 33: infected vs control,Within-diet infection response,33,1,1,Infected diet 33,Control diet 33,Diet 33 log2FC,Diet 33 padj,TRUE,Placed/host-assigned,1215.6284121674585,-1.0552778366746995,0.4650782778562193,-2.269032734745231,0.02326633528516163,0.11839362604651686,FALSE,-1.0552778366746995,N.S.,Not significant,TRUE,-1.365,-1.365,Downregulated
Immune,Innate Immune Recognition & Signaling,Serine Protease Cascades,LOC126335013,serine protease snake-like,serine protease snake-like,protein_coding,NC_064920.1,Chromosome1,assembled-molecule,1,Chromosome,Nuclear chromosome,infection_diet33,Diet 33: infected vs control,Within-diet infection response,33,1,1,Infected diet 33,Control diet 33,Diet 33 log2FC,Diet 33 padj,TRUE,Placed/host-assigned,121.58382156223736,1.007259602940682,0.3694315484939193,2.7265121429044954,0.00640075974233142,0.05123988089616316,FALSE,1.007259602940682,N.S.,Not significant,TRUE,1.139,1.139,Upregulated
Immune,Innate Immune Recognition & Signaling,Serine Protease Inhibitors (Serpins),LOC126284334,serine protease inhibitor I/II-like,serine protease inhibitor I/II-like,protein_coding,NC_064927.1,Chromosome8,assembled-molecule,8,Chromosome,Nuclear chromosome,infection_diet33,Diet 33: infected vs control,Within-diet infection response,33,1,1,Infected diet 33,Control diet 33,Diet 33 log2FC,Diet 33 padj,TRUE,Placed/host-assigned,3.7415083616016513,2.8138883483909747,0.9884557505561202,2.8467519631585314,0.0044167761105914204,0.04009422835394936,TRUE,2.8138883483909747,Upregulated,Infected diet 33,TRUE,N.S.,,N.S.
Immune,Innate Immune Recognition & Signaling,Serine Protease Inhibitors (Serpins),LOC126284524,protease inhibitors-like,protease inhibitors-like,protein_coding,NC_064927.1,Chromosome8,assembled-molecule,8,Chromosome,Nuclear chromosome,infection_diet83,Diet 83: infected vs control,Within-diet infection response,83,3,1,Infected diet 83,Control diet 83,Diet 83 log2FC,Diet 83 padj,TRUE,Placed/host-assigned,702.5778919618102,-1.1130310621678368,0.4188543121927856,-2.6573226770446694,0.00787640139732548,0.0531892295030093,FALSE,-1.1130310621678368,N.S.,Not significant,TRUE,-1.1890000000000001,-1.189,Downregulated
Immune,Innate Immune Recognition & Signaling,Serine Protease Inhibitors (Serpins),LOC126335467,leukocyte elastase inhibitor-like,leukocyte elastase inhibitor-like,protein_coding,NC_064921.1,Chromosome2,assembled-molecule,2,Chromosome,Nuclear chromosome,infection_diet33,Diet 33: infected vs control,Within-diet infection response,33,1,1,Infected diet 33,Control diet 33,Diet 33 log2FC,Diet 33 padj,TRUE,Placed/host-assigned,387.8978403768014,1.0871425517068685,0.41845934495605314,2.5979645688663995,0.00937781697679582,0.0661737719171404,FALSE,1.0871425517068685,N.S.,Not significant,TRUE,1.133,1.133,Upregulated
Immune,Innate Immune Recognition & Signaling,Serine Protease Inhibitors (Serpins),LOC126336076,serpin B8-like,serpin B8-like,protein_coding,NC_064921.1,Chromosome2,assembled-molecule,2,Chromosome,Nuclear chromosome,infection_diet83,Diet 83: infected vs control,Within-diet infection response,83,3,1,Infected diet 83,Control diet 83,Diet 83 log2FC,Diet 83 padj,TRUE,Placed/host-assigned,25.41194887201405,1.82903771097419,0.6361618013089534,2.8751140153508112,0.00403881625112607,0.03361874493134035,TRUE,1.82903771097419,Upregulated,Infected diet 83,TRUE,N.S.,,N.S.
Protein-Anabolism,"Nitrogen, Amino Acid Transport & Metabolism",Amino Acid Biosynthesis & Interconversion,LOC126268518,glutamine synthetase 2 cytoplasmic-like,glutamine synthetase 2 cytoplasmic-like,protein_coding,NC_064920.1,Chromosome1,assembled-molecule,1,Chromosome,Nuclear chromosome,infected_diet83_vs33,Infected: diet 83 vs 33,Diet comparison among infected,"83
vs
33",2,1,Infected diet 83,Infected diet 33,inf83 vs inf33_log2FC,inf83 vs inf33_padj,TRUE,Placed/host-assigned,7524.562546358028,1.7677094635200254,0.5262166974522031,3.3592804486797734,7.814571823595555e-4,0.02680853353269407,TRUE,1.7677094635200254,Upregulated,Infected diet 83,TRUE,N.S.,,N.S.
Protein-Anabolism,"Nitrogen, Amino Acid Transport & Metabolism",Amino Acid Biosynthesis & Interconversion,LOC126268518,glutamine synthetase 2 cytoplasmic-like,glutamine synthetase 2 cytoplasmic-like,protein_coding,NC_064920.1,Chromosome1,assembled-molecule,1,Chromosome,Nuclear chromosome,infection_diet83,Diet 83: infected vs control,Within-diet infection response,83,3,1,Infected diet 83,Control diet 83,Diet 83 log2FC,Diet 83 padj,TRUE,Placed/host-assigned,7524.562546358028,1.5483133044850927,0.566915237444313,2.731119578766271,0.00631195650398329,0.04583269751696924,TRUE,1.5483133044850927,Upregulated,Infected diet 83,TRUE,N.S.,,N.S.
Protein-Anabolism,"Nitrogen, Amino Acid Transport & Metabolism",Cationic & Neutral Amino Acid Transporters,LOC126298679,"b(0,+)-type amino acid transporter 1","b(0,+)-type amino acid transporter 1",protein_coding,NC_064931.1,ChromosomeX,assembled-molecule,X,Chromosome,Nuclear chromosome,infected_diet33_vs50,Infected: diet 50 vs 33,Diet comparison among infected,"50
vs
33",1,-1,Infected diet 50,Infected diet 33,inf33 vs inf50_log2FC,inf33 vs inf50_padj,TRUE,Placed/host-assigned,1424.4778546870884,-1.7145554441258224,0.4881844185167522,-3.512106038400705,4.445705812857526e-4,0.03570204884030015,TRUE,1.7145554441258224,Upregulated,Infected diet 50,TRUE,N.S.,,N.S.
Protein-Anabolism,"Nitrogen, Amino Acid Transport & Metabolism",Proton-Coupled & Auxiliary Amino Acid Transporters,LOC126266685,proton-coupled amino acid transporter 1-like,proton-coupled amino acid transporter 1-like,protein_coding,NC_064923.1,Chromosome4,assembled-molecule,4,Chromosome,Nuclear chromosome,infection_diet83,Diet 83: infected vs control,Within-diet infection response,83,3,1,Infected diet 83,Control diet 83,Diet 83 log2FC,Diet 83 padj,TRUE,Placed/host-assigned,295.60162039035595,1.6054049297471966,0.5142011380323133,3.122134143636046,0.00179545109067154,0.01893798933996388,TRUE,1.6054049297471966,Upregulated,Infected diet 83,TRUE,N.S.,,N.S.
Protein-Anabolism,"Nitrogen, Amino Acid Transport & Metabolism",Proton-Coupled & Auxiliary Amino Acid Transporters,LOC126354750,proton-coupled amino acid transporter-like protein CG1139,proton-coupled amino acid transporter-like protein CG1139,protein_coding,NC_064922.1,Chromosome3,assembled-molecule,3,Chromosome,Nuclear chromosome,infection_diet33,Diet 33: infected vs control,Within-diet infection response,33,1,1,Infected diet 33,Control diet 33,Diet 33 log2FC,Diet 33 padj,TRUE,Placed/host-assigned,59.00202907854658,-1.7605884543017445,1.0137360089582916,-1.736732678669384,0.08243436680336429,0.2621208864789091,FALSE,-1.7605884543017445,N.S.,Not significant,TRUE,-3.0569999999999999,-3.057,Downregulated
