Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
mehreen_1016_MERGE_1_val_1	(1, 37.77205492896564)	(2, 38.56021359241442)	(3, 38.605282709388284)	(4, 38.78411986745212)	(5, 39.04303173657639)	(6, 39.09802877309496)	(7, 39.11033170541853)	(8, 39.0725144757316)	(9, 39.213238559492474)	(10, 39.22435120755225)	(15, 39.48582396374892)	(20, 39.46768455376629)	(25, 39.468901179247766)	(30, 39.40415619243187)	(35, 39.5125574754568)	(40, 39.479685979228684)	(45, 39.43392526773292)	(50, 39.38609183471782)	(55, 39.38955125196929)	(60, 39.40287443445086)	(65, 39.40135692173349)	(70, 39.38772880989757)	(75, 39.39041170218885)	(80, 39.37786295602156)	(85, 39.33542486068568)	(90, 39.38848886163348)	(95, 39.330449809520665)	(100, 39.32406839256969)	(105, 39.28691003910019)	(110, 39.2650890936193)	(115, 39.215861121717396)	(120, 39.16978292832903)	(125, 39.15924453704433)	(130, 39.13816263608892)	(135, 39.16000735951194)	(140, 39.0649083796534)	(145, 39.23112625625262)
mehreen_1016_MERGE_2_val_2	(1, 38.70623045411176)	(2, 38.711083338793195)	(3, 38.8450285915161)	(4, 39.109167899701546)	(5, 39.127473543314245)	(6, 39.23299632545851)	(7, 39.266216581889815)	(8, 39.31537948400994)	(9, 39.330400505569145)	(10, 39.29116694284049)	(15, 39.33810511658034)	(20, 39.32185675208071)	(25, 39.37803401811625)	(30, 39.37750837363569)	(35, 39.34914742684712)	(40, 39.34735878460783)	(45, 39.32633528395057)	(50, 39.348840585917024)	(55, 39.33407539208638)	(60, 39.31080205768012)	(65, 39.27972974711734)	(70, 39.19877618010625)	(75, 39.269455110068996)	(80, 39.24520633901225)	(85, 39.25801895659979)	(90, 39.20658839403632)	(95, 39.22864748537862)	(100, 39.25012232037821)	(105, 39.18755699082976)	(110, 39.218792762004924)	(115, 39.185495998510596)	(120, 39.157797109916416)	(125, 39.128716157377085)	(130, 39.12366856135702)	(135, 39.082660902449334)	(140, 39.111294810030614)	(145, 39.16486284366723)
mehreen_1018_MERGE_1_val_1	(1, 38.20457228398089)	(2, 38.82129709864147)	(3, 38.828411955091504)	(4, 38.97684334130896)	(5, 39.13339425937289)	(6, 39.2093519721378)	(7, 39.153165368345014)	(8, 39.15811711273047)	(9, 39.26691185811778)	(10, 39.28017156195107)	(15, 39.4957829413557)	(20, 39.494885166781245)	(25, 39.471091522884095)	(30, 39.43333250211508)	(35, 39.49092815650077)	(40, 39.44707453439058)	(45, 39.38498163267994)	(50, 39.37344569406197)	(55, 39.370503724153146)	(60, 39.38328149512661)	(65, 39.382877823123934)	(70, 39.345868214038056)	(75, 39.36692801675383)	(80, 39.34354633556619)	(85, 39.31970299660659)	(90, 39.34118865363067)	(95, 39.28043408818656)	(100, 39.296712271270955)	(105, 39.26009785621956)	(110, 39.25962512444282)	(115, 39.20479217673223)	(120, 39.18752882729234)	(125, 39.17834820569392)	(130, 39.185741153874766)	(135, 39.17784198187899)	(140, 39.12160037712039)	(145, 39.25651807224527)
mehreen_1018_MERGE_2_val_2	(1, 38.74717134876778)	(2, 38.78944510831325)	(3, 38.906702222584265)	(4, 39.15934985828622)	(5, 39.163940658854294)	(6, 39.27614084841932)	(7, 39.29754637656566)	(8, 39.32898953210658)	(9, 39.33907670224433)	(10, 39.307194969543396)	(15, 39.32965910661899)	(20, 39.29313062500823)	(25, 39.29798850381494)	(30, 39.29279364866981)	(35, 39.25928203089357)	(40, 39.23806327790228)	(45, 39.19597643670546)	(50, 39.19045528253255)	(55, 39.157282540628145)	(60, 39.16947895222931)	(65, 39.17515606690375)	(70, 39.192504463831575)	(75, 39.19369456626707)	(80, 39.18045190311828)	(85, 39.15713455750659)	(90, 39.134927493835015)	(95, 39.11146717806995)	(100, 39.124797744067145)	(105, 39.05073761198098)	(110, 39.08436279349089)	(115, 39.03843719071785)	(120, 39.014217005384566)	(125, 38.965478918847126)	(130, 38.9365509529155)	(135, 38.90992757635296)	(140, 38.92735642814891)	(145, 39.02667494620444)
mehreen_1020_MERGE_1_val_1	(1, 38.25767988265895)	(2, 38.804707935260105)	(3, 38.872474860737064)	(4, 38.96141763942869)	(5, 39.053359241444376)	(6, 39.154456348460755)	(7, 39.23689635905892)	(8, 39.27127007456833)	(9, 39.246824074056796)	(10, 39.25598736597393)	(15, 39.493607237746616)	(20, 39.47500789036062)	(25, 39.459434211511265)	(30, 39.4209926210214)	(35, 39.49057817170851)	(40, 39.447631269168355)	(45, 39.40282093261357)	(50, 39.374250452951884)	(55, 39.36759430622293)	(60, 39.40088560773607)	(65, 39.385092884046394)	(70, 39.36557925114319)	(75, 39.380059969928574)	(80, 39.36236172762027)	(85, 39.315809569631725)	(90, 39.343528761259265)	(95, 39.28473989253447)	(100, 39.295862973663795)	(105, 39.264206079177626)	(110, 39.253473562904375)	(115, 39.21045004864591)	(120, 39.16464203842527)	(125, 39.1381344018106)	(130, 39.111788455951185)	(135, 39.12218776194534)	(140, 39.0442651702555)	(145, 39.23180106802131)
mehreen_1020_MERGE_2_val_2	(1, 38.936800713419224)	(2, 38.95900101327138)	(3, 39.022569373764846)	(4, 39.25408546303952)	(5, 39.24070628226135)	(6, 39.3554673937346)	(7, 39.38044959407066)	(8, 39.37806053726304)	(9, 39.3891442204535)	(10, 39.290822999399744)	(15, 39.28025551680064)	(20, 39.23874276431841)	(25, 39.24882778592464)	(30, 39.234182626096924)	(35, 39.21496732779029)	(40, 39.19588871602724)	(45, 39.15541629209126)	(50, 39.16573136726463)	(55, 39.13026193108614)	(60, 39.12938632907611)	(65, 39.14521318786359)	(70, 39.147027286396025)	(75, 39.17974808984522)	(80, 39.167041605063375)	(85, 39.153949368606504)	(90, 39.11910227986415)	(95, 39.118663529199566)	(100, 39.132297478922204)	(105, 39.05861420864729)	(110, 39.08100955209587)	(115, 39.03477262142751)	(120, 39.004842587240766)	(125, 38.936745926347484)	(130, 38.93412781694672)	(135, 38.909049631467276)	(140, 38.929026233445995)	(145, 39.02347596207795)
mehreen_1021_MERGE_1_val_1	(1, 38.11107024241814)	(2, 38.52970060841512)	(3, 38.73931078946421)	(4, 38.89896220392548)	(5, 39.09642687971021)	(6, 39.12369480973922)	(7, 39.12584493846012)	(8, 39.28656935784849)	(9, 39.25161379835483)	(10, 39.27828474512442)	(15, 39.51113221816759)	(20, 39.50848200313519)	(25, 39.4909845995033)	(30, 39.45648482370201)	(35, 39.513469161843204)	(40, 39.47377329789682)	(45, 39.40264944880066)	(50, 39.388465997458056)	(55, 39.3714572941609)	(60, 39.398652088508605)	(65, 39.391152865141535)	(70, 39.36569650905788)	(75, 39.38329857095788)	(80, 39.36069062462529)	(85, 39.32414173152775)	(90, 39.33554659693333)	(95, 39.291538678993035)	(100, 39.30739209795091)	(105, 39.278572752356055)	(110, 39.2662532698105)	(115, 39.22416803237455)	(120, 39.19072726524159)	(125, 39.18375221369182)	(130, 39.17707317725774)	(135, 39.1758024911358)	(140, 39.11859859760059)	(145, 39.26392777631351)
mehreen_1021_MERGE_2_val_2	(1, 38.72904970586358)	(2, 38.75184765590249)	(3, 38.890725916177644)	(4, 39.136135703141825)	(5, 39.152006212765414)	(6, 39.26000052225853)	(7, 39.287275875426104)	(8, 39.325462416213476)	(9, 39.33421973486018)	(10, 39.30402083536169)	(15, 39.33757635650285)	(20, 39.301385455276815)	(25, 39.29343669318073)	(30, 39.26832700008614)	(35, 39.23710634095427)	(40, 39.21337101169582)	(45, 39.17186472836319)	(50, 39.18110232111383)	(55, 39.137225252741075)	(60, 39.150983931725236)	(65, 39.17297545310608)	(70, 39.184983495682545)	(75, 39.18181316500113)	(80, 39.158801990806445)	(85, 39.11685870646788)	(90, 39.10317927339024)	(95, 39.091342061529225)	(100, 39.10229477124728)	(105, 39.03913264686084)	(110, 39.067969513453555)	(115, 39.018013381762614)	(120, 38.986540605145976)	(125, 38.92768852971134)	(130, 38.91835020730589)	(135, 38.879772859670595)	(140, 38.887018429393976)	(145, 38.9990876488025)
mehreen_1023_MERGE_1_val_1	(1, 37.88680217081702)	(2, 38.40564665007118)	(3, 38.52660485781625)	(4, 38.76046881360477)	(5, 38.74237555089315)	(6, 38.97271609003987)	(7, 39.00246282944472)	(8, 39.132851185328164)	(9, 39.197555642972524)	(10, 39.207023143334936)	(15, 39.48014533941797)	(20, 39.459253489991625)	(25, 39.46614361492363)	(30, 39.39931011259763)	(35, 39.50736323498847)	(40, 39.46847093470363)	(45, 39.423290928844814)	(50, 39.393876266229526)	(55, 39.391520480327145)	(60, 39.41606970447563)	(65, 39.3995813524204)	(70, 39.38210410166476)	(75, 39.38200511611986)	(80, 39.374680859240115)	(85, 39.33639462579772)	(90, 39.39002923093407)	(95, 39.33221421594372)	(100, 39.33501337736166)	(105, 39.29528984223002)	(110, 39.282318306631744)	(115, 39.227544154101096)	(120, 39.19235377945421)	(125, 39.18059630058626)	(130, 39.160490192944295)	(135, 39.183130440476106)	(140, 39.089500039753695)	(145, 39.261265973469285)
mehreen_1023_MERGE_2_val_2	(1, 38.54047452147616)	(2, 38.58023483505226)	(3, 38.70722385632067)	(4, 39.00396464899131)	(5, 39.02274976225996)	(6, 39.14442006733266)	(7, 39.18658655620814)	(8, 39.226339912257615)	(9, 39.22877671539905)	(10, 39.19110603788394)	(15, 39.22323823216586)	(20, 39.211205285890856)	(25, 39.252458982514234)	(30, 39.25536806277629)	(35, 39.22878408107278)	(40, 39.22345059577886)	(45, 39.20852303973946)	(50, 39.21953662580616)	(55, 39.19927605924622)	(60, 39.18418255787126)	(65, 39.160053460968896)	(70, 39.08547088914367)	(75, 39.15070784872047)	(80, 39.13051662165819)	(85, 39.132917451170606)	(90, 39.0771317802313)	(95, 39.09084578531802)	(100, 39.118552758897856)	(105, 39.05204751088022)	(110, 39.09260104741717)	(115, 39.047829700787325)	(120, 39.02532570971241)	(125, 38.987209231885835)	(130, 38.97887360274898)	(135, 38.946834514970654)	(140, 38.97918537471398)	(145, 39.05308667598956)
mehreen_1024_MERGE_1_val_1	(1, 38.07152103103737)	(2, 38.558840633266094)	(3, 38.62835474721559)	(4, 38.89536940089362)	(5, 39.002142859410625)	(6, 39.13186162379978)	(7, 39.214406129276625)	(8, 39.13277465255817)	(9, 39.245499640469596)	(10, 39.24618882619529)	(15, 39.49397832754191)	(20, 39.477164976519205)	(25, 39.47110254991704)	(30, 39.42218208972066)	(35, 39.510860263416625)	(40, 39.47381958706043)	(45, 39.41966294098254)	(50, 39.38898719841251)	(55, 39.38629103606377)	(60, 39.40955016282432)	(65, 39.39517005176192)	(70, 39.383246400164104)	(75, 39.38164804208078)	(80, 39.36960270086594)	(85, 39.31288928165618)	(90, 39.34742573603595)	(95, 39.29931785800477)	(100, 39.30663075469489)	(105, 39.2773739701208)	(110, 39.266949202077114)	(115, 39.22128961835873)	(120, 39.179176556196005)	(125, 39.15528433056867)	(130, 39.124753922292605)	(135, 39.147756114569596)	(140, 39.06088654674024)	(145, 39.253603975779)
mehreen_1024_MERGE_2_val_2	(1, 38.84767107133903)	(2, 38.87090542301152)	(3, 38.95208874945955)	(4, 39.17892539950976)	(5, 39.18142343589843)	(6, 39.2774946354254)	(7, 39.30146372985711)	(8, 39.311208223230956)	(9, 39.34114553919651)	(10, 39.249379045198076)	(15, 39.25010328682175)	(20, 39.233555630613715)	(25, 39.27656446623804)	(30, 39.27574950265796)	(35, 39.25632175181346)	(40, 39.26091045955526)	(45, 39.233401340729195)	(50, 39.25099420919564)	(55, 39.21988956987254)	(60, 39.211101385146414)	(65, 39.194321055894775)	(70, 39.16830412582975)	(75, 39.20917057085156)	(80, 39.17792015827071)	(85, 39.188588145066106)	(90, 39.14661424460603)	(95, 39.14839897602826)	(100, 39.163238344045155)	(105, 39.08461988937607)	(110, 39.11509914066019)	(115, 39.085680984636504)	(120, 39.06476530231341)	(125, 39.024095619396505)	(130, 39.017510555316946)	(135, 38.97654265382304)	(140, 38.99442855720683)	(145, 39.07107040797635)
mehreen_1025_MERGE_1_val_1	(1, 38.27274630417253)	(2, 38.754346542072454)	(3, 38.769321506828284)	(4, 38.93151050614089)	(5, 39.0916645620265)	(6, 39.102443002340635)	(7, 39.21205027569457)	(8, 39.2609104686135)	(9, 39.25924389555629)	(10, 39.277550684165014)	(15, 39.50733474169201)	(20, 39.50088574906208)	(25, 39.487935672714265)	(30, 39.44484661695296)	(35, 39.510141153474265)	(40, 39.469035581483425)	(45, 39.416799680073424)	(50, 39.382324472570794)	(55, 39.39351926613924)	(60, 39.40525960835373)	(65, 39.407912530306284)	(70, 39.373669126989626)	(75, 39.38564767200104)	(80, 39.35744378810837)	(85, 39.34587463512257)	(90, 39.368501699383934)	(95, 39.31436128218593)	(100, 39.34327868514076)	(105, 39.30088527757549)	(110, 39.29060956689865)	(115, 39.246285443341314)	(120, 39.218575663166604)	(125, 39.227992098933456)	(130, 39.21787401825405)	(135, 39.21907944019216)	(140, 39.139020951058036)	(145, 39.2842934339685)
mehreen_1025_MERGE_2_val_2	(1, 38.58634941773557)	(2, 38.628011272535105)	(3, 38.78709082656966)	(4, 39.07222418863641)	(5, 39.09318718390599)	(6, 39.202254302472774)	(7, 39.23060966495488)	(8, 39.278392762636905)	(9, 39.276931127939115)	(10, 39.25898984358267)	(15, 39.29857041248946)	(20, 39.27255792128647)	(25, 39.294317606960774)	(30, 39.289743257945204)	(35, 39.26178696413555)	(40, 39.25127715660139)	(45, 39.21703906343168)	(50, 39.21654160314375)	(55, 39.1815132114784)	(60, 39.172823121620475)	(65, 39.17793383333242)	(70, 39.160620938073954)	(75, 39.17791452183476)	(80, 39.15424618559766)	(85, 39.13836258414979)	(90, 39.111581276270655)	(95, 39.1014364810596)	(100, 39.11479937375708)	(105, 39.05403155202286)	(110, 39.08881559045614)	(115, 39.03701813525648)	(120, 39.0119678298595)	(125, 38.953882737496336)	(130, 38.937840315463305)	(135, 38.90779699040162)	(140, 38.92357638947407)	(145, 39.017704942373626)
mehreen_1027_MERGE_1_val_1	(1, 38.22255288064096)	(2, 38.677500234295)	(3, 38.69787533963094)	(4, 39.012801785521575)	(5, 39.17367428721392)	(6, 39.09955077805305)	(7, 39.22999904055227)	(8, 39.256288658675935)	(9, 39.2590462076223)	(10, 39.25634524931054)	(15, 39.504070928972595)	(20, 39.47197791859985)	(25, 39.47461766465453)	(30, 39.415321900628726)	(35, 39.51737027131405)	(40, 39.48021656786872)	(45, 39.424658713607855)	(50, 39.39375531060771)	(55, 39.41541064929171)	(60, 39.42501757616294)	(65, 39.424002041518165)	(70, 39.40327494038268)	(75, 39.39850637831559)	(80, 39.38423843787622)	(85, 39.340765575923044)	(90, 39.39593289327139)	(95, 39.333954919427526)	(100, 39.325508406017114)	(105, 39.29135522893727)	(110, 39.28252732364904)	(115, 39.22347408526541)	(120, 39.18674798420089)	(125, 39.13501109017521)	(130, 39.13800255968785)	(135, 39.16059633445185)	(140, 39.0816174436291)	(145, 39.25066317226689)
mehreen_1027_MERGE_2_val_2	(1, 38.74773255037923)	(2, 38.77322773577823)	(3, 38.872322292079)	(4, 39.12614737588303)	(5, 39.129666690182226)	(6, 39.25265819947322)	(7, 39.26757834586177)	(8, 39.29619324510072)	(9, 39.30821996112123)	(10, 39.25961974630563)	(15, 39.298499358238224)	(20, 39.29091742254916)	(25, 39.331285509484886)	(30, 39.33447469137492)	(35, 39.30990397189602)	(40, 39.312894555357005)	(45, 39.296330907408496)	(50, 39.308396054764465)	(55, 39.282972666716034)	(60, 39.253384802963055)	(65, 39.23078629864104)	(70, 39.09691519313334)	(75, 39.21517065242334)	(80, 39.18841303163823)	(85, 39.214380676275184)	(90, 39.1689877087019)	(95, 39.196168694744735)	(100, 39.214969169789626)	(105, 39.14280729481019)	(110, 39.177701129733656)	(115, 39.142208555158575)	(120, 39.1152401500254)	(125, 39.08336830717105)	(130, 39.078208062525746)	(135, 39.03711117550996)	(140, 39.07137149024588)	(145, 39.1321386217259)
mehreen_1028_MERGE_1_val_1	(1, 38.15151715744573)	(2, 38.4435487189032)	(3, 38.53162164747663)	(4, 38.859533005803684)	(5, 39.07067847422705)	(6, 39.09736229289636)	(7, 39.1296277763022)	(8, 39.2052478191745)	(9, 39.214137454361115)	(10, 39.228660305088695)	(15, 39.48516486298003)	(20, 39.487459387926236)	(25, 39.47956844712164)	(30, 39.434937676357904)	(35, 39.50981601693402)	(40, 39.46963504101225)	(45, 39.39949591641668)	(50, 39.392269042363324)	(55, 39.39388818024571)	(60, 39.403438748285836)	(65, 39.40759289268127)	(70, 39.37492853206935)	(75, 39.37887608886409)	(80, 39.36105863376916)	(85, 39.32874046616746)	(90, 39.36548807238917)	(95, 39.296014149942536)	(100, 39.310273879291046)	(105, 39.2810269482635)	(110, 39.26943255017716)	(115, 39.218494084397356)	(120, 39.196210127452616)	(125, 39.184307498091044)	(130, 39.18279690689488)	(135, 39.19725546217975)	(140, 39.118021768102196)	(145, 39.27380705606793)
mehreen_1028_MERGE_2_val_2	(1, 38.4002887940988)	(2, 38.467517473048744)	(3, 38.66127145818708)	(4, 38.9943662434253)	(5, 39.043341137667944)	(6, 39.148734382780795)	(7, 39.19478334806822)	(8, 39.26806674945947)	(9, 39.27046423411501)	(10, 39.26546678177121)	(15, 39.31478548445785)	(20, 39.30023568364673)	(25, 39.318773581322276)	(30, 39.32215592205943)	(35, 39.282030451846865)	(40, 39.266183135244944)	(45, 39.23750194834651)	(50, 39.23402138594322)	(55, 39.182782658480946)	(60, 39.18515221763785)	(65, 39.19992555953173)	(70, 39.19168217890782)	(75, 39.2139338802629)	(80, 39.190905566352036)	(85, 39.17017425024149)	(90, 39.142376811348115)	(95, 39.12971127461118)	(100, 39.15011079374913)	(105, 39.08518058323062)	(110, 39.13053682066989)	(115, 39.07315071445042)	(120, 39.046800146514805)	(125, 38.9962610750536)	(130, 38.98387283435246)	(135, 38.935744697744795)	(140, 38.95728719833777)	(145, 39.05243795948701)
mehreen_1029_MERGE_1_val_1	(1, 37.97328523028335)	(2, 38.73992338205099)	(3, 38.78772294771489)	(4, 39.04670470176819)	(5, 39.145350013633205)	(6, 39.148119280257276)	(7, 39.241466991544236)	(8, 39.18362285106984)	(9, 39.29949222816482)	(10, 39.27999176567836)	(15, 39.510328914458924)	(20, 39.50362330981869)	(25, 39.48359761753379)	(30, 39.44699867639114)	(35, 39.509752629834495)	(40, 39.46548061579832)	(45, 39.406396178955106)	(50, 39.381552593741006)	(55, 39.384708884898295)	(60, 39.39947487930054)	(65, 39.40526657064059)	(70, 39.373089673180615)	(75, 39.38321626739521)	(80, 39.34692878268336)	(85, 39.32926224864712)	(90, 39.35408071955338)	(95, 39.30907884633997)	(100, 39.325201778950124)	(105, 39.28861257095484)	(110, 39.28146975240655)	(115, 39.230100941806846)	(120, 39.21276293230206)	(125, 39.217847233928616)	(130, 39.20504045975899)	(135, 39.21213263277089)	(140, 39.15045699927728)	(145, 39.284626385017035)
mehreen_1029_MERGE_2_val_2	(1, 38.331783453093266)	(2, 38.443609416750284)	(3, 38.64884054835641)	(4, 38.99708007962791)	(5, 39.03081379825708)	(6, 39.1432920140226)	(7, 39.17600358203191)	(8, 39.24394812490693)	(9, 39.25055416780655)	(10, 39.238632882187105)	(15, 39.283213461019336)	(20, 39.261977042453246)	(25, 39.27508744694808)	(30, 39.27206369008494)	(35, 39.24361729668763)	(40, 39.22439639088382)	(45, 39.19756265385605)	(50, 39.19858933322064)	(55, 39.16068482611532)	(60, 39.164137498625806)	(65, 39.16225621873066)	(70, 39.159044716766154)	(75, 39.172210120985476)	(80, 39.15188346328535)	(85, 39.12976740784411)	(90, 39.0986833981656)	(95, 39.086689096650865)	(100, 39.10110286841442)	(105, 39.034513638863494)	(110, 39.06754691215772)	(115, 39.01565022974378)	(120, 38.99095016971697)	(125, 38.93321544489684)	(130, 38.91393560710624)	(135, 38.87218946937635)	(140, 38.892325099822415)	(145, 38.99954784158146)
mehreen_1030_MERGE_1_val_1	(1, 38.15787566567467)	(2, 38.673584410286104)	(3, 38.734524548328665)	(4, 38.933505753226854)	(5, 39.11619534222907)	(6, 39.13590293492564)	(7, 39.204043592721554)	(8, 39.23886974438337)	(9, 39.280773374319004)	(10, 39.26127075366171)	(15, 39.49733119090503)	(20, 39.49167923999657)	(25, 39.46052626419334)	(30, 39.40432306089745)	(35, 39.48028213254277)	(40, 39.44103167572952)	(45, 39.388955926681184)	(50, 39.36447877694165)	(55, 39.37988121549451)	(60, 39.39585562901958)	(65, 39.397532197241496)	(70, 39.365725719009006)	(75, 39.3450381312376)	(80, 39.36461581291072)	(85, 39.35042251338298)	(90, 39.37306706483735)	(95, 39.31942765057695)	(100, 39.32727162372201)	(105, 39.29563458093526)	(110, 39.28599225727142)	(115, 39.22288671776751)	(120, 39.204935577813714)	(125, 39.22098644473835)	(130, 39.23016427210338)	(135, 39.22404406502078)	(140, 39.13636453458001)	(145, 39.286129626333874)
mehreen_1030_MERGE_2_val_2	(1, 38.390858109499504)	(2, 38.3979012248376)	(3, 38.573973444514216)	(4, 38.953972251399435)	(5, 39.00180452745555)	(6, 39.10501302640071)	(7, 39.14906458659814)	(8, 39.22318921751113)	(9, 39.2331369111679)	(10, 39.19422346023727)	(15, 39.21998175665512)	(20, 39.201069169055344)	(25, 39.219104533883055)	(30, 39.21999368829449)	(35, 39.178590735469456)	(40, 39.17406020578057)	(45, 39.16590516091533)	(50, 39.159939580763044)	(55, 39.12435139648168)	(60, 39.11852257566733)	(65, 39.128756663824454)	(70, 39.12710087168391)	(75, 39.14407719327546)	(80, 39.12415801314772)	(85, 39.10811309704091)	(90, 39.07646638335906)	(95, 39.05426698406227)	(100, 39.070578436942505)	(105, 39.00860566287226)	(110, 39.04305132697487)	(115, 38.98032451465944)	(120, 38.953580609549995)	(125, 38.91019438900169)	(130, 38.90382904078922)	(135, 38.8758343703298)	(140, 38.89908056305293)	(145, 38.99410590366738)
mehreen_1031_MERGE_1_val_1	(1, 38.35883909456295)	(2, 38.74321106230973)	(3, 38.74282803589715)	(4, 38.86773364545291)	(5, 39.07512907801885)	(6, 39.11758284723277)	(7, 39.17354937420009)	(8, 39.23398553393625)	(9, 39.220572683023036)	(10, 39.24437649279133)	(15, 39.49895898001064)	(20, 39.49919687926838)	(25, 39.47793343393132)	(30, 39.45097795919331)	(35, 39.50022248703784)	(40, 39.455346184540915)	(45, 39.39161136550839)	(50, 39.37919403087138)	(55, 39.36659229958018)	(60, 39.382669375603946)	(65, 39.380113723151304)	(70, 39.35457805859987)	(75, 39.36801486231725)	(80, 39.35158103698008)	(85, 39.31319389314014)	(90, 39.33856513383542)	(95, 39.28347483269825)	(100, 39.30304116633253)	(105, 39.27868799081672)	(110, 39.27017706266868)	(115, 39.2197048943146)	(120, 39.19175820993494)	(125, 39.19026937757933)	(130, 39.19041712656056)	(135, 39.18595459982082)	(140, 39.133706659117586)	(145, 39.26587992182685)
mehreen_1031_MERGE_2_val_2	(1, 38.80398577849594)	(2, 38.82723945316853)	(3, 38.96988567919517)	(4, 39.201745789843315)	(5, 39.22371939714642)	(6, 39.323048642296534)	(7, 39.34696824963881)	(8, 39.394338697714964)	(9, 39.376174537475684)	(10, 39.368031344497496)	(15, 39.39438613652432)	(20, 39.34412846405106)	(25, 39.3263821685756)	(30, 39.30010983466552)	(35, 39.25967629596731)	(40, 39.2361396889214)	(45, 39.206055115853204)	(50, 39.21629958062736)	(55, 39.18266036315001)	(60, 39.195466000783554)	(65, 39.22393881275878)	(70, 39.233446099330806)	(75, 39.22310076799878)	(80, 39.187115888024536)	(85, 39.15225398405211)	(90, 39.13042393635182)	(95, 39.11692400141091)	(100, 39.135334383124366)	(105, 39.06545228343357)	(110, 39.09767859083934)	(115, 39.039674452878764)	(120, 39.01989122412973)	(125, 38.95698662970617)	(130, 38.94755809893992)	(135, 38.89160005985262)	(140, 38.90603761403047)	(145, 39.00504372178591)
mehreen_1032_MERGE_1_val_1	(1, 38.105904842987435)	(2, 38.65018187070923)	(3, 38.67560155546395)	(4, 38.91195063625656)	(5, 39.19252481022796)	(6, 39.13313077009048)	(7, 39.24656189128751)	(8, 39.172322738013605)	(9, 39.274747478917625)	(10, 39.28070190867555)	(15, 39.50579702918989)	(20, 39.50348231856947)	(25, 39.4896343627054)	(30, 39.45187645788074)	(35, 39.51075285526566)	(40, 39.47283836564681)	(45, 39.4035228989037)	(50, 39.394308483208135)	(55, 39.39201718923582)	(60, 39.396987162240706)	(65, 39.40827845290765)	(70, 39.37084582175305)	(75, 39.38725350870243)	(80, 39.37075656086096)	(85, 39.34616511589078)	(90, 39.368206294247976)	(95, 39.31447836572477)	(100, 39.32835882555398)	(105, 39.30508415142604)	(110, 39.30076454461893)	(115, 39.24695196343636)	(120, 39.23325655799538)	(125, 39.22540733391355)	(130, 39.22111908846364)	(135, 39.22295686692513)	(140, 39.16471848107862)	(145, 39.30365029906041)
mehreen_1032_MERGE_2_val_2	(1, 38.67587635826864)	(2, 38.693819918679054)	(3, 38.82962468825947)	(4, 39.07679880376566)	(5, 39.10915101846032)	(6, 39.23657820978103)	(7, 39.25755503558758)	(8, 39.31698928274733)	(9, 39.29544302569672)	(10, 39.30575424075203)	(15, 39.35191933126183)	(20, 39.31548820780386)	(25, 39.316741418280856)	(30, 39.30219095524288)	(35, 39.27068494502926)	(40, 39.251121826005814)	(45, 39.22627655383165)	(50, 39.228709352511764)	(55, 39.185268665951604)	(60, 39.196905126688264)	(65, 39.210551456836754)	(70, 39.21525961390593)	(75, 39.208958826933866)	(80, 39.18877769659961)	(85, 39.165710086293174)	(90, 39.14184535517224)	(95, 39.126456809027026)	(100, 39.14372278779575)	(105, 39.078881618320224)	(110, 39.110595897134104)	(115, 39.05807947388606)	(120, 39.03021760590691)	(125, 38.9771785244872)	(130, 38.962555880909235)	(135, 38.91316285202474)	(140, 38.92606634105314)	(145, 39.024397646721496)
mehreen_1033_MERGE_1_val_1	(1, 37.599633810768)	(2, 38.061439963632495)	(3, 38.39366420864416)	(4, 38.681885027273886)	(5, 38.94191097219557)	(6, 38.957563817866856)	(7, 38.99784338067244)	(8, 39.150222312214346)	(9, 39.15658469816066)	(10, 39.169796688963686)	(15, 39.45658737352373)	(20, 39.46106187599109)	(25, 39.45458921008323)	(30, 39.41692503532816)	(35, 39.489662492813494)	(40, 39.44840400131493)	(45, 39.38436253396308)	(50, 39.367773943213436)	(55, 39.355987925416215)	(60, 39.364606892269606)	(65, 39.37635559401103)	(70, 39.33411380039158)	(75, 39.36375637830376)	(80, 39.34431773374499)	(85, 39.319037551157365)	(90, 39.33961760972837)	(95, 39.28116346260656)	(100, 39.2904702810392)	(105, 39.26595168733773)	(110, 39.25943624772266)	(115, 39.204734482791324)	(120, 39.1966078997024)	(125, 39.18991071755663)	(130, 39.1822318163292)	(135, 39.17645415264352)	(140, 39.125213099991754)	(145, 39.260028310256466)
