Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
mehreen_1033_MERGE_2_val_2	(1, 38.30733958845421)	(2, 38.408345938912134)	(3, 38.64269095817911)	(4, 38.95171628680868)	(5, 39.006890541397624)	(6, 39.1132092304732)	(7, 39.166966828025046)	(8, 39.243375960058835)	(9, 39.25180167620647)	(10, 39.2572494452761)	(15, 39.318527015676935)	(20, 39.301589043066066)	(25, 39.319864671239614)	(30, 39.31492894165518)	(35, 39.280553839252086)	(40, 39.26538696488052)	(45, 39.23963237103067)	(50, 39.24122436879567)	(55, 39.195378941572464)	(60, 39.202077815663685)	(65, 39.21069516294692)	(70, 39.21529506576881)	(75, 39.20737930835834)	(80, 39.192838755799244)	(85, 39.158933186317455)	(90, 39.135060251884305)	(95, 39.11263973441447)	(100, 39.12989468344526)	(105, 39.06991070675667)	(110, 39.095127593349645)	(115, 39.04429026861064)	(120, 39.019087793897384)	(125, 38.9765296831585)	(130, 38.955825601407106)	(135, 38.91398395767193)	(140, 38.92643067330215)	(145, 39.02928690716814)
mehreen_1034_MERGE_1_val_1	(1, 38.23606590589463)	(2, 38.72529385496757)	(3, 38.89514246289216)	(4, 38.97262481710242)	(5, 39.10662371160734)	(6, 39.19922750664458)	(7, 39.22328201756162)	(8, 39.26968319154192)	(9, 39.27379769133011)	(10, 39.26455099135624)	(15, 39.50831702458578)	(20, 39.50228500478404)	(25, 39.49057631913564)	(30, 39.4671437018758)	(35, 39.523833030466584)	(40, 39.484519947870794)	(45, 39.41883075341991)	(50, 39.4009804255645)	(55, 39.40300062225748)	(60, 39.40985216281627)	(65, 39.41367640173314)	(70, 39.377758618262774)	(75, 39.395845628271694)	(80, 39.37775929639133)	(85, 39.35073075251252)	(90, 39.37810758982705)	(95, 39.31280470508821)	(100, 39.32354523970521)	(105, 39.297357394987394)	(110, 39.29971257005682)	(115, 39.24996199691872)	(120, 39.225683660785094)	(125, 39.22329720872597)	(130, 39.19915731997422)	(135, 39.19980954386737)	(140, 39.12333079999296)	(145, 39.281059600111064)
mehreen_1034_MERGE_2_val_2	(1, 38.72760345577818)	(2, 38.76299892435205)	(3, 38.90370298382901)	(4, 39.14212287732757)	(5, 39.167782258737866)	(6, 39.273690023365205)	(7, 39.29808837597697)	(8, 39.347152757557126)	(9, 39.34930327370115)	(10, 39.33084342776987)	(15, 39.371079540077965)	(20, 39.338823666840646)	(25, 39.343459608457856)	(30, 39.33598965282231)	(35, 39.294314853344574)	(40, 39.266328818990175)	(45, 39.22015832536052)	(50, 39.21992307720429)	(55, 39.1648046903338)	(60, 39.16602086389766)	(65, 39.18023373035679)	(70, 39.19095628392782)	(75, 39.20543550874008)	(80, 39.192286261991384)	(85, 39.17672962543601)	(90, 39.149886903768426)	(95, 39.135685119743854)	(100, 39.15357057961159)	(105, 39.0850305686464)	(110, 39.12128796083569)	(115, 39.0730689626407)	(120, 39.0447014665407)	(125, 38.995915536576675)	(130, 38.988023195748326)	(135, 38.946351147398595)	(140, 38.965253943573174)	(145, 39.06705095552469)
mehreen_1035_MERGE_1_val_1	(1, 38.236791784839646)	(2, 38.736162481481315)	(3, 38.83846400618924)	(4, 38.99420178118568)	(5, 39.08698919454701)	(6, 39.155850267465446)	(7, 39.25065907704878)	(8, 39.189201375138914)	(9, 39.29130672072389)	(10, 39.268714584978724)	(15, 39.5034752879291)	(20, 39.50373914374169)	(25, 39.48611959628916)	(30, 39.45953944115481)	(35, 39.5124747822722)	(40, 39.47284554673459)	(45, 39.407709657311266)	(50, 39.391143384865046)	(55, 39.38988261334424)	(60, 39.39891864023341)	(65, 39.409257056430384)	(70, 39.36925696936966)	(75, 39.382441929450934)	(80, 39.36374269838607)	(85, 39.33859460470576)	(90, 39.361703610533574)	(95, 39.30872417205411)	(100, 39.319913559308056)	(105, 39.291873179645314)	(110, 39.28201403964727)	(115, 39.23079529481494)	(120, 39.21478562290892)	(125, 39.21092025264735)	(130, 39.20280888010369)	(135, 39.21016620681056)	(140, 39.140355387165116)	(145, 39.287326986535405)
mehreen_1035_MERGE_2_val_2	(1, 38.50617972302909)	(2, 38.56442367537496)	(3, 38.76190797827977)	(4, 39.04376928376484)	(5, 39.087233318068556)	(6, 39.19505862282947)	(7, 39.22779754932109)	(8, 39.291322402609616)	(9, 39.30437445568532)	(10, 39.294944982736794)	(15, 39.34600886675251)	(20, 39.32093763094508)	(25, 39.328838231422296)	(30, 39.32042761112206)	(35, 39.2841672356126)	(40, 39.26346615365217)	(45, 39.239354617147654)	(50, 39.23596931478334)	(55, 39.19128030404083)	(60, 39.19896355061646)	(65, 39.21252222345764)	(70, 39.219071493115756)	(75, 39.21777453883797)	(80, 39.201184173761874)	(85, 39.175632159999054)	(90, 39.14537522287565)	(95, 39.13322859506048)	(100, 39.147094082245)	(105, 39.07724410939376)	(110, 39.10773373489442)	(115, 39.05977064235306)	(120, 39.03684789126637)	(125, 38.99372826645656)	(130, 38.97680722801486)	(135, 38.93913758445641)	(140, 38.94904126576431)	(145, 39.05094842844876)
mehreen_1036_MERGE_1_val_1	(1, 38.28112958358349)	(2, 38.647803097368886)	(3, 38.73473546569553)	(4, 38.9866151508662)	(5, 39.08126001876725)	(6, 39.163256008373665)	(7, 39.21002011347872)	(8, 39.24170565450604)	(9, 39.262420266003815)	(10, 39.262178226561716)	(15, 39.49971162353171)	(20, 39.48189910126325)	(25, 39.467053453775655)	(30, 39.431797930870275)	(35, 39.51600902201928)	(40, 39.47866972007545)	(45, 39.4255066991673)	(50, 39.38083055855734)	(55, 39.38722845420689)	(60, 39.39379589971476)	(65, 39.41371630744551)	(70, 39.37856010207611)	(75, 39.3862067833662)	(80, 39.37336542507738)	(85, 39.354678445665385)	(90, 39.37730812782242)	(95, 39.31334625864391)	(100, 39.32665261586057)	(105, 39.30197403956066)	(110, 39.30299119844028)	(115, 39.2504126604398)	(120, 39.21745818425516)	(125, 39.221522165056214)	(130, 39.21386967802899)	(135, 39.21659703760127)	(140, 39.136713571679536)	(145, 39.29414048023022)
mehreen_1036_MERGE_2_val_2	(1, 38.532877182492115)	(2, 38.57766638215243)	(3, 38.74288569525746)	(4, 39.03757338328007)	(5, 39.071257171466584)	(6, 39.17500861015738)	(7, 39.21200233546641)	(8, 39.261182475282524)	(9, 39.26626822802557)	(10, 39.24530663680049)	(15, 39.28967908272134)	(20, 39.25828481131419)	(25, 39.27267440123266)	(30, 39.27057422350735)	(35, 39.23570505741994)	(40, 39.2050886042025)	(45, 39.160874604511775)	(50, 39.145702902868564)	(55, 39.09139910613253)	(60, 39.0758183305048)	(65, 39.09902764668483)	(70, 39.10567180153017)	(75, 39.13217402714976)	(80, 39.12290270550557)	(85, 39.10674222270725)	(90, 39.07484213806202)	(95, 39.063251154384325)	(100, 39.08335895041755)	(105, 39.014616887728245)	(110, 39.05430233391983)	(115, 38.9985013557286)	(120, 38.97402495520301)	(125, 38.927051069958736)	(130, 38.91573123284827)	(135, 38.869276788391616)	(140, 38.886154935131714)	(145, 38.98197152110647)
mehreen_1037_MERGE_1_val_1	(1, 38.09705334323823)	(2, 38.60977533142555)	(3, 38.767209220114324)	(4, 38.80147060151036)	(5, 39.12054594245769)	(6, 39.15476121559152)	(7, 39.17797789209063)	(8, 39.10482144238414)	(9, 39.282302155402405)	(10, 39.267445280817604)	(15, 39.49475263356959)	(20, 39.49340346028818)	(25, 39.48718961164844)	(30, 39.44719728349297)	(35, 39.515316164581115)	(40, 39.4770780138397)	(45, 39.41152052859387)	(50, 39.39403360585711)	(55, 39.39577032358868)	(60, 39.4021137726592)	(65, 39.41725583514564)	(70, 39.381885578686685)	(75, 39.389933230324274)	(80, 39.38259573975961)	(85, 39.35042135108908)	(90, 39.38579624420318)	(95, 39.319959546828)	(100, 39.33394698883783)	(105, 39.31373595814817)	(110, 39.31322150680703)	(115, 39.25733744669032)	(120, 39.25086528772577)	(125, 39.24321594335687)	(130, 39.23754665340313)	(135, 39.242698041806875)	(140, 39.187710073089505)	(145, 39.310168921695634)
mehreen_1037_MERGE_2_val_2	(1, 38.57962094999058)	(2, 38.644242529412274)	(3, 38.812280908086805)	(4, 39.051049712678584)	(5, 39.08336673925582)	(6, 39.2129051293138)	(7, 39.243113966095315)	(8, 39.30710592682144)	(9, 39.29429635286577)	(10, 39.300456913769196)	(15, 39.35996061207856)	(20, 39.337124914399105)	(25, 39.348235388354894)	(30, 39.346809596458186)	(35, 39.30973392418734)	(40, 39.290872576196506)	(45, 39.260170127889005)	(50, 39.256940156032634)	(55, 39.20153491032055)	(60, 39.20899393991818)	(65, 39.215638209149255)	(70, 39.22186093904968)	(75, 39.2154624743041)	(80, 39.20249888651026)	(85, 39.17680636448752)	(90, 39.15326373096914)	(95, 39.14343395077573)	(100, 39.15060579151512)	(105, 39.087883236463945)	(110, 39.11730218436192)	(115, 39.06416677449671)	(120, 39.036790124200664)	(125, 38.99075563463296)	(130, 38.973264735654595)	(135, 38.92819811617847)	(140, 38.93647878914866)	(145, 39.047060492670475)
mehreen_1038_MERGE_1_val_1	(1, 38.34824197893438)	(2, 38.84932341952278)	(3, 38.90842831421271)	(4, 39.048812157999855)	(5, 39.14703879711991)	(6, 39.1156954057364)	(7, 39.252583820848486)	(8, 39.26570851476156)	(9, 39.226995865527066)	(10, 39.253109796942034)	(15, 39.50372632087854)	(20, 39.49467089881331)	(25, 39.46885723372522)	(30, 39.44778539276301)	(35, 39.48903489250289)	(40, 39.447716901901344)	(45, 39.39284931123147)	(50, 39.3581712114296)	(55, 39.345687878263334)	(60, 39.36414416224811)	(65, 39.37572210967985)	(70, 39.35178687821199)	(75, 39.3524699919702)	(80, 39.33561893659171)	(85, 39.30093493164598)	(90, 39.294962807972965)	(95, 39.22452078323512)	(100, 39.237596426666805)	(105, 39.208088541772355)	(110, 39.20011362491891)	(115, 39.1439011706725)	(120, 39.12970766452416)	(125, 39.10205970103215)	(130, 39.09109701558581)	(135, 39.06987306857205)	(140, 38.99215464152724)	(145, 39.176023952706366)
mehreen_1038_MERGE_2_val_2	(1, 39.014772504853525)	(2, 39.041939318537)	(3, 39.105567502369574)	(4, 39.30169217863521)	(5, 39.28364470252004)	(6, 39.37522279642751)	(7, 39.39409115474617)	(8, 39.41432265481709)	(9, 39.41443211515203)	(10, 39.39226327361993)	(15, 39.40413847248635)	(20, 39.320296403823406)	(25, 39.274303595927364)	(30, 39.23423593713936)	(35, 39.18397706934895)	(40, 39.15446354788113)	(45, 39.11364817807093)	(50, 39.140165320261346)	(55, 39.12026671737366)	(60, 39.11119268176306)	(65, 39.13584910258787)	(70, 39.15384375471698)	(75, 39.15309404245209)	(80, 39.13149056248833)	(85, 39.10472845323148)	(90, 39.080782352666596)	(95, 39.0652663542593)	(100, 39.06741295916142)	(105, 38.99262556343681)	(110, 39.01884062877)	(115, 38.97010614818245)	(120, 38.95194031262508)	(125, 38.8976104197773)	(130, 38.88258514821818)	(135, 38.840553398119695)	(140, 38.849976880976996)	(145, 38.96731460317712)
mehreen_1039_MERGE_1_val_1	(1, 37.76351319446077)	(2, 38.48696115725612)	(3, 38.55966651778459)	(4, 38.82343553729905)	(5, 39.02012945001775)	(6, 39.1104659619517)	(7, 39.139115783577935)	(8, 39.200569353469746)	(9, 39.23117590604281)	(10, 39.242035848213874)	(15, 39.50232195585197)	(20, 39.506160427661975)	(25, 39.48166271020856)	(30, 39.452119634157285)	(35, 39.50257036374686)	(40, 39.45813547854184)	(45, 39.392797546176546)	(50, 39.389272055904186)	(55, 39.385961140639644)	(60, 39.389700271339755)	(65, 39.392463426588925)	(70, 39.35066100251538)	(75, 39.36977083817352)	(80, 39.357069976889)	(85, 39.32886504584114)	(90, 39.346108118202196)	(95, 39.28745513944782)	(100, 39.29764706472233)	(105, 39.27004533607578)	(110, 39.27373217495615)	(115, 39.22151062702689)	(120, 39.213893080463045)	(125, 39.19878060456389)	(130, 39.203918645187535)	(135, 39.191181971066634)	(140, 39.14507904578504)	(145, 39.26659551062164)
mehreen_1039_MERGE_2_val_2	(1, 38.36210868994824)	(2, 38.44799821750342)	(3, 38.68840902689674)	(4, 39.01361806652561)	(5, 39.04336896817715)	(6, 39.17438943140724)	(7, 39.19778963415747)	(8, 39.27360237623381)	(9, 39.25652501357533)	(10, 39.25797198963151)	(15, 39.310762123875044)	(20, 39.283329430809644)	(25, 39.283240469296075)	(30, 39.27195779300094)	(35, 39.24111817041957)	(40, 39.225080434208905)	(45, 39.2046097130598)	(50, 39.20836100956603)	(55, 39.18600796938388)	(60, 39.18909704780445)	(65, 39.18554598895775)	(70, 39.18603318315798)	(75, 39.17885107842669)	(80, 39.16083231805075)	(85, 39.13775270300631)	(90, 39.11489765023545)	(95, 39.08802356727624)	(100, 39.10457649808255)	(105, 39.04264911359353)	(110, 39.06680701462166)	(115, 39.0230620306963)	(120, 39.00490087237883)	(125, 38.96086293932048)	(130, 38.93846461107863)	(135, 38.90052439461764)	(140, 38.91001744112784)	(145, 39.01754911540205)
mehreen_1040_MERGE_1_val_1	(1, 38.0824206898984)	(2, 38.51191094330424)	(3, 38.748948721351276)	(4, 39.001249404572434)	(5, 38.988770494528524)	(6, 39.16304911059207)	(7, 39.15598458823627)	(8, 39.12843553700424)	(9, 39.26001908291703)	(10, 39.27096394723449)	(15, 39.51236952385701)	(20, 39.51710822290765)	(25, 39.50433472814816)	(30, 39.47012941950271)	(35, 39.524620957130495)	(40, 39.48925022458731)	(45, 39.429456528970505)	(50, 39.411914424700896)	(55, 39.40638343628418)	(60, 39.40798547439865)	(65, 39.41929028223969)	(70, 39.38581577826843)	(75, 39.39437548810747)	(80, 39.379382246109046)	(85, 39.35090146797616)	(90, 39.371945494771616)	(95, 39.312636685696006)	(100, 39.327920797999)	(105, 39.2974861327993)	(110, 39.2971015505082)	(115, 39.23671879809455)	(120, 39.224183343168725)	(125, 39.20586083629727)	(130, 39.20052353421763)	(135, 39.20773198353012)	(140, 39.15823558967651)	(145, 39.294091956320194)
mehreen_1040_MERGE_2_val_2	(1, 38.73980514917708)	(2, 38.83408946178451)	(3, 38.95748657130275)	(4, 39.203969013926766)	(5, 39.227452905775564)	(6, 39.32288492553471)	(7, 39.35056922782489)	(8, 39.4009474962515)	(9, 39.40274448289831)	(10, 39.40375568189323)	(15, 39.4514795745521)	(20, 39.41943684307295)	(25, 39.41403925576546)	(30, 39.40246708804806)	(35, 39.36302116508743)	(40, 39.34094909577045)	(45, 39.31849503680632)	(50, 39.321283976740474)	(55, 39.282761949134276)	(60, 39.28799372419765)	(65, 39.28883469132148)	(70, 39.29208513404259)	(75, 39.27671789031874)	(80, 39.25944528208902)	(85, 39.22625654071369)	(90, 39.199418051184026)	(95, 39.17702637117387)	(100, 39.18840047351158)	(105, 39.12019192981498)	(110, 39.15198736432872)	(115, 39.09885772343307)	(120, 39.06957257182357)	(125, 39.020835791959215)	(130, 39.00306219404903)	(135, 38.94445126430608)	(140, 38.94682268272065)	(145, 39.03815460098366)
mehreen_1041_MERGE_1_val_1	(1, 38.460281392072915)	(2, 38.81090173935008)	(3, 38.9007740623444)	(4, 39.004677989875525)	(5, 39.18990888728203)	(6, 39.18314047340267)	(7, 39.293070365835234)	(8, 39.336094170936704)	(9, 39.32065054474324)	(10, 39.30297786559794)	(15, 39.530463781488415)	(20, 39.525623009736364)	(25, 39.501990942874166)	(30, 39.48195502071535)	(35, 39.522958521308965)	(40, 39.48395557602555)	(45, 39.43064285357467)	(50, 39.40475760244637)	(55, 39.39390718499358)	(60, 39.41567485145965)	(65, 39.42022636172251)	(70, 39.38802765669309)	(75, 39.404237393999225)	(80, 39.38342007271446)	(85, 39.35539877565467)	(90, 39.355362550885296)	(95, 39.3096328305797)	(100, 39.321495454238)	(105, 39.29115849302328)	(110, 39.29330932403087)	(115, 39.24417940823925)	(120, 39.22591744727542)	(125, 39.229538981192476)	(130, 39.22018792308246)	(135, 39.21055465665866)	(140, 39.152340274209294)	(145, 39.29343447482147)
mehreen_1041_MERGE_2_val_2	(1, 38.94788280318007)	(2, 38.986700516882486)	(3, 39.04687693050452)	(4, 39.257193404742225)	(5, 39.231169423362736)	(6, 39.355945993332966)	(7, 39.35997842407447)	(8, 39.397728615094884)	(9, 39.35155089972745)	(10, 39.35521275243785)	(15, 39.380295926337865)	(20, 39.306692716568264)	(25, 39.26756792814959)	(30, 39.23011003723788)	(35, 39.17692507803887)	(40, 39.14931831120874)	(45, 39.1200947257659)	(50, 39.14712769991803)	(55, 39.12992353472527)	(60, 39.13683613147077)	(65, 39.157020115563185)	(70, 39.165345528681044)	(75, 39.15811106933)	(80, 39.12154515657487)	(85, 39.09070803558511)	(90, 39.07123641768305)	(95, 39.05523843787161)	(100, 39.061421830742596)	(105, 38.98760066413158)	(110, 39.02278430774503)	(115, 38.97447428254592)	(120, 38.96237509497485)	(125, 38.918780857525)	(130, 38.90587750243175)	(135, 38.84592003066583)	(140, 38.85618640560633)	(145, 38.96871888040434)
mehreen_1042_MERGE_1_val_1	(1, 37.69216404526893)	(2, 38.61561579421098)	(3, 38.57947952968284)	(4, 38.868890171763084)	(5, 39.17478396898018)	(6, 39.18449462028785)	(7, 39.15939394636846)	(8, 39.25513374958627)	(9, 39.244705120363065)	(10, 39.28252416111509)	(15, 39.509842648500126)	(20, 39.508425538994075)	(25, 39.49520466437396)	(30, 39.450094782503434)	(35, 39.519816560808216)	(40, 39.475327724310965)	(45, 39.40863282636507)	(50, 39.39740447563905)	(55, 39.39754012895993)	(60, 39.400335289121934)	(65, 39.40242491239653)	(70, 39.36813354414394)	(75, 39.37981598511497)	(80, 39.35523527815725)	(85, 39.32712876141988)	(90, 39.36092856480739)	(95, 39.29399955078884)	(100, 39.30615082352095)	(105, 39.27478615283836)	(110, 39.26805867238833)	(115, 39.21689941373944)	(120, 39.189200223506184)	(125, 39.17221305175692)	(130, 39.18417321400037)	(135, 39.18354697221546)	(140, 39.11995374235011)	(145, 39.260671153135824)
mehreen_1042_MERGE_2_val_2	(1, 38.703717444622455)	(2, 38.73635447109784)	(3, 38.86893432071565)	(4, 39.143103887155476)	(5, 39.16083230536924)	(6, 39.25856859755612)	(7, 39.278774696114546)	(8, 39.32602654954989)	(9, 39.33816908471578)	(10, 39.31376145272945)	(15, 39.350888558988466)	(20, 39.32252787578909)	(25, 39.33843349545064)	(30, 39.33266522320088)	(35, 39.30364829202121)	(40, 39.28345850162784)	(45, 39.254963700583)	(50, 39.25504345306068)	(55, 39.22035605869925)	(60, 39.205429419216635)	(65, 39.20700672125603)	(70, 39.2018268088235)	(75, 39.21333904288228)	(80, 39.20331899628585)	(85, 39.184750981378336)	(90, 39.16771886830866)	(95, 39.1540100301596)	(100, 39.15859329331179)	(105, 39.09658292659097)	(110, 39.12868007809131)	(115, 39.080152778481434)	(120, 39.05334135786226)	(125, 38.99500635711934)	(130, 38.98051579623344)	(135, 38.95341223432122)	(140, 38.968329968896725)	(145, 39.058991076088034)
mehreen_1043_MERGE_1_val_1	(1, 38.26724126859322)	(2, 38.617155783379204)	(3, 38.788301424881595)	(4, 38.91285660449497)	(5, 39.13270854295202)	(6, 39.13743544598027)	(7, 39.2204860058072)	(8, 39.28387700691804)	(9, 39.28136492351942)	(10, 39.28271607682162)	(15, 39.50473215633191)	(20, 39.48871983447907)	(25, 39.48277761304692)	(30, 39.437675780338374)	(35, 39.50885705773171)	(40, 39.475697148908566)	(45, 39.41748867113167)	(50, 39.390366464911054)	(55, 39.39422123622116)	(60, 39.403545643770066)	(65, 39.40355584953994)	(70, 39.378766807427226)	(75, 39.37646103939626)	(80, 39.35807964851093)	(85, 39.32850160386187)	(90, 39.36275976714212)	(95, 39.306129246839966)	(100, 39.312205712320676)	(105, 39.28433190822001)	(110, 39.2725220780561)	(115, 39.22034300872633)	(120, 39.20063931302366)	(125, 39.1845290805987)	(130, 39.16558995517479)	(135, 39.18739638482739)	(140, 39.114038545193964)	(145, 39.26355047730674)
mehreen_1043_MERGE_2_val_2	(1, 38.76499804191408)	(2, 38.812777988985744)	(3, 38.91843229815911)	(4, 39.16060067466343)	(5, 39.16840313092097)	(6, 39.273658511096116)	(7, 39.2937439555)	(8, 39.33139851985669)	(9, 39.33352935864564)	(10, 39.30132388453519)	(15, 39.32867972716109)	(20, 39.30690885240657)	(25, 39.325740982432876)	(30, 39.321538679625135)	(35, 39.28799460883706)	(40, 39.271339886937724)	(45, 39.236614151637056)	(50, 39.23434643622877)	(55, 39.18622914558118)	(60, 39.18382481559059)	(65, 39.18203162201216)	(70, 39.17033181889694)	(75, 39.19540736874275)	(80, 39.179818762898684)	(85, 39.173392644848505)	(90, 39.141422695778076)	(95, 39.12670781520775)	(100, 39.141162668199456)	(105, 39.06749424011557)	(110, 39.103093930155204)	(115, 39.06205227046736)	(120, 39.03519450147648)	(125, 38.98657790684238)	(130, 38.972091947057194)	(135, 38.94032593051662)	(140, 38.95430850076779)	(145, 39.04898014951151)
mehreen_1045_MERGE_1_val_1	(1, 38.19579153706908)	(2, 38.67345315639641)	(3, 38.72251560065289)	(4, 39.04179713717476)	(5, 39.10426614728349)	(6, 39.187470816200474)	(7, 39.253743962868725)	(8, 39.209430546473115)	(9, 39.2936802149087)	(10, 39.28450167185462)	(15, 39.517947426221745)	(20, 39.50842352456483)	(25, 39.49019289309268)	(30, 39.46212145946529)	(35, 39.50997810014591)	(40, 39.470519128080845)	(45, 39.4163627758698)	(50, 39.37877455191214)	(55, 39.37538554662493)	(60, 39.38521912485745)	(65, 39.39035503414143)	(70, 39.3574949611738)	(75, 39.369638482448565)	(80, 39.349539199923)	(85, 39.32128469181711)	(90, 39.32693473098)	(95, 39.27475078074366)	(100, 39.2870738640616)	(105, 39.25664836216659)	(110, 39.24830959853695)	(115, 39.194502727777774)	(120, 39.174641690169764)	(125, 39.16560230217853)	(130, 39.156244308152715)	(135, 39.152100598307314)	(140, 39.089605149218265)	(145, 39.23173256143312)
mehreen_1045_MERGE_2_val_2	(1, 38.79212806968913)	(2, 38.858895122448885)	(3, 38.950522224516384)	(4, 39.20734555406198)	(5, 39.21919270171967)	(6, 39.31478056753922)	(7, 39.332518047216055)	(8, 39.37561801299966)	(9, 39.39264726167266)	(10, 39.3666123079128)	(15, 39.39733594510706)	(20, 39.339281985556454)	(25, 39.322622430687936)	(30, 39.296712480675026)	(35, 39.258980671838565)	(40, 39.22604631248603)	(45, 39.19474237484159)	(50, 39.20298343500288)	(55, 39.174655635237606)	(60, 39.17988568486254)	(65, 39.18971901215572)	(70, 39.20716941335274)	(75, 39.20415199010303)	(80, 39.18655712866608)	(85, 39.156522824934505)	(90, 39.13620061514465)	(95, 39.12068620708407)	(100, 39.13471255713287)	(105, 39.067851497504364)	(110, 39.09914874709112)	(115, 39.05314966384223)	(120, 39.03105716075356)	(125, 38.975188034294526)	(130, 38.95476772145206)	(135, 38.91123807255682)	(140, 38.9269900285679)	(145, 39.0267175259052)
mehreen_1046_MERGE_1_val_1	(1, 38.06389209290232)	(2, 38.725056301972295)	(3, 38.74342387262853)	(4, 38.97533547046835)	(5, 39.167537794450304)	(6, 39.24084653211513)	(7, 39.24275199020997)	(8, 39.30705310330312)	(9, 39.305069130803965)	(10, 39.290285612526)	(15, 39.51060753663752)	(20, 39.496455925287)	(25, 39.47758045923189)	(30, 39.43653460368088)	(35, 39.50295098796077)	(40, 39.47293714051655)	(45, 39.42035650102885)	(50, 39.371876647770456)	(55, 39.384382596223574)	(60, 39.36874676439764)	(65, 39.388644764910566)	(70, 39.36608084516924)	(75, 39.36124143453681)	(80, 39.36180471402152)	(85, 39.33352382859336)	(90, 39.35558563718244)	(95, 39.30547804471938)	(100, 39.31346218759928)	(105, 39.277091204941726)	(110, 39.27835682177597)	(115, 39.224105699595256)	(120, 39.1923850171563)	(125, 39.183334765637255)	(130, 39.15939567359362)	(135, 39.16725047956866)	(140, 39.090812159516865)	(145, 39.240362107198386)
mehreen_1046_MERGE_2_val_2	(1, 38.63455498275015)	(2, 38.655510271196874)	(3, 38.81163990912714)	(4, 39.09318950287463)	(5, 39.116714752986134)	(6, 39.20296615154324)	(7, 39.240065830188215)	(8, 39.28021410852144)	(9, 39.30292284831355)	(10, 39.24976073898256)	(15, 39.26923957904829)	(20, 39.23708629767402)	(25, 39.24839888052018)	(30, 39.233891464768526)	(35, 39.20428753775337)	(40, 39.18404953568251)	(45, 39.140042258301435)	(50, 39.13805121264407)	(55, 39.100145598061886)	(60, 39.10960308153119)	(65, 39.12069778010073)	(70, 39.117699728211164)	(75, 39.134184412314895)	(80, 39.11937574409255)	(85, 39.099290872859925)	(90, 39.06396730844979)	(95, 39.04953594268133)	(100, 39.066028255051656)	(105, 38.99025409902576)	(110, 39.01970059483107)	(115, 38.97009850928562)	(120, 38.942081738053865)	(125, 38.88945174714623)	(130, 38.87055399057089)	(135, 38.82670956429672)	(140, 38.83651568726173)	(145, 38.939690949863575)
mehreen_1049_MERGE_1_val_1	(1, 38.39721972158487)	(2, 38.84431756766601)	(3, 38.88811329857399)	(4, 38.95676615141382)	(5, 39.12305360432714)	(6, 39.22245548878911)	(7, 39.23137855872708)	(8, 39.20288674897511)	(9, 39.25416498967355)	(10, 39.28104608516213)	(15, 39.513322216091225)	(20, 39.49680178277005)	(25, 39.472754223484564)	(30, 39.441136867438935)	(35, 39.49521788955546)	(40, 39.45602678859953)	(45, 39.410093021419215)	(50, 39.371686354457744)	(55, 39.37580791466081)	(60, 39.39711453536443)	(65, 39.39779331354761)	(70, 39.37979069291534)	(75, 39.378973460742294)	(80, 39.35506124320574)	(85, 39.31612037558084)	(90, 39.313473196642185)	(95, 39.282220113872704)	(100, 39.28120942103101)	(105, 39.24604758733193)	(110, 39.23978394059903)	(115, 39.18718159567875)	(120, 39.15738227317429)	(125, 39.144842330752255)	(130, 39.108798022907315)	(135, 39.10969233869293)	(140, 39.03777116111893)	(145, 39.21088787485297)
mehreen_1049_MERGE_2_val_2	(1, 38.98085025904917)	(2, 38.9853993660948)	(3, 39.05604013279701)	(4, 39.244378622724824)	(5, 39.2464086952162)	(6, 39.35144326411121)	(7, 39.36709480400648)	(8, 39.33061024800291)	(9, 39.35741664694353)	(10, 39.23509386953469)	(15, 39.211744911463235)	(20, 39.17559252804543)	(25, 39.211106176863)	(30, 39.20602724702047)	(35, 39.20147073785758)	(40, 39.200187313861804)	(45, 39.16232902817451)	(50, 39.181645927005526)	(55, 39.156932842781416)	(60, 39.14160096121147)	(65, 39.1356827000841)	(70, 39.1437477830588)	(75, 39.158522018014175)	(80, 39.148770522451514)	(85, 39.14381552142886)	(90, 39.10999322603509)	(95, 39.09886735545422)	(100, 39.10188677128396)	(105, 39.02464781547782)	(110, 39.037090640538125)	(115, 39.0051672136471)	(120, 38.9855903871926)	(125, 38.93851941530384)	(130, 38.91769847645726)	(135, 38.88654602475346)	(140, 38.89354540874184)	(145, 38.98935648042257)
