"gene_id","Description","gene_biotype","comparison_type","comparison","numerator_condition","denominator_condition","higher_in","lower_in","signed_direction","log2FoldChange","lfcSE","baseMean","stat","pvalue","padj","GOs","KEGG_ko","KEGG_Pathway","PFAMs"
"LOC126266662","heat shock protein 68-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.6592624793669,0.481645194040665,142.51900697411,-3.44498917438966,0.000571082263019472,0.00576466752927941,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006457,GO:0008150,GO:0009987,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0051082","ko:K03283","ko03040,ko04010,ko04141,ko04144,ko04213,ko04612,ko04915,ko05134,ko05145,ko05162,ko05164,ko05169,map03040,map04010,map04141,map04144,map04213,map04612,map04915,map05134,map05145,map05162,map05164,map05169","HSP70"
"LOC126355466","uncharacterized LOC126355466","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-2.14526644957224,0.6228357853141,24.5103407550601,-3.44435323106935,0.000572427322752651,0.00577000208640547,NA,NA,NA,NA
"LOC126285310","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-3.63251264341836,1.05511525386259,39.1203599143219,-3.44276384036756,0.000575801893435449,0.00579988051178173,"","","",""
"LOC126267333","la-related protein 6","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.10648706663952,0.61210838966156,42.2582126321003,3.44136284066326,0.000578791826048589,0.00582584479039791,"GO:0008150,GO:0009892,GO:0010468,GO:0010605,GO:0010629,GO:0019222,GO:0048519,GO:0050789,GO:0060255,GO:0065007","ko:K18733","","La,SUZ-C"
"LOC126355545","octopamine receptor beta-1R-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.07033417124664,0.601674520418004,27.3180590240157,3.44095370667901,0.000579667699450373,0.00583050813425813,"GO:0003674,GO:0004888,GO:0004930,GO:0004989,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007154,GO:0007165,GO:0007186,GO:0007187,GO:0007188,GO:0007189,GO:0008150,GO:0008227,GO:0008582,GO:0009987,GO:0016020,GO:0016021,GO:0019932,GO:0019933,GO:0019935,GO:0023052,GO:0030594,GO:0031224,GO:0031226,GO:0035556,GO:0038023,GO:0040008,GO:0044087,GO:0044425,GO:0044459,GO:0044464,GO:0045886,GO:0045926,GO:0048519,GO:0048523,GO:0048638,GO:0048640,GO:0050789,GO:0050793,GO:0050794,GO:0050803,GO:0050807,GO:0050896,GO:0051093,GO:0051128,GO:0051129,GO:0051239,GO:0051241,GO:0051716,GO:0051960,GO:0051961,GO:0051963,GO:0051964,GO:0060089,GO:0065007,GO:0065008,GO:0071944,GO:0099528,GO:1904396,GO:1904397,GO:1905809,GO:2000026","","","7tm_1"
"LOC126278975","uncharacterized LOC126278975","lncRNA","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.40068405066756,0.697727332637661,3.37026607998581,3.44071951659412,0.000580169608421724,0.00583140604994011,NA,NA,NA,NA
"LOC126298001","elongation of very long chain fatty acids protein AAEL008004","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.84472620216432,0.536220578343734,176.345953958134,3.4402376124062,0.000581203683817335,0.00583764780362941,"GO:0000038,GO:0003674,GO:0003824,GO:0004312,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006643,GO:0006665,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009922,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016053,GO:0016740,GO:0016746,GO:0016747,GO:0019367,GO:0019368,GO:0019752,GO:0030148,GO:0030176,GO:0030497,GO:0031224,GO:0031227,GO:0031984,GO:0032787,GO:0034625,GO:0034626,GO:0042175,GO:0042761,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0046467,GO:0071704,GO:0072330,GO:0098827,GO:1901564,GO:1901566,GO:1901576","ko:K10250","ko00062,ko01110,map00062,map01110","ELO"
"LOC126291537","melanopsin-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.80388180889715,0.524377976184717,21.7100485455842,3.44004113601774,0.000581625777273804,0.00583773827019418,"","ko:K04256","","7tm_1"
"LOC126268019","uncharacterized LOC126268019","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.29294782364093,0.375973348732927,63.3027780182605,-3.43893477555872,0.000584007922749514,0.00585535088363569,NA,NA,NA,NA
"LOC126335472","serpin B4-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.60930176168236,0.468018780150829,63.4090185904366,3.4385409943672,0.000584857977091419,0.00585769874716934,"","","",""
"LOC126281447","sodium channel protein para","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.47531551196504,0.720360094992787,356.180538602768,3.43621964788295,0.000589892516364653,0.00590393841449382,"GO:0000003,GO:0001508,GO:0001666,GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005248,GO:0005261,GO:0005272,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0006950,GO:0007154,GO:0007610,GO:0007617,GO:0007618,GO:0007619,GO:0007638,GO:0008049,GO:0008150,GO:0008324,GO:0009605,GO:0009612,GO:0009628,GO:0009987,GO:0015075,GO:0015077,GO:0015081,GO:0015267,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0016545,GO:0019098,GO:0019226,GO:0019228,GO:0019953,GO:0022414,GO:0022803,GO:0022838,GO:0022857,GO:0022890,GO:0023052,GO:0030001,GO:0031224,GO:0031226,GO:0032501,GO:0032504,GO:0034220,GO:0035637,GO:0035725,GO:0036293,GO:0042391,GO:0044425,GO:0044459,GO:0044464,GO:0044703,GO:0045433,GO:0046873,GO:0048065,GO:0048609,GO:0050877,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051899,GO:0055085,GO:0060078,GO:0060179,GO:0065007,GO:0065008,GO:0070482,GO:0071944,GO:0086010,GO:0098655,GO:0098660,GO:0098662","ko:K04834","ko04742,map04742","GPHH,Ion_trans,Na_trans_assoc,Na_trans_cytopl"
"LOC126293427","uncharacterized LOC126293427","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.51741252812552,0.441632302697034,12.5091380425043,3.43591833943923,0.000590548944599263,0.00590505218937956,"","","","Enkurin"
"LOC126267439","locomotion-related protein Hikaru genki-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.13793402769269,0.622296906576187,29.4395545203793,3.43555303762537,0.000591345700233573,0.00590593458353417,"GO:0005575,GO:0005576,GO:0005623,GO:0007275,GO:0007399,GO:0008037,GO:0008038,GO:0008039,GO:0008150,GO:0009987,GO:0022008,GO:0030154,GO:0030182,GO:0032501,GO:0032502,GO:0036477,GO:0043025,GO:0043083,GO:0044297,GO:0044456,GO:0044464,GO:0045202,GO:0048468,GO:0048666,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0097458","","","Sushi"
"LOC126293201","uncharacterized LOC126293201","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",4.24700597405186,1.23643175218177,3.1406287254053,3.43488912069567,0.000592796324438761,0.00591122009193055,NA,NA,NA,NA
"LOC126355446","cuticle protein 18.7-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-2.07724306312639,0.604775047827913,72.0725319124195,-3.43473671836649,0.000593129782787824,0.00591122009193055,"","","",""
"LOC126284452","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.20334935667883,0.350309889958833,116.862253608302,-3.43509958231621,0.000592336118464176,0.00591122009193055,"","","",""
"LOC126336962","lysosomal alpha-mannosidase-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.60747868791615,0.468101522617547,1135.62332087642,-3.43403857976662,0.000594659552569749,0.00591811887106739,"","ko:K12311","ko00511,ko04142,map00511,map04142","Alpha-mann_mid,Glyco_hydro_38,Glyco_hydro_38C"
"LOC126355721","mucin-2-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.22897968456307,0.358066171756088,13.0947705136419,3.43226973532771,0.000598551921967239,0.00594847803181506,NA,NA,NA,NA
"LOC126276055","sodium channel protein Nach-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.50669537817382,0.439096984735271,13.9876933124019,3.43134986245053,0.000600585476499521,0.00596449329156095,"","ko:K03440","","ASC"
"LOC126336692","glutathione S-transferase-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.48431987588218,0.432696324033989,79.7663043279629,-3.43039631592892,0.000602700259469504,0.00598129218175774,"","ko:K04097","ko00480,ko00590,ko00980,ko00982,ko01100,ko05204,map00480,map00590,map00980,map00982,map01100,map05204","GST_C_3,GST_N"
"LOC126284736","protein TonB-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.91945872384142,0.5596340921049,98.6213054811851,-3.42984594920217,0.000603924019514421,0.00598285402713305,NA,NA,NA,NA
"LOC126278612","uncharacterized LOC126278612","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.32562507014158,0.386488472931977,124.738952691548,3.42992136372174,0.000603756196019077,0.00598285402713305,"","","","V-set"
"LOC126285144","ras-like protein family member 10B","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.37060315831186,0.692062831344496,30.8078450834817,3.42541609077084,0.0006138585154364,0.00605414614399907,"","ko:K07851","","Ras"
"LOC126354870","patched domain-containing protein 3","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.72460808690882,0.503667849398351,130.172905760748,3.4240980220773,0.000616843670847375,0.0060789642652825,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0012506,GO:0016020,GO:0030659,GO:0031090,GO:0031410,GO:0031982,GO:0043226,GO:0043227,GO:0043229,GO:0044422,GO:0044424,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0071944,GO:0097708","","","Patched"
"LOC126271869","neuronal acetylcholine receptor subunit alpha-7","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",3.02814152725909,0.885125911701925,173.365206355804,3.42114210783477,0.000623587391267912,0.00613021208284505,"GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005230,GO:0005231,GO:0005261,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005892,GO:0006810,GO:0006811,GO:0006812,GO:0007154,GO:0007165,GO:0007166,GO:0007267,GO:0007268,GO:0007271,GO:0008150,GO:0008324,GO:0009636,GO:0009987,GO:0015075,GO:0015267,GO:0015276,GO:0015318,GO:0016020,GO:0016021,GO:0017085,GO:0019725,GO:0022803,GO:0022824,GO:0022834,GO:0022835,GO:0022836,GO:0022838,GO:0022839,GO:0022848,GO:0022857,GO:0022890,GO:0023052,GO:0030594,GO:0031224,GO:0031226,GO:0032501,GO:0032991,GO:0034220,GO:0034702,GO:0038023,GO:0042221,GO:0042391,GO:0042592,GO:0043235,GO:0044425,GO:0044459,GO:0044464,GO:0046716,GO:0050789,GO:0050794,GO:0050877,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0060078,GO:0060079,GO:0060089,GO:0060249,GO:0065007,GO:0065008,GO:0071944,GO:0098655,GO:0098796,GO:0098797,GO:0098802,GO:0098916,GO:0098960,GO:0099094,GO:0099529,GO:0099536,GO:0099537,GO:0099565,GO:1902495,GO:1904315,GO:1905114,GO:1990351","ko:K05312","","Neur_chan_LBD,Neur_chan_memb"
"LOC126284914","uncharacterized LOC126284914","lncRNA","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-2.4323438230809,0.711056480512085,6133.06116201347,-3.42074629757849,0.000624495595540222,0.00613021208284505,NA,NA,NA,NA
"LOC126333165","MOXD1 homolog 1-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-1.89418777459045,0.553819623586649,687.929598248272,-3.4202250948121,0.000625693395757783,0.00613196884108806,"GO:0001505,GO:0003674,GO:0003824,GO:0004497,GO:0004500,GO:0005488,GO:0005507,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0006066,GO:0006576,GO:0006584,GO:0006589,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009308,GO:0009309,GO:0009712,GO:0009713,GO:0009987,GO:0012505,GO:0012506,GO:0016020,GO:0016491,GO:0016705,GO:0016715,GO:0017144,GO:0018958,GO:0019336,GO:0019438,GO:0019439,GO:0019614,GO:0030141,GO:0030659,GO:0030667,GO:0031090,GO:0031410,GO:0031982,GO:0034641,GO:0042133,GO:0042136,GO:0042401,GO:0042415,GO:0042417,GO:0042420,GO:0042421,GO:0042423,GO:0042424,GO:0042439,GO:0042737,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0044106,GO:0044237,GO:0044248,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044421,GO:0044422,GO:0044424,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0046165,GO:0046189,GO:0046333,GO:0046872,GO:0046914,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:0097164,GO:0097708,GO:0098588,GO:0098805,GO:0099503,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901615,GO:1901616,GO:1901617","","","Cu2_monoox_C,Cu2_monooxygen,DOMON"
"LOC126268028","integrin alpha-PS5-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.81758505588067,0.531396694342504,451.242800959339,3.42039210110173,0.000625309358351411,0.00613196884108806,"","","","FG-GAP,Integrin_alpha2"
"LOC126298972","glutamate [NMDA] receptor subunit 1","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.13877316742815,0.625514096177817,66.3058037813805,3.4192245714318,0.000627998736858963,0.00614178418636046,"GO:0003008,GO:0003674,GO:0004888,GO:0004970,GO:0004972,GO:0005215,GO:0005216,GO:0005230,GO:0005244,GO:0005261,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0007154,GO:0007165,GO:0007166,GO:0007215,GO:0007267,GO:0007268,GO:0007600,GO:0007610,GO:0007611,GO:0007612,GO:0007613,GO:0007616,GO:0007635,GO:0008066,GO:0008150,GO:0008306,GO:0008324,GO:0008328,GO:0008355,GO:0009314,GO:0009416,GO:0009453,GO:0009605,GO:0009628,GO:0009636,GO:0009987,GO:0010033,GO:0015075,GO:0015267,GO:0015276,GO:0015318,GO:0016020,GO:0016021,GO:0017146,GO:0022803,GO:0022824,GO:0022832,GO:0022834,GO:0022835,GO:0022836,GO:0022838,GO:0022839,GO:0022843,GO:0022857,GO:0022890,GO:0023052,GO:0030534,GO:0030594,GO:0031224,GO:0031226,GO:0032501,GO:0032991,GO:0034220,GO:0034702,GO:0034703,GO:0035235,GO:0038023,GO:0040011,GO:0042048,GO:0042221,GO:0042330,GO:0042331,GO:0042391,GO:0042493,GO:0042592,GO:0043235,GO:0044425,GO:0044456,GO:0044459,GO:0044464,GO:0045202,GO:0045211,GO:0045471,GO:0046677,GO:0048149,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050877,GO:0050890,GO:0050896,GO:0050954,GO:0050975,GO:0051179,GO:0051234,GO:0051716,GO:0055065,GO:0055074,GO:0055080,GO:0055085,GO:0060089,GO:0065007,GO:0065008,GO:0071944,GO:0072375,GO:0072507,GO:0097060,GO:0097305,GO:0098590,GO:0098655,GO:0098771,GO:0098794,GO:0098796,GO:0098797,GO:0098802,GO:0098878,GO:0098916,GO:0099094,GO:0099536,GO:0099537,GO:1901700,GO:1902495,GO:1990351","ko:K05208","ko04014,ko04015,ko04020,ko04024,ko04080,ko04713,ko04720,ko04724,ko05010,ko05014,ko05016,ko05030,ko05031,ko05033,ko05034,map04014,map04015,map04020,map04024,map04080,map04713,map04720,map04724,map05010,map05014,map05016,map05030,map05031,map05033,map05034","ANF_receptor,CaM_bdg_C0,Lig_chan,Lig_chan-Glu_bd,SBP_bac_3"
"LOC126354518","uncharacterized LOC126354518","lncRNA","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.17329124073693,0.635822692070673,70.7909791836691,3.418077504688,0.00063065145566494,0.00615920274461433,NA,NA,NA,NA
"LOC126335656","gamma-butyrobetaine dioxygenase-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.32912227994497,0.388992618737521,337.886935944177,3.41683162076095,0.000633544507758046,0.00617891717297219,"","ko:K00471","ko00310,map00310","DUF971,TauD"
"LOC126291467","uncharacterized LOC126291467","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.63107204380193,0.47773770670271,200.824714249121,3.4141580639707,0.000639794463052544,0.00621997397913841,"GO:0003008,GO:0003674,GO:0005096,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0007610,GO:0007611,GO:0007612,GO:0007613,GO:0007615,GO:0007635,GO:0008016,GO:0008047,GO:0008150,GO:0008306,GO:0008355,GO:0030234,GO:0030424,GO:0030695,GO:0032501,GO:0036477,GO:0042048,GO:0042221,GO:0042995,GO:0043005,GO:0043025,GO:0043085,GO:0043087,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043547,GO:0044057,GO:0044093,GO:0044297,GO:0044424,GO:0044464,GO:0050789,GO:0050790,GO:0050877,GO:0050890,GO:0050896,GO:0051239,GO:0051336,GO:0051345,GO:0060589,GO:0065007,GO:0065009,GO:0097458,GO:0098772,GO:0120025,GO:1903522","","","BACK,BTB,LIM,Rap_GAP"
"LOC126292201","uncharacterized LOC126292201","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.31315578093791,0.38457468034638,190.079116775861,3.41456639775444,0.000638836207770934,0.00621997397913841,"","","","Ank_2,NACHT"
