name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vibrionaceae	641	F	2286350	3169730	5456080	0.26412
Lysobacteraceae	32033	F	52003	21501	73504	0.00356
Rhodanobacteraceae	1775411	F	52	3	55	0.00000
Enterobacteriaceae	543	F	7014	264117	271131	0.01313
Morganellaceae	1903414	F	506	1776	2282	0.00011
Yersiniaceae	1903411	F	378	1942	2320	0.00011
Erwiniaceae	1903409	F	218	85	303	0.00001
Pectobacteriaceae	1903410	F	86	17	103	0.00000
Hafniaceae	1903412	F	33	30	63	0.00000
Pseudomonadaceae	135621	F	1097	2130	3227	0.00016
Marinobacteraceae	2887365	F	189	8	197	0.00001
Ketobacteraceae	3085096	F	11	0	11	0.00000
Pseudoalteromonadaceae	267888	F	189	21	210	0.00001
Alteromonadaceae	72275	F	148	7	155	0.00001
Shewanellaceae	267890	F	143	19	162	0.00001
Colwelliaceae	267889	F	73	4	77	0.00000
Idiomarinaceae	267893	F	37	6	43	0.00000
Moritellaceae	267891	F	21	2	23	0.00000
Psychromonadaceae	267894	F	15	1	16	0.00000
Moraxellaceae	468	F	406	368	774	0.00004
Halomonadaceae	28256	F	206	144	350	0.00002
Oceanospirillaceae	135620	F	79	6	85	0.00000
Saccharospirillaceae	255527	F	23	0	23	0.00000
Hahellaceae	224379	F	17	0	17	0.00000
Endozoicomonadaceae	2066474	F	13	0	13	0.00000
Aeromonadaceae	84642	F	268	379	647	0.00003
Pasteurellaceae	712	F	213	3074	3287	0.00016
Piscirickettsiaceae	135616	F	36	5	41	0.00000
Francisellaceae	34064	F	30	0	30	0.00000
Thiotrichaceae	135617	F	12	3	15	0.00000
Legionellaceae	444	F	61	0	61	0.00000
Coxiellaceae	118968	F	15	0	15	0.00000
Microbulbiferaceae	1706373	F	30	0	30	0.00000
Cellvibrionaceae	1706371	F	28	0	28	0.00000
Halieaceae	1706372	F	11	0	11	0.00000
Chromatiaceae	1046	F	36	1	37	0.00000
Candidatus Pseudothioglobaceae	3399801	F	47	5	52	0.00000
Methylococcaceae	403	F	43	1	44	0.00000
Orbaceae	1240483	F	26	27	53	0.00000
Anaplasmataceae	942	F	10152	9913	20065	0.00097
Rickettsiaceae	775	F	51	1	52	0.00000
Methylobacteriaceae	119045	F	2252	157	2409	0.00012
Brucellaceae	118882	F	277	15	292	0.00001
Rhizobiaceae	82115	F	189	34	223	0.00001
Nitrobacteraceae	41294	F	182	23	205	0.00001
Phyllobacteriaceae	69277	F	89	10	99	0.00000
Stappiaceae	2821832	F	65	16	81	0.00000
Bartonellaceae	772	F	52	3	55	0.00000
Aurantimonadaceae	255475	F	47	32	79	0.00000
Alloboseaceae	2831100	F	28	1	29	0.00000
Devosiaceae	2831106	F	23	0	23	0.00000
Methylocystaceae	31993	F	10	0	10	0.00000
Beijerinckiaceae	45404	F	10	0	10	0.00000
Azospirillaceae	2829815	F	425	45	470	0.00002
Rhodospirillaceae	41295	F	30	1	31	0.00000
Thalassospiraceae	2844866	F	16	1	17	0.00000
Sphingomonadaceae	41297	F	158	25	183	0.00001
Erythrobacteraceae	335929	F	102	3	105	0.00001
Sphingobiaceae	3423717	F	34	33	67	0.00000
Sphingopyxidaceae	3423718	F	16	1	17	0.00000
Sphingosinicellaceae	2820280	F	10	0	10	0.00000
Sphingorhabdaceae	3423719	F	10	0	10	0.00000
Paracoccaceae	31989	F	155	41	196	0.00001
Roseobacteraceae	2854170	F	100	36	136	0.00001
Caulobacteraceae	76892	F	208	5808	6016	0.00029
Candidatus Pelagibacteraceae	1655514	F	81	7	88	0.00000
Acetobacteraceae	433	F	38	6	44	0.00000
Roseomonadaceae	3385906	F	30	4	34	0.00000
Oxalobacteraceae	75682	F	722	25	747	0.00004
Burkholderiaceae	119060	F	445	172	617	0.00003
Comamonadaceae	80864	F	214	73	287	0.00001
Alcaligenaceae	506	F	86	28	114	0.00001
Sphaerotilaceae	2975441	F	61	26	87	0.00000
Neisseriaceae	481	F	337	16	353	0.00002
Chromobacteriaceae	1499392	F	37	1	38	0.00000
Chitinibacteraceae	2897177	F	12	1	13	0.00000
Nitrosomonadaceae	206379	F	25	1	26	0.00000
Methylophilaceae	32011	F	16	0	16	0.00000
Zoogloeaceae	2008794	F	34	5	39	0.00000
Rhodocyclaceae	75787	F	14	2	16	0.00000
Azonexaceae	2008795	F	10	17	27	0.00000
Acidithiobacillaceae	225058	F	14	0	14	0.00000
Flavobacteriaceae	49546	F	1790	55	1845	0.00009
Weeksellaceae	2762318	F	413	108	521	0.00003
Blattabacteriaceae	39782	F	40	13	53	0.00000
Parvicellaceae	2975259	F	16	0	16	0.00000
Crocinitomicaceae	1853230	F	10	0	10	0.00000
Bacteroidaceae	815	F	516	120	636	0.00003
Prevotellaceae	171552	F	90	6	96	0.00000
Rikenellaceae	171550	F	49	6	55	0.00000
Tannerellaceae	2005525	F	44	9	53	0.00000
Muribaculaceae	2005473	F	19	0	19	0.00000
Dysgonomonadaceae	2005520	F	19	0	19	0.00000
Odoribacteraceae	1853231	F	12	2	14	0.00000
Prolixibacteraceae	1471398	F	51	0	51	0.00000
Marinifilaceae	1573805	F	36	0	36	0.00000
